,,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL,
At Approaches Grade Level or Above,"2018
2017","SDA00AW01S18R
SDA00AW01S17R","RDA00AW01S18R
RDA00AW01S17R","DDA00AW01S18R
DDA00AW01S17R","DDU00AW01S18R
DDU00AW01S17R","DDJ00AW01S18R
DDJ00AW01S17R","DDK00AW01S18R
DDK00AW01S17R","DDQ00AW01S18R
DDQ00AW01S17R","DDT00AW01S18R
DDT00AW01S17R","DDC00AW01S18R
DDC00AW01S17R","DDX00AW01S18R
DDX00AW01S17R","DDY00AW01S18R
DDY00AW01S17R","DDZ00AW01S18R
DDZ00AW01S17R","DD500AW01S18R
DD500AW01S17R","DDL00AW01S18R
DDL00AW01S17R"
At Meets Grade Level or Above,"2018
2017","SDA00AW01218R
SDA00AW01217R","RDA00AW01218R
RDA00AW01217R","DDA00AW01218R
DDA00AW01217R","DDU00AW01218R
DDU00AW01217R","DDJ00AW01218R
DDJ00AW01217R","DDK00AW01218R
DDK00AW01217R","DDQ00AW01218R
DDQ00AW01217R","DDT00AW01218R
DDT00AW01217R","DDC00AW01218R
DDC00AW01217R","DDX00AW01218R
DDX00AW01217R","DDY00AW01218R
DDY00AW01217R","DDZ00AW01218R
DDZ00AW01217R","DD500AW01218R
DD500AW01217R","DDL00AW01218R
DDL00AW01217R"
At Masters Grade Level or Above,"2018
2017","SDA00AW01318R
SDA00AW01317R","RDA00AW01318R
RDA00AW01317R","DDA00AW01318R
DDA00AW01317R","DDU00AW01318R
DDU00AW01317R","DDJ00AW01318R
DDJ00AW01317R","DDK00AW01318R
DDK00AW01317R","DDQ00AW01318R
DDQ00AW01317R","DDT00AW01318R
DDT00AW01317R","DDC00AW01318R
DDC00AW01317R","DDX00AW01318R
DDX00AW01317R","DDY00AW01318R
DDY00AW01317R","DDZ00AW01318R
DDZ00AW01317R","DD500AW01318R
DD500AW01317R","DDL00AW01318R
DDL00AW01317R"
All Grades Science,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018,SDA00AC01S18R,RDA00AC01S18R,DDA00AC01S18R,DDU00AC01S18R,DDJ00AC01S18R,DDK00AC01S18R,DDQ00AC01S18R,DDT00AC01S18R,DDC00AC01S18R,DDX00AC01S18R,DDY00AC01S18R,DDZ00AC01S18R,DD500AC01S18R,DDL00AC01S18R
,2017,SDA00AC01S17R,RDA00AC01S17R,DDA00AC01S17R,DDU00AC01S17R,DDJ00AC01S17R,DDK00AC01S17R,DDQ00AC01S17R,DDT00AC01S17R,DDC00AC01S17R,DDX00AC01S17R,DDY00AC01S17R,DDZ00AC01S17R,DD500AC01S17R,DDL00AC01S17R
At Meets Grade Level or Above,2018 2017,SDA00AC01218R SDA00AC01217R,RDA00AC01218R RDA00AC01217R,"DDA00AC01218R
DDA00AC01217R","DDU00AC01218R
DDU00AC01217R",DDJ00AC01218R DDJ00AC01217R,DDK00AC01218R DDK00AC01217R,"DDQ00AC01218R
DDQ00AC01217R","DDT00AC01218R
DDT00AC01217R",DDC00AC01218R DDC00AC01217R,DDX00AC01218R DDX00AC01217R,DDY00AC01218R DDY00AC01217R,DDZ00AC01218R DDZ00AC01217R,DD500AC01218R DD500AC01217R,DDL00AC01218R DDL00AC01217R
At Masters Grade Level or Above,2018 2017,SDA00AC01318R SDA00AC01317R,RDA00AC01318R RDA00AC01317R,"DDA00AC01318R
DDA00AC01317R","DDU00AC01318R
DDU00AC01317R",DDJ00AC01318R DDJ00AC01317R,DDK00AC01318R DDK00AC01317R,"DDQ00AC01318R
DDQ00AC01317R","DDT00AC01318R
DDT00AC01317R",DDC00AC01318R DDC00AC01317R,DDX00AC01318R DDX00AC01317R,DDY00AC01318R DDY00AC01317R,DDZ00AC01318R DDZ00AC01317R,DD500AC01318R DD500AC01317R,DDL00AC01318R DDL00AC01317R
All Grades Social Studies,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2018 2017,SDA00AS01S18R SDA00AS01S17R,RDA00AS01S18R RDA00AS01S17R,"DDA00AS01S18R
DDA00AS01S17R","DDU00AS01S18R
DDU00AS01S17R",DDJ00AS01S18R DDJ00AS01S17R,"DDK00AS01S18R
DDK00AS01S17R","DDQ00AS01S18R
DDQ00AS01S17R","DDT00AS01S18R
DDT00AS01S17R","DDC00AS01S18R
DDC00AS01S17R
:unselected:","DDX00AS01S18R
DDX00AS01S17R","DDY00AS01S18R
DDY00AS01S17R",DDZ00AS01S18R DDZ00AS01S17R,"DD500AS01S18R DD500AS01S17R
:unselected:
:unselected:","DDL00AS01S18R DDL00AS01S17R
:unselected:"
At Meets Grade Level or Above,2018 2017,SDA00AS01218R SDA00AS01217R,RDA00AS01218R RDA00AS01217R,"DDA00AS01218R
DDA00AS01217R","DDU00AS01218R
DDU00AS01217R",DDJ00AS01218R DDJ00AS01217R,DDK00AS01218R DDK00AS01217R,DDQ00AS01218R DDQ00AS01217R,"DDT00AS01218R DDT00AS01217R
:unselected:
:unselected:","DDC00AS01218R DDC00AS01217R
:unselected:
:unselected:",DDX00AS01218R DDX00AS01217R,"DDY00AS01218R DDY00AS01217R
:unselected:
:unselected:",DDZ00AS01218R DDZ00AS01217R,"DD500AS01218R DD500AS01217R
:unselected:
:unselected:","DDL00AS01218R DDL00AS01217R
:unselected:"
At Masters Grade Level or Above,2018 2017,SDA00AS01318R SDA00AS01317R,RDA00AS01318R RDA00AS01317R,"DDA00AS01318R
DDA00AS01317R","DDU00AS01318R
DDU00AS01317R",DDJ00AS01318R DDJ00AS01317R,DDK00AS01318R DDK00AS01317R,DDQ00AS01318R DDQ00AS01317R,"DDT00AS01318R DDT00AS01317R
:unselected:
:unselected:","DDC00AS01318R DDC00AS01317R
:unselected:
:unselected:",DDX00AS01318R DDX00AS01317R,"DDY00AS01318R DDY00AS01317R
:unselected:
:unselected:",DDZ00AS01318R DDZ00AS01317R,"DD500AS01318R DD500AS01317R
:unselected:
:unselected:","DDL00AS01318R DDL00AS01317R
:unselected:
:unselected:"
,,,,,,,,,,,,,,,
Reading,2018 2017,SA408FR18R SA408FR17R,RA408FR18R RA408FR17R,DA408FR18R DA408FR17R,"DU408FR18R DU408FR17R
:unselected:
:unselected:","DJ408FR18R DJ408FR17R
:unselected:
:unselected:","DK408FR18R DK408FR17R
:unselected:
:unselected:","DQ408FR18R DQ408FR17R
:unselected:
:unselected:","DT408FR18R DT408FR17R
:unselected:
:unselected:","DC408FR18R DC408FR17R
:unselected:
:unselected:","DX408FR18R DX408FR17R
:unselected:
:unselected:","DY408FR18R DY408FR17R
:unselected:
:unselected:","DZ408FR18R DZ408FR17R
:unselected:
:unselected:","D5408FR18R D5408FR17R
:unselected:
:unselected:","DL408FR18R DL408FR17R
:unselected:
:unselected:"
Mathematics,2018,SA408FM18R,RA408FM18R,DA408FM18R,"DU408FM18R
:unselected:","DJ408FM18R
:unselected:","DK408FM18R
:unselected:","DQ408FM18R
:unselected:","DT408FM18R
:unselected:","DC408FM18R
:unselected:","DX408FM18R
:unselected:","DY408FM18R
:unselected:","DZ408FM18R
:unselected:","D5408FM18R
:unselected:","DL408FM18R
:unselected:"
,2017,SA408FM17R,RA408FM17R,DA408FM17R,"DU408FM17R
:unselected:","DJ408FM17R
:unselected:","DK408FM17R
:unselected:","DQ408FM17R
:unselected:","DT408FM17R
:unselected:","DC408FM17R
:unselected:","DX408FM17R
:unselected:","DY408FM17R
:unselected:","DZ408FM17R
:unselected:","D5408FM17R
:unselected:","DL408FM17R
:unselected:"
,,,,,,,,,,,,,,,
All Tests,,,,,,,,,,,,,,,
Assessment Participant Included in Accountability,SA00A00T017R SAYAA00T017R,CA00A00T017R CAYAA00T017R,DA00A00T017R DAYAA00T017R,"DB00A00T017R DBYAA00T017R
:unselected:
:unselected:","DH00A00T017R DHYAA00T017R
:unselected:
:unselected:","DW00A00T017R DWYAA00T017R
:unselected:
:unselected:","DI00A00T017R DIYAA00T017R
:unselected:","D300A00T017R D3YAA00T017R
:unselected:
:unselected:","D400A00T017R D4YAA00T017R
:unselected:
:unselected:","D200A00T017R D2YAA00T017R
:unselected:
:unselected:","DS00A00T017R DSYAA00T017R
:unselected:","DE00A00T017R DEYAA00T017R
:unselected:
:unselected:","DL00A00T017R DLYAA00T017R
:unselected:
:unselected:",,
Not Included in Accountability,,,,,,,,,,,,,,,
Mobile Other Exclusions,SAYMA00T017R SAYXA00T017R,CAYMA00T017R CAYXA00T017R,DAYMA00T017R DAYXA00T017R,"DBYMA00T017R DBYXA00T017R
:unselected:
:unselected:","DHYMA00T017R DHYXA00T017R
:unselected:
:unselected:",DWYMA00T017R DWYXA00T017R,DIYMA00T017R DIYXA00T017R,"D3YMA00T017R D3YXA00T017R
:unselected:
:unselected:",D4YMA00T017R D4YXA00T017R,"D2YMA00T017R D2YXA00T017R
:unselected:","DSYMA00T017R DSYXA00T017R
:unselected:",DEYMA00T017R DEYXA00T017R,DLYMA00T017R DLYXA00T017R,,
Not Tested,SANTA00T017R,CANTA00T017R,DANTA00T017R,"DBNTA00T017R
:unselected:","DHNTA00T017R
:unselected:","DWNTA00T017R
:unselected:",DINTA00T017R,"D3NTA00T017R
:unselected:","D4NTA00T017R
:unselected:","D2NTA00T017R
:unselected:","DSNTA00T017R
:unselected:",DENTA00T017R,DLNTA00T017R,,
Absent,SANAA00T017R,CANAA00T017R,DANAA00T017R,"DBNAA00T017R
:unselected:",DHNAA00T017R,"DWNAA00T017R
:unselected:",DINAA00T017R,D3NAA00T017R,D4NAA00T017R,D2NAA00T017R,DSNAA00T017R,DENAA00T017R,DLNAA00T017R,,
Other,SANOA00T017R,CANOA00T017R,DANOA00T017R,"DBNOA00T017R
:unselected:",DHNOA00T017R,DWNOA00T017R,DINOA00T017R,D3NOA00T017R,D4NOA00T017R,D2NOA00T017R,DSNOA00T017R,DENOA00T017R,DLNOA00T017R,,
,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL,,
Attendance Rate,,,,,,,,,,,,,,,
2016-17,SA0AT17R,RA0AT17R,DA0AT17R,DB0AT17R,DH0AT17R,DW0AT17R,DI0AT17R,D30AT17R,D40AT17R,D20AT17R,DS0AT17R,DE0AT17R,DL0AT17R,,
2015-16,SA0AT16R,RA0AT16R,DA0AT16R,DB0AT16R,DH0AT16R,DW0AT16R,DI0AT16R,D30AT16R,D40AT16R,D20AT16R,DS0AT16R,DE0AT16R,DL0AT16R,,
Annual Dropout Rate (Gr 7-8),,,,,,,,,,,,,,,
2016-17 2015-16,SA0708DR17R SA0708DR16R,"RA0708DR17R
RA0708DR16R","DA0708DR17R
DA0708DR16R","DB0708DR17R
DB0708DR16R","DH0708DR17R
DH0708DR16R","DW0708DR17R
DW0708DR16R","DI0708DR17R
DI0708DR16R","D30708DR17R
D30708DR16R",D40708DR17R D40708DR16R,"D20708DR17R
D20708DR16R","DS0708DR17R
DS0708DR16R","DE0708DR17R
DE0708DR16R","DL0708DR17R
DL0708DR16R",,
Annual Dropout Rate (Gr 9-12),,,,,,,,,,,,,,,
2016-17 2015-16,SA0912DR17R SA0912DR16R,"RA0912DR17R
RA0912DR16R","DA0912DR17R
DA0912DR16R","DB0912DR17R
DB0912DR16R","DH0912DR17R
DH0912DR16R","DW0912DR17R
DW0912DR16R","DI0912DR17R
DI0912DR16R","D30912DR17R
D30912DR16R",D40912DR17R D40912DR16R,"D20912DR17R
D20912DR16R","DS0912DR17R
DS0912DR16R","DE0912DR17R
DE0912DR16R","DL0912DR17R
DL0912DR16R",,
4-Year Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,
Class of 2017,,,,,,,,,,,,,,,
Graduated,SAGC417R,RAGC417R,DAGC4X17R,DBGC4X17R,DHGC4X17R,DWGC4X17R,DIGC4X17R,D3GC4X17R,D4GC4X17R,D2GC4X17R,DSGC4X17R,DEGC4X17R,DLGC4X17R,,
Received TxCHSE,SAEC417R,RAEC417R,DAEC4X17R,DBEC4X17R,DHEC4X17R,DWEC4X17R,DIEC4X17R,D3EC4X17R,D4EC4X17R,D2EC4X17R,DSEC4X17R,DEEC4X17R,DLEC4X17R,,
Continued HS,SANC417R,RANC417R,DANC4X17R,DBNC4X17R,DHNC4X17R,DWNC4X17R,DINC4X17R,D3NC4X17R,D4NC4X17R,D2NC4X17R,DSNC4X17R,DENC4X17R,DLNC4X17R,,
Dropped Out,SADC417R,RADC417R,DADC4X17R,DBDC4X17R,DHDC4X17R,DWDC4X17R,DIDC4X17R,D3DC4X17R,D4DC4X17R,D2DC4X17R,DSDC4X17R,DEDC4X17R,DLDC4X17R,,
Graduates and TxCHSE,SA3C417R,RA3C417R,DA3C4X17R,DB3C4X17R,DH3C4X17R,DW3C4X17R,DI3C4X17R,D33C4X17R,D43C4X17R,D23C4X17R,DS3C4X17R,DE3C4X17R,DL3C4X17R,,
"Grads, TxCHSE, & Cont",SA2C417R,RA2C417R,DA2C4X17R,DB2C4X17R,DH2C4X17R,DW2C4X17R,DI2C4X17R,D32C4X17R,D42C4X17R,D22C4X17R,DS2C4X17R,DE2C4X17R,DL2C4X17R,,
Class of 2016,,,,,,,,,,,,,,,
Graduated,SAGC416R,RAGC416R,DAGC4X16R,DBGC4X16R,DHGC4X16R,DWGC4X16R,DIGC4X16R,D3GC4X16R,D4GC4X16R,D2GC4X16R,DSGC4X16R,DEGC4X16R,DLGC4X16R,,
Received TxCHSE,SAEC416R,RAEC416R,DAEC4X16R,DBEC4X16R,DHEC4X16R,DWEC4X16R,DIEC4X16R,D3EC4X16R,D4EC4X16R,D2EC4X16R,DSEC4X16R,DEEC4X16R,DLEC4X16R,,
Continued HS,SANC416R,RANC416R,DANC4X16R,DBNC4X16R,DHNC4X16R,DWNC4X16R,DINC4X16R,D3NC4X16R,D4NC4X16R,D2NC4X16R,DSNC4X16R,DENC4X16R,DLNC4X16R,,
Dropped Out,SADC416R,RADC416R,DADC4X16R,DBDC4X16R,DHDC4X16R,DWDC4X16R,DIDC4X16R,D3DC4X16R,D4DC4X16R,D2DC4X16R,DSDC4X16R,DEDC4X16R,DLDC4X16R,,
Graduates and TxCHSE,SA3C416R,RA3C416R,DA3C4X16R,DB3C4X16R,DH3C4X16R,DW3C4X16R,DI3C4X16R,D33C4X16R,D43C4X16R,D23C4X16R,DS3C4X16R,DE3C4X16R,DL3C4X16R,,
"Grads, TxCHSE, & Cont",SA2C416R,RA2C416R,DA2C4X16R,DB2C4X16R,DH2C4X16R,DW2C4X16R,DI2C4X16R,D32C4X16R,D42C4X16R,D22C4X16R,DS2C4X16R,DE2C4X16R,DL2C4X16R,,
5-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,
Class of 2016,,,,,,,,,,,,,,,
Graduated,SAGC516R,RAGC516R,DAGC5X16R,DBGC5X16R,DHGC5X16R,DWGC5X16R,DIGC5X16R,D3GC5X16R,D4GC5X16R,D2GC5X16R,DSGC5X16R,DEGC5X16R,DLGC5X16R,,
Received TxCHSE,SAEC516R,RAEC516R,DAEC5X16R,DBEC5X16R,DHEC5X16R,DWEC5X16R,DIEC5X16R,D3EC5X16R,D4EC5X16R,D2EC5X16R,DSEC5X16R,DEEC5X16R,DLEC5X16R,,
Continued HS,SANC516R,RANC516R,DANC5X16R,DBNC5X16R,DHNC5X16R,DWNC5X16R,DINC5X16R,D3NC5X16R,D4NC5X16R,D2NC5X16R,DSNC5X16R,DENC5X16R,DLNC5X16R,,
Dropped Out,SADC516R,RADC516R,DADC5X16R,DBDC5X16R,DHDC5X16R,DWDC5X16R,DIDC5X16R,D3DC5X16R,D4DC5X16R,D2DC5X16R,DSDC5X16R,DEDC5X16R,DLDC5X16R,,
"Graduates and TxCHSE Grads, TxCHSE, & Cont",SA3C516R SA2C516R,RA3C516R RA2C516R,DA3C5X16R DA2C5X16R,DB3C5X16R DB2C5X16R,DH3C5X16R DH2C5X16R,DW3C5X16R DW2C5X16R,DI3C5X16R DI2C5X16R,D33C5X16R D32C5X16R,D43C5X16R D42C5X16R,D23C5X16R D22C5X16R,DS3C5X16R DS2C5X16R,DE3C5X16R DE2C5X16R,DL3C5X16R DL2C5X16R,,
Class of 2015,,,,,,,,,,,,,,,
Graduated,SAGC515R,RAGC515R,DAGC5X15R,DBGC5X15R,DHGC5X15R,DWGC5X15R,DIGC5X15R,D3GC5X15R,D4GC5X15R,D2GC5X15R,DSGC5X15R,DEGC5X15R,DLGC5X15R,,
Received TxCHSE,SAEC515R,RAEC515R,DAEC5X15R,DBEC5X15R,DHEC5X15R,DWEC5X15R,DIEC5X15R,D3EC5X15R,D4EC5X15R,D2EC5X15R,DSEC5X15R,DEEC5X15R,DLEC5X15R,,
Continued HS,SANC515R,RANC515R,DANC5X15R,DBNC5X15R,DHNC5X15R,DWNC5X15R,DINC5X15R,D3NC5X15R,D4NC5X15R,D2NC5X15R,DSNC5X15R,DENC5X15R,DLNC5X15R,,
Dropped Out,SADC515R,RADC515R,DADC5X15R,DBDC5X15R,DHDC5X15R,DWDC5X15R,DIDC5X15R,D3DC5X15R,D4DC5X15R,D2DC5X15R,DSDC5X15R,DEDC5X15R,DLDC5X15R,,
Graduates and TxCHSE,SA3C515R,RA3C515R,DA3C5X15R,DB3C5X15R,DH3C5X15R,DW3C5X15R,DI3C5X15R,D33C5X15R,D43C5X15R,D23C5X15R,DS3C5X15R,DE3C5X15R,DL3C5X15R,,
"Grads, TxCHSE, & Cont",SA2C515R,RA2C515R,DA2C5X15R,DB2C5X15R,DH2C5X15R,DW2C5X15R,DI2C5X15R,D32C5X15R,D42C5X15R,D22C5X15R,DS2C5X15R,DE2C5X15R,DL2C5X15R,,
,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL,,
6-Year Extended Longitudinal Rate (Gr 9-12),,,,,,,,,,,,,,,
Class of 2015,,,,,,,,,,,,,,,
Graduated,SAGC615R,RAGC615R,"DAGC6X15R
:unselected:",DBGC6X15R,DHGC6X15R,DWGC6X15R,DIGC6X15R,D3GC6X15R,D4GC6X15R,D2GC6X15R,DSGC6X15R,DEGC6X15R,DLGC6X15R,,
Received TxCHSE,SAEC615R,RAEC615R,"DAEC6X15R
:unselected:",DBEC6X15R,DHEC6X15R,DWEC6X15R,DIEC6X15R,D3EC6X15R,D4EC6X15R,D2EC6X15R,DSEC6X15R,DEEC6X15R,DLEC6X15R,,
Continued HS,SANC615R,RANC615R,"DANC6X15R
:unselected:","DBNC6X15R
:unselected:",DHNC6X15R,DWNC6X15R,DINC6X15R,D3NC6X15R,D4NC6X15R,D2NC6X15R,DSNC6X15R,DENC6X15R,DLNC6X15R,,
Dropped Out,SADC615R,RADC615R,"DADC6X15R
:unselected:","DBDC6X15R
:unselected:",DHDC6X15R,DWDC6X15R,DIDC6X15R,D3DC6X15R,D4DC6X15R,D2DC6X15R,DSDC6X15R,DEDC6X15R,DLDC6X15R,,
"Graduates and TxCHSE Grads, TxCHSE, & Cont",SA3C615R SA2C615R,RA3C615R RA2C615R,"DA3C6X15R DA2C6X15R
:unselected: :unselected:",DB3C6X15R DB2C6X15R,DH3C6X15R DH2C6X15R,DW3C6X15R DW2C6X15R,DI3C6X15R DI2C6X15R,D33C6X15R D32C6X15R,D43C6X15R D42C6X15R,D23C6X15R D22C6X15R,DS3C6X15R DS2C6X15R,DE3C6X15R DE2C6X15R,DL3C6X15R DL2C6X15R,,
Class of 2014,,,,,,,,,,,,,,,
Graduated,SAGC614R,RAGC614R,"DAGC6X14R
:unselected:",DBGC6X14R,DHGC6X14R,DWGC6X14R,DIGC6X14R,D3GC6X14R,D4GC6X14R,D2GC6X14R,DSGC6X14R,DEGC6X14R,DLGC6X14R,,
Received TxCHSE,SAEC614R,RAEC614R,"DAEC6X14R
:unselected:",DBEC6X14R,DHEC6X14R,DWEC6X14R,DIEC6X14R,D3EC6X14R,D4EC6X14R,D2EC6X14R,DSEC6X14R,DEEC6X14R,DLEC6X14R,,
Continued HS,SANC614R,RANC614R,"DANC6X14R
:unselected:",DBNC6X14R,DHNC6X14R,DWNC6X14R,DINC6X14R,D3NC6X14R,D4NC6X14R,D2NC6X14R,DSNC6X14R,DENC6X14R,DLNC6X14R,,
Dropped Out,SADC614R,RADC614R,"DADC6X14R
:unselected:","DBDC6X14R
:unselected:",DHDC6X14R,DWDC6X14R,DIDC6X14R,D3DC6X14R,D4DC6X14R,D2DC6X14R,DSDC6X14R,DEDC6X14R,DLDC6X14R,,
Graduates and TxCHSE,SA3C614R,RA3C614R,"DA3C6X14R
:unselected:",DB3C6X14R,DH3C6X14R,DW3C6X14R,DI3C6X14R,D33C6X14R,D43C6X14R,D23C6X14R,DS3C6X14R,DE3C6X14R,DL3C6X14R,,
"Grads, TxCHSE, & Cont",SA2C614R,RA2C614R,"DA2C6X14R
:unselected:",DB2C6X14R,DH2C6X14R,DW2C6X14R,DI2C6X14R,D32C6X14R,D42C6X14R,D22C6X14R,DS2C6X14R,DE2C6X14R,DL2C6X14R,,
4-Year Federal Graduation Rate Without Exclusions (Gr 9-12),,,,,,,,,,,,,,,
Class of 2017,SAGC417R,RAGC417R,DAGC417R,DBGC417R,DHGC417R,DWGC417R,DIGC417R,D3GC417R,D4GC417R,D2GC417R,DSGC417R,DEGC417R,DLGC417R,,
Class of 2016,SAGC416R,RAGC416R,DAGC416R,DBGC416R,DHGC416R,DWGC416R,DIGC416R,D3GC416R,D4GC416R,D2GC416R,DSGC416R,DEGC416R,DLGC416R,,
RHSP/DAP Graduates (Longitudinal Rate),,,,,,,,,,,,,,,
Class of 2017,SARC417R,RARC417R,"DARC4X17R
:unselected:","DBRC4X17R
:unselected:",DHRC4X17R,DWRC4X17R,DIRC4X17R,D3RC4X17R,D4RC4X17R,D2RC4X17R,DSRC4X17R,DERC4X17R,DLRC4X17R,,
Class of 2016,SARC416R,RARC416R,"DARC4X16R
:unselected:","DBRC4X16R
:unselected:",DHRC4X16R,DWRC4X16R,DIRC4X16R,D3RC4X16R,D4RC4X16R,D2RC4X16R,DSRC4X16R,DERC4X16R,DLRC4X16R,,
FHSP-E Graduates (Longitudinal Rate),,,,,,,,,,,,,,,
Class of 2017,SAPC417R,RAPC417R,"DAPC4X17R
:unselected:","DBPC4X17R
:unselected:",DHPC4X17R,DWPC4X17R,DIPC4X17R,D3PC4X17R,D4PC4X17R,D2PC4X17R,DSPC4X17R,DEPC4X17R,DLPC4X17R,,
Class of 2016,SAPC416R,RAPC416R,"DAPC4X16R
:unselected:",DBPC4X16R,DHPC4X16R,DWPC4X16R,DIPC4X16R,D3PC4X16R,D4PC4X16R,D2PC4X16R,DSPC4X16R,DEPC4X16R,DLPC4X16R,,
FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,
Class of 2017,SAAC417R,RAAC417R,"DAAC4X17R
:unselected:",DBAC4X17R,DHAC4X17R,DWAC4X17R,DIAC4X17R,D3AC4X17R,D4AC4X17R,D2AC4X17R,DSAC4X17R,DEAC4X17R,DLAC4X17R,,
Class of 2016,SAAC416R,RAAC416R,"DAAC4X16R
:unselected:",DBAC4X16R,DHAC4X16R,DWAC4X16R,DIAC4X16R,D3AC4X16R,D4AC4X16R,D2AC4X16R,DSAC4X16R,DEAC4X16R,DLAC4X16R,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Longitudinal Rate),,,,,,,,,,,,,,,
Class of 2017,SASC417R,RASC417R,DASC4X17R,DBSC4X17R,"DHSC4X17R
:unselected:",DWSC4X17R,DISC4X17R,D3SC4X17R,D4SC4X17R,D2SC4X17R,DSSC4X17R,DESC4X17R,DLSC4X17R,,
Class of 2016,SASC416R,RASC416R,DASC4X16R,DBSC4X16R,DHSC4X16R,DWSC4X16R,DISC4X16R,D3SC4X16R,D4SC4X16R,D2SC4X16R,DSSC4X16R,DESC4X16R,DLSC4X16R,,
RHSP/DAP Graduates (Annual Rate),,,,,,,,,,,,,,,
2016-17,SA0GH17R,RA0GH17R,"DA0GH17R
:unselected:",DB0GH17R,DH0GH17R,DW0GH17R,DI0GH17R,D30GH17R,D40GH17R,D20GH17R,DS0GH17R,DE0GH17R,DL0GH17R,,
2015-16,SA0GH16R,RA0GH16R,"DA0GH16R
:unselected:",DB0GH16R,DH0GH16R,DW0GH16R,DI0GH16R,D30GH16R,D40GH16R,D20GH16R,DS0GH16R,DE0GH16R,DL0GH16R,,
FHSP-E Graduates (Annual Rate),,,,,,,,,,,,,,,
2016-17,SA0GE17R,RA0GE17R,DA0GE17R,DB0GE17R,DH0GE17R,DW0GE17R,DI0GE17R,D30GE17R,D40GE17R,D20GE17R,DS0GE17R,DE0GE17R,DL0GE17R,,
2015-16,SA0GE16R,RA0GE16R,DA0GE16R,DB0GE16R,DH0GE16R,DW0GE16R,DI0GE16R,D30GE16R,D40GE16R,D20GE16R,DS0GE16R,DE0GE16R,DL0GE16R,,
,,,,,,,,,,,,,,,
,State,Region ##,District,African American,Hispanic,White,American Indian,Asian,Pacific Islander,Two or More Races,Special Ed,Econ Disadv,EL,,
FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,
2016-17,SA0GA17R,RA0GA17R,DA0GA17R,DB0GA17R,"DH0GA17R
:unselected:","DW0GA17R
:unselected:","DI0GA17R
:unselected:","D30GA17R
:unselected:","D40GA17R
:unselected:",D20GA17R,DS0GA17R,DE0GA17R,DL0GA17R,,
2015-16,SA0GA16R,RA0GA16R,DA0GA16R,DB0GA16R,"DH0GA16R
:unselected:","DW0GA16R
:unselected:","DI0GA16R
:unselected:","D30GA16R
:unselected:","D40GA16R
:unselected:",D20GA16R,DS0GA16R,DE0GA16R,DL0GA16R,,
RHSP/DAP/FHSP-E/FHSP-DLA Graduates (Annual Rate),,,,,,,,,,,,,,,
2016-17,SA0GS17R,RA0GS17R,DA0GS17R,DB0GS17R,"DH0GS17R
:unselected:","DW0GS17R
:unselected:","DI0GS17R
:unselected:","D30GS17R
:unselected:","D40GS17R
:unselected:",D20GS17R,DS0GS17R,DE0GS17R,DL0GS17R,,
2015-16,SA0GS16R,RA0GS16R,DA0GS16R,DB0GS16R,"DH0GS16R
:unselected:","DW0GS16R
:unselected:","DI0GS16R
:unselected:","D30GS16R
:unselected:","D40GS16R
:unselected:",D20GS16R,DS0GS16R,DE0GS16R,DL0GS16R,,
,,,,,,,,,,,,,,,
Student Information,District Count,District Percent,State Count,State Percent,,,,,,,,,,,
Graduates (2016-17 Annual Graduates),,,,,,,,,,,,,,,
Total Graduates,DA0GR17N,100.0%,SA0GR17N,100.0%,,,,,,,,,,,
By Ethnicity:,,,,,,,,,,,,,,,
African American,"DB0GR17N
:unselected:",DB0GR17R,SB0GR17N,SB0GR17R,,,,,,,,,,,
Hispanic,"DH0GR17N
:unselected:",DH0GR17R,SH0GR17N,SH0GR17R,,,,,,,,,,,
White,DW0GR17N,DW0GR17R,SW0GR17N,SW0GR17R,,,,,,,,,,,
American Indian,DI0GR17N,DI0GR17R,SI0GR17N,SI0GR17R,,,,,,,,,,,
Asian,D30GR17N,D30GR17R,S30GR17N,S30GR17R,,,,,,,,,,,
Pacific Islander,"D40GR17N
:unselected:",D40GR17R,S40GR17N,S40GR17R,,,,,,,,,,,
Two or More Races,"D20GR17N
:unselected:",D20GR17R,S20GR17N,S20GR17R,,,,,,,,,,,
By Graduation Type:,,,,,,,,,,,,,,,
Minimum H.S. Program,"DA0GM17N
:unselected:",DA0GM17P,SA0GM17N,SA0GM17P,,,,,,,,,,,
Recommended H.S. Program/DAP,"DA0GH17N
:unselected:",DA0GH17P,SA0GH17N,SA0GH17P,,,,,,,,,,,
