DISTRICT,D20GJ20R,D20GJ21R,D20GUA20R,D20GUA21R,D20GY20R,D20GY21R,D20GZ20R,D20GZ21R,D30GJ20R,D30GJ21R,D30GUA20R,D30GUA21R,D30GY20R,D30GY21R,D30GZ20R,D30GZ21R,D40GJ20R,D40GJ21R,D40GUA20R,D40GUA21R,D40GY20R,D40GY21R,D40GZ20R,D40GZ21R,DA0GJ20R,DA0GJ21R,DA0GUA20R,DA0GUA21R,DA0GY20R,DA0GY21R,DA0GZ20R,DA0GZ21R,DB0GJ20R,DB0GJ21R,DB0GUA20R,DB0GUA21R,DB0GY20R,DB0GY21R,DB0GZ20R,DB0GZ21R,DE0GJ20R,DE0GJ21R,DE0GUA20R,DE0GUA21R,DE0GY20R,DE0GY21R,DE0GZ20R,DE0GZ21R,DF0GJ20R,DF0GJ21R,DF0GUA20R,DF0GUA21R,DF0GY20R,DF0GY21R,DF0GZ20R,DF0GZ21R,DH0GJ20R,DH0GJ21R,DH0GUA20R,DH0GUA21R,DH0GY20R,DH0GY21R,DH0GZ20R,DH0GZ21R,DI0GJ20R,DI0GJ21R,DI0GUA20R,DI0GUA21R,DI0GY20R,DI0GY21R,DI0GZ20R,DI0GZ21R,DISTNAME,DL0GJ20R,DL0GJ21R,DL0GUA20R,DL0GUA21R,DL0GY20R,DL0GY21R,DL0GZ20R,DL0GZ21R,DM0GJ20R,DM0GJ21R,DM0GUA20R,DM0GUA21R,DM0GY20R,DM0GY21R,DM0GZ20R,DM0GZ21R,DR0GJ20R,DR0GJ21R,DR0GUA20R,DR0GUA21R,DR0GY20R,DR0GY21R,DR0GZ20R,DR0GZ21R,DS0GJ20R,DS0GJ21R,DS0GUA20R,DS0GUA21R,DS0GY20R,DS0GY21R,DS0GZ20R,DS0GZ21R,DW0GJ20R,DW0GJ21R,DW0GUA20R,DW0GUA21R,DW0GY20R,DW0GY21R,DW0GZ20R,DW0GZ21R
"'101911",3.8,0,42.3,28,15.4,4,11.5,8,2.6,3.7,63.2,55.6,26.3,25.9,31.6,33.3,-1,-1,-1,-1,-1,-1,-1,-1,4.2,3.2,28,31.7,9.6,10.4,4.9,12.3,2.1,1.7,18.1,22.5,2.9,1.7,0.8,6.8,3.4,2.5,23.8,27.8,8,8.3,3,9.7,5.1,4.1,31.6,36.8,11.8,12.2,6.4,12.4,5,4.2,28.7,33.2,9.6,10.7,3.5,11.7,0,0,16.7,20,16.7,20,0,20,"GOOSE CREEK CISD",0,0,13.4,9.2,8,10.8,1.8,3.3,3.2,2.3,24.4,26.9,7.5,8.7,3.4,12.1,0.7,0.4,11.3,15.6,3.1,4.4,1.2,2.7,0,0,7.8,7.1,0.7,0,0,1.2,3.5,0.7,28.4,32.7,12.8,15.6,8.9,17.1
"'101912",1.8,0.8,8,10,39.3,36.9,0,0.8,2.5,3.5,16,13.3,69,68.6,2.7,3.1,0,10,0,10,25,20,0,0,2.5,3.3,16.9,16.5,27.9,27.9,1.9,1.9,2.7,3.6,16.4,15.6,9.6,11.1,2,1.9,2.6,3.2,19.2,17.7,23,22,2.3,2.3,3.2,4.4,19.5,19.6,32.1,32.1,2.3,2.3,2.6,3.6,18.7,18.9,28.6,27.5,2.1,2.2,0,0,16,7.4,20,29.6,8,0,"HOUSTON ISD",0.1,0.4,4.3,4.8,17.1,18.8,1.1,2.2,1.7,2.1,14.1,13.1,23.5,23.3,1.6,1.5,0.7,0.7,9.4,8.5,13.8,13.4,1.1,1.3,0.2,0.8,2.7,5.3,2.7,7.3,0.1,0.7,1.2,1.1,8.5,8,45.6,45.9,0.3,0.3
"'101913",1.7,0,27.1,23.2,22,28.6,8.5,12.5,6.8,4.9,42.7,47.5,47.6,47.5,3.9,18,0,0,36.4,6.7,18.2,26.7,0,0,2.5,2.7,32.9,30.9,23,23.5,5,10.6,1.2,1,21.9,20,9.2,11.7,3.4,6.9,2.3,2.7,23.1,21.8,12.5,11.3,2.2,6.8,2.9,3.5,39.8,37,26.9,26.4,6.5,12.3,3.4,4.2,31.8,27.9,18.7,16.5,4.5,9.6,7.1,0,28.6,14.3,7.1,28.6,14.3,0,"HUMBLE ISD",0,0,7.4,4.1,5.6,6.6,0,1.7,2.1,1.8,25.5,24.7,18.9,20.6,3.3,9,0,0.7,16.7,12.8,7.7,6.4,1.7,3.8,0,0,1.3,5,1.3,2.8,0,2.3,2.1,2.2,40.4,39.6,34,34.8,6.3,13.3
"'101914",0,0,7.7,9.6,41.9,34,0,0,0,0,7.4,8.4,75.5,74.9,0,0,0,0,23.1,0,46.2,22.2,0,0,0,0,10.5,10.5,41.4,41,0,0,0,0,7.4,6.9,18.4,19.3,0,0,0,0,7,5.6,28.7,28.1,0,0,0,0,13.5,13.9,45.4,44.8,0,0,0,0,8.7,8,37.7,36.8,0,0,0,0,11.1,15.4,27.8,15.4,0,0,"KATY ISD",0,0,0.6,0.8,26,18.7,0,0,0,0,7.6,7.3,37.5,37.4,0,0,0,0,4,2.7,14.9,13,0,0,0,0,2.3,2.2,4.6,3.6,0,0,0,0,15,15.5,39.2,38.8,0,0
"'101915",0,0.7,22.2,28.4,33.3,29.1,0,4.5,0.7,1.5,38.7,41,47.1,45,0,1,0,-1,33.3,-1,0,-1,0,-1,0.3,0.4,23.2,25.4,22.3,21.8,0.2,1.7,0.3,0.5,13.8,14.6,8.8,8.2,0.2,1.9,0.3,0.5,16.7,17.4,13.6,11.9,0.1,0.7,0.5,0.7,28.2,32.5,24,24.5,0.2,2.6,0.1,0.4,18.2,19.6,16,14.7,0.2,1.1,0,0,30,21.4,0,21.4,0,0,"KLEIN ISD",0,0.4,2.7,1.5,15.3,8.2,0,0,0.2,0.2,18.3,18.4,20.7,19.2,0.2,0.9,0.3,0.1,10.1,10.5,9,6.7,0.3,0.4,0,0,1.5,1.2,1.5,0.9,0,0.3,0.5,0.1,28.9,32.9,28,29.4,0.2,2.3
"'101916",-1,0,-1,10,-1,10,-1,0,25,50,50,75,12.5,37.5,0,0,.,-1,.,-1,.,-1,.,-1,8.7,8.9,21.7,25.9,13,18.1,0,0,6.7,2.8,13.3,13.9,0,5.6,0,0,6.1,6.1,17.3,21.8,14.7,12.2,0,0,13.8,8.9,27.9,30.5,17,19.9,0,0,8.6,9.7,22.4,25.2,15.5,17.8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"LA PORTE ISD",0,0,0,9.4,16.7,6.3,0,0,4.3,9,16.3,21.9,9.6,16.5,0,0,0.9,2.3,4.8,11.6,3.1,5,0,0,0,0,1.8,3.5,1.8,0,0,0,7.9,8.2,20.9,28.6,11.3,20.9,0,0
"'101917",0,3.6,4.8,14.3,19,28.6,0,0,0.7,12.9,16.4,34.8,44.3,54.2,0,0,-1,.,-1,.,-1,.,-1,.,2,9.1,10,21.5,18.9,19.2,0,0,0,6.2,6.3,15.6,7.5,6.5,0,0,2.4,9,9.9,21.5,19.1,18.6,0,0,2.5,13.2,12.3,28.1,20.9,22.1,0,0,2.4,9.5,10,21.7,18.7,18.5,0,0,0,-1,0,-1,28.6,-1,0,-1,"PASADENA ISD",0.2,0,0.7,2.2,20.4,18.2,0,0,1.5,5.2,7.7,15,16.8,16.4,0,0,0.7,3.6,5.3,12.5,13.2,10.5,0,0,0,0.3,0.3,2.1,1.8,1.2,0,0,0,6.4,11.6,18.3,18.5,19.6,0,0
"'101919",4.5,7.7,31.8,28.2,22.7,2.6,0,0,10.7,14.3,51.2,58.4,39.3,20.8,0,0,0,16.7,14.3,16.7,0,16.7,0,0,4.4,4.2,20.8,23.9,12.9,12.3,0,0,3.6,1.8,16.9,17.3,4,1.5,0,0,4.3,3,18.7,21.6,12.5,11.6,0,0,5.9,5.7,25.6,29.8,15.6,14.2,0,0,4.6,4.5,21.1,24.7,17.7,20.8,0,0,0,0,9.5,7.7,9.5,0,0,0,"SPRING ISD",0,0,3,2.9,9.3,11.4,0,0,2.8,2.6,15.9,17.7,10.2,10.2,0,0,0.7,0.4,7.7,5.1,6.8,5.3,0,0,0.7,0,2.2,1,0,0.5,0,0,4.5,9.2,23.1,37.9,13.5,15,0,0
"'101920",0,0,28.8,31.7,40.4,63.4,30.8,24.4,0,0,24.3,24.3,72.8,65.7,23.7,17.8,-1,.,-1,.,-1,.,-1,.,0,0,22.5,21.9,34.6,30.7,18.1,19.1,0,0,15.3,11.7,11.9,8.3,11.9,5,0,0,13,9.7,19.8,14.4,7.1,8,0,0,25.2,24.5,40.7,35.5,21.2,23.6,0,0,13,12.2,22.9,16.8,8.1,11,0,-1,0,-1,0,-1,0,-1,"SPRING BRANCH ISD",0,0,4.3,3.3,8,5,0,2.8,0,0,19.8,19.4,28.5,26,15.1,14.6,0,0,9.9,5.9,13.5,10.9,6.2,5.8,0,0,3.5,0,2.1,2.2,0.7,0.5,0,0,39,39.6,49,49.1,34.1,35.7
"'101921",0,4.3,45.9,30.4,35.1,19.6,0,0,0,12.5,36.5,57.5,60.3,57.5,0,0,-1,.,-1,.,-1,.,-1,.,0,5.7,37.2,44.6,35.3,35.7,0,0,0,5.8,15.5,26.1,20.7,17.4,0,0,0,4.7,23.9,25.3,20.2,18.3,0,0,0,6.7,43,49.6,40.8,40.2,0,0,0,6.7,32.8,36,33.7,34.7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"TOMBALL ISD",0,0,8.7,18.8,8.7,12.5,0,0,0,4.7,31.5,40,29.9,31.5,0,0,0,4.1,13.1,19.8,13.5,6.2,0,0,0,1.4,3.3,6.9,0,2.8,0,0,0,4.4,41.3,51.1,35,36.8,0,0
"'101924",0,0,20,28.6,0,0,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,9.8,7.1,34.7,37.3,15.1,16.5,6.5,4.3,7.6,3.9,28.7,31.5,1.3,1.1,7,4.5,9.8,7.5,33.5,35.6,16.5,18.3,5.4,4.9,13.3,9.8,40.9,46.8,16.6,22.5,10.1,7.9,10.6,8.4,37.7,40.3,21.7,23.6,6.4,4.3,-1,-1,-1,-1,-1,-1,-1,-1,"SHELDON ISD",0,1.2,10.1,18.1,14.5,16.9,0,3.6,6.3,4.4,28.4,27.8,13.5,10.4,3,0.6,8.4,5.4,29.4,33.3,13.7,15.5,4.3,3.9,0,0,3.6,0,0,4.7,0,0,10.5,0,28.9,21.7,5.3,4.3,5.3,4.3
"'101925",0,-1,0,-1,20,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,5,4.7,28.8,29.3,15.8,19.8,0,0,0,0,0,37.5,16.7,0,0,0,1.1,3.6,18.4,26.4,9.2,13.6,0,0,4.7,7.9,40.3,36.2,17.8,22.8,0,0,0,8.1,21.8,40.3,14.5,14.5,0,0,-1,.,-1,.,-1,.,-1,.,"HUFFMAN ISD",0,0,0,10,12.5,10,0,0,5.3,1,17.6,21,13.7,16.2,0,0,1.3,1.7,12.7,10.2,7.6,1.7,0,0,0,0,0,0,0,0,0,0,6.8,3.8,32.8,25,15.6,22.5,0,0
"'102901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KARNACK ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'102902",0,0,33.3,20,0,20,11.1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,22.1,31.7,8.6,7.2,5.5,2.3,0,0,6.6,16.2,0.8,0.8,3.3,0,0,0,15.3,25,7.7,4.3,5.5,3,0,0,27.2,38,9.3,8,5.3,2,0,0,25.5,40.7,12.7,8.3,2.9,3.7,.,-1,.,-1,.,-1,.,-1,"MARSHALL ISD",0,0,0,11.8,0,0,0,0,0,0,16.5,25.6,7.9,6.4,5.8,2.6,0,0,7.3,17.2,4.3,1.6,2.4,1,0,0,6.3,0,0,0,0,0,0,0,44.6,48.3,17.9,17.2,14.3,5.2
"'102903",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,42.4,41.3,9.1,7.9,0,0,0,0,15.4,15.4,0,0,0,0,0,0,23.5,25,8.8,8.3,0,0,0,0,53.1,52.9,18.8,11.8,0,0,0,0,52.9,43.8,35.3,31.3,0,0,.,.,.,.,.,.,.,.,"WASKOM ISD",.,-1,.,-1,.,-1,.,-1,0,0,32.4,27.6,0,3.4,0,0,0,0,6.7,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,56.7,0,0,0,0
"'102904",0,0,4.3,10.2,4.3,3.4,0,0,0,0,13.3,14.8,0,25.9,0,0,-1,.,-1,.,-1,.,-1,.,0,0,15.7,10.6,6.8,5.3,0,0,0,0,8.1,5.9,2.3,0.7,0,0,0,0,7.6,8.7,4,3.8,0,0,0,0,14.3,11.1,6.8,5.2,0,0,0,0,9.3,6.7,4.9,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"HALLSVILLE ISD",0,0,18.8,7.5,0,5,0,0,0,0,17.7,9.8,6.8,5.4,0,0,0,0,6.3,3.9,2.2,1.4,0,0,0,0,7.2,2,0,0,0,0,0,0,21.6,13.9,8.8,6.5,0,0
"'102905",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,26.4,42.2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,38.5,0,0,0,0,0,0,37,59.3,0,0,0,0,0,0,0,57.1,0,0,0,0,.,.,.,.,.,.,.,.,"HARLETON ISD",.,.,.,.,.,.,.,.,0,0,15.4,29.7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,31.8,39.6,0,0,0,0
"'102906",.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,36.1,43.1,3.3,10.8,0,0,0,-1,27.3,-1,0,-1,0,-1,0,0,6.7,35,0,5,0,0,0,0,32.5,50,0,11.8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,"ELYSIAN FIELDS ISD",.,.,.,.,.,.,.,.,0,0,42.9,35.5,9.5,9.7,0,0,0,0,11.1,9.5,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1,47.2,4.3,11.3,0,0
"'103901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,30,-1,0,-1,0,-1,-1,.,-1,.,-1,.,-1,.,0,-1,20,-1,0,-1,0,-1,0,-1,50,-1,0,-1,0,-1,0,.,50,.,0,.,0,.,.,.,.,.,.,.,.,.,"CHANNING ISD",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,14.3,-1,0,-1,0,-1,0,.,16.7,.,0,.,0,.,-1,-1,-1,-1,-1,-1,-1,-1
"'103902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,13.3,66.7,53.3,0,0,0,0,.,.,.,.,.,.,.,.,0,16.7,50,50,0,0,0,0,0,25,83.3,62.5,0,0,0,0,0,14.3,66.7,42.9,0,0,0,0,.,.,.,.,.,.,.,.,"HARTLEY ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,55.6,42.9,0,0,0,0,0,-1,33.3,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12.5,66.7,62.5,0,0,0,0
"'104901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,43.2,54.5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,28.6,37.5,0,0,0,0,0,0,52.6,63.6,0,0,0,0,0,0,25,21.4,0,0,0,0,.,.,.,.,.,.,.,.,"HASKELL CISD",.,.,.,.,.,.,.,.,0,0,33.3,45.5,0,0,0,0,0,0,25,30.4,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,65,75,0,0,0,0
"'104903",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,50,28.6,0,0,0,0,.,.,.,.,.,.,.,.,0,0,57.1,28.6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,50,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,"RULE ISD",.,-1,.,-1,.,-1,.,-1,0,-1,50,-1,0,-1,0,-1,-1,0,-1,28.6,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'104907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,0,-1,50,-1,0,-1,0,.,.,.,.,.,.,.,.,-1,0,-1,60,-1,0,-1,0,-1,0,-1,60,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"PAINT CREEK ISD",.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'105801",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,3.2,0,19.4,30.4,0,0,.,.,.,.,.,.,.,.,0,-1,0,-1,9.1,-1,0,-1,0,0,0,0,5,17.6,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,"KATHERINE ANNE PORTER SCHOOL",.,.,.,.,.,.,.,.,0,0,9.1,0,45.5,66.7,0,0,0,-1,8.3,-1,8.3,-1,0,-1,-1,.,-1,.,-1,.,-1,.,0,0,4,0,24,46.7,0,0
"'105802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS PREPARATORY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KI CHARTER ACADEMY",.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1
"'105902",-1,-1,-1,-1,-1,-1,-1,-1,0,0,14.3,16.7,28.6,50,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,7.3,10.1,12.3,14.1,0.4,0,0,0,6.3,13.3,0,10,0,0,0,0,4,5.3,8.6,8.9,0,0,0,0,9.5,15,14.8,15.4,0.4,0,0,0,6.9,8.5,10.4,8.2,0.3,0,-1,-1,-1,-1,-1,-1,-1,-1,"SAN MARCOS CISD",0,0,0,0,17.4,4,0,0,0,0,4.8,6.1,9.5,13,0.4,0,0,0,4.3,5.5,7.6,7,0,0,0,0,1.9,0,3.8,0,0,0,0,0,7.5,14.6,21.5,31.3,0.9,0
"'105904",0,0,57.1,55,42.9,20,28.6,30,0,0,66.7,55.6,66.7,33.3,66.7,44.4,.,.,.,.,.,.,.,.,0,0,46.8,47.5,32.8,31.8,36.6,32,-1,0,-1,0,-1,20,-1,0,0,0,23.1,23.7,26.9,15.8,19.2,15.8,0,0,55.2,54.2,34.8,39.9,42.2,34.9,0,0,41.5,45.3,29.3,22.6,26.8,29.2,.,-1,.,-1,.,-1,.,-1,"DRIPPING SPRINGS ISD",0,0,0,0,28.6,0,0,0,0,0,39,41.3,30.9,24.3,31.3,29.3,0,0,11.5,16.2,10.3,9.1,6.9,3,0,0,3,9.8,6.1,2.4,0,2.4,0,0,47.3,48.2,32.8,35.5,38.7,33.2
"'105905",0,0,33.3,20,16.7,20,0,20,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,33.7,34.5,39.4,34.5,0,13.3,.,-1,.,-1,.,-1,.,-1,0,0,9.1,22.2,15.2,22.2,0,7.4,0,0,42.7,38.5,46.1,37.2,0,10.3,0,0,25,22.2,30.6,37.8,0,20,-1,.,-1,.,-1,.,-1,.,"WIMBERLEY ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,24.4,31,32.6,32.2,0,16.1,0,0,4.3,4.5,8.7,0,0,0,0,0,0,20,0,0,0,10,0,0,36.6,40.7,43.5,33.6,0,9.7
"'105906",0,0,13.8,23.5,34.5,41.2,6.9,17.6,0,0,31.3,0,31.3,23.1,18.8,0,.,-1,.,-1,.,-1,.,-1,0.1,0.4,18,16,17.2,20.9,9.5,5.1,2,0,13.7,13.6,9.8,6.8,2,2.3,0,0.4,13.3,11.2,11.1,15.2,6.4,2.6,0.1,0.6,20.8,21.3,18.6,24.4,12,4.9,0,0.3,15.7,13.5,13,17.2,8.3,3.5,-1,.,-1,.,-1,.,-1,.,"HAYS CISD",0,0,5.8,4.4,5.8,6.1,0,0,0.1,0.1,15.4,10.9,16,17.4,7.1,5.3,0,0,7.3,5.2,6.5,4.8,1.3,0.6,0,0,3.2,5,0,0,0,1.7,0.3,0.5,24.3,22.4,27,29.9,13.1,8.9
"'106901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,72.5,67.2,1.4,1.5,40.6,32.8,.,.,.,.,.,.,.,.,0,0,57.1,57.1,0,0,25,25,0,0,75.8,67.6,3,2.7,51.5,37.8,0,0,68.8,60.7,0,0,34.4,17.9,.,.,.,.,.,.,.,.,"CANADIAN ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,69.4,66.7,0,0,30.6,26.7,0,0,26.7,40,0,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,75.7,71.8,2.7,2.6,45.9,43.6
"'107901",18.2,33.3,36.4,66.7,18.2,0,0,0,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,19,24.7,38,47.9,4.4,6.7,0,0,4.8,26.3,28.6,36.8,0,0,0,0,14.5,23.7,34.1,47.3,2.9,6.1,0,0,22.3,25.3,41.7,42.9,4.9,7.7,0,0,16.8,24.5,34.7,47.9,2,8.5,0,0,.,-1,.,-1,.,-1,.,-1,"ATHENS ISD",14.3,3.3,23.8,26.7,0,0,0,0,15.7,24.3,34.3,52.4,3.9,5.8,0,0,7.2,9.4,30.4,34,1.6,1.9,0,0,7.1,0,21.4,5.6,0,0,0,0,25.7,23.9,45.7,49.3,7.1,7,0,0
"'107902",0,0,0,20,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,0,0,24,26.6,9.7,6.5,0,0,0,0,8.3,7.1,0,7.1,0,0,0,0,15.7,18.5,10,3.1,0,0,0,0,31.3,31.5,13.4,6.7,0,0,0,0,47.6,27.6,33.3,17.2,0,0,.,.,.,.,.,.,.,.,"BROWNSBORO ISD",-1,0,-1,0,-1,0,-1,0,0,0,18.4,21.3,6.9,6.3,0,0,0,0,6.3,4.1,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,23,28.3,6.2,3.3,0,0
"'107904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.6,3.7,25.6,25.9,0,0,0,0,.,.,.,.,.,.,.,.,6.3,0,37.5,7.1,0,0,0,0,7.1,0,28.6,22.2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"CROSS ROADS ISD",.,.,.,.,.,.,.,.,0,11.1,24,33.3,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2.7,4,27,28,0,0,0,0
"'107905",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.1,0,49.2,47.1,0,3.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,5,0,40,37.7,0,1.3,0,0,5.5,0,49.1,47,0,4.5,0,0,0,0,58.3,47.6,0,4.8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"EUSTACE ISD",-1,.,-1,.,-1,.,-1,.,4.8,0,49.2,47.3,0,1.8,0,0,2,0,33.3,28.6,0,0,0,0,0,0,35.7,7.1,0,0,0,0,6,0,50,46.2,0,3.2,0,0
"'107906",.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,5.6,16.3,29.2,36.3,0,1.3,0,0,0,0,0,20,0,0,0,0,6.3,8.5,25.4,21.3,0,0,0,0,10.4,20,43.8,40,0,0,0,0,8.3,20,50,26.7,0,0,0,0,.,.,.,.,.,.,.,.,"MALAKOFF ISD",.,.,.,.,.,.,.,.,0,14,12.2,34,0,2,0,0,0,6.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,5.4,18.9,33.9,43.4,0,1.9,0,0
"'107907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,33.3,25,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,28.6,16.7,0,0,0,0,0,-1,60,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRINIDAD ISD",.,.,.,.,.,.,.,.,0,-1,14.3,-1,0,-1,0,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,28.6,0,0,0,0
"'107908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MURCHISON ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'107910",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,20,8.7,6.7,4.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,13.3,0,0,0,0,0,0,0,16.7,8.3,5.6,8.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"LAPOYNOR ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,25,9.1,8.3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,24,7.1,8,7.1,0,0
"'108802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HORIZON MONTESSORI PUBLIC SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
