DISTRICT,DD000AA01222R,DD000AA01322R,DD000AA01S22R,DD000AA11222R,DD000AA11322R,DD000AA11S22R,DD000ABI1222R,DD000ABI1322R,DD000ABI1S22R,DD000AR11222R,DD000AR11322R,DD000AR11S22R,DD000AR21222R,DD000AR21322R,DD000AR21S22R,DD000AUS1222R,DD000AUS1322R,DD000AUS1S22R,DD200AA01222R,DD200AA01322R,DD200AA01S22R,DD200AA11222R,DD200AA11322R,DD200AA11S22R,DD200ABI1222R,DD200ABI1322R,DD200ABI1S22R,DD200AR11222R,DD200AR11322R,DD200AR11S22R,DD200AR21222R,DD200AR21322R,DD200AR21S22R,DD200AUS1222R,DD200AUS1322R,DD200AUS1S22R,DD300AA01222R,DD300AA01322R,DD300AA01S22R,DD300AA11222R,DD300AA11322R,DD300AA11S22R,DD300ABI1222R,DD300ABI1322R,DD300ABI1S22R,DD300AR11222R,DD300AR11322R,DD300AR11S22R,DD300AR21222R,DD300AR21322R,DD300AR21S22R,DD300AUS1222R,DD300AUS1322R,DD300AUS1S22R,DD400AA01222R,DD400AA01322R,DD400AA01S22R,DD400AA11222R,DD400AA11322R,DD400AA11S22R,DD400ABI1222R,DD400ABI1322R,DD400ABI1S22R,DD400AR11222R,DD400AR11322R,DD400AR11S22R,DD400AR21222R,DD400AR21322R,DD400AR21S22R,DD400AUS1222R,DD400AUS1322R,DD400AUS1S22R,DDA00AA01222R,DDA00AA01322R,DDA00AA01S22R,DDA00AA11222R,DDA00AA11322R,DDA00AA11S22R,DDA00ABI1222R,DDA00ABI1322R,DDA00ABI1S22R,DDA00AR11222R,DDA00AR11322R,DDA00AR11S22R,DDA00AR21222R,DDA00AR21322R,DDA00AR21S22R,DDA00AUS1222R,DDA00AUS1322R,DDA00AUS1S22R,DDB00AA01222R,DDB00AA01322R,DDB00AA01S22R,DDB00AA11222R,DDB00AA11322R,DDB00AA11S22R,DDB00ABI1222R,DDB00ABI1322R,DDB00ABI1S22R,DDB00AR11222R,DDB00AR11322R,DDB00AR11S22R,DDB00AR21222R,DDB00AR21322R,DDB00AR21S22R,DDB00AUS1222R,DDB00AUS1322R,DDB00AUS1S22R,DDE00AA01222R,DDE00AA01322R,DDE00AA01S22R,DDE00AA11222R,DDE00AA11322R,DDE00AA11S22R,DDE00ABI1222R,DDE00ABI1322R,DDE00ABI1S22R,DDE00AR11222R,DDE00AR11322R,DDE00AR11S22R,DDE00AR21222R,DDE00AR21322R,DDE00AR21S22R,DDE00AUS1222R,DDE00AUS1322R,DDE00AUS1S22R,DDF00AA01222R,DDF00AA01322R,DDF00AA01S22R,DDF00AA11222R,DDF00AA11322R,DDF00AA11S22R,DDF00ABI1222R,DDF00ABI1322R,DDF00ABI1S22R,DDF00AR11222R,DDF00AR11322R,DDF00AR11S22R,DDF00AR21222R,DDF00AR21322R,DDF00AR21S22R,DDF00AUS1222R,DDF00AUS1322R,DDF00AUS1S22R,DDH00AA01222R,DDH00AA01322R,DDH00AA01S22R,DDH00AA11222R,DDH00AA11322R,DDH00AA11S22R,DDH00ABI1222R,DDH00ABI1322R,DDH00ABI1S22R,DDH00AR11222R,DDH00AR11322R,DDH00AR11S22R,DDH00AR21222R,DDH00AR21322R,DDH00AR21S22R,DDH00AUS1222R,DDH00AUS1322R,DDH00AUS1S22R,DDI00AA01222R,DDI00AA01322R,DDI00AA01S22R,DDI00AA11222R,DDI00AA11322R,DDI00AA11S22R,DDI00ABI1222R,DDI00ABI1322R,DDI00ABI1S22R,DDI00AR11222R,DDI00AR11322R,DDI00AR11S22R,DDI00AR21222R,DDI00AR21322R,DDI00AR21S22R,DDI00AUS1222R,DDI00AUS1322R,DDI00AUS1S22R,DDL00AA01222R,DDL00AA01322R,DDL00AA01S22R,DDL00AA11222R,DDL00AA11322R,DDL00AA11S22R,DDL00ABI1222R,DDL00ABI1322R,DDL00ABI1S22R,DDL00AR11222R,DDL00AR11322R,DDL00AR11S22R,DDL00AR21222R,DDL00AR21322R,DDL00AR21S22R,DDL00AUS1222R,DDL00AUS1322R,DDL00AUS1S22R,DDM00AA01222R,DDM00AA01322R,DDM00AA01S22R,DDM00AA11222R,DDM00AA11322R,DDM00AA11S22R,DDM00ABI1222R,DDM00ABI1322R,DDM00ABI1S22R,DDM00AR11222R,DDM00AR11322R,DDM00AR11S22R,DDM00AR21222R,DDM00AR21322R,DDM00AR21S22R,DDM00AUS1222R,DDM00AUS1322R,DDM00AUS1S22R,DDR00AA01222R,DDR00AA01322R,DDR00AA01S22R,DDR00AA11222R,DDR00AA11322R,DDR00AA11S22R,DDR00ABI1222R,DDR00ABI1322R,DDR00ABI1S22R,DDR00AR11222R,DDR00AR11322R,DDR00AR11S22R,DDR00AR21222R,DDR00AR21322R,DDR00AR21S22R,DDR00AUS1222R,DDR00AUS1322R,DDR00AUS1S22R,DDS00AA01222R,DDS00AA01322R,DDS00AA01S22R,DDS00AA11222R,DDS00AA11322R,DDS00AA11S22R,DDS00ABI1222R,DDS00ABI1322R,DDS00ABI1S22R,DDS00AR11222R,DDS00AR11322R,DDS00AR11S22R,DDS00AR21222R,DDS00AR21322R,DDS00AR21S22R,DDS00AUS1222R,DDS00AUS1322R,DDS00AUS1S22R,DDW00AA01222R,DDW00AA01322R,DDW00AA01S22R,DDW00AA11222R,DDW00AA11322R,DDW00AA11S22R,DDW00ABI1222R,DDW00ABI1322R,DDW00ABI1S22R,DDW00AR11222R,DDW00AR11322R,DDW00AR11S22R,DDW00AR21222R,DDW00AR21322R,DDW00AR21S22R,DDW00AUS1222R,DDW00AUS1322R,DDW00AUS1S22R,DISTNAME,DNC00AA01222R,DNC00AA01322R,DNC00AA01S22R,DNC00AA11222R,DNC00AA11322R,DNC00AA11S22R,DNC00ABI1222R,DNC00ABI1322R,DNC00ABI1S22R,DNC00AR11222R,DNC00AR11322R,DNC00AR11S22R,DNC00AR21222R,DNC00AR21322R,DNC00AR21S22R,DNC00AUS1222R,DNC00AUS1322R,DNC00AUS1S22R,DNM00AA01222R,DNM00AA01322R,DNM00AA01S22R,DNM00AA11222R,DNM00AA11322R,DNM00AA11S22R,DNM00ABI1222R,DNM00ABI1322R,DNM00ABI1S22R,DNM00AR11222R,DNM00AR11322R,DNM00AR11S22R,DNM00AR21222R,DNM00AR21322R,DNM00AR21S22R,DNM00AUS1222R,DNM00AUS1322R,DNM00AUS1S22R,DNS00AA01222R,DNS00AA01322R,DNS00AA01S22R,DNS00AA11222R,DNS00AA11322R,DNS00AA11S22R,DNS00ABI1222R,DNS00ABI1322R,DNS00ABI1S22R,DNS00AR11222R,DNS00AR11322R,DNS00AR11S22R,DNS00AR21222R,DNS00AR21322R,DNS00AR21S22R,DNS00AUS1222R,DNS00AUS1322R,DNS00AUS1S22R
"'022004",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,80,88,38,88,55,27,55,11,11,33,31,15,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,43,86,83,50,83,44,33,44,11,11,33,18,9,64,.,.,.,43,43,86,100,50,100,63,25,63,17,17,50,25,13,50,.,.,.,50,50,67,80,60,80,43,14,43,0,0,25,27,9,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,100,.,.,.,20,20,80,-1,-1,-1,17,17,17,0,0,14,10,10,60,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"TERLINGUA CSD",.,.,.,-1,-1,-1,-1,-1,-1,50,17,50,0,0,29,13,0,50,.,.,.,17,17,83,-1,-1,-1,60,40,60,-1,-1,-1,60,40,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'022901",.,.,.,71,57,86,83,33,100,56,22,100,67,17,83,80,0,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,0,100,68,43,95,81,30,99,69,21,82,71,12,87,95,61,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,67,0,100,54,29,93,71,11,97,60,11,78,63,5,86,90,45,100,-1,-1,-1,71,45,94,73,15,97,77,29,91,74,9,95,96,58,100,-1,-1,-1,65,39,92,76,18,98,64,7,78,63,10,83,92,50,100,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,71,57,86,83,33,100,56,22,100,60,0,80,80,0,100,-1,-1,-1,67,42,96,88,43,100,63,16,76,68,15,79,93,63,100,-1,-1,-1,50,25,91,58,33,96,38,11,62,48,0,76,82,29,100,.,.,.,56,17,89,60,20,100,32,5,37,29,0,43,83,17,100,-1,-1,-1,77,54,100,91,59,100,82,50,89,85,15,92,100,93,100,"ALPINE ISD",80,0,100,75,49,96,78,28,98,77,19,83,67,14,84,94,60,100,-1,-1,-1,47,26,89,92,38,100,45,30,80,85,5,95,100,67,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
"'022902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,20,80,71,0,86,55,36,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,33,33,67,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,33,17,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,40,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MARATHON ISD",-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,67,67,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'022903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN VICENTE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'023902",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,47,100,71,29,100,53,12,71,70,4,87,73,50,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,29,100,69,15,100,38,0,50,67,0,80,71,50,86,.,.,.,-1,-1,-1,73,18,100,60,20,80,75,8,92,73,36,91,.,.,.,57,43,100,70,10,100,50,0,50,75,0,83,82,55,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,58,42,100,70,40,100,50,8,67,64,0,82,73,64,82,.,.,.,63,38,100,50,0,100,44,0,44,43,0,57,50,17,67,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,75,50,100,73,45,100,56,22,89,64,9,91,64,45,91,"SILVERTON ISD",.,.,.,77,54,100,74,26,100,57,14,79,74,5,89,74,47,89,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'024901",.,.,.,-1,-1,-1,20,0,80,40,0,40,0,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,27,83,41,10,84,42,6,61,45,7,70,39,10,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,27,82,40,9,84,41,7,61,43,6,70,40,13,82,.,.,.,50,30,89,31,11,83,56,10,77,53,14,81,39,17,81,.,.,.,43,27,83,41,10,84,42,6,61,45,6,70,39,10,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,-1,-1,-1,.,.,.,40,26,80,51,9,87,34,4,51,39,0,61,41,6,84,.,.,.,27,14,77,26,3,80,30,1,50,22,1,59,29,8,75,.,.,.,29,6,82,29,8,75,23,9,27,18,6,29,27,9,45,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BROOKS COUNTY ISD",.,.,.,43,28,83,40,9,83,41,7,59,46,8,73,42,10,86,.,.,.,45,27,85,44,12,85,46,3,68,38,5,57,13,13,75,.,.,.,80,60,80,60,0,80,57,14,86,-1,-1,-1,-1,-1,-1
"'025901",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,100,55,44,85,56,9,86,62,15,77,65,17,78,79,44,94,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,51,41,79,48,5,81,53,11,72,55,11,76,73,32,93,-1,-1,-1,63,53,90,54,2,85,70,20,83,69,24,83,80,33,93,.,.,.,45,36,86,32,0,76,68,12,76,75,10,85,78,35,97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,100,0,100,47,36,81,59,16,86,54,10,72,61,11,75,78,51,95,.,.,.,29,24,82,13,0,87,28,0,61,22,0,44,47,20,80,.,.,.,0,0,44,9,0,36,10,0,20,11,0,11,27,9,55,100,0,100,57,48,83,67,14,90,58,18,78,58,21,74,78,48,93,"BANGS ISD",100,0,100,62,49,87,64,11,89,69,20,80,68,15,83,79,44,94,-1,-1,-1,44,37,81,45,6,81,50,7,73,60,20,72,77,42,97,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1
"'025902",.,.,.,27,13,67,27,0,47,41,6,47,6,0,17,21,14,71,-1,-1,-1,44,33,78,38,13,88,38,0,63,75,8,92,60,20,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,5,95,46,26,74,51,16,84,43,9,62,54,4,71,67,38,89,.,.,.,17,6,50,31,0,88,20,0,30,19,6,63,63,38,100,57,0,86,36,19,68,41,9,79,34,4,51,41,1,61,55,27,84,80,0,90,53,33,75,52,15,85,51,13,69,59,6,77,64,31,93,88,0,100,44,25,75,45,11,80,40,7,60,39,2,58,57,25,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,0,0,50,9,0,27,18,0,27,0,0,13,8,0,67,82,9,100,39,20,73,51,17,82,37,5,55,50,3,66,71,46,87,-1,-1,-1,25,10,62,32,4,76,23,2,46,31,1,56,45,16,81,.,.,.,17,5,39,21,2,60,21,5,24,22,0,44,35,9,57,75,8,92,51,29,75,61,23,87,50,12,68,73,7,84,80,55,91,"BROWNWOOD ISD",88,6,100,50,31,77,54,18,86,44,10,63,55,5,71,66,37,89,60,0,80,37,15,65,44,11,79,42,6,58,50,2,68,70,45,93,.,.,.,33,17,83,67,17,83,67,0,83,.,.,.,-1,-1,-1
"'025904",.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,0,0,40,23,0,62,29,0,57,31,0,46,86,57,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,50,22,0,56,20,0,50,25,0,38,89,56,89,-1,-1,-1,0,0,43,25,0,50,11,0,44,25,0,38,88,50,88,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,0,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,80,100,.,.,.,0,0,38,20,0,60,18,0,45,22,0,33,80,60,80,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,57,33,0,78,33,0,67,29,0,57,90,50,90,"BLANKET ISD",.,.,.,0,0,43,11,0,67,13,0,63,36,0,45,80,50,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,0,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'025905",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,13,91,88,18,100,57,19,86,67,8,92,74,47,95,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,30,10,80,88,25,100,44,22,67,38,0,88,63,25,100,.,.,.,42,25,92,100,25,100,56,22,78,75,8,100,83,50,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,22,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,36,0,91,78,11,100,58,17,92,58,8,83,69,46,92,.,.,.,29,14,86,75,13,100,33,11,78,42,0,83,33,17,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,43,14,90,92,25,100,53,24,82,67,11,94,100,70,100,"MAY ISD",.,.,.,50,7,86,85,23,100,56,25,81,69,15,92,73,40,100,.,.,.,22,22,100,-1,-1,-1,60,0,100,64,0,91,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'025906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,28,83,-1,-1,-1,58,21,84,50,8,75,73,36,91,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,40,20,80,-1,-1,-1,45,18,73,50,10,80,-1,-1,-1,.,.,.,56,22,89,-1,-1,-1,60,20,70,63,13,75,80,20,80,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,33,78,.,.,.,56,22,100,-1,-1,-1,67,50,100,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,44,25,88,-1,-1,-1,59,18,88,60,10,90,75,38,100,"ZEPHYR ISD",.,.,.,58,33,83,-1,-1,-1,54,23,77,43,14,71,70,40,90,.,.,.,17,17,83,-1,-1,-1,67,17,100,60,0,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'025908",.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,20,70,33,11,100,31,8,54,55,18,64,55,36,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,71,43,14,100,30,0,60,63,13,63,43,29,100,.,.,.,71,29,86,50,17,100,44,11,67,50,17,50,20,20,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,80,83,50,100,.,.,.,29,14,57,14,0,100,11,0,33,33,0,33,20,0,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,56,22,78,38,13,100,33,8,58,67,22,78,56,44,100,"BROOKESMITH ISD",.,.,.,67,33,67,60,20,100,25,0,63,67,17,67,50,33,100,.,.,.,-1,-1,-1,-1,-1,-1,40,20,40,40,20,60,60,40,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'025909",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,0,100,63,38,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,25,100,59,33,96,79,32,98,66,18,80,69,18,92,69,43,95,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,39,21,95,74,24,100,55,13,74,60,10,93,52,29,90,100,20,100,63,30,98,69,27,96,70,25,81,68,21,93,56,29,94,.,.,.,36,9,86,59,15,100,45,14,73,68,23,97,61,30,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,29,100,53,38,93,92,39,100,61,10,78,72,14,93,83,57,96,.,.,.,30,15,90,38,10,95,33,5,60,23,3,80,39,17,88,.,.,.,0,0,40,17,0,100,0,0,13,0,0,43,0,0,67,91,18,100,64,40,99,92,43,100,73,19,81,71,19,93,76,50,94,"EARLY ISD",91,27,100,61,36,96,81,34,100,63,19,79,69,20,94,69,44,96,-1,-1,-1,52,26,96,74,26,91,75,18,82,70,13,87,73,40,87,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'026901",-1,-1,-1,64,29,93,34,10,86,33,0,67,10,0,55,33,25,83,-1,-1,-1,60,40,80,-1,-1,-1,29,0,57,57,0,71,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,3,93,75,47,95,65,21,94,57,10,80,51,10,72,71,42,94,-1,-1,-1,25,13,100,55,18,91,67,11,67,31,8,38,33,8,92,20,0,100,62,34,92,50,13,90,46,4,71,40,6,66,64,41,89,63,0,100,81,60,100,72,24,97,64,11,85,63,14,81,65,27,93,60,0,100,64,34,96,47,15,91,51,7,77,36,7,66,62,36,89,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,67,25,92,33,7,85,32,0,64,10,0,53,36,27,82,79,7,86,69,35,91,59,19,92,49,8,75,41,6,65,76,53,94,60,0,100,47,14,90,32,6,89,32,1,65,22,1,55,46,30,85,.,.,.,46,38,69,22,0,67,13,6,19,24,0,35,33,17,67,74,4,91,89,61,96,88,32,100,63,13,85,68,14,85,85,51,97,"CALDWELL ISD",70,3,93,77,48,96,64,23,94,59,11,80,55,10,77,74,43,96,.,.,.,70,47,93,69,16,97,52,6,78,41,8,61,63,38,84,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
