DISTRICT,D20GI20R,D20GI21R,D20GW20R,D20GW21R,D23G420R,D23G421R,D23GG20R,D23GG21R,D2SGA20R,D2SGA21R,D30GI20R,D30GI21R,D30GW20R,D30GW21R,D33G420R,D33G421R,D33GG20R,D33GG21R,D3SGA20R,D3SGA21R,D40GI20R,D40GI21R,D40GW20R,D40GW21R,D43G420R,D43G421R,D43GG20R,D43GG21R,D4SGA20R,D4SGA21R,DA0GI20R,DA0GI21R,DA0GW20R,DA0GW21R,DA3G420R,DA3G421R,DA3GG20R,DA3GG21R,DASGA20R,DASGA21R,DB0GI20R,DB0GI21R,DB0GW20R,DB0GW21R,DB3G420R,DB3G421R,DB3GG20R,DB3GG21R,DBSGA20R,DBSGA21R,DE0GI20R,DE0GI21R,DE0GW20R,DE0GW21R,DE3G420R,DE3G421R,DE3GG20R,DE3GG21R,DESGA20R,DESGA21R,DF0GI20R,DF0GI21R,DF0GW20R,DF0GW21R,DF3G420R,DF3G421R,DF3GG20R,DF3GG21R,DFSGA20R,DFSGA21R,DH0GI20R,DH0GI21R,DH0GW20R,DH0GW21R,DH3G420R,DH3G421R,DH3GG20R,DH3GG21R,DHSGA20R,DHSGA21R,DI0GI20R,DI0GI21R,DI0GW20R,DI0GW21R,DI3G420R,DI3G421R,DI3GG20R,DI3GG21R,DISGA20R,DISGA21R,DISTNAME,DL0GI20R,DL0GI21R,DL0GW20R,DL0GW21R,DL3G420R,DL3G421R,DL3GG20R,DL3GG21R,DLSGA20R,DLSGA21R,DM0GI20R,DM0GI21R,DM0GW20R,DM0GW21R,DM3G420R,DM3G421R,DM3GG20R,DM3GG21R,DMSGA20R,DMSGA21R,DR0GI20R,DR0GI21R,DR0GW20R,DR0GW21R,DR3G420R,DR3G421R,DR3GG20R,DR3GG21R,DRSGA20R,DRSGA21R,DS0GI20R,DS0GI21R,DS0GW20R,DS0GW21R,DS3G420R,DS3G421R,DS3GG20R,DS3GG21R,DSSGA20R,DSSGA21R,DW0GI20R,DW0GI21R,DW0GW20R,DW0GW21R,DW3G420R,DW3G421R,DW3GG20R,DW3GG21R,DWSGA20R,DWSGA21R
"'011901",3.6,20,0,6.7,0,0,3.6,26.7,0,0,20,0,0,16.7,0,0,20,16.7,0,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.9,5.5,2.8,2.8,0,0,10.6,11.4,3.2,3.7,5.1,0,7.7,6.9,0,0,17.9,10.3,5.1,6.9,5,4.9,3,2.1,0,0,11.1,10,3.6,3.7,2.8,3.1,1.8,2.2,0,0,7.7,6.8,3.1,1.9,5.7,5.8,2.8,2,0,0,11.5,11.1,3.6,3.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BASTROP ISD",6.1,6.5,5.1,4,0,0,17.2,18.5,8.1,9.7,6.9,8,3.8,3.5,0,0,13.2,16.2,3.3,5.5,5.3,5.1,3,2.3,0,0,13.9,12.3,6.1,6,3.6,1.6,17.9,21.9,0,0,64.3,62.5,46.4,46.9,2.9,4.2,2.4,3.8,0,0,7.6,10.8,2.4,2.8
"'011902",16.7,0,0,0,0,0,16.7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,23.3,14.6,2.6,1.4,0,0,30.1,21.6,5.8,6.6,12.5,8.6,3.1,0,0,0,28.1,20,18.8,11.4,23.3,14.6,4,1.5,0,0,32.7,20.6,7.9,6,32.9,14.7,2.7,1.3,0,0,37.7,18.7,4.1,2.7,23.6,14.1,3,1.6,0,0,30.7,19.3,5,5.2,.,.,.,.,.,.,.,.,.,.,"ELGIN ISD",9.7,15.8,6.5,0,0,0,29,18.4,12.9,7.9,14.7,14.6,2.5,1.5,0,0,23.3,24.8,7.4,10.9,20.7,14.6,4,2,0,0,33.3,23.6,12,8.5,12,12,32,16,0,0,96,92,72,76,28.2,23.5,1.4,2,0,0,31,35.3,2.8,9.8
"'011904",20,-1,0,-1,0,-1,20,-1,0,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,21.2,17.5,7.6,4.8,0,0,27.1,24.6,1.7,4.8,18.2,14.3,9.1,7.1,0,0,18.2,21.4,0,7.1,26.2,16.4,11.5,4.5,0,0,34.4,25.4,1.6,7.5,1.7,4.9,5.2,1.6,0,0,8.6,9.8,1.7,3.3,25.5,15.6,14.9,6.3,0,0,36.2,28.1,2.1,9.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMITHVILLE ISD",40,-1,20,-1,0,-1,40,-1,0,-1,40,29.2,10,7.7,0,0,45,38.5,1.7,6.2,29.3,21.1,13.8,21.1,0,0,39.7,47.4,3.4,10.5,25,18.8,56.3,37.5,0,0,68.8,75,12.5,37.5,18.9,20,1.9,4,0,0,22.6,25.3,1.9,2.7
"'011905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,8.3,0,0,6.3,25,6.3,16.7,.,-1,.,-1,.,-1,.,-1,.,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,22.2,0,22.2,0,0,0,11.1,0,0,10,22.2,10,11.1,.,.,.,.,.,.,.,.,.,.,"MCDADE ISD",-1,.,-1,.,-1,.,-1,.,-1,.,0,-1,0,-1,0,-1,10,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1
"'012901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40.5,34.1,0,4.9,0,0,45.9,39,8.1,2.4,.,.,.,.,.,.,.,.,.,.,52.4,43.8,0,6.3,0,0,61.9,50,14.3,0,21.4,22.2,0,0,0,0,28.6,22.2,7.1,5.6,33.3,57.1,0,14.3,0,0,33.3,71.4,11.1,0,.,.,.,.,.,.,.,.,.,.,"SEYMOUR ISD",.,-1,.,-1,.,-1,.,-1,.,-1,52.2,43.5,0,8.7,0,0,56.5,52.2,8.7,0,42.9,52.6,0,10.5,0,0,71.4,63.2,28.6,5.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.3,30.3,0,3,0,0,50,33.3,7.7,3
"'013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ST MARY'S ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'013901",16.7,-1,16.7,-1,0,-1,33.3,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,16.4,43.1,4.1,6.6,0,0,23,51.2,4.1,5.2,14.3,14.3,0,14.3,0,0,28.6,28.6,14.3,0,16.8,44.6,5.1,7.4,0,0,25,52.6,5.1,5.1,9.5,44.5,4.3,5,0,0,14.7,51.3,0.9,2.5,16.4,44.6,4.6,7.2,0,0,22.6,53,3.6,6,.,.,.,.,.,.,.,.,.,.,"BEEVILLE ISD",-1,42.9,-1,14.3,-1,0,-1,57.1,-1,0,22.7,41.3,3.9,8.7,0,0,30.5,51.1,7,8.7,19.3,46.3,7.1,10.6,0,0,30,58.5,6.4,8.1,16.7,26.9,41.7,53.8,0,0,83.3,92.3,41.7,42.3,17.1,40.6,0,3.1,0,0,22.9,46.9,5.7,3.1
"'013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PAWNEE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'013903",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,4.2,0,0,0,0,8.1,4.2,8.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.6,0,0,0,0,10.3,5.6,10.3,0,0,7.7,0,0,0,0,8.7,7.7,8.7,0,0,0,0,0,0,0,8.3,0,8.3,0,.,.,.,.,.,.,.,.,.,.,"PETTUS ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,7.1,0,7.1,0,0,10,0,0,0,0,15,10,15,0,-1,.,-1,.,-1,.,-1,.,-1,.,0,12.5,0,0,0,0,11.1,12.5,11.1,0
"'013905",.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,41.3,63.6,3.2,1.8,15.9,7.3,46,69.1,6.3,10.9,.,.,.,.,.,.,.,.,.,.,36.8,64,5.3,4,13.2,0,44.7,76,10.5,16,16,58.3,0,0,4,0,20,61.1,4,5.6,41.3,69.2,4.3,2.6,19.6,2.6,45.7,76.9,6.5,15.4,.,.,.,.,.,.,.,.,.,.,"SKIDMORE-TYNAN ISD",.,.,.,.,.,.,.,.,.,.,57.9,73.7,5.3,5.3,23.7,21.1,63.2,84.2,7.9,21.1,52.6,66.7,5.3,5.6,5.3,5.6,63.2,83.3,21.1,33.3,57.1,50,28.6,12.5,0,0,100,87.5,57.1,75,50,53.3,0,0,7.1,20,57.1,53.3,7.1,0
"'014801",0,-1,0,-1,0,-1,11.1,-1,11.1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,-1,1.1,3.4,0.2,0.7,0,0.3,6.6,9.8,5.3,6.4,0,0,0,0,0,0,3.6,6.1,3.6,6.1,0.9,3.6,0.3,0.5,0,0.5,6.3,10.8,5,7.2,0.8,4.2,0,0.6,0,0.6,4.2,9.1,3.4,4.8,1.4,4.8,0,1.1,0,0.5,6.1,12.9,4.8,8.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN",0,0,0,0,0,0,7,5.9,7,5.9,1.4,2.3,0.5,0.8,0,0,9.1,10.7,7.3,8.4,1.3,3.3,0,0.4,0,0.4,7.4,10.2,6.1,7,0,7.3,1.5,4.9,0,0,38.5,51.2,36.9,46.3,1,1.4,1,0,0,0,9.4,4.3,7.3,2.9
"'014803",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.3,65,0,0,0,0,46.7,65,13.3,10,-1,100,-1,0,-1,0,-1,100,-1,40,-1,75,-1,0,-1,0,-1,75,-1,12.5,37.5,75,0,0,0,0,50,75,12.5,25,40,60,0,0,0,0,60,60,20,0,.,.,.,.,.,.,.,.,.,.,"PRIORITY CHARTER SCHOOLS",.,.,.,.,.,.,.,.,.,.,28.6,58.3,0,0,0,0,42.9,58.3,14.3,0,25,81.8,0,0,0,0,50,81.8,25,18.2,20,-1,0,-1,0,-1,60,-1,40,-1,28.6,37.5,0,0,0,0,42.9,37.5,14.3,0
"'014804",-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,0,0,1.1,0,3.3,4.7,2.2,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,20,0,20,0,0,0,0,1.9,0,3.8,3.1,1.9,3.1,0,0,0,0,0,0,0,8.7,0,8.7,.,.,.,.,.,.,.,.,.,.,"ORENDA CHARTER SCHOOL",.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,2.6,5.6,2.6,5.6,0,0,0,0,0,0,4,13.6,4,13.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1.5,0,3,2,1.5,2
"'014901",0,-1,0,-1,0,-1,0,-1,0,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.5,24.6,3.7,4.4,0,0,15.9,29.8,5.6,4.4,-1,11.1,-1,0,-1,0,-1,11.1,-1,0,0,18.8,0,6.3,0,0,6.9,28.1,6.9,12.5,14,33.3,2.3,2,0,0,20.9,35.3,4.7,0,13.6,25.9,0,7.4,0,0,13.6,37,0,7.4,.,.,.,.,.,.,.,.,.,.,"ACADEMY ISD",.,-1,.,-1,.,-1,.,-1,.,-1,3.1,17.5,4.7,6.3,0,0,12.5,25.4,6.3,7.9,0,24,7.7,8,0,0,23.1,28,15.4,8,0,25,25,31.3,0,0,66.7,62.5,50,31.3,6.8,27,5.4,4.1,0,0,18.9,31.1,8.1,4.1
"'014902",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57.1,37.5,0,0,0,0,61.9,50,4.8,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.7,30,0,0,0,0,70.6,45,5.9,20,50,28.6,0,0,0,0,60,35.7,10,7.1,58.3,23.1,0,0,0,0,58.3,38.5,0,23.1,.,-1,.,-1,.,-1,.,-1,.,-1,"BARTLETT ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.6,50,0,0,0,0,63.6,70,0,30,-1,50,-1,0,-1,0,-1,75,-1,37.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33.3,0,0,0,0,62.5,50,12.5,16.7
"'014903",6.9,10,3.4,3.3,0,0,10.3,16.7,0,3.3,4.8,23.1,0,0,0,0,4.8,23.1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.4,18.9,5.8,2.8,0,0,16.9,24,3.8,4.1,6.3,14.5,10.9,1.8,0,0,17.2,20,3.1,3.6,7.1,18.1,8,5.2,0,0,17.8,26.7,4.6,6,5,16.5,3.7,1.9,0,0,11.7,20.1,4.2,2.6,8.8,19.8,6.1,4.3,0,0,16.1,27.3,3.8,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BELTON ISD",6.7,13.3,10,13.3,0,0,16.7,26.7,3.3,3.3,13.8,21.4,7.7,3.7,0,0,22,28.2,3.4,5.7,10.2,14.6,12.7,8.3,0,0,25.2,27.6,7.1,8.7,11.5,11.8,52.9,25.9,0,0,80.5,60,35.6,38.8,10.8,19.3,5.3,1.8,0,0,18.3,22.9,4.1,4
"'014905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,7.5,9.8,0,0,7.5,9.8,5.7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,15.4,10,0,0,15.4,10,11.5,0,0,0,3.8,8.7,0,0,3.8,8.7,3.8,0,0,0,17.6,7.1,0,0,17.6,7.1,11.8,0,.,.,.,.,.,.,.,.,.,.,"HOLLAND ISD",-1,.,-1,.,-1,.,-1,.,-1,.,0,0,11.1,10.7,0,0,11.1,10.7,7.4,0,0,0,27.3,20,0,0,27.3,20,18.2,0,-1,0,-1,100,-1,0,-1,100,-1,0,0,0,3,11.1,0,0,3,11.1,3,0
"'014906",9.5,15.5,1.3,3.7,0,0,12.7,21.1,2.5,2.5,6.2,18.8,1.2,0,0,0,7.4,20,0,1.3,10.2,13,1.7,6.5,0,0,13.6,23.9,1.7,4.3,7.3,12.1,4.7,5.6,0.3,0,16,20.8,4.6,5.1,7,9.1,5.4,7.1,0.3,0.1,17.1,19.9,5.5,6.2,7.4,10,6.4,8,0.3,0,18,21.5,5,6.1,7.6,13,3.5,4.4,0.3,0.1,14.1,20.3,3.5,4.7,8,14.8,5.5,5.2,0.3,0,17.2,22.8,4.3,4.8,0,8.3,28.6,33.3,0,0,28.6,50,14.3,33.3,"KILLEEN ISD",6.8,9.4,12.8,10.1,0,0,25.6,26.4,9.8,12.6,7.1,11.1,6,6.7,0.3,0,18.1,21.3,5.8,5.6,6.5,9.3,6.8,8.1,0.2,0,19.3,22.2,7.3,8.2,2.6,5.8,44.2,48.9,0,0,81.5,81.9,43,45.3,6.3,11.6,3.8,3.6,0.4,0,14.9,18.1,4.8,4.5
"'014907",.,-1,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,0,29,11.1,0,0,0,11.1,35.5,6.3,8.1,-1,.,-1,.,-1,.,-1,.,-1,.,0,12.5,20.7,0,0,0,20.7,18.8,13.8,6.3,0,41.9,3.4,0,0,0,3.4,45.2,3.4,3.2,0,37.5,7.1,0,0,0,7.1,45.8,0,12.5,-1,.,-1,.,-1,.,-1,.,-1,.,"ROGERS ISD",.,-1,.,-1,.,-1,.,-1,.,-1,0,16.1,17.6,0,0,0,17.6,25.8,8.8,12.9,0,28.6,20,0,0,0,20,39.3,13.3,14.3,0,16.7,100,0,0,0,100,83.3,57.1,83.3,0,25,6.7,0,0,0,6.7,30.6,2.2,5.6
"'014908",0,0,0,0,0,0,16.7,0,16.7,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,5.6,2,3.7,0,0,4.7,10.6,2.7,1.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,20,0,0,4.2,24,4.2,0,0,8.8,1.4,3.8,0,0,1.4,15,0,2.5,0,6.1,7.1,3,0,0,7.1,12.1,0,3,.,-1,.,-1,.,-1,.,-1,.,-1,"SALADO ISD",0,-1,0,-1,0,-1,0,-1,0,-1,0,2.5,2.6,3.7,0,0,7.7,6.2,5.1,0,0,4.3,6.9,13,0,0,13.8,17.4,6.9,0,0,0,42.9,66.7,0,0,100,88.9,57.1,22.2,0,5.9,0.9,4.2,0,0,3.5,10.9,2.6,0.8
"'014909",20,15,0,0,0,0,20,20,0,5,0,20,0,0,0,0,0,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,14.1,6.8,6.8,0,0,15.5,22.1,4.3,4.5,4,15.2,10,9.7,0,0,15.3,26.2,3.3,5.5,6.3,13.9,8.4,8.5,0,0,15.6,23.5,6.3,4.8,8.9,15,6,1.5,0,0,15.9,17.5,4,2.2,7.4,15.4,6.6,6.7,0,0,14.8,22.5,6.3,2.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"TEMPLE ISD",5.7,10,25.7,3.3,0,0,31.4,13.3,25.7,0,6.9,13.1,7.7,12.4,0,0,15,27,4.6,6.9,6.2,10.5,9.9,10.5,0,0,17.2,22.2,6.8,5.4,3.4,1.8,61,64.3,0,0,71.2,78.6,40.7,42.9,12.9,8.8,4,5.3,0,0,16.9,16.7,2.4,7
"'014910",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,40.2,27.5,1.8,2.8,0,0,47.3,33.9,6.3,5.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.5,16.7,0,2.8,0,0,53.5,27.8,7,11.1,37.5,34,1.8,0,0,0,44.6,42.6,5.4,8.5,60,34.2,0,5.3,0,0,68,44.7,8,5.3,.,.,.,.,.,.,.,.,.,.,"TROY ISD",-1,.,-1,.,-1,.,-1,.,-1,.,42.9,22.6,1.8,4.8,0,0,50,27.4,7.1,3.2,40.9,10,4.5,7.5,0,0,50,27.5,9.1,15,10,15.4,20,23.1,0,0,90,69.2,70,46.2,33.7,24.2,2.4,1.5,0,0,41,28.8,6,6.1
"'015801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,2.4,1.7,0,0,4.1,1.7,2.4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2.8,2.1,0,0,3.7,2.1,1.8,0,0,0,1.5,0,0,0,4.5,0,3,0,0,0,2.5,0,0,0,3.3,0,1.7,0,.,.,.,.,.,.,.,.,.,.,"POR VIDA ACADEMY",0,-1,0,-1,0,-1,0,-1,0,-1,0,0,3.5,5,0,0,3.5,5,1.8,0,0,0,3.2,2.2,0,0,5.3,2.2,3.2,0,0,0,15.8,11.1,0,0,26.3,11.1,15.8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015802",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.8,100,4.2,0,0,0,100,100,20.8,14.3,100,100,0,0,0,0,100,100,36.4,0,95.8,100,4.2,0,0,0,100,100,20.8,14.3,100,100,0,0,0,0,100,100,16.7,23.1,100,100,0,0,0,0,100,100,9.1,30,.,.,.,.,.,.,.,.,.,.,"GEORGE GERVIN ACADEMY",-1,.,-1,.,-1,.,-1,.,-1,.,91.7,100,8.3,0,0,0,100,100,25,6.7,95,100,5,0,0,0,100,100,25,8.7,83.3,-1,16.7,-1,0,-1,100,-1,83.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"NEW FRONTIERS PUBLIC SCHOOLS INC",0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015806",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,0,0,0,39.3,5.3,42.9,5.3,10.7,-1,0,-1,0,-1,27.3,-1,27.3,-1,0,0,0,0,0,0,42.3,7.1,42.3,7.1,7.7,0,0,0,0,0,47.1,0,47.1,0,11.8,0,0,0,0,0,47.1,7.7,52.9,7.7,17.6,.,.,.,.,.,.,.,.,.,.,"LEGACY TRADITIONAL SCHOOLS - TEXAS",.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,27.3,10,36.4,10,9.1,0,0,0,0,0,33.3,7.7,38.9,7.7,16.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.
"'015807",.,0,.,0,.,0,.,0,.,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,7.8,11.8,7.8,11.8,0,0,0,0,0,0,18.2,16.7,18.2,16.7,0,0,0,0,0,0,10,11.3,10,11.3,0,0,0,0,0,0,7.1,7.7,7.1,7.7,0,0,0,0,0,0,5.6,14.8,5.6,14.8,.,.,.,.,.,.,.,.,.,.,"SOUTHWEST PREPARATORY SCHOOL",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,8.7,16.2,8.7,16.2,0,0,0,0,0,0,6.3,19.5,6.3,19.5,0,0,0,0,0,0,50,81.8,50,81.8,-1,0,-1,0,-1,0,-1,0,-1,0
"'015808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,2.3,0,4.7,0,0,20,23.3,20,16.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7.7,0,0,0,0,60,38.5,60,30.8,0,4.5,0,0,0,0,11.1,18.2,11.1,13.6,0,4.2,0,0,0,0,15.4,20.8,15.4,16.7,.,.,.,.,.,.,.,.,.,.,"INSPIRE ACADEMIES",.,.,.,.,.,.,.,.,.,.,0,0,0,9.5,0,0,27.3,28.6,27.3,19,-1,9.1,-1,9.1,-1,0,-1,54.5,-1,36.4,-1,0,-1,22.2,-1,0,-1,100,-1,77.8,0,0,0,11.8,0,0,16.7,29.4,16.7,17.6
"'015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"BEXAR COUNTY ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015814",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,"POSITIVE SOLUTIONS CHARTER SCHOOL",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.
"'015815",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,2.5,0,2.5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,2.6,.,-1,.,-1,.,-1,.,-1,.,-1,"HERITAGE ACADEMY",0,0,0,0,0,0,0,4.8,0,4.8,0,0,0,0,0,0,0,4.3,0,4.3,0,0,0,0,0,0,0,3,0,3,.,-1,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.
"'015822",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,0,0.7,0.7,0,0,0.7,9.7,9.6,9,8.9,0,0,0,0,0,0,0,16.7,0,16.7,0,0.8,0.8,0,0,0.8,10.8,10.2,10,9.3,0,0,0,0,0,0,10.5,8.6,10.5,8.6,0,0.8,0.8,0,0,0.8,9.2,8.3,8.5,7.6,.,-1,.,-1,.,-1,.,-1,.,-1,"JUBILEE ACADEMIES",0,0,4.3,0,0,0,13,3.6,8.7,3.6,0,1.5,1.1,0,0,1.5,9.2,10.8,8,9.2,0,1,1.1,0,0,1,12.9,13.1,11.8,12.1,0,0,5.9,0,0,0,82.4,86.7,76.5,86.7,0,0,0,0,0,0,33.3,28.6,33.3,28.6
