,zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
679,75080,2017-12-31,166.66666666666666,1794.0,2017,148.5305958132045,12.210326602520658,57916.0,RICHARDSON ISD
693,75081,2017-12-31,136.4572605561277,1934.5984150943398,2017,120.52369593285866,13.220275481881426,57834.0,EVOLUTION ACADEMY CHARTER SCHOOL
694,75081,2017-12-31,136.4572605561277,1934.5984150943398,2017,120.52369593285866,13.220275481881426,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
695,75081,2017-12-31,136.4572605561277,1934.5984150943398,2017,120.52369593285866,13.220275481881426,57916.0,RICHARDSON ISD
712,75082,2017-12-31,130.92330239374695,2864.2723880597014,2017,121.106077077964,8.106302798878499,43910.0,PLANO ISD
725,75087,2017-12-31,115.57539682539682,2508.319313304721,2017,110.79545454545456,4.314204314204297,199901.0,ROCKWALL ISD
733,75088,2017-12-31,116.09071274298056,1938.139534883721,2017,106.10328638497651,9.412928381658679,57909.0,GARLAND ISD
734,75088,2017-12-31,116.09071274298056,1938.139534883721,2017,106.10328638497651,9.412928381658679,199901.0,ROCKWALL ISD
746,75089,2017-12-31,116.77534084173088,2166.553299492386,2017,108.49256900212316,7.634413965665822,57909.0,GARLAND ISD
753,75090,2017-12-31,90.10143317392472,1436.7141058691032,2017,67.67348426374436,33.14141299829008,91906.0,SHERMAN ISD
760,75092,2017-12-31,94.70474841168368,1868.9664770617098,2017,83.88888888888889,12.893077576841478,91906.0,SHERMAN ISD
767,75093,2017-12-31,162.0006291286568,2808.013786407767,2017,152.19560878243513,6.442380581583032,43910.0,PLANO ISD
774,75094,2017-12-31,121.9208030735064,3036.393221399679,2017,115.4207725544214,5.631595054538565,43910.0,PLANO ISD
781,75098,2017-12-31,124.09387870643424,2382.434194835678,2017,116.7879589673494,6.2557131776978565,43914.0,WYLIE ISD
794,75104,2017-12-31,100.23705192047264,1895.5066650478173,2017,89.88764044943822,11.513720261525783,57904.0,CEDAR HILL ISD
808,75109,2017-12-31,103.89733840304184,2136.7246111619393,2017,131.08465608465607,-20.74027463905183,175910.0,MILDRED ISD
815,75110,2017-12-31,76.1233614961651,1770.1530430548362,2017,69.04761904761905,10.247626994446007,175903.0,CORSICANA ISD
822,75114,2017-12-31,108.51808634772462,1704.784946236559,2017,87.59853288750269,23.88116874866798,129901.0,CRANDALL ISD
832,75115,2017-12-31,91.77480744200089,2320.8983591124397,2017,79.71656789487245,15.126390743553387,57835.0,GOLDEN RULE CHARTER SCHOOL
833,75115,2017-12-31,91.77480744200089,2320.8983591124397,2017,79.71656789487245,15.126390743553387,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
834,75115,2017-12-31,91.77480744200089,2320.8983591124397,2017,79.71656789487245,15.126390743553387,57906.0,DESOTO ISD
835,75115,2017-12-31,91.77480744200089,2320.8983591124397,2017,79.71656789487245,15.126390743553387,70801.0,WAXAHACHIE FAITH FAMILY ACADEMY
859,75116,2017-12-31,93.94904458598727,1756.2711864406779,2017,81.0810810810811,15.87048832271761,57806.0,ADVANTAGE ACADEMY
860,75116,2017-12-31,93.94904458598727,1756.2711864406779,2017,81.0810810810811,15.87048832271761,57845.0,UME PREPARATORY ACADEMY
861,75116,2017-12-31,93.94904458598727,1756.2711864406779,2017,81.0810810810811,15.87048832271761,57907.0,DUNCANVILLE ISD
878,75119,2017-12-31,98.15875613747954,1670.762817840767,2017,81.52173913043478,20.40807419530824,70903.0,ENNIS ISD
885,75124,2017-12-31,84.32385942682441,2122.7681135175603,2017,66.01351351351352,27.73726914196533,107905.0,EUSTACE ISD
892,75125,2017-12-31,94.34968017057568,1695.8192090395482,2017,81.61865569272976,15.59817957033559,70905.0,FERRIS ISD
900,75126,2017-12-31,112.03212000037814,2139.0740441151265,2017,103.76134889753568,7.97095565036442,129902.0,FORNEY ISD
901,75126,2017-12-31,112.03212000037814,2139.0740441151265,2017,103.76134889753568,7.97095565036442,199901.0,ROCKWALL ISD
920,75134,2017-12-31,85.36101303488553,2037.8155532070564,2017,79.95431182181609,6.762238445774707,57913.0,LANCASTER ISD
927,75135,2017-12-31,123.45445091763466,1903.1310597035665,2017,110.3749357986646,11.850077215744403,116901.0,CADDO MILLS ISD
935,75137,2017-12-31,97.07468768821276,1828.4890142536387,2017,86.84675223389854,11.776992450757406,57847.0,VILLAGE TECH SCHOOLS
936,75137,2017-12-31,97.07468768821276,1828.4890142536387,2017,86.84675223389854,11.776992450757406,57907.0,DUNCANVILLE ISD
955,75142,2017-12-31,104.14038313167649,1642.0143162310565,2017,90.66161120145117,14.867121543070011,129903.0,KAUFMAN ISD
963,75143,2017-12-31,85.12276583378656,1503.7105379063564,2017,68.47619047619048,24.310019646002615,107906.0,MALAKOFF ISD
964,75143,2017-12-31,85.12276583378656,1503.7105379063564,2017,68.47619047619048,24.310019646002615,129904.0,KEMP ISD
976,75144,2017-12-31,96.6889880952381,2688.0,2017,134.05479003468588,-27.873529867735126,175907.0,KERENS ISD
984,75146,2017-12-31,83.92455628127844,2007.755625603329,2017,78.31620166421929,7.161167801657401,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
985,75146,2017-12-31,83.92455628127844,2007.755625603329,2017,78.31620166421929,7.161167801657401,57913.0,LANCASTER ISD
998,75148,2017-12-31,90.3954802259887,1897.2187499999998,2017,164.54902037121752,-45.064710794352166,107904.0,CROSS ROADS ISD
999,75148,2017-12-31,90.3954802259887,1897.2187499999998,2017,164.54902037121752,-45.064710794352166,107906.0,MALAKOFF ISD
1011,75149,2017-12-31,104.5765016111649,1455.6329352649525,2017,91.41938025210084,14.39204829739776,57914.0,MESQUITE ISD
1020,75150,2017-12-31,102.70568746548868,1577.3225806451612,2017,93.01979581673305,10.412720823252187,57850.0,PIONEER TECHNOLOGY & ARTS ACADEMY
1021,75150,2017-12-31,102.70568746548868,1577.3225806451612,2017,93.01979581673305,10.412720823252187,57905.0,DALLAS ISD
1022,75150,2017-12-31,102.70568746548868,1577.3225806451612,2017,93.01979581673305,10.412720823252187,57914.0,MESQUITE ISD
1039,75152,2017-12-31,109.72549019607844,1230.6165117941387,2017,100.38240917782026,9.30748832866481,70910.0,PALMER ISD
1055,75154,2017-12-31,106.33234880584293,2068.5144499310995,2017,96.91160809371672,9.72096211943572,57807.0,LIFE SCHOOL
1056,75154,2017-12-31,106.33234880584293,2068.5144499310995,2017,96.91160809371672,9.72096211943572,57906.0,DESOTO ISD
1057,75154,2017-12-31,106.33234880584293,2068.5144499310995,2017,96.91160809371672,9.72096211943572,70911.0,RED OAK ISD
1073,75155,2017-12-31,73.31378299120233,1295.8000000000002,2017,70.73970892704908,3.6387965164060634,175911.0,RICE ISD
1087,75158,2017-12-31,99.95404411764704,2176.0000000000005,2017,99.9005049265402,0.05359251301704539,129910.0,SCURRY-ROSSER ISD
1094,75159,2017-12-31,105.11363636363636,1617.2972972972973,2017,98.54014598540145,6.670875420875426,57905.0,DALLAS ISD
1101,75160,2017-12-31,98.89221486125587,1696.0384620297502,2017,92.53019404909554,6.875615984102122,129906.0,TERRELL ISD
1115,75163,2017-12-31,187.9900177361408,1820.5753907655649,2017,169.09564085881587,11.173781169853182,107907.0,TRINIDAD ISD
1122,75165,2017-12-31,111.60290863104647,2016.0764872521247,2017,103.6488040631274,7.674091987665019,70912.0,WAXAHACHIE ISD
1136,75167,2017-12-31,126.41916782999844,2135.7520748996003,2017,112.5272331154684,12.34539793604896,70912.0,WAXAHACHIE ISD
1143,75172,2017-12-31,95.60723514211887,1410.9810810810811,2017,56.53223026542572,69.11987143127246,57835.0,GOLDEN RULE CHARTER SCHOOL
1150,75173,2017-12-31,112.88530058195312,2236.340769777416,2017,106.05032492192024,6.445030380684969,43918.0,COMMUNITY ISD
1158,75180,2017-12-31,96.16724738675958,1507.7898550724638,2017,80.7799442896936,19.048420040850644,57905.0,DALLAS ISD
1159,75180,2017-12-31,96.16724738675958,1507.7898550724638,2017,80.7799442896936,19.048420040850644,57914.0,MESQUITE ISD
1171,75181,2017-12-31,97.03515879138405,2189.927884354308,2017,91.68676788537869,5.83332909356299,57914.0,MESQUITE ISD
1178,75182,2017-12-31,127.76119402985074,3561.3317757009345,2017,118.24013313318936,8.052309012487802,57919.0,SUNNYVALE ISD
1185,75189,2017-12-31,114.37074829931971,2028.490706319703,2017,106.13974309069675,7.754875759958773,199902.0,ROYSE CITY ISD
1193,75201,2017-12-31,451.6806722689076,1660.4651162790697,2017,305.15159703684293,48.01845268218381,57802.0,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES
1194,75201,2017-12-31,451.6806722689076,1660.4651162790697,2017,305.15159703684293,48.01845268218381,57905.0,DALLAS ISD
1206,75202,2017-12-31,223.33637192342752,1164.1632653061224,2017,196.35010482180292,13.743953498836136,57905.0,DALLAS ISD
1213,75203,2017-12-31,138.0858489188171,1484.583696338955,2017,60.31709558823529,128.9331864741684,57905.0,DALLAS ISD
1220,75204,2017-12-31,234.282325029656,1621.9746835443038,2017,229.9767396782322,1.8721829683505682,57905.0,DALLAS ISD
1228,75205,2017-12-31,323.16603575921147,3247.6649272078844,2017,351.7765733212888,-8.133156023424684,57905.0,DALLAS ISD
1229,75205,2017-12-31,323.16603575921147,3247.6649272078844,2017,351.7765733212888,-8.133156023424684,57911.0,HIGHLAND PARK ISD
1241,75206,2017-12-31,236.34131368938,1772.8597402597402,2017,223.2142857142857,5.88090853284225,57905.0,DALLAS ISD
1250,75208,2017-12-31,214.32173474533536,1810.3623529411764,2017,203.2849344978166,5.429226850864985,57804.0,TEXANS CAN ACADEMIES
1251,75208,2017-12-31,214.32173474533536,1810.3623529411764,2017,203.2849344978166,5.429226850864985,57813.0,TRINITY BASIN PREPARATORY
1252,75208,2017-12-31,214.32173474533536,1810.3623529411764,2017,203.2849344978166,5.429226850864985,57905.0,DALLAS ISD
1269,75209,2017-12-31,247.94237911242823,2408.422481617091,2017,249.93336075689015,-0.7966049984013741,57905.0,DALLAS ISD
1276,75210,2017-12-31,61.72839506172839,729.0,2017,50.90786998681736,21.2551125743682,57905.0,DALLAS ISD
1283,75211,2017-12-31,126.2635379061372,1235.5110793423873,2017,120.0244715869716,5.198161872051799,57905.0,DALLAS ISD
1300,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1301,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57903.0,CARROLLTON-FARMERS BRANCH ISD
1302,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57905.0,DALLAS ISD
1303,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57906.0,DESOTO ISD
1304,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57907.0,DUNCANVILLE ISD
1305,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57909.0,GARLAND ISD
1306,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57910.0,GRAND PRAIRIE ISD
1307,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57911.0,HIGHLAND PARK ISD
1308,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57912.0,IRVING ISD
1309,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57914.0,MESQUITE ISD
1310,75212,2017-12-31,119.37782429725948,1483.9439489103402,2017,85.90187590187588,38.969985281372146,57922.0,COPPELL ISD
1367,75214,2017-12-31,246.2121212121212,1925.169230769231,2017,223.56106088561648,10.131934531342186,57905.0,DALLAS ISD
1375,75215,2017-12-31,92.78350515463917,1261.0,2017,46.98275862068966,97.4841577603329,57836.0,ST ANTHONY SCHOOL
1376,75215,2017-12-31,92.78350515463917,1261.0,2017,46.98275862068966,97.4841577603329,57905.0,DALLAS ISD
1389,75216,2017-12-31,80.60855342948028,1361.5180440623324,2017,60.7009699118736,32.79615391073446,57905.0,DALLAS ISD
1390,75216,2017-12-31,80.60855342948028,1361.5180440623324,2017,60.7009699118736,32.79615391073446,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1406,75217,2017-12-31,93.56697071531443,1549.692149820421,2017,75.49582463465553,23.936616585235004,57804.0,TEXANS CAN ACADEMIES
1407,75217,2017-12-31,93.56697071531443,1549.692149820421,2017,75.49582463465553,23.936616585235004,57809.0,NOVA ACADEMY
1408,75217,2017-12-31,93.56697071531443,1549.692149820421,2017,75.49582463465553,23.936616585235004,57829.0,A+ ACADEMY
1409,75217,2017-12-31,93.56697071531443,1549.692149820421,2017,75.49582463465553,23.936616585235004,57830.0,INSPIRED VISION ACADEMY
1410,75217,2017-12-31,93.56697071531443,1549.692149820421,2017,75.49582463465553,23.936616585235004,57905.0,DALLAS ISD
1437,75218,2017-12-31,211.9766825649179,1707.7349999999997,2017,200.1338407186113,5.917460937032458,57905.0,DALLAS ISD
1444,75219,2017-12-31,232.6969696969697,1224.7688501106916,2017,220.64201544087769,5.463580556950722,57905.0,DALLAS ISD
1452,75220,2017-12-31,236.78279866620676,1662.916403632302,2017,208.01623541349568,13.828999066120376,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1453,75220,2017-12-31,236.78279866620676,1662.916403632302,2017,208.01623541349568,13.828999066120376,57905.0,DALLAS ISD
1467,75223,2017-12-31,265.99556039193453,1631.6061792930573,2017,242.02683684897949,9.903332975388638,57805.0,LUMIN EDUCATION
1468,75223,2017-12-31,265.99556039193453,1631.6061792930573,2017,242.02683684897949,9.903332975388638,57841.0,CITYSCAPE SCHOOLS
1469,75223,2017-12-31,265.99556039193453,1631.6061792930573,2017,242.02683684897949,9.903332975388638,57905.0,DALLAS ISD
1487,75224,2017-12-31,131.27440665325727,1622.5554198284003,2017,107.8197444306231,21.753587291913988,57810.0,ACADEMY OF DALLAS
1488,75224,2017-12-31,131.27440665325727,1622.5554198284003,2017,107.8197444306231,21.753587291913988,57905.0,DALLAS ISD
1500,75225,2017-12-31,325.9180790960452,3962.6522210184185,2017,314.1902640789055,3.7327111492526583,57911.0,HIGHLAND PARK ISD
1513,75227,2017-12-31,93.67088607594938,1590.6756756756754,2017,83.1455279587405,12.658958786613159,57827.0,NOVA ACADEMY SOUTHEAST
1514,75227,2017-12-31,93.67088607594938,1590.6756756756754,2017,83.1455279587405,12.658958786613159,57905.0,DALLAS ISD
1515,75227,2017-12-31,93.67088607594938,1590.6756756756754,2017,83.1455279587405,12.658958786613159,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1532,75228,2017-12-31,135.43191800878478,1698.2702702702702,2017,114.73858072736051,18.03520415734909,57905.0,DALLAS ISD
1539,75229,2017-12-31,187.456405487096,2427.2310077519383,2017,181.49623727312968,3.2839073159390004,57905.0,DALLAS ISD
1546,75230,2017-12-31,235.78893703798116,2945.2187567567566,2017,206.2278396063843,14.334193428015588,57905.0,DALLAS ISD
1554,75231,2017-12-31,124.8884924174844,1000.0921428571428,2017,112.47130833970924,11.040312646021864,57905.0,DALLAS ISD
