zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
75023,2016-12-31,128.296828033888,1962.2464861992019,2016,114.72685204380416,11.82807315666838,43910.0,PLANO ISD
75023,2017-12-31,135.03716316349096,2132.7462252099835,2017,128.296828033888,5.253703644039102,43910.0,PLANO ISD
75023,2018-12-31,137.72749631087063,2091.0857142857144,2018,135.03716316349096,1.9922909252192005,43910.0,PLANO ISD
75023,2019-12-31,142.90456989247312,2088.631596768277,2019,137.72749631087063,3.7589252112135187,43910.0,PLANO ISD
75023,2020-12-31,154.06360424028267,2038.119266055046,2020,142.90456989247312,7.80873162853087,43910.0,PLANO ISD
75023,2021-12-31,189.20335429769392,2013.7063711911358,2021,154.06360424028267,22.80859923451235,43910.0,PLANO ISD
75023,2022-12-31,207.68886902101028,2022.2557038312527,2022,189.20335429769392,9.770183405010417,43910.0,PLANO ISD
75024,2016-12-31,139.10852713178295,2983.2822513234883,2016,130.70788013451948,6.42703943221927,43802.0,LONE STAR LANGUAGE ACADEMY
75024,2016-12-31,139.10852713178295,2983.2822513234883,2016,130.70788013451948,6.42703943221927,43905.0,FRISCO ISD
75024,2016-12-31,139.10852713178295,2983.2822513234883,2016,130.70788013451948,6.42703943221927,43910.0,PLANO ISD
75024,2017-12-31,151.92194944613382,2830.4007522788065,2017,139.10852713178295,9.21109767930489,43802.0,LONE STAR LANGUAGE ACADEMY
75024,2017-12-31,151.92194944613382,2830.4007522788065,2017,139.10852713178295,9.21109767930489,43905.0,FRISCO ISD
75024,2017-12-31,151.92194944613382,2830.4007522788065,2017,139.10852713178295,9.21109767930489,43910.0,PLANO ISD
75024,2018-12-31,151.0416869207337,2820.4134148975954,2018,151.92194944613382,-0.579417607929154,43802.0,LONE STAR LANGUAGE ACADEMY
75024,2018-12-31,151.0416869207337,2820.4134148975954,2018,151.92194944613382,-0.579417607929154,43905.0,FRISCO ISD
75024,2018-12-31,151.0416869207337,2820.4134148975954,2018,151.92194944613382,-0.579417607929154,43910.0,PLANO ISD
75024,2019-12-31,154.74452554744525,2552.5943396226417,2019,151.0416869207337,2.4515342103235342,43802.0,LONE STAR LANGUAGE ACADEMY
75024,2019-12-31,154.74452554744525,2552.5943396226417,2019,151.0416869207337,2.4515342103235342,43905.0,FRISCO ISD
75024,2019-12-31,154.74452554744525,2552.5943396226417,2019,151.0416869207337,2.4515342103235342,43910.0,PLANO ISD
75024,2020-12-31,151.57456922162805,2977.082516660133,2020,154.74452554744525,-2.0485095124384713,43802.0,LONE STAR LANGUAGE ACADEMY
