,zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
3,75001,2019-12-31,170.78297425118234,1949.843076923077,2019,169.68566862013853,0.646669597949523,57905.0,DALLAS ISD
13,75002,2019-12-31,140.1357937077767,2229.9798768875,2019,138.22115384615384,1.3852003172784617,43901.0,ALLEN ISD
14,75002,2019-12-31,140.1357937077767,2229.9798768875,2019,138.22115384615384,1.3852003172784617,43919.0,LOVEJOY ISD
30,75006,2019-12-31,144.21778754680588,1768.1591455370217,2019,136.36363636363637,5.759710867657637,57828.0,WINFREE ACADEMY CHARTER SCHOOLS
31,75006,2019-12-31,144.21778754680588,1768.1591455370217,2019,136.36363636363637,5.759710867657637,57851.0,BRIDGEWAY PREPARATORY ACADEMY
32,75006,2019-12-31,144.21778754680588,1768.1591455370217,2019,136.36363636363637,5.759710867657637,57903.0,CARROLLTON-FARMERS BRANCH ISD
48,75007,2019-12-31,144.91249891247958,1939.10119629992,2019,137.86008230452674,5.1156335395001165,57903.0,CARROLLTON-FARMERS BRANCH ISD
49,75007,2019-12-31,144.91249891247958,1939.10119629992,2019,137.86008230452674,5.1156335395001165,61902.0,LEWISVILLE ISD
62,75009,2019-12-31,136.98200430241843,2737.585874215299,2019,136.35796235288916,0.4576498055275091,43903.0,CELINA ISD
63,75009,2019-12-31,136.98200430241843,2737.585874215299,2019,136.35796235288916,0.4576498055275091,43912.0,PROSPER ISD
76,75010,2019-12-31,158.66388308977037,2363.486842105263,2019,155.52865240986512,2.0158540766128197,61805.0,TRIVIUM ACADEMY
77,75010,2019-12-31,158.66388308977037,2363.486842105263,2019,155.52865240986512,2.0158540766128197,61902.0,LEWISVILLE ISD
90,75013,2019-12-31,143.76757786342466,2923.1208193493126,2019,145.18413597733712,-0.9756975887045809,43901.0,ALLEN ISD
91,75013,2019-12-31,143.76757786342466,2923.1208193493126,2019,145.18413597733712,-0.9756975887045809,43910.0,PLANO ISD
104,75019,2019-12-31,168.20022083179978,2497.024070021882,2019,171.12462006079028,-1.7089295672075895,57903.0,CARROLLTON-FARMERS BRANCH ISD
105,75019,2019-12-31,168.20022083179978,2497.024070021882,2019,171.12462006079028,-1.7089295672075895,57922.0,COPPELL ISD
118,75020,2019-12-31,105.76939300984372,1418.1796428201098,2019,88.27652807619971,19.81598655368989,91903.0,DENISON ISD
119,75020,2019-12-31,105.76939300984372,1418.1796428201098,2019,88.27652807619971,19.81598655368989,91906.0,SHERMAN ISD
136,75022,2019-12-31,153.55821980553264,3256.0940119858383,2019,149.08072574923054,3.0034023739820817,61902.0,LEWISVILLE ISD
143,75023,2019-12-31,142.90456989247312,2088.631596768277,2019,137.72749631087063,3.7589252112135187,43910.0,PLANO ISD
156,75024,2019-12-31,154.74452554744525,2552.5943396226417,2019,151.0416869207337,2.4515342103235342,43802.0,LONE STAR LANGUAGE ACADEMY
157,75024,2019-12-31,154.74452554744525,2552.5943396226417,2019,151.0416869207337,2.4515342103235342,43905.0,FRISCO ISD
158,75024,2019-12-31,154.74452554744525,2552.5943396226417,2019,151.0416869207337,2.4515342103235342,43910.0,PLANO ISD
174,75025,2019-12-31,135.77032634402732,2650.8001394063995,2019,140.05474452554745,-3.0591024931244664,43905.0,FRISCO ISD
175,75025,2019-12-31,135.77032634402732,2650.8001394063995,2019,140.05474452554745,-3.0591024931244664,43910.0,PLANO ISD
186,75028,2019-12-31,150.79787234042553,2420.458553791887,2019,146.6723187791437,2.8127690320993772,61902.0,LEWISVILLE ISD
193,75032,2019-12-31,135.51637279596977,2567.217472118959,2019,130.57503689059837,3.7842883471757904,199901.0,ROCKWALL ISD
200,75033,2019-12-31,139.02728351126927,2985.0255972696245,2019,133.45169788577297,4.177980283374652,43905.0,FRISCO ISD
216,75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,43905.0,FRISCO ISD
217,75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,61804.0,LEADERSHIP PREP SCHOOL
218,75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,61902.0,LEWISVILLE ISD
219,75034,2019-12-31,159.0909090909091,3105.142857142857,2019,161.37336016244356,-1.4143914889278375,61914.0,LITTLE ELM ISD
238,75035,2019-12-31,142.21073060628655,2853.1602240574066,2019,140.8901697086135,0.9372981098711097,43905.0,FRISCO ISD
239,75035,2019-12-31,142.21073060628655,2853.1602240574066,2019,140.8901697086135,0.9372981098711097,43912.0,PROSPER ISD
259,75038,2019-12-31,144.50330986508092,2224.8625329079064,2019,139.87671882408725,3.307620510323952,15835.0,GREAT HEARTS TEXAS
260,75038,2019-12-31,144.50330986508092,2224.8625329079064,2019,139.87671882408725,3.307620510323952,57912.0,IRVING ISD
270,75039,2019-12-31,175.54012345679013,2592.0,2019,165.49954569891017,6.06683100879719,57903.0,CARROLLTON-FARMERS BRANCH ISD
277,75040,2019-12-31,124.27067695770312,1693.8831038286366,2019,124.66575651853718,-0.3169110522947144,57909.0,GARLAND ISD
284,75041,2019-12-31,115.27354995885432,1604.8781361035017,2019,114.88250652741516,0.34038553236635793,57909.0,GARLAND ISD
