,zipcode,period_end,median_ppsf,area,year,DISTRICT,District_N
391,75052,2016-12-31,92.24723247232473,2124.72498899956,2015,220901.0,ARLINGTON ISD
392,75052,2016-12-31,92.24723247232473,2124.72498899956,2015,220908.0,MANSFIELD ISD
418,75054,2016-12-31,107.15603098487642,2752.9948364888123,2015,220908.0,MANSFIELD ISD
425,75056,2016-12-31,129.61190845226355,2310.744464582178,2015,61902.0,LEWISVILLE ISD
426,75056,2016-12-31,129.61190845226355,2310.744464582178,2015,61914.0,LITTLE ELM ISD
439,75057,2016-12-31,127.31811697574894,1402.0,2015,61902.0,LEWISVILLE ISD
440,75057,2016-12-31,127.31811697574894,1402.0,2015,72801.0,PREMIER HIGH SCHOOLS
441,75057,2016-12-31,127.31811697574894,1402.0,2015,221801.0,TEXAS COLLEGE PREPARATORY ACADEMIES
460,75058,2016-12-31,117.50154607297463,3148.8947368421054,2015,91917.0,GUNTER ISD
467,75060,2016-12-31,109.60269549347186,1562.4615729473549,2015,57905.0,DALLAS ISD
468,75060,2016-12-31,109.60269549347186,1562.4615729473549,2015,57912.0,IRVING ISD
481,75061,2016-12-31,100.00871612187592,1712.3507494217372,2015,57912.0,IRVING ISD
488,75062,2016-12-31,114.472038078256,1511.2861001193392,2015,57808.0,UNIVERSAL ACADEMY
489,75062,2016-12-31,114.472038078256,1511.2861001193392,2015,57912.0,IRVING ISD
502,75063,2016-12-31,144.83211022008476,2692.0825734535915,2015,57844.0,MANARA ACADEMY
503,75063,2016-12-31,144.83211022008476,2692.0825734535915,2015,57903.0,CARROLLTON-FARMERS BRANCH ISD
504,75063,2016-12-31,144.83211022008476,2692.0825734535915,2015,57922.0,COPPELL ISD
523,75065,2016-12-31,107.62331838565022,2077.9883333333332,2015,61912.0,LAKE DALLAS ISD
524,75065,2016-12-31,107.62331838565022,2077.9883333333332,2015,61914.0,LITTLE ELM ISD
537,75067,2016-12-31,126.0633583736269,1788.7830604326955,2015,61902.0,LEWISVILLE ISD
544,75068,2016-12-31,116.14055985705777,2210.2528205128206,2015,43905.0,FRISCO ISD
545,75068,2016-12-31,116.14055985705777,2210.2528205128206,2015,61802.0,NORTH TEXAS COLLEGIATE ACADEMY
546,75068,2016-12-31,116.14055985705777,2210.2528205128206,2015,61901.0,DENTON ISD
547,75068,2016-12-31,116.14055985705777,2210.2528205128206,2015,61914.0,LITTLE ELM ISD
572,75069,2016-12-31,147.28647431191368,2097.9523166914837,2015,43907.0,MCKINNEY ISD
573,75069,2016-12-31,147.28647431191368,2097.9523166914837,2015,43919.0,LOVEJOY ISD
586,75070,2016-12-31,126.75438596491227,2208.9965397923875,2015,43901.0,ALLEN ISD
587,75070,2016-12-31,126.75438596491227,2208.9965397923875,2015,43905.0,FRISCO ISD
588,75070,2016-12-31,126.75438596491227,2208.9965397923875,2015,43907.0,MCKINNEY ISD
589,75070,2016-12-31,126.75438596491227,2208.9965397923875,2015,43919.0,LOVEJOY ISD
614,75071,2016-12-31,124.09118878976584,2560.6169390344803,2015,43801.0,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS
615,75071,2016-12-31,124.09118878976584,2560.6169390344803,2015,43907.0,MCKINNEY ISD
616,75071,2016-12-31,124.09118878976584,2560.6169390344803,2015,43912.0,PROSPER ISD
635,75072,2016-12-31,127.700904736562,2426.7643259012293,2015,43912.0,PROSPER ISD
642,75074,2016-12-31,124.7331361354249,1951.7708569091185,2015,43910.0,PLANO ISD
649,75075,2016-12-31,129.66860997210088,2236.4703382136627,2015,43910.0,PLANO ISD
656,75076,2016-12-31,97.33237202595528,1438.3703703703707,2015,91913.0,POTTSBORO ISD
663,75077,2016-12-31,124.60197549534732,2142.823169043334,2015,61902.0,LEWISVILLE ISD
670,75078,2016-12-31,131.9268361581921,3486.7811083441643,2015,43912.0,PROSPER ISD
677,75080,2016-12-31,148.5305958132045,1760.5800243935491,2015,43910.0,PLANO ISD
678,75080,2016-12-31,148.5305958132045,1760.5800243935491,2015,57916.0,RICHARDSON ISD
691,75081,2016-12-31,120.52369593285866,1983.0125366645088,2015,57834.0,EVOLUTION ACADEMY CHARTER SCHOOL
692,75081,2016-12-31,120.52369593285866,1983.0125366645088,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
693,75081,2016-12-31,120.52369593285866,1983.0125366645088,2015,57916.0,RICHARDSON ISD
712,75082,2016-12-31,121.106077077964,2687.7263953521847,2015,43910.0,PLANO ISD
725,75087,2016-12-31,110.79545454545456,2418.8717948717945,2015,199901.0,ROCKWALL ISD
732,75088,2016-12-31,106.10328638497651,2026.3274336283189,2015,57909.0,GARLAND ISD
733,75088,2016-12-31,106.10328638497651,2026.3274336283189,2015,199901.0,ROCKWALL ISD
746,75089,2016-12-31,108.49256900212316,2212.1330724070444,2015,57909.0,GARLAND ISD
753,75090,2016-12-31,67.67348426374436,1437.047331876498,2015,91906.0,SHERMAN ISD
760,75092,2016-12-31,83.88888888888889,1978.8079470198677,2015,91906.0,SHERMAN ISD
767,75093,2016-12-31,152.19560878243513,2693.901639344262,2015,43910.0,PLANO ISD
774,75094,2016-12-31,115.4207725544214,3032.383099281141,2015,43910.0,PLANO ISD
781,75098,2016-12-31,116.7879589673494,2144.9129021086214,2015,43914.0,WYLIE ISD
795,75104,2016-12-31,89.88764044943822,1924.6249999999995,2015,57904.0,CEDAR HILL ISD
810,75109,2016-12-31,131.08465608465607,2910.332996972755,2015,175910.0,MILDRED ISD
817,75110,2016-12-31,69.04761904761905,1723.4482758620688,2015,175903.0,CORSICANA ISD
824,75114,2016-12-31,87.59853288750269,2077.6603671402945,2015,129901.0,CRANDALL ISD
831,75115,2016-12-31,79.71656789487245,2320.7220893399704,2015,57835.0,GOLDEN RULE CHARTER SCHOOL
832,75115,2016-12-31,79.71656789487245,2320.7220893399704,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
833,75115,2016-12-31,79.71656789487245,2320.7220893399704,2015,57906.0,DESOTO ISD
834,75115,2016-12-31,79.71656789487245,2320.7220893399704,2015,70801.0,WAXAHACHIE FAITH FAMILY ACADEMY
859,75116,2016-12-31,81.0810810810811,1664.9999999999998,2015,57806.0,ADVANTAGE ACADEMY
860,75116,2016-12-31,81.0810810810811,1664.9999999999998,2015,57845.0,UME PREPARATORY ACADEMY
861,75116,2016-12-31,81.0810810810811,1664.9999999999998,2015,57907.0,DUNCANVILLE ISD
880,75119,2016-12-31,81.52173913043478,1656.0,2015,70903.0,ENNIS ISD
888,75124,2016-12-31,66.01351351351352,2368.0,2015,107905.0,EUSTACE ISD
895,75125,2016-12-31,81.61865569272976,1986.371848739496,2015,70905.0,FERRIS ISD
902,75126,2016-12-31,103.76134889753568,2120.1536249999995,2015,129902.0,FORNEY ISD
903,75126,2016-12-31,103.76134889753568,2120.1536249999995,2015,199901.0,ROCKWALL ISD
923,75134,2016-12-31,79.95431182181609,1751.0000000000002,2015,57913.0,LANCASTER ISD
930,75135,2016-12-31,110.3749357986646,2174.4067007910658,2015,116901.0,CADDO MILLS ISD
937,75137,2016-12-31,86.84675223389854,1721.4230371834938,2015,57847.0,VILLAGE TECH SCHOOLS
938,75137,2016-12-31,86.84675223389854,1721.4230371834938,2015,57907.0,DUNCANVILLE ISD
958,75142,2016-12-31,90.66161120145117,1869.5895402009678,2015,129903.0,KAUFMAN ISD
965,75143,2016-12-31,68.47619047619048,1927.6773296244783,2015,107906.0,MALAKOFF ISD
966,75143,2016-12-31,68.47619047619048,1927.6773296244783,2015,129904.0,KEMP ISD
979,75144,2016-12-31,134.05479003468588,701.2058276744759,2015,175907.0,KERENS ISD
986,75146,2016-12-31,78.31620166421929,2062.153125,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
987,75146,2016-12-31,78.31620166421929,2062.153125,2015,57913.0,LANCASTER ISD
1000,75148,2016-12-31,164.54902037121752,2587.374868835567,2015,107904.0,CROSS ROADS ISD
1001,75148,2016-12-31,164.54902037121752,2587.374868835567,2015,107906.0,MALAKOFF ISD
1014,75149,2016-12-31,91.41938025210084,1420.9240933572712,2015,57914.0,MESQUITE ISD
1021,75150,2016-12-31,93.01979581673305,1505.0559805122236,2015,57850.0,PIONEER TECHNOLOGY & ARTS ACADEMY
1022,75150,2016-12-31,93.01979581673305,1505.0559805122236,2015,57905.0,DALLAS ISD
1023,75150,2016-12-31,93.01979581673305,1505.0559805122236,2015,57914.0,MESQUITE ISD
1042,75152,2016-12-31,100.38240917782026,1842.952380952381,2015,70910.0,PALMER ISD
1056,75154,2016-12-31,96.91160809371672,2218.5164835164833,2015,57807.0,LIFE SCHOOL
1057,75154,2016-12-31,96.91160809371672,2218.5164835164833,2015,57906.0,DESOTO ISD
1058,75154,2016-12-31,96.91160809371672,2218.5164835164833,2015,70911.0,RED OAK ISD
1077,75155,2016-12-31,70.73970892704908,1399.4968526389412,2015,175911.0,RICE ISD
1092,75158,2016-12-31,99.9005049265402,2077.066578918504,2015,129910.0,SCURRY-ROSSER ISD
1099,75159,2016-12-31,98.54014598540145,1521.2074074074076,2015,57905.0,DALLAS ISD
1106,75160,2016-12-31,92.53019404909554,1621.0924611312453,2015,129906.0,TERRELL ISD
1120,75163,2016-12-31,169.09564085881587,1803.7129665255868,2015,107907.0,TRINIDAD ISD
1127,75165,2016-12-31,103.6488040631274,2005.8118555171975,2015,70912.0,WAXAHACHIE ISD
1141,75167,2016-12-31,112.5272331154684,2221.6844143272024,2015,70912.0,WAXAHACHIE ISD
1148,75172,2016-12-31,56.53223026542572,2901.0,2015,57835.0,GOLDEN RULE CHARTER SCHOOL
1155,75173,2016-12-31,106.05032492192024,2086.226517107723,2015,43918.0,COMMUNITY ISD
1162,75180,2016-12-31,80.7799442896936,1559.7931034482756,2015,57905.0,DALLAS ISD
1163,75180,2016-12-31,80.7799442896936,1559.7931034482756,2015,57914.0,MESQUITE ISD
1176,75181,2016-12-31,91.68676788537869,2046.09677412259,2015,57914.0,MESQUITE ISD
1183,75182,2016-12-31,118.24013313318936,3218.0274997778715,2015,57919.0,SUNNYVALE ISD
1190,75189,2016-12-31,106.13974309069675,2025.6314339886974,2015,199902.0,ROYSE CITY ISD
1197,75201,2016-12-31,305.15159703684293,1958.0431687134835,2015,57802.0,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES
1198,75201,2016-12-31,305.15159703684293,1958.0431687134835,2015,57905.0,DALLAS ISD
1211,75202,2016-12-31,196.35010482180292,1069.518145613342,2015,57905.0,DALLAS ISD
1218,75203,2016-12-31,60.31709558823529,1691.0628571428572,2015,57905.0,DALLAS ISD
1225,75204,2016-12-31,229.9767396782322,1717.5650048463906,2015,57905.0,DALLAS ISD
1232,75205,2016-12-31,351.7765733212888,3553.391825379841,2015,57905.0,DALLAS ISD
1233,75205,2016-12-31,351.7765733212888,3553.391825379841,2015,57911.0,HIGHLAND PARK ISD
1246,75206,2016-12-31,223.2142857142857,1881.6000000000001,2015,57905.0,DALLAS ISD
1254,75208,2016-12-31,203.2849344978166,1918.4894392859635,2015,57804.0,TEXANS CAN ACADEMIES
1255,75208,2016-12-31,203.2849344978166,1918.4894392859635,2015,57813.0,TRINITY BASIN PREPARATORY
1256,75208,2016-12-31,203.2849344978166,1918.4894392859635,2015,57905.0,DALLAS ISD
1275,75209,2016-12-31,249.93336075689015,2600.6932329144092,2015,57905.0,DALLAS ISD
1282,75210,2016-12-31,50.90786998681736,1311.1921598229305,2015,57905.0,DALLAS ISD
1289,75211,2016-12-31,120.0244715869716,1274.7400424015516,2015,57905.0,DALLAS ISD
1296,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1297,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57903.0,CARROLLTON-FARMERS BRANCH ISD
1298,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57905.0,DALLAS ISD
1299,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57906.0,DESOTO ISD
1300,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57907.0,DUNCANVILLE ISD
1301,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57909.0,GARLAND ISD
1302,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57910.0,GRAND PRAIRIE ISD
1303,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57911.0,HIGHLAND PARK ISD
1304,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57912.0,IRVING ISD
1305,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57914.0,MESQUITE ISD
1306,75212,2016-12-31,85.90187590187588,1386.0000000000002,2015,57922.0,COPPELL ISD
1373,75214,2016-12-31,223.56106088561648,2178.375778280862,2015,57905.0,DALLAS ISD
1380,75215,2016-12-31,46.98275862068966,1064.2201834862385,2015,57836.0,ST ANTHONY SCHOOL
1381,75215,2016-12-31,46.98275862068966,1064.2201834862385,2015,57905.0,DALLAS ISD
1394,75216,2016-12-31,60.7009699118736,1087.297288590604,2015,57905.0,DALLAS ISD
1395,75216,2016-12-31,60.7009699118736,1087.297288590604,2015,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1408,75217,2016-12-31,75.49582463465553,1284.8392671966817,2015,57804.0,TEXANS CAN ACADEMIES
1409,75217,2016-12-31,75.49582463465553,1284.8392671966817,2015,57809.0,NOVA ACADEMY
1410,75217,2016-12-31,75.49582463465553,1284.8392671966817,2015,57829.0,A+ ACADEMY
1411,75217,2016-12-31,75.49582463465553,1284.8392671966817,2015,57830.0,INSPIRED VISION ACADEMY
1412,75217,2016-12-31,75.49582463465553,1284.8392671966817,2015,57905.0,DALLAS ISD
1443,75218,2016-12-31,200.1338407186113,1688.869802260123,2015,57905.0,DALLAS ISD
1450,75219,2016-12-31,220.64201544087769,1357.402394106814,2015,57905.0,DALLAS ISD
1457,75220,2016-12-31,208.01623541349568,1634.4878048780488,2015,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1458,75220,2016-12-31,208.01623541349568,1634.4878048780488,2015,57905.0,DALLAS ISD
1471,75223,2016-12-31,242.02683684897949,1740.5094636792392,2015,57805.0,LUMIN EDUCATION
1472,75223,2016-12-31,242.02683684897949,1740.5094636792392,2015,57841.0,CITYSCAPE SCHOOLS
1473,75223,2016-12-31,242.02683684897949,1740.5094636792392,2015,57905.0,DALLAS ISD
1492,75224,2016-12-31,107.8197444306231,1516.1879752477842,2015,57810.0,ACADEMY OF DALLAS
1493,75224,2016-12-31,107.8197444306231,1516.1879752477842,2015,57905.0,DALLAS ISD
1506,75225,2016-12-31,314.1902640789055,3739.772151898734,2015,57911.0,HIGHLAND PARK ISD
1517,75227,2016-12-31,83.1455279587405,1592.9900651509,2015,57827.0,NOVA ACADEMY SOUTHEAST
1518,75227,2016-12-31,83.1455279587405,1592.9900651509,2015,57905.0,DALLAS ISD
1519,75227,2016-12-31,83.1455279587405,1592.9900651509,2015,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1538,75228,2016-12-31,114.73858072736051,1481.6289248334922,2015,57905.0,DALLAS ISD
1545,75229,2016-12-31,181.49623727312968,2292.0585365853663,2015,57905.0,DALLAS ISD
1552,75230,2016-12-31,206.2278396063843,2762.236180562525,2015,57905.0,DALLAS ISD
1559,75231,2016-12-31,112.47130833970924,1360.3469387755104,2015,57905.0,DALLAS ISD
1560,75231,2016-12-31,112.47130833970924,1360.3469387755104,2015,57916.0,RICHARDSON ISD
1573,75232,2016-12-31,84.68854690117253,1651.93529844427,2015,57803.0,UPLIFT EDUCATION
1574,75232,2016-12-31,84.68854690117253,1651.93529844427,2015,57905.0,DALLAS ISD
1587,75233,2016-12-31,100.1586086258382,2181.5398895590583,2015,57835.0,GOLDEN RULE CHARTER SCHOOL
