,zipcode,period_end,median_ppsf,area,year,DISTRICT,District_N
1588,75233,2016-12-31,100.1586086258382,2181.5398895590583,2015,57905.0,DALLAS ISD
1601,75234,2016-12-31,131.8864774624374,1489.9177215189873,2015,57804.0,TEXANS CAN ACADEMIES
1602,75234,2016-12-31,131.8864774624374,1489.9177215189873,2015,57903.0,CARROLLTON-FARMERS BRANCH ISD
1603,75234,2016-12-31,131.8864774624374,1489.9177215189873,2015,57905.0,DALLAS ISD
1622,75235,2016-12-31,150.6130768568021,1133.6996996770965,2015,57905.0,DALLAS ISD
1629,75236,2016-12-31,81.86112211896148,2137.1561428850287,2015,57839.0,LA ACADEMIA DE ESTRELLAS
1630,75236,2016-12-31,81.86112211896148,2137.1561428850287,2015,57845.0,UME PREPARATORY ACADEMY
1631,75236,2016-12-31,81.86112211896148,2137.1561428850287,2015,57907.0,DUNCANVILLE ISD
1650,75237,2016-12-31,78.44670050761422,1950.368836547172,2015,57816.0,A W BROWN LEADERSHIP ACADEMY
1651,75237,2016-12-31,78.44670050761422,1950.368836547172,2015,57905.0,DALLAS ISD
1652,75237,2016-12-31,78.44670050761422,1950.368836547172,2015,227820.0,KIPP TEXAS PUBLIC SCHOOLS
1671,75238,2016-12-31,173.50063802637175,2161.3753370924246,2015,57905.0,DALLAS ISD
1672,75238,2016-12-31,173.50063802637175,2161.3753370924246,2015,57916.0,RICHARDSON ISD
1685,75240,2016-12-31,133.13523633380026,1584.8546621495086,2015,57916.0,RICHARDSON ISD
1692,75241,2016-12-31,82.04545454545453,1401.6620498614961,2015,57814.0,ACADEMY FOR ACADEMIC EXCELLENCE
1693,75241,2016-12-31,82.04545454545453,1401.6620498614961,2015,57831.0,GATEWAY CHARTER ACADEMY
1694,75241,2016-12-31,82.04545454545453,1401.6620498614961,2015,57905.0,DALLAS ISD
1695,75241,2016-12-31,82.04545454545453,1401.6620498614961,2015,236903.0,WINDHAM SCHOOL DISTRICT
1720,75243,2016-12-31,104.4776119402985,1617.5714285714287,2015,57804.0,TEXANS CAN ACADEMIES
1721,75243,2016-12-31,104.4776119402985,1617.5714285714287,2015,57840.0,RICHLAND COLLEGIATE HIGH SCHOOL
1722,75243,2016-12-31,104.4776119402985,1617.5714285714287,2015,57846.0,LEGACY PREPARATORY
1723,75243,2016-12-31,104.4776119402985,1617.5714285714287,2015,57916.0,RICHARDSON ISD
1724,75243,2016-12-31,104.4776119402985,1617.5714285714287,2015,161807.0,HARMONY SCIENCE ACAD (WACO)
1755,75244,2016-12-31,161.95856873822976,2655.0,2015,57903.0,CARROLLTON-FARMERS BRANCH ISD
1756,75244,2016-12-31,161.95856873822976,2655.0,2015,57905.0,DALLAS ISD
1769,75246,2016-12-31,131.01453726453727,2003.5944520414143,2015,57905.0,DALLAS ISD
1777,75248,2016-12-31,151.33795453665337,2349.0472108495396,2015,57850.0,PIONEER TECHNOLOGY & ARTS ACADEMY
1778,75248,2016-12-31,151.33795453665337,2349.0472108495396,2015,57916.0,RICHARDSON ISD
1791,75249,2016-12-31,84.7145488029466,1947.7173913043478,2015,57907.0,DUNCANVILLE ISD
1798,75252,2016-12-31,145.45553056707277,2516.2329584383133,2015,43910.0,PLANO ISD
1805,75253,2016-12-31,84.51118430480179,1668.4182236928918,2015,57905.0,DALLAS ISD
1832,75287,2016-12-31,137.17421124828533,2004.7499999999998,2015,43910.0,PLANO ISD
1833,75287,2016-12-31,137.17421124828533,2004.7499999999998,2015,57903.0,CARROLLTON-FARMERS BRANCH ISD
1852,75401,2016-12-31,77.92927187070168,1514.1935394415423,2015,116905.0,GREENVILLE ISD
1866,75407,2016-12-31,116.05124340617937,1714.75974025974,2015,43911.0,PRINCETON ISD
1873,75409,2016-12-31,106.20461172407548,1983.4261109797746,2015,43902.0,ANNA ISD
1882,75414,2016-12-31,108.30324909747291,2008.2500000000002,2015,91901.0,BELLS ISD
1892,75418,2016-12-31,60.46235921754594,1529.8774509803923,2015,74903.0,BONHAM ISD
1893,75418,2016-12-31,60.46235921754594,1529.8774509803923,2015,236903.0,WINDHAM SCHOOL DISTRICT
1915,75422,2016-12-31,65.0,2153.846153846154,2015,116910.0,CAMPBELL ISD
1922,75423,2016-12-31,61.12637362637362,1416.7370786516856,2015,116902.0,CELESTE ISD
1929,75424,2016-12-31,122.65953381734812,2405.031152647975,2015,43917.0,BLUE RIDGE ISD
1936,75428,2016-12-31,51.21638924455826,1825.5875,2015,116903.0,COMMERCE ISD
1943,75431,2016-12-31,59.445178335535005,1514.0,2015,112908.0,COMO-PICKTON CISD
1949,75433,2016-12-31,39.62339743589744,1248.0,2015,112905.0,CUMBY ISD
1950,75433,2016-12-31,39.62339743589744,1248.0,2015,112907.0,MILLER GROVE ISD
1971,75438,2016-12-31,128.34821428571428,1344.0,2015,74904.0,DODD CITY ISD
1978,75439,2016-12-31,58.35826990406952,1285.1648981932892,2015,74905.0,ECTOR ISD
1984,75442,2016-12-31,99.70685020393027,1850.4245156941818,2015,43904.0,FARMERSVILLE ISD
1992,75446,2016-12-31,49.68203497615262,1763.2128,2015,74907.0,HONEY GROVE ISD
2005,75449,2016-12-31,35.97214354085679,2196.143799723044,2015,60914.0,FANNINDEL ISD
2013,75452,2016-12-31,100.74945924505474,2257.58035531257,2015,74909.0,LEONARD ISD
2020,75453,2016-12-31,64.58022851465475,2276.2384615384613,2015,116906.0,LONE OAK ISD
2027,75454,2016-12-31,107.80141843971631,2350.3401315789474,2015,43908.0,MELISSA ISD
2042,75459,2016-12-31,110.01455725655374,1807.942557421429,2015,91905.0,HOWE ISD
2077,75474,2016-12-31,65.91138814016172,1486.844728434505,2015,116908.0,QUINLAN ISD
2078,75474,2016-12-31,65.91138814016172,1486.844728434505,2015,116916.0,BOLES ISD
2102,75479,2016-12-31,61.651234567901234,1296.0,2015,74911.0,SAVOY ISD
2113,75482,2016-12-31,75.15052572805084,1691.6049324795217,2015,112901.0,SULPHUR SPRINGS ISD
2114,75482,2016-12-31,75.15052572805084,1691.6049324795217,2015,112906.0,NORTH HOPKINS ISD
2136,75489,2016-12-31,110.89926010244736,1623.094688221709,2015,91918.0,TOM BEAN ISD
2143,75490,2016-12-31,102.56410256410255,2271.75,2015,74912.0,TRENTON ISD
2150,75491,2016-12-31,92.44532803180914,1665.8494623655915,2015,91910.0,WHITEWRIGHT ISD
2159,75495,2016-12-31,103.39147013465734,1977.4358535933743,2015,91908.0,VAN ALSTYNE ISD
2166,75496,2016-12-31,69.68896713615024,1363.1999999999998,2015,116909.0,WOLFE CITY ISD
2183,75503,2016-12-31,105.94439117929052,2085.9999999999995,2015,19907.0,TEXARKANA ISD
2184,75503,2016-12-31,105.94439117929052,2085.9999999999995,2015,19911.0,RED LICK ISD
2185,75503,2016-12-31,105.94439117929052,2085.9999999999995,2015,19912.0,PLEASANT GROVE ISD
2273,75681,2016-12-31,105.33596837944664,1518.0,2015,201907.0,MOUNT ENTERPRISE ISD
2315,75751,2016-12-31,73.66071428571429,1900.6060606060605,2015,107901.0,ATHENS ISD
2335,75756,2016-12-31,143.61702127659575,1504.0,2015,107902.0,BROWNSBORO ISD
2347,75758,2016-12-31,150.635593220339,1493.6708860759493,2015,107902.0,BROWNSBORO ISD
2359,75763,2016-12-31,160.5890603085554,1426.0,2015,1904.0,FRANKSTON ISD
2369,75770,2016-12-31,78.88888888888889,1800.0,2015,107910.0,LAPOYNOR ISD
2458,76001,2016-12-31,101.423487544484,1893.052631578947,2015,220908.0,MANSFIELD ISD
2459,76001,2016-12-31,101.423487544484,1893.052631578947,2015,220914.0,KENNEDALE ISD
2472,76002,2016-12-31,95.95128920786816,2034.886676478227,2015,220901.0,ARLINGTON ISD
2473,76002,2016-12-31,95.95128920786816,2034.886676478227,2015,220908.0,MANSFIELD ISD
2486,76005,2016-12-31,140.0558649078735,2606.1029307133344,2015,220916.0,HURST-EULESS-BEDFORD ISD
2493,76006,2016-12-31,104.29508798567994,973.2001953336123,2015,220901.0,ARLINGTON ISD
2500,76008,2016-12-31,121.602751856242,2709.642627080782,2015,184907.0,ALEDO ISD
2507,76009,2016-12-31,85.6012906509532,1481.7358364045601,2015,126901.0,ALVARADO ISD
2514,76010,2016-12-31,88.94333486546853,1292.9580409138418,2015,220901.0,ARLINGTON ISD
2521,76011,2016-12-31,92.08103130755065,1132.698,2015,57819.0,JEAN MASSIEU ACADEMY
2522,76011,2016-12-31,92.08103130755065,1132.698,2015,220901.0,ARLINGTON ISD
2535,76012,2016-12-31,97.18632447518505,2006.4551371092348,2015,220901.0,ARLINGTON ISD
2542,76013,2016-12-31,94.17095667095668,1818.5012243038548,2015,220901.0,ARLINGTON ISD
2549,76014,2016-12-31,86.05527638190955,1568.759124087591,2015,220901.0,ARLINGTON ISD
2556,76015,2016-12-31,95.36784741144415,1646.2571428571428,2015,220901.0,ARLINGTON ISD
2563,76016,2016-12-31,97.01492537313432,2010.0000000000002,2015,220802.0,ARLINGTON CLASSICS ACADEMY
2564,76016,2016-12-31,97.01492537313432,2010.0000000000002,2015,220901.0,ARLINGTON ISD
2577,76017,2016-12-31,102.53317249698432,1754.5541176470588,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
2578,76017,2016-12-31,102.53317249698432,1754.5541176470588,2015,220802.0,ARLINGTON CLASSICS ACADEMY
2579,76017,2016-12-31,102.53317249698432,1754.5541176470588,2015,220901.0,ARLINGTON ISD
2580,76017,2016-12-31,102.53317249698432,1754.5541176470588,2015,220908.0,MANSFIELD ISD
2605,76018,2016-12-31,97.31947548437896,1628.656537770195,2015,220901.0,ARLINGTON ISD
2612,76020,2016-12-31,106.70731707317071,1779.634285714286,2015,184902.0,SPRINGTOWN ISD
2613,76020,2016-12-31,106.70731707317071,1779.634285714286,2015,220915.0,AZLE ISD
2626,76021,2016-12-31,120.87110525036442,1989.7228498229101,2015,220916.0,HURST-EULESS-BEDFORD ISD
2633,76022,2016-12-31,107.90738866396762,1540.6729980068,2015,220916.0,HURST-EULESS-BEDFORD ISD
2640,76023,2016-12-31,99.94086339444115,1851.0946745562132,2015,249902.0,BOYD ISD
2647,76028,2016-12-31,100.11778563015312,1947.7058823529412,2015,126902.0,BURLESON ISD
2648,76028,2016-12-31,100.11778563015312,1947.7058823529412,2015,126905.0,JOSHUA ISD
2649,76028,2016-12-31,100.11778563015312,1947.7058823529412,2015,220908.0,MANSFIELD ISD
2668,76031,2016-12-31,83.61244019138755,2151.5937052932763,2015,126903.0,CLEBURNE ISD
2669,76031,2016-12-31,83.61244019138755,2151.5937052932763,2015,126905.0,JOSHUA ISD
2670,76031,2016-12-31,83.61244019138755,2151.5937052932763,2015,126907.0,RIO VISTA ISD
2689,76033,2016-12-31,81.82535297728668,1772.066904987865,2015,126903.0,CLEBURNE ISD
2696,76034,2016-12-31,153.1412428794442,3692.669521071947,2015,220906.0,GRAPEVINE-COLLEYVILLE ISD
2697,76034,2016-12-31,153.1412428794442,3692.669521071947,2015,220907.0,KELLER ISD
2717,76036,2016-12-31,96.51176125208713,1836.5637275753982,2015,220912.0,CROWLEY ISD
2724,76039,2016-12-31,126.59916950865228,1915.8893454148858,2015,220906.0,GRAPEVINE-COLLEYVILLE ISD
2725,76039,2016-12-31,126.59916950865228,1915.8893454148858,2015,220916.0,HURST-EULESS-BEDFORD ISD
2738,76040,2016-12-31,112.2790253225036,1914.8723404255315,2015,161807.0,HARMONY SCIENCE ACAD (WACO)
2739,76040,2016-12-31,112.2790253225036,1914.8723404255315,2015,220801.0,TREETOPS SCHOOL INTERNATIONAL
2740,76040,2016-12-31,112.2790253225036,1914.8723404255315,2015,220916.0,HURST-EULESS-BEDFORD ISD
2759,76044,2016-12-31,103.80070265091024,2076.0938461538462,2015,126911.0,GODLEY ISD
2766,76048,2016-12-31,98.73417721518989,1643.3012820512818,2015,111901.0,GRANBURY ISD
2773,76049,2016-12-31,104.6153846153846,2184.1911764705887,2015,111901.0,GRANBURY ISD
2780,76050,2016-12-31,90.66523605150215,1731.6449704142012,2015,126904.0,GRANDVIEW ISD
2781,76050,2016-12-31,90.66523605150215,1731.6449704142012,2015,126911.0,GODLEY ISD
2794,76051,2016-12-31,142.94670846394985,2308.5526315789475,2015,220906.0,GRAPEVINE-COLLEYVILLE ISD
2801,76052,2016-12-31,105.92755214050494,1935.2849740932643,2015,61911.0,NORTHWEST ISD
2808,76053,2016-12-31,106.65760869565216,1767.3375796178348,2015,220902.0,BIRDVILLE ISD
2809,76053,2016-12-31,106.65760869565216,1767.3375796178348,2015,220916.0,HURST-EULESS-BEDFORD ISD
2822,76054,2016-12-31,116.0279273608877,2037.8714450750917,2015,220906.0,GRAPEVINE-COLLEYVILLE ISD
2823,76054,2016-12-31,116.0279273608877,2037.8714450750917,2015,220916.0,HURST-EULESS-BEDFORD ISD
2836,76058,2016-12-31,96.84601113172542,1754.331417624521,2015,126905.0,JOSHUA ISD
2843,76059,2016-12-31,79.196876742889,1325.8098591549297,2015,126906.0,KEENE ISD
2850,76060,2016-12-31,104.54180552369904,2128.335156307976,2015,220914.0,KENNEDALE ISD
2857,76063,2016-12-31,103.51131896256037,2463.4987029025538,2015,220908.0,MANSFIELD ISD
2864,76064,2016-12-31,123.75450822177392,2036.2894541862192,2015,70915.0,MAYPEARL ISD
2871,76065,2016-12-31,112.36794597276032,2447.3171385251103,2015,70908.0,MIDLOTHIAN ISD
2878,76066,2016-12-31,105.60211267605634,1420.0,2015,184904.0,MILLSAP ISD
2885,76067,2016-12-31,73.15840097894748,1701.7867850313855,2015,182903.0,MINERAL WELLS ISD
2886,76067,2016-12-31,73.15840097894748,1701.7867850313855,2015,182905.0,STRAWN ISD
2906,76073,2016-12-31,117.79554059739166,2249.660714285714,2015,249906.0,PARADISE ISD
2913,76078,2016-12-31,109.43396226415096,2311.8965517241377,2015,61911.0,NORTHWEST ISD
2920,76082,2016-12-31,109.89010989010988,1638.0,2015,184902.0,SPRINGTOWN ISD
2927,76084,2016-12-31,90.89425587467363,1737.1834829443446,2015,126908.0,VENUS ISD
2941,76086,2016-12-31,97.18670076726345,1455.9605263157891,2015,184801.0,CROSSTIMBERS ACADEMY
2942,76086,2016-12-31,97.18670076726345,1455.9605263157891,2015,184903.0,WEATHERFORD ISD
2955,76087,2016-12-31,115.25157232704404,2125.784447476125,2015,184903.0,WEATHERFORD ISD
2956,76087,2016-12-31,115.25157232704404,2125.784447476125,2015,184907.0,ALEDO ISD
2957,76087,2016-12-31,115.25157232704404,2125.784447476125,2015,184909.0,BROCK ISD
2976,76088,2016-12-31,118.13013265950728,2073.13743315508,2015,184911.0,GARNER ISD
2983,76092,2016-12-31,176.96044413601666,4176.0745098039215,2015,220907.0,KELLER ISD
2984,76092,2016-12-31,176.96044413601666,4176.0745098039215,2015,220919.0,CARROLL ISD
2997,76093,2016-12-31,80.25839368005266,1618.5223008305138,2015,126907.0,RIO VISTA ISD
3011,76102,2016-12-31,240.430216802168,1077.2356463543504,2015,220905.0,FORT WORTH ISD
3018,76103,2016-12-31,76.80841828407497,1770.6392481225912,2015,220811.0,EAST FORT WORTH MONTESSORI ACADEMY
3019,76103,2016-12-31,76.80841828407497,1770.6392481225912,2015,220905.0,FORT WORTH ISD
3032,76104,2016-12-31,76.2795275590551,1350.2967741935488,2015,220905.0,FORT WORTH ISD
3039,76105,2016-12-31,55.652000705427376,1114.0659673346397,2015,220905.0,FORT WORTH ISD
3046,76106,2016-12-31,82.94025157232704,1353.3838862559242,2015,220905.0,FORT WORTH ISD
3047,76106,2016-12-31,82.94025157232704,1353.3838862559242,2015,220910.0,LAKE WORTH ISD
3060,76107,2016-12-31,176.98638762293115,1800.9859644070239,2015,220815.0,CHAPEL HILL ACADEMY
3061,76107,2016-12-31,176.98638762293115,1800.9859644070239,2015,220905.0,FORT WORTH ISD
3062,76107,2016-12-31,176.98638762293115,1800.9859644070239,2015,220914.0,KENNEDALE ISD
3063,76107,2016-12-31,176.98638762293115,1800.9859644070239,2015,220918.0,EAGLE MT-SAGINAW ISD
3088,76108,2016-12-31,93.8586518449008,1683.382372262189,2015,57803.0,UPLIFT EDUCATION
3089,76108,2016-12-31,93.8586518449008,1683.382372262189,2015,220920.0,WHITE SETTLEMENT ISD
3102,76109,2016-12-31,173.17939609236234,2176.9333333333334,2015,61911.0,NORTHWEST ISD
3103,76109,2016-12-31,173.17939609236234,2176.9333333333334,2015,220809.0,FORT WORTH ACADEMY OF FINE ARTS
3104,76109,2016-12-31,173.17939609236234,2176.9333333333334,2015,220814.0,TEXAS SCHOOL OF THE ARTS
3105,76109,2016-12-31,173.17939609236234,2176.9333333333334,2015,220905.0,FORT WORTH ISD
3130,76110,2016-12-31,151.88679245283018,1573.5403726708075,2015,57813.0,TRINITY BASIN PREPARATORY
3131,76110,2016-12-31,151.88679245283018,1573.5403726708075,2015,220905.0,FORT WORTH ISD
3144,76111,2016-12-31,80.01868759049965,1567.1339255367682,2015,220904.0,EVERMAN ISD
3145,76111,2016-12-31,80.01868759049965,1567.1339255367682,2015,220905.0,FORT WORTH ISD
3158,76112,2016-12-31,80.1175841795831,1685.0233488992662,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
3159,76112,2016-12-31,80.1175841795831,1685.0233488992662,2015,220905.0,FORT WORTH ISD
3172,76114,2016-12-31,87.83783783783784,1252.3076923076924,2015,57804.0,TEXANS CAN ACADEMIES
3173,76114,2016-12-31,87.83783783783784,1252.3076923076924,2015,220905.0,FORT WORTH ISD
3174,76114,2016-12-31,87.83783783783784,1252.3076923076924,2015,220917.0,CASTLEBERRY ISD
3193,76115,2016-12-31,77.19298245614036,1164.6136363636363,2015,220905.0,FORT WORTH ISD
3200,76116,2016-12-31,95.60595322466337,1908.8769458858412,2015,14801.0,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)
3201,76116,2016-12-31,95.60595322466337,1908.8769458858412,2015,108807.0,IDEA PUBLIC SCHOOLS
3202,76116,2016-12-31,95.60595322466337,1908.8769458858412,2015,220905.0,FORT WORTH ISD
3221,76117,2016-12-31,82.25198827961489,1519.7201017811706,2015,108807.0,IDEA PUBLIC SCHOOLS
3222,76117,2016-12-31,82.25198827961489,1519.7201017811706,2015,220902.0,BIRDVILLE ISD
3223,76117,2016-12-31,82.25198827961489,1519.7201017811706,2015,220905.0,FORT WORTH ISD
3242,76118,2016-12-31,103.37384553072783,1779.94732666984,2015,220902.0,BIRDVILLE ISD
3243,76118,2016-12-31,103.37384553072783,1779.94732666984,2015,220916.0,HURST-EULESS-BEDFORD ISD
3256,76119,2016-12-31,57.88712011577424,1338.8125,2015,220905.0,FORT WORTH ISD
3263,76120,2016-12-31,91.52029562728336,1781.0257154742803,2015,220905.0,FORT WORTH ISD
3270,76123,2016-12-31,80.6347498655191,2170.280186791194,2015,15835.0,GREAT HEARTS TEXAS
3271,76123,2016-12-31,80.6347498655191,2170.280186791194,2015,220912.0,CROWLEY ISD
3284,76126,2016-12-31,116.83475622942524,2067.0219016486244,2015,220905.0,FORT WORTH ISD
3291,76131,2016-12-31,98.2903602055708,2034.7875374727194,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
3292,76131,2016-12-31,98.2903602055708,2034.7875374727194,2015,61911.0,NORTHWEST ISD
3293,76131,2016-12-31,98.2903602055708,2034.7875374727194,2015,220907.0,KELLER ISD
3294,76131,2016-12-31,98.2903602055708,2034.7875374727194,2015,220918.0,EAGLE MT-SAGINAW ISD
3319,76132,2016-12-31,118.37947525981454,2690.850751795257,2015,220905.0,FORT WORTH ISD
3320,76132,2016-12-31,118.37947525981454,2690.850751795257,2015,220912.0,CROWLEY ISD
3333,76133,2016-12-31,86.48431214802896,1718.8088372093023,2015,57804.0,TEXANS CAN ACADEMIES
3334,76133,2016-12-31,86.48431214802896,1718.8088372093023,2015,220905.0,FORT WORTH ISD
3347,76134,2016-12-31,81.35433191638546,1782.3267253798904,2015,108807.0,IDEA PUBLIC SCHOOLS
3348,76134,2016-12-31,81.35433191638546,1782.3267253798904,2015,220819.0,HIGH POINT ACADEMY
3349,76134,2016-12-31,81.35433191638546,1782.3267253798904,2015,220904.0,EVERMAN ISD
3350,76134,2016-12-31,81.35433191638546,1782.3267253798904,2015,220905.0,FORT WORTH ISD
3351,76134,2016-12-31,81.35433191638546,1782.3267253798904,2015,220912.0,CROWLEY ISD
3382,76135,2016-12-31,90.85495671752979,1788.5650477520599,2015,220910.0,LAKE WORTH ISD
3383,76135,2016-12-31,90.85495671752979,1788.5650477520599,2015,220915.0,AZLE ISD
3384,76135,2016-12-31,90.85495671752979,1788.5650477520599,2015,220918.0,EAGLE MT-SAGINAW ISD
3385,76135,2016-12-31,90.85495671752979,1788.5650477520599,2015,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL
3410,76137,2016-12-31,98.17627122407086,1861.4477584191784,2015,220902.0,BIRDVILLE ISD
3411,76137,2016-12-31,98.17627122407086,1861.4477584191784,2015,220907.0,KELLER ISD
3424,76140,2016-12-31,82.30557903634826,1652.3788738542123,2015,57803.0,UPLIFT EDUCATION
3425,76140,2016-12-31,82.30557903634826,1652.3788738542123,2015,220904.0,EVERMAN ISD
3426,76140,2016-12-31,82.30557903634826,1652.3788738542123,2015,220912.0,CROWLEY ISD
3446,76148,2016-12-31,105.86319218241044,1393.3076923076922,2015,220902.0,BIRDVILLE ISD
3447,76148,2016-12-31,105.86319218241044,1393.3076923076922,2015,220907.0,KELLER ISD
3470,76164,2016-12-31,65.41666666666667,1635.6687898089172,2015,220905.0,FORT WORTH ISD
3477,76177,2016-12-31,103.05320603662622,2352.6681927181444,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
3478,76177,2016-12-31,103.05320603662622,2352.6681927181444,2015,61911.0,NORTHWEST ISD
3491,76179,2016-12-31,99.23541149559544,1955.9096604201104,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
3492,76179,2016-12-31,99.23541149559544,1955.9096604201104,2015,220918.0,EAGLE MT-SAGINAW ISD
3505,76180,2016-12-31,105.6360057374798,1845.9615037376761,2015,57848.0,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)
3506,76180,2016-12-31,105.6360057374798,1845.9615037376761,2015,220902.0,BIRDVILLE ISD
3527,76201,2016-12-31,117.92863359442994,1483.9483394833949,2015,61901.0,DENTON ISD
3534,76205,2016-12-31,101.31926121372032,2309.53125,2015,61901.0,DENTON ISD
3541,76207,2016-12-31,128.6129725271777,1990.4679517915943,2015,61802.0,NORTH TEXAS COLLEGIATE ACADEMY
3542,76207,2016-12-31,128.6129725271777,1990.4679517915943,2015,61901.0,DENTON ISD
3555,76208,2016-12-31,108.07159743329956,2409.5600156250002,2015,61901.0,DENTON ISD
3562,76209,2016-12-31,120.30075187969923,1438.0625000000002,2015,61901.0,DENTON ISD
3569,76210,2016-12-31,107.73258155457108,2204.068598130841,2015,61901.0,DENTON ISD
3576,76225,2016-12-31,96.57850538607181,1638.5633570057528,2015,249901.0,ALVORD ISD
3583,76226,2016-12-31,124.10473850383568,2929.4691273110698,2015,61901.0,DENTON ISD
3584,76226,2016-12-31,124.10473850383568,2929.4691273110698,2015,61910.0,ARGYLE ISD
3585,76226,2016-12-31,124.10473850383568,2929.4691273110698,2015,61911.0,NORTHWEST ISD
3604,76227,2016-12-31,114.96065251922276,1957.191396094219,2015,61901.0,DENTON ISD
3605,76227,2016-12-31,114.96065251922276,1957.191396094219,2015,61907.0,AUBREY ISD
3619,76233,2016-12-31,92.95997256001628,1446.8592911122569,2015,91902.0,COLLINSVILLE ISD
3626,76234,2016-12-31,113.76422250316055,1757.142936518961,2015,249905.0,DECATUR ISD
3633,76238,2016-12-31,90.64339075367698,2245.0616455093827,2015,49906.0,ERA ISD
3637,76240,2016-12-31,93.11086438131642,1774.7660393662825,2015,49901.0,GAINESVILLE ISD
3638,76240,2016-12-31,93.11086438131642,1774.7660393662825,2015,49905.0,CALLISBURG ISD
3639,76240,2016-12-31,93.11086438131642,1774.7660393662825,2015,49908.0,WALNUT BEND ISD
3640,76240,2016-12-31,93.11086438131642,1774.7660393662825,2015,49909.0,SIVELLS BEND ISD
3641,76240,2016-12-31,93.11086438131642,1774.7660393662825,2015,227622.0,TEXAS JUVENILE JUSTICE DEPARTMENT
3672,76244,2016-12-31,105.79389458017324,2256.7464875685178,2015,220907.0,KELLER ISD
3686,76247,2016-12-31,96.79917398038205,1983.4879999999996,2015,61911.0,NORTHWEST ISD
3693,76248,2016-12-31,129.39893336905402,2994.228699667623,2015,61911.0,NORTHWEST ISD
3694,76248,2016-12-31,129.39893336905402,2994.228699667623,2015,220907.0,KELLER ISD
3707,76249,2016-12-31,110.8433734939759,1780.891304347826,2015,61905.0,KRUM ISD
3714,76250,2016-12-31,120.24251615351965,2765.2448621041876,2015,49907.0,LINDSAY ISD
3718,76252,2016-12-31,76.05210529512307,1335.268755623942,2015,49902.0,MUENSTER ISD
3725,76258,2016-12-31,120.76627432140285,1713.0196419691695,2015,61903.0,PILOT POINT ISD
3732,76259,2016-12-31,104.3656207366985,1915.2763006535947,2015,61906.0,PONDER ISD
3739,76262,2016-12-31,134.57444594379916,2749.5933377613865,2015,61911.0,NORTHWEST ISD
3740,76262,2016-12-31,134.57444594379916,2749.5933377613865,2015,220810.0,WESTLAKE ACADEMY CHARTER SCHOOL
3753,76264,2016-12-31,103.4859356777165,1758.6930901103099,2015,91914.0,S AND S CISD
3759,76266,2016-12-31,113.19534282018112,1811.0285714285712,2015,61901.0,DENTON ISD
3760,76266,2016-12-31,113.19534282018112,1811.0285714285712,2015,61908.0,SANGER ISD
3774,76271,2016-12-31,123.91267742182384,1735.0928450048455,2015,91907.0,TIOGA ISD
3781,76272,2016-12-31,100.37641154328732,1594.0000000000002,2015,49903.0,VALLEY VIEW ISD
3788,76273,2016-12-31,100.95824777549625,1485.7627118644066,2015,91909.0,WHITESBORO ISD
3830,76401,2016-12-31,92.0239564764971,1749.544424783772,2015,72802.0,ERATH EXCELS ACADEMY INC
3831,76401,2016-12-31,92.0239564764971,1749.544424783772,2015,72901.0,THREE WAY ISD
3832,76401,2016-12-31,92.0239564764971,1749.544424783772,2015,72903.0,STEPHENVILLE ISD
3833,76401,2016-12-31,92.0239564764971,1749.544424783772,2015,72908.0,HUCKABAY ISD
3858,76426,2016-12-31,76.76902536715619,1712.9304347826092,2015,249903.0,BRIDGEPORT ISD
3865,76431,2016-12-31,135.71428571428572,1178.9473684210525,2015,249904.0,CHICO ISD
3872,76432,2016-12-31,65.10416666666667,1919.9999999999998,2015,25904.0,BLANKET ISD
3879,76433,2016-12-31,138.88888888888889,2858.4,2015,72904.0,BLUFF DALE ISD
3886,76443,2016-12-31,47.22222222222222,1440.0,2015,30901.0,CROSS PLAINS ISD
3893,76446,2016-12-31,66.68715427166565,2324.285714285714,2015,72902.0,DUBLIN ISD
3900,76449,2016-12-31,147.3414477898783,3122.0,2015,182902.0,GRAFORD ISD
3907,76453,2016-12-31,15.457788347205708,841.0,2015,182901.0,GORDON ISD
3914,76462,2016-12-31,51.69172932330827,1354.181818181818,2015,111902.0,LIPAN ISD
3926,76472,2016-12-31,149.5016611295681,1505.0,2015,182904.0,SANTO ISD
3939,76476,2016-12-31,94.04535776905736,1637.5077266245332,2015,111903.0,TOLAR ISD
3946,76484,2016-12-31,129.31034482758622,2783.9999999999995,2015,182906.0,PALO PINTO ISD
3953,76487,2016-12-31,134.18671411468222,1266.8914439227574,2015,184901.0,POOLVILLE ISD
3960,76501,2016-12-31,67.76177705223881,1486.8264142826413,2015,14909.0,TEMPLE ISD
3967,76502,2016-12-31,91.94014655985998,1734.280463607767,2015,14903.0,BELTON ISD
