,zipcode,period_end,median_ppsf,area,year,median_ppsf_prev,median_ppsf_change_percent,DISTRICT,DISTNAME
4211,76705,2022-12-31,222.4694104560623,1798.0,2023,140.08620689655172,58.8089330024814,161924.0,HALLSBURG ISD
4212,76705,2022-12-31,222.4694104560623,1798.0,2023,140.08620689655172,58.8089330024814,161925.0,GHOLSON ISD
4261,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161903.0,MIDWAY ISD
4262,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161906.0,LA VEGA ISD
4263,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161907.0,LORENA ISD
4264,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161914.0,WACO ISD
4265,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161921.0,CONNALLY ISD
4266,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161922.0,ROBINSON ISD
4267,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161923.0,BOSQUEVILLE ISD
4268,76706,2022-12-31,137.05972434915773,2276.3798882681563,2023,153.39233038348084,-10.64760278006833,161925.0,GHOLSON ISD
4275,76707,2022-12-31,178.8894930253487,964.2824577492468,2023,136.44366197183098,31.108686501158804,161801.0,WACO CHARTER SCHOOL
4276,76707,2022-12-31,178.8894930253487,964.2824577492468,2023,136.44366197183098,31.108686501158804,161914.0,WACO ISD
4301,76708,2022-12-31,177.92226148409895,1494.7258301557038,2023,142.8469241773963,24.554492516159403,161914.0,WACO ISD
4302,76708,2022-12-31,177.92226148409895,1494.7258301557038,2023,142.8469241773963,24.554492516159403,161920.0,CHINA SPRING ISD
4303,76708,2022-12-31,177.92226148409895,1494.7258301557038,2023,142.8469241773963,24.554492516159403,161923.0,BOSQUEVILLE ISD
4304,76708,2022-12-31,177.92226148409895,1494.7258301557038,2023,142.8469241773963,24.554492516159403,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL
4315,76710,2022-12-31,123.1945624468989,2354.0,2023,133.27138363121912,-7.561128960890976,161914.0,WACO ISD
4316,76710,2022-12-31,123.1945624468989,2354.0,2023,133.27138363121912,-7.561128960890976,161918.0,AXTELL ISD
4323,76712,2022-12-31,179.8270893371758,2001.9230769230767,2023,177.0573566084788,1.5643138369119638,161903.0,MIDWAY ISD
4330,76801,2022-12-31,114.40541411537222,1337.3492957746478,2023,115.82539682539682,-1.2259683531800698,25902.0,BROWNWOOD ISD
4345,76823,2022-12-31,312.03566121842493,2019.0000000000002,2023,87.82742681047766,255.28270900132944,25901.0,BANGS ISD
4357,76857,2022-12-31,315.79868048373453,1796.5559549867146,2023,146.1038961038961,116.14665241997832,25905.0,MAY ISD
4360,76861,2022-12-31,211.0485573539761,1420.9999999999998,2023,125.0,68.83884588318088,200902.0,MILES ISD
4364,76890,2022-12-31,61.67763157894737,1605.12,2023,144.0406675777529,-57.18040424545111,25906.0,ZEPHYR ISD
4371,76901,2022-12-31,138.75750476090727,1473.7941587546811,2023,134.26903768250986,3.3428906290449136,226903.0,SAN ANGELO ISD
4372,76901,2022-12-31,138.75750476090727,1473.7941587546811,2023,134.26903768250986,3.3428906290449136,226907.0,GRAPE CREEK ISD
4375,76903,2022-12-31,124.86111111111111,1281.4238042269187,2023,119.6911196911197,4.319444444444443,226903.0,SAN ANGELO ISD
4406,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,41902.0,ROBERT LEE ISD
4407,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,48901.0,EDEN CISD
4408,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,48903.0,PAINT ROCK ISD
4409,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,200902.0,MILES ISD
4410,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,216901.0,STERLING CITY ISD
4411,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,226903.0,SAN ANGELO ISD
4412,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,226905.0,WATER VALLEY ISD
4413,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,226906.0,WALL ISD
4414,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,226907.0,GRAPE CREEK ISD
4415,76904,2022-12-31,154.72868217054264,1924.6851703406812,2023,147.60619875823332,4.825328117808493,226908.0,VERIBEST ISD
4418,76905,2022-12-31,152.6252588433704,1591.807292194827,2023,136.99040767386091,11.413099234460319,226903.0,SAN ANGELO ISD
4425,76951,2022-12-31,96.66413949962092,1319.0000000000002,2023,99.22543701024712,-2.5812912372073464,216901.0,STERLING CITY ISD
