DISTRICT,DD005AMA1221R,DD005AMA1321R,DD005AMA1S21R,DD005ARE1221R,DD005ARE1321R,DD005ARE1S21R,DD005ASC1221R,DD005ASC1321R,DD005ASC1S21R,DD205AMA1221R,DD205AMA1321R,DD205AMA1S21R,DD205ARE1221R,DD205ARE1321R,DD205ARE1S21R,DD205ASC1221R,DD205ASC1321R,DD205ASC1S21R,DD305AMA1221R,DD305AMA1321R,DD305AMA1S21R,DD305ARE1221R,DD305ARE1321R,DD305ARE1S21R,DD305ASC1221R,DD305ASC1321R,DD305ASC1S21R,DD405AMA1221R,DD405AMA1321R,DD405AMA1S21R,DD405ARE1221R,DD405ARE1321R,DD405ARE1S21R,DD405ASC1221R,DD405ASC1321R,DD405ASC1S21R,DDA05AMA1221R,DDA05AMA1321R,DDA05AMA1S21R,DDA05ARE1221R,DDA05ARE1321R,DDA05ARE1S21R,DDA05ASC1221R,DDA05ASC1321R,DDA05ASC1S21R,DDB05AMA1221R,DDB05AMA1321R,DDB05AMA1S21R,DDB05ARE1221R,DDB05ARE1321R,DDB05ARE1S21R,DDB05ASC1221R,DDB05ASC1321R,DDB05ASC1S21R,DDE05AMA1221R,DDE05AMA1321R,DDE05AMA1S21R,DDE05ARE1221R,DDE05ARE1321R,DDE05ARE1S21R,DDE05ASC1221R,DDE05ASC1321R,DDE05ASC1S21R,DDF05AMA1221R,DDF05AMA1321R,DDF05AMA1S21R,DDF05ARE1221R,DDF05ARE1321R,DDF05ARE1S21R,DDF05ASC1221R,DDF05ASC1321R,DDF05ASC1S21R,DDH05AMA1221R,DDH05AMA1321R,DDH05AMA1S21R,DDH05ARE1221R,DDH05ARE1321R,DDH05ARE1S21R,DDH05ASC1221R,DDH05ASC1321R,DDH05ASC1S21R,DDI05AMA1221R,DDI05AMA1321R,DDI05AMA1S21R,DDI05ARE1221R,DDI05ARE1321R,DDI05ARE1S21R,DDI05ASC1221R,DDI05ASC1321R,DDI05ASC1S21R,DDL05AMA1221R,DDL05AMA1321R,DDL05AMA1S21R,DDL05ARE1221R,DDL05ARE1321R,DDL05ARE1S21R,DDL05ASC1221R,DDL05ASC1321R,DDL05ASC1S21R,DDM05AMA1221R,DDM05AMA1321R,DDM05AMA1S21R,DDM05ARE1221R,DDM05ARE1321R,DDM05ARE1S21R,DDM05ASC1221R,DDM05ASC1321R,DDM05ASC1S21R,DDR05AMA1221R,DDR05AMA1321R,DDR05AMA1S21R,DDR05ARE1221R,DDR05ARE1321R,DDR05ARE1S21R,DDR05ASC1221R,DDR05ASC1321R,DDR05ASC1S21R,DDS05AMA1221R,DDS05AMA1321R,DDS05AMA1S21R,DDS05ARE1221R,DDS05ARE1321R,DDS05ARE1S21R,DDS05ASC1221R,DDS05ASC1321R,DDS05ASC1S21R,DDW05AMA1221R,DDW05AMA1321R,DDW05AMA1S21R,DDW05ARE1221R,DDW05ARE1321R,DDW05ARE1S21R,DDW05ASC1221R,DDW05ASC1321R,DDW05ASC1S21R,DISTNAME,DNC05AMA1221R,DNC05AMA1321R,DNC05AMA1S21R,DNC05ARE1221R,DNC05ARE1321R,DNC05ARE1S21R,DNC05ASC1221R,DNC05ASC1321R,DNC05ASC1S21R,DNM05AMA1221R,DNM05AMA1321R,DNM05AMA1S21R,DNM05ARE1221R,DNM05ARE1321R,DNM05ARE1S21R,DNM05ASC1221R,DNM05ASC1321R,DNM05ASC1S21R,DNS05AMA1221R,DNS05AMA1321R,DNS05AMA1S21R,DNS05ARE1221R,DNS05ARE1321R,DNS05ARE1S21R,DNS05ASC1221R,DNS05ASC1321R,DNS05ASC1S21R
"'186901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,93,43,36,86,43,14,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,13,100,50,38,75,38,25,100,45,27,91,45,36,82,36,0,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,50,83,33,33,100,50,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BUENA VISTA ISD",50,30,90,60,50,90,40,10,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'186902",26,0,42,26,5,47,6,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,18,61,38,22,64,27,7,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,17,58,30,15,61,24,6,51,23,11,52,33,24,57,15,3,44,34,17,60,38,20,64,25,7,54,.,.,.,.,.,.,.,.,.,28,0,39,28,6,44,6,0,24,43,26,70,43,20,72,38,12,66,26,7,51,29,13,52,15,0,41,47,18,59,41,6,71,47,24,59,15,15,62,38,38,62,31,15,62,"FORT STOCKTON ISD",34,20,62,39,23,64,28,8,56,24,6,53,35,18,65,18,6,47,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'186903",0,0,29,14,0,14,0,0,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,12,56,21,6,29,9,9,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,13,58,13,4,17,4,4,17,20,0,47,27,0,33,7,7,27,19,8,46,12,0,19,4,4,15,.,.,.,.,.,.,.,.,.,0,0,33,0,0,0,0,0,0,32,21,63,16,11,26,11,11,32,16,5,32,5,5,16,5,5,11,0,0,20,0,0,0,0,0,0,57,29,100,57,29,71,29,29,86,"IRAAN-SHEFFIELD ISD",26,10,55,16,3,26,6,6,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'187901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,27,85,48,15,73,21,15,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,27,87,47,27,67,20,20,67,60,27,87,60,20,73,13,13,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,0,71,14,0,29,0,0,29,.,.,.,.,.,.,.,.,.,56,28,83,39,11,72,28,17,78,20,0,40,40,0,40,20,20,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,33,86,52,19,86,29,19,71,"BIG SANDY ISD",64,27,86,41,9,73,18,9,64,45,27,82,64,27,73,27,27,73,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'187903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,35,71,35,24,76,18,6,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,38,77,38,31,69,23,8,38,50,40,60,40,20,90,10,0,40,100,50,100,33,17,83,0,0,17,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,29,86,29,29,57,29,14,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,30,50,40,30,80,30,10,50,"GOODRICH ISD",56,22,78,22,11,67,0,0,11,63,50,63,50,38,88,38,13,63,.,.,.,.,.,.,.,.,.
"'187904",69,38,85,38,15,85,38,23,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,30,72,31,15,64,36,16,53,27,18,55,33,17,42,25,8,33,54,27,71,31,17,67,36,14,52,55,28,72,28,14,69,34,10,45,58,38,75,33,17,75,42,21,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,13,75,38,0,75,25,13,50,52,32,72,35,15,58,38,23,62,34,14,62,17,0,47,20,10,40,44,33,56,44,0,67,44,33,44,67,33,80,33,13,53,47,20,60,"CORRIGAN-CAMDEN ISD",56,33,72,30,14,64,39,14,52,45,18,73,36,18,64,27,27,55,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'187906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,25,25,8,25,17,8,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,25,25,8,25,17,8,25,14,0,29,29,14,29,29,14,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,20,20,0,20,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,17,0,0,0,0,0,0,"LEGGETT ISD",0,0,20,20,0,20,10,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'187907",59,39,89,48,23,77,34,9,77,13,13,63,38,13,75,25,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,25,80,42,24,73,31,11,72,46,15,77,31,19,69,15,0,65,46,20,78,38,19,68,26,6,67,46,23,80,44,25,76,29,8,70,49,27,87,44,22,75,29,9,69,.,.,.,.,.,.,.,.,.,55,33,88,43,15,75,28,5,75,51,27,79,41,22,70,33,13,75,31,15,73,24,7,63,16,5,61,31,10,67,21,8,44,23,8,51,50,25,77,43,26,72,34,13,75,"LIVINGSTON ISD",53,27,81,43,25,76,33,11,72,40,20,77,41,22,66,27,10,72,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'187910",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,61,29,92,45,26,75,40,18,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,25,89,42,22,69,36,16,79,53,28,92,43,24,81,43,19,81,75,13,100,38,25,63,13,0,75,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,30,93,46,28,69,38,18,83,32,11,79,17,11,56,21,11,68,38,0,88,13,13,38,13,0,50,58,27,90,45,26,76,41,21,84,"ONALASKA ISD",61,27,92,45,27,76,42,21,85,60,32,92,44,24,72,36,12,76,.,.,.,.,.,.,.,.,.
"'188901",55,28,85,45,27,81,28,11,63,64,28,89,58,38,86,38,11,83,70,40,93,55,36,82,42,20,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,31,84,49,31,79,34,13,70,37,15,73,32,17,67,21,7,50,51,25,81,43,24,76,28,9,64,56,30,84,52,34,82,28,10,66,53,27,83,44,26,79,28,10,65,70,60,100,80,70,90,50,50,90,49,23,84,40,22,79,22,8,58,57,33,84,47,29,77,40,16,73,39,16,76,29,14,68,17,5,53,36,13,70,27,8,55,25,6,49,66,42,88,59,42,83,46,19,81,"AMARILLO ISD",58,32,85,50,32,80,35,14,71,50,25,78,44,28,74,32,11,64,63,34,82,46,24,79,29,8,67
"'188902",86,29,100,29,29,71,29,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,20,76,39,22,67,29,11,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,17,78,34,20,66,22,7,68,56,28,83,47,28,75,25,3,72,61,30,87,39,26,70,30,4,74,.,.,.,.,.,.,.,.,.,86,29,100,29,29,71,29,0,71,31,15,71,33,18,61,33,16,67,28,14,66,18,8,52,12,2,58,24,12,59,18,6,41,6,0,47,33,16,70,38,19,66,31,14,69,"RIVER ROAD ISD",43,22,76,43,22,65,31,14,69,40,17,77,33,22,69,28,6,69,.,.,.,.,.,.,.,.,.
"'188903",60,20,100,60,40,100,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,57,29,94,65,43,94,43,22,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,29,90,62,38,86,38,19,81,53,29,94,68,44,94,44,24,85,45,18,100,68,36,95,27,5,91,.,.,.,.,.,.,.,.,.,60,20,100,60,40,100,0,0,100,67,27,93,60,40,93,40,20,100,40,10,85,40,30,95,10,10,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,37,84,58,47,95,53,37,84,"HIGHLAND PARK ISD",56,33,93,63,44,96,33,26,93,59,23,95,68,41,91,55,18,86,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'188904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,35,86,55,30,84,25,8,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,13,74,26,9,61,13,0,43,59,36,84,57,33,88,24,7,69,57,33,76,48,29,81,19,10,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,33,88,53,27,80,27,10,73,33,13,63,23,7,60,13,3,40,13,0,33,13,0,40,0,0,33,60,34,89,56,29,85,24,5,70,"BUSHLAND ISD",59,39,86,55,27,83,27,11,71,61,27,85,56,34,85,22,5,71,100,33,100,67,50,100,17,0,83
"'189901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,25,75,25,25,83,25,17,50,.,.,.,.,.,.,.,.,.,50,25,75,25,25,83,25,17,50,40,20,60,20,20,80,20,20,20,56,22,67,22,22,78,22,11,56,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,29,86,29,29,86,29,14,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MARFA ISD",50,25,63,25,25,75,25,25,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'189902",31,9,64,22,9,64,22,9,53,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,41,15,68,29,12,68,25,12,58,.,.,.,.,.,.,.,.,.,40,16,67,28,12,67,26,12,59,54,15,81,38,12,85,19,4,62,40,14,67,28,11,68,25,11,58,.,.,.,.,.,.,.,.,.,30,9,64,20,7,64,20,7,52,30,15,58,21,12,55,30,18,55,29,9,64,20,7,62,20,7,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PRESIDIO ISD",48,16,75,25,9,73,23,9,61,20,13,47,40,20,53,33,20,47,.,.,.,.,.,.,.,.,.
"'190903",18,0,45,27,9,73,9,0,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,30,16,69,33,20,63,31,9,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,13,63,30,15,58,22,4,51,32,18,64,33,21,62,20,8,41,16,5,58,16,5,63,11,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,45,27,9,73,9,0,36,29,14,74,32,18,64,41,11,69,23,10,60,18,13,48,21,6,41,4,0,25,8,4,17,4,0,21,32,19,71,36,21,62,34,11,56,"RAINS ISD",28,17,69,27,16,61,30,11,54,36,13,69,46,28,69,32,5,61,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'191901",50,27,77,47,23,80,37,10,67,63,25,94,50,38,100,38,25,81,82,82,100,82,55,91,64,27,91,.,.,.,.,.,.,.,.,.,69,44,90,56,39,86,50,22,83,59,27,95,55,23,86,50,18,91,55,34,83,47,31,80,37,14,73,67,42,90,57,41,88,44,18,81,61,37,84,47,31,79,38,12,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,5,68,26,5,74,21,0,47,71,46,89,55,36,83,57,26,85,31,9,73,20,9,63,14,3,53,35,11,69,18,9,44,17,9,47,72,47,91,59,42,87,55,26,86,"CANYON ISD",70,46,90,57,41,85,52,23,83,67,38,89,54,33,88,47,19,82,67,52,95,52,33,95,67,10,95
"'192901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,31,80,67,51,84,31,10,65,.,.,.,.,.,.,.,.,.,57,25,79,61,43,82,21,0,54,70,35,87,74,57,96,26,13,70,50,16,74,61,42,79,21,3,58,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,27,73,62,46,73,35,8,62,35,25,60,30,25,60,20,5,45,20,20,40,20,20,20,20,0,40,91,82,100,91,82,100,64,36,91,"REAGAN COUNTY ISD",58,26,82,71,53,84,29,11,68,64,45,73,55,45,82,36,9,55,.,.,.,.,.,.,.,.,.
"'193801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,11,0,0,11,0,0,11,.,.,.,.,.,.,.,.,.,0,0,20,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,17,0,0,0,0,0,17,0,0,11,0,0,11,0,0,11,0,0,17,0,0,0,0,0,17,0,0,17,0,0,17,0,0,17,"BIG SPRINGS CHARTER SCHOOL",0,0,0,0,0,0,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'193902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0,55,50,30,75,5,0,53,.,.,.,.,.,.,.,.,.,22,0,67,67,33,78,0,0,67,14,0,43,43,29,71,0,0,50,0,0,20,40,20,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,0,62,54,31,77,8,0,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,0,57,43,14,57,14,0,57,20,0,67,53,33,80,7,0,53,"LEAKEY ISD",21,0,57,50,36,71,8,0,69,0,0,50,50,17,83,0,0,17,.,.,.,.,.,.,.,.,.
"'194902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,32,86,54,36,82,54,18,96,.,.,.,.,.,.,.,.,.,65,35,82,53,29,76,47,12,100,64,36,91,64,45,82,45,9,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,29,82,47,29,82,59,24,100,63,25,88,38,25,63,50,25,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,38,90,57,43,90,62,24,100,"AVERY ISD",74,37,89,58,37,84,63,21,100,56,22,78,44,33,78,33,11,89,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'194903",80,20,100,80,60,100,40,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,45,14,90,60,40,88,38,5,81,40,40,100,100,40,100,60,40,100,39,11,93,57,36,89,25,7,82,58,21,100,84,58,100,42,5,95,60,20,90,50,40,80,20,0,70,.,.,.,.,.,.,.,.,.,80,20,100,80,60,100,40,0,80,35,9,83,39,26,78,35,4,70,30,5,85,50,25,80,20,0,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,4,92,58,42,92,42,0,88,"RIVERCREST ISD",52,14,97,62,45,86,41,3,79,31,15,77,54,31,92,31,8,85,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'194904",60,20,60,0,0,60,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,13,58,25,8,58,13,4,25,23,8,38,23,8,54,15,8,15,30,13,57,22,4,57,13,4,22,33,13,53,27,7,67,13,7,33,63,25,75,25,13,63,13,0,38,.,.,.,.,.,.,.,.,.,60,20,60,0,0,60,0,0,20,33,11,67,22,11,44,11,0,11,19,6,38,6,0,50,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CLARKSVILLE ISD",32,16,58,26,5,68,16,5,26,40,0,60,20,20,20,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'194905",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,32,79,38,21,71,38,15,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,30,70,35,22,70,35,17,65,46,31,77,31,8,77,31,8,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,33,81,43,29,67,43,19,67,0,0,38,25,0,38,13,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,35,81,35,19,71,39,16,71,"DETROIT ISD",44,24,80,44,24,72,28,8,68,56,56,78,22,11,67,67,33,78,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'195901",60,30,80,30,13,60,10,3,40,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,45,23,77,38,21,67,17,5,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,22,75,34,15,64,12,4,52,47,25,80,44,26,75,16,6,53,44,21,77,38,20,66,15,4,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,30,80,30,13,60,10,3,40,43,22,74,33,16,60,18,5,57,34,16,64,17,8,49,7,2,30,25,10,60,15,10,45,10,5,20,60,50,90,60,30,80,40,30,70,"PECOS-BARSTOW-TOYAH ISD",43,23,77,40,22,69,18,5,59,53,26,76,29,15,59,12,6,38,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'195902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,33,33,17,33,0,0,17,.,.,.,.,.,.,.,.,.,17,17,33,33,17,33,0,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,20,20,0,20,0,0,0,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BALMORHEA ISD",20,20,40,40,20,40,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'196901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,13,88,63,25,63,13,0,75,.,.,.,.,.,.,.,.,.,60,0,80,40,20,40,20,0,60,100,20,100,100,40,100,0,0,80,83,17,83,83,33,83,0,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"AUSTWELL-TIVOLI ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'196902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,58,42,96,38,27,92,50,12,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,47,100,37,21,89,53,11,63,46,38,100,31,23,92,38,8,69,50,35,95,40,25,90,45,5,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,46,92,46,31,92,62,15,69,42,33,92,17,8,83,33,8,50,50,33,100,0,0,83,17,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,"WOODSBORO ISD",56,39,94,28,22,89,44,11,67,63,50,100,63,38,100,63,13,75,.,.,.,.,.,.,.,.,.
"'196903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,25,86,43,25,84,16,5,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,25,86,43,21,82,18,0,71,45,20,95,45,20,90,10,0,75,50,27,85,54,31,85,15,4,69,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,29,79,42,29,79,21,8,71,33,20,67,20,13,67,7,0,40,40,20,60,20,0,40,20,0,40,57,21,93,29,21,86,21,7,86,"REFUGIO ISD",56,22,86,36,28,81,17,6,72,38,38,88,75,13,100,13,0,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'197902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,31,92,46,23,85,38,15,69,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,100,50,38,75,25,13,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,40,80,40,0,100,60,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,31,31,92,46,23,85,38,15,69,"MIAMI ISD",27,27,91,55,27,91,36,9,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'198901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,41,15,76,59,35,88,21,6,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,12,76,53,24,82,12,0,59,42,16,79,74,47,100,26,5,58,43,29,86,71,43,86,14,14,57,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,13,73,40,20,73,13,7,60,0,0,20,0,0,60,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,14,73,55,36,91,23,5,59,"BREMOND ISD",43,17,77,63,37,87,23,7,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
