DISTRICT,DD000AA01221R,DD000AA01321R,DD000AA01S21R,DD000AA11221R,DD000AA11321R,DD000AA11S21R,DD000ABI1221R,DD000ABI1321R,DD000ABI1S21R,DD000AR11221R,DD000AR11321R,DD000AR11S21R,DD000AR21221R,DD000AR21321R,DD000AR21S21R,DD000AUS1221R,DD000AUS1321R,DD000AUS1S21R,DD200AA01221R,DD200AA01321R,DD200AA01S21R,DD200AA11221R,DD200AA11321R,DD200AA11S21R,DD200ABI1221R,DD200ABI1321R,DD200ABI1S21R,DD200AR11221R,DD200AR11321R,DD200AR11S21R,DD200AR21221R,DD200AR21321R,DD200AR21S21R,DD200AUS1221R,DD200AUS1321R,DD200AUS1S21R,DD300AA01221R,DD300AA01321R,DD300AA01S21R,DD300AA11221R,DD300AA11321R,DD300AA11S21R,DD300ABI1221R,DD300ABI1321R,DD300ABI1S21R,DD300AR11221R,DD300AR11321R,DD300AR11S21R,DD300AR21221R,DD300AR21321R,DD300AR21S21R,DD300AUS1221R,DD300AUS1321R,DD300AUS1S21R,DD400AA01221R,DD400AA01321R,DD400AA01S21R,DD400AA11221R,DD400AA11321R,DD400AA11S21R,DD400ABI1221R,DD400ABI1321R,DD400ABI1S21R,DD400AR11221R,DD400AR11321R,DD400AR11S21R,DD400AR21221R,DD400AR21321R,DD400AR21S21R,DD400AUS1221R,DD400AUS1321R,DD400AUS1S21R,DDA00AA01221R,DDA00AA01321R,DDA00AA01S21R,DDA00AA11221R,DDA00AA11321R,DDA00AA11S21R,DDA00ABI1221R,DDA00ABI1321R,DDA00ABI1S21R,DDA00AR11221R,DDA00AR11321R,DDA00AR11S21R,DDA00AR21221R,DDA00AR21321R,DDA00AR21S21R,DDA00AUS1221R,DDA00AUS1321R,DDA00AUS1S21R,DDB00AA01221R,DDB00AA01321R,DDB00AA01S21R,DDB00AA11221R,DDB00AA11321R,DDB00AA11S21R,DDB00ABI1221R,DDB00ABI1321R,DDB00ABI1S21R,DDB00AR11221R,DDB00AR11321R,DDB00AR11S21R,DDB00AR21221R,DDB00AR21321R,DDB00AR21S21R,DDB00AUS1221R,DDB00AUS1321R,DDB00AUS1S21R,DDE00AA01221R,DDE00AA01321R,DDE00AA01S21R,DDE00AA11221R,DDE00AA11321R,DDE00AA11S21R,DDE00ABI1221R,DDE00ABI1321R,DDE00ABI1S21R,DDE00AR11221R,DDE00AR11321R,DDE00AR11S21R,DDE00AR21221R,DDE00AR21321R,DDE00AR21S21R,DDE00AUS1221R,DDE00AUS1321R,DDE00AUS1S21R,DDF00AA01221R,DDF00AA01321R,DDF00AA01S21R,DDF00AA11221R,DDF00AA11321R,DDF00AA11S21R,DDF00ABI1221R,DDF00ABI1321R,DDF00ABI1S21R,DDF00AR11221R,DDF00AR11321R,DDF00AR11S21R,DDF00AR21221R,DDF00AR21321R,DDF00AR21S21R,DDF00AUS1221R,DDF00AUS1321R,DDF00AUS1S21R,DDH00AA01221R,DDH00AA01321R,DDH00AA01S21R,DDH00AA11221R,DDH00AA11321R,DDH00AA11S21R,DDH00ABI1221R,DDH00ABI1321R,DDH00ABI1S21R,DDH00AR11221R,DDH00AR11321R,DDH00AR11S21R,DDH00AR21221R,DDH00AR21321R,DDH00AR21S21R,DDH00AUS1221R,DDH00AUS1321R,DDH00AUS1S21R,DDI00AA01221R,DDI00AA01321R,DDI00AA01S21R,DDI00AA11221R,DDI00AA11321R,DDI00AA11S21R,DDI00ABI1221R,DDI00ABI1321R,DDI00ABI1S21R,DDI00AR11221R,DDI00AR11321R,DDI00AR11S21R,DDI00AR21221R,DDI00AR21321R,DDI00AR21S21R,DDI00AUS1221R,DDI00AUS1321R,DDI00AUS1S21R,DDL00AA01221R,DDL00AA01321R,DDL00AA01S21R,DDL00AA11221R,DDL00AA11321R,DDL00AA11S21R,DDL00ABI1221R,DDL00ABI1321R,DDL00ABI1S21R,DDL00AR11221R,DDL00AR11321R,DDL00AR11S21R,DDL00AR21221R,DDL00AR21321R,DDL00AR21S21R,DDL00AUS1221R,DDL00AUS1321R,DDL00AUS1S21R,DDM00AA01221R,DDM00AA01321R,DDM00AA01S21R,DDM00AA11221R,DDM00AA11321R,DDM00AA11S21R,DDM00ABI1221R,DDM00ABI1321R,DDM00ABI1S21R,DDM00AR11221R,DDM00AR11321R,DDM00AR11S21R,DDM00AR21221R,DDM00AR21321R,DDM00AR21S21R,DDM00AUS1221R,DDM00AUS1321R,DDM00AUS1S21R,DDR00AA01221R,DDR00AA01321R,DDR00AA01S21R,DDR00AA11221R,DDR00AA11321R,DDR00AA11S21R,DDR00ABI1221R,DDR00ABI1321R,DDR00ABI1S21R,DDR00AR11221R,DDR00AR11321R,DDR00AR11S21R,DDR00AR21221R,DDR00AR21321R,DDR00AR21S21R,DDR00AUS1221R,DDR00AUS1321R,DDR00AUS1S21R,DDS00AA01221R,DDS00AA01321R,DDS00AA01S21R,DDS00AA11221R,DDS00AA11321R,DDS00AA11S21R,DDS00ABI1221R,DDS00ABI1321R,DDS00ABI1S21R,DDS00AR11221R,DDS00AR11321R,DDS00AR11S21R,DDS00AR21221R,DDS00AR21321R,DDS00AR21S21R,DDS00AUS1221R,DDS00AUS1321R,DDS00AUS1S21R,DDW00AA01221R,DDW00AA01321R,DDW00AA01S21R,DDW00AA11221R,DDW00AA11321R,DDW00AA11S21R,DDW00ABI1221R,DDW00ABI1321R,DDW00ABI1S21R,DDW00AR11221R,DDW00AR11321R,DDW00AR11S21R,DDW00AR21221R,DDW00AR21321R,DDW00AR21S21R,DDW00AUS1221R,DDW00AUS1321R,DDW00AUS1S21R,DISTNAME,DNC00AA01221R,DNC00AA01321R,DNC00AA01S21R,DNC00AA11221R,DNC00AA11321R,DNC00AA11S21R,DNC00ABI1221R,DNC00ABI1321R,DNC00ABI1S21R,DNC00AR11221R,DNC00AR11321R,DNC00AR11S21R,DNC00AR21221R,DNC00AR21321R,DNC00AR21S21R,DNC00AUS1221R,DNC00AUS1321R,DNC00AUS1S21R,DNM00AA01221R,DNM00AA01321R,DNM00AA01S21R,DNM00AA11221R,DNM00AA11321R,DNM00AA11S21R,DNM00ABI1221R,DNM00ABI1321R,DNM00ABI1S21R,DNM00AR11221R,DNM00AR11321R,DNM00AR11S21R,DNM00AR21221R,DNM00AR21321R,DNM00AR21S21R,DNM00AUS1221R,DNM00AUS1321R,DNM00AUS1S21R,DNS00AA01221R,DNS00AA01321R,DNS00AA01S21R,DNS00AA11221R,DNS00AA11321R,DNS00AA11S21R,DNS00ABI1221R,DNS00ABI1321R,DNS00ABI1S21R,DNS00AR11221R,DNS00AR11321R,DNS00AR11S21R,DNS00AR21221R,DNS00AR21321R,DNS00AR21S21R,DNS00AUS1221R,DNS00AUS1321R,DNS00AUS1S21R
"'015836",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,67,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,"ELEANOR KOLITZ HEBREW LANGUAGE ACA",.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015838",.,.,.,0,0,33,11,0,33,29,0,43,40,0,80,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,4,42,25,4,67,41,3,62,43,7,72,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,10,4,41,24,2,66,40,3,62,36,5,67,.,.,.,.,.,.,12,2,49,19,2,61,41,3,62,31,0,77,.,.,.,.,.,.,12,5,42,27,4,71,41,3,62,43,7,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,29,0,0,25,17,0,33,38,0,75,.,.,.,.,.,.,13,6,36,34,7,76,41,3,62,48,9,70,.,.,.,.,.,.,0,0,21,13,0,55,21,0,47,31,3,63,.,.,.,.,.,.,13,13,13,13,0,63,17,0,17,44,11,44,.,.,.,.,.,.,-1,-1,-1,20,0,40,-1,-1,-1,-1,-1,-1,.,.,.,"COMPASS ROSE ACADEMY",.,.,.,0,0,31,.,.,.,67,0,83,50,10,80,.,.,.,.,.,.,15,5,45,25,4,67,32,4,54,42,6,69,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'015839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROMESA ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015840",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN ANTONIO PREPARATORY CHARTER SC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015841",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE GATHERING PLACE",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'015901",-1,-1,-1,35,8,81,47,13,77,32,5,66,36,0,68,45,32,73,-1,-1,-1,-1,-1,-1,100,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,20,100,85,62,100,80,50,80,64,18,91,73,27,100,89,67,89,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,93,23,100,66,42,89,74,34,93,71,24,85,77,18,86,88,65,95,.,.,.,60,60,60,80,80,100,63,25,63,43,0,57,-1,-1,-1,70,10,100,36,20,75,47,7,78,42,3,62,46,7,63,64,41,79,93,22,100,69,46,93,76,36,96,83,30,91,86,22,93,84,53,95,80,23,100,46,23,81,60,22,86,57,13,75,64,13,79,82,55,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,16,0,74,41,9,68,19,4,59,0,0,40,22,11,67,93,25,100,63,39,86,72,33,90,61,19,80,70,15,81,91,73,96,75,0,100,37,17,80,37,5,82,25,1,61,41,3,65,66,35,82,.,.,.,18,3,45,51,12,73,32,0,39,46,6,51,52,29,77,99,24,100,80,54,95,84,41,99,83,33,94,87,21,91,92,72,99,"ALAMO HEIGHTS ISD",94,24,100,68,42,89,74,36,94,71,26,85,77,18,88,88,64,96,88,0,100,58,41,89,76,31,91,72,20,85,79,18,83,87,68,94,.,.,.,40,20,80,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'015904",50,0,88,30,20,60,35,8,65,26,2,44,34,1,47,37,12,71,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,2,91,29,16,61,40,10,72,34,3,52,39,2,57,51,22,81,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,55,3,89,26,15,59,36,8,70,31,3,49,35,1,53,47,19,79,47,1,87,29,17,66,41,9,74,38,3,57,44,3,62,42,14,80,56,2,91,28,15,61,39,10,72,34,3,52,39,2,57,51,22,81,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,10,48,13,3,45,8,1,22,14,0,28,24,5,56,62,3,95,28,15,57,38,11,70,31,3,49,33,1,51,61,31,82,39,0,81,17,7,52,25,4,63,20,1,40,23,0,43,38,13,74,-1,-1,-1,19,5,37,20,4,35,14,1,23,13,2,20,23,5,52,-1,-1,-1,50,29,79,50,10,70,50,8,58,64,18,82,71,57,100,"HARLANDALE ISD",57,3,92,31,18,64,42,10,74,34,4,53,42,2,60,53,23,82,38,0,86,19,9,51,30,8,65,33,2,49,29,2,43,43,17,77,.,.,.,25,13,63,33,17,83,57,29,57,0,0,57,-1,-1,-1
"'015905",0,0,60,18,5,48,24,5,59,26,4,43,20,1,36,32,10,67,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,86,14,100,71,29,86,50,0,63,50,13,75,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,2,84,13,4,42,21,4,61,24,3,43,30,2,47,43,15,76,.,.,.,16,5,42,20,0,73,27,0,40,13,0,27,44,22,78,30,2,81,12,3,42,20,4,60,23,2,42,29,2,46,42,15,76,37,0,89,15,5,51,21,3,63,28,4,48,32,3,50,37,10,73,33,2,84,12,4,42,21,4,60,24,3,43,30,2,47,42,15,75,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,16,5,46,19,2,54,19,2,36,16,0,31,23,11,60,29,4,79,11,3,34,21,6,59,21,1,38,27,2,44,49,20,78,0,0,53,10,3,38,16,3,57,16,2,37,19,1,38,36,9,73,.,.,.,14,2,27,18,10,33,18,10,19,10,9,15,22,8,52,.,.,.,20,20,20,33,17,33,40,0,60,-1,-1,-1,-1,-1,-1,"EDGEWOOD ISD",36,2,83,14,4,44,23,5,65,27,3,48,31,3,49,46,15,78,-1,-1,-1,10,3,37,15,3,51,19,2,32,26,2,42,34,17,70,.,.,.,9,0,27,23,0,54,25,0,50,13,0,50,-1,-1,-1
"'015906",.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,60,0,100,88,56,100,82,36,100,100,17,100,82,9,82,96,70,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,67,9,97,72,42,94,79,43,98,84,22,95,80,20,92,93,71,99,57,0,86,54,17,88,56,32,96,65,8,92,68,18,82,96,73,100,.,.,.,100,40,100,80,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,0,100,67,37,94,72,32,98,79,17,92,86,26,95,90,62,98,50,0,100,40,25,85,68,36,95,74,11,89,70,15,93,83,61,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,20,93,77,48,94,86,54,98,90,27,98,73,14,89,96,82,100,.,.,.,20,20,80,40,20,100,67,0,83,38,8,85,-1,-1,-1,-1,-1,-1,10,0,60,31,8,85,25,17,67,0,0,40,83,17,100,75,25,100,88,56,100,97,55,100,97,37,97,90,31,100,95,77,100,"RANDOLPH FIELD ISD",63,11,96,71,41,93,76,41,100,81,25,96,89,21,93,93,69,99,83,0,100,72,44,96,82,45,96,89,18,93,70,19,91,92,75,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,60,80
"'015907",13,0,60,14,5,48,21,5,54,23,3,39,22,1,35,28,8,58,20,0,100,0,0,67,40,20,80,40,0,40,-1,-1,-1,50,25,83,-1,-1,-1,37,16,79,46,31,69,21,13,38,59,6,65,36,14,43,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,34,1,83,14,4,48,31,8,66,29,4,48,36,4,53,44,19,73,24,0,90,8,2,35,26,8,69,20,2,41,30,2,46,31,11,61,28,1,81,12,4,45,27,6,63,25,3,44,33,3,49,40,16,71,29,1,83,16,5,52,33,8,69,34,6,53,43,5,59,41,16,74,34,1,82,14,4,48,30,7,65,29,4,48,36,4,53,44,19,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,50,11,5,41,12,2,44,13,1,28,12,0,25,20,6,51,39,2,82,12,4,44,29,7,63,24,3,43,30,3,46,47,23,73,16,0,70,8,2,37,15,2,54,14,1,34,20,1,38,28,8,64,20,0,80,13,6,32,14,4,40,11,3,19,13,5,19,25,11,50,54,8,92,23,9,63,57,25,84,52,14,63,55,10,72,67,45,82,"SAN ANTONIO ISD",35,2,84,14,4,49,30,7,66,28,4,48,36,4,53,45,19,73,22,0,72,13,4,44,32,10,67,31,6,48,38,5,52,43,20,73,-1,-1,-1,16,2,41,26,8,54,21,4,35,25,6,41,39,6,74
"'015908",-1,-1,-1,25,10,59,30,5,60,20,2,39,22,2,41,37,14,68,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,29,0,85,24,8,60,39,10,71,30,2,46,39,3,58,53,22,82,-1,-1,-1,0,0,14,-1,-1,-1,0,0,0,43,0,43,25,25,63,30,0,86,22,7,59,37,9,69,29,2,45,37,3,55,49,20,81,23,0,84,27,9,67,42,11,75,39,3,55,47,3,62,46,16,76,28,0,84,24,9,61,39,10,71,30,2,47,39,3,58,53,22,83,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,10,58,26,4,56,16,2,32,14,2,33,33,13,67,35,0,85,21,8,54,36,9,66,23,1,39,32,3,54,59,28,87,22,0,76,20,6,56,34,7,68,23,1,38,29,2,49,44,15,79,.,.,.,22,6,35,23,6,40,19,5,21,33,26,33,31,18,59,-1,-1,-1,-1,-1,-1,63,38,75,55,0,64,-1,-1,-1,60,20,70,"SOUTH SAN ANTONIO ISD",30,0,84,25,9,63,42,11,73,32,3,46,41,4,61,54,22,85,20,0,87,21,7,52,33,7,65,27,1,47,34,2,47,47,24,71,-1,-1,-1,25,0,50,13,0,50,7,0,20,25,0,25,50,33,100
"'015909",0,0,17,38,5,75,14,0,51,7,0,28,24,0,58,46,12,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,0,60,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,0,49,47,17,81,42,10,72,32,4,54,47,4,66,65,28,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,16,0,45,48,17,81,39,8,70,29,2,51,44,3,63,61,26,86,17,0,46,48,19,85,45,9,77,38,5,64,54,6,73,62,22,91,15,0,46,47,16,81,42,10,70,32,4,53,48,4,67,64,27,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,14,38,5,75,14,0,51,7,0,28,22,0,57,46,12,81,16,0,51,46,14,78,40,10,68,28,3,46,42,3,61,68,34,84,4,0,29,36,9,74,28,3,63,22,1,44,30,1,53,51,14,80,0,0,0,13,10,57,15,10,30,17,6,19,10,3,16,55,12,70,32,0,73,50,23,86,42,12,85,31,7,62,39,7,61,81,44,94,"SOMERSET ISD",14,0,45,49,19,83,43,10,73,34,4,58,46,4,67,65,27,87,47,0,82,43,10,75,38,9,67,25,4,41,50,5,65,65,32,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'015910",40,0,75,26,13,64,45,14,73,35,6,55,37,3,56,48,22,78,84,12,94,55,29,82,77,41,92,79,24,83,81,21,89,90,74,97,91,32,99,74,63,92,90,65,96,83,45,89,83,38,92,88,70,98,-1,-1,-1,-1,-1,-1,50,33,83,63,13,75,80,20,80,-1,-1,-1,75,12,96,39,23,73,65,30,87,60,19,74,68,17,80,80,55,93,73,4,93,23,11,53,42,17,72,37,8,56,45,7,60,66,43,86,62,7,94,23,11,60,48,15,79,42,7,61,53,7,68,66,37,88,71,8,96,39,24,75,67,30,89,65,23,79,75,22,85,78,50,94,67,9,94,31,16,68,58,21,85,52,13,69,63,13,77,75,46,92,-1,-1,-1,30,30,90,64,36,100,71,21,86,79,7,79,54,31,92,25,0,75,19,8,59,36,9,68,25,3,46,26,1,46,39,16,73,80,17,97,38,21,70,63,30,86,54,14,69,62,13,75,81,60,93,75,11,96,17,6,55,42,10,76,35,4,56,45,5,64,66,35,88,56,11,100,15,5,39,26,6,61,20,1,34,26,2,38,47,20,71,82,13,98,54,34,84,83,47,95,80,31,89,81,26,89,90,71,96,"NORTH EAST ISD",76,13,97,41,25,75,67,32,89,63,20,77,70,18,81,81,56,94,57,6,89,31,17,66,59,26,83,52,15,68,63,15,75,75,50,91,-1,-1,-1,41,26,74,65,30,93,43,17,67,63,10,77,58,46,82
"'015911",-1,-1,-1,9,3,31,33,5,64,17,1,36,14,2,26,22,4,55,.,.,.,17,0,67,75,13,94,67,0,78,64,0,91,55,55,82,-1,-1,-1,33,17,83,88,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,3,92,9,2,40,37,10,73,28,3,47,42,4,58,54,29,81,20,0,100,9,1,36,28,5,73,22,2,43,31,4,51,51,30,83,43,3,86,7,1,36,26,6,66,20,1,41,32,2,52,50,23,80,50,1,91,10,2,43,39,9,74,34,4,56,50,5,67,50,21,80,50,2,93,9,2,39,34,7,70,25,2,45,40,3,57,52,25,79,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,8,2,29,24,3,58,8,0,27,10,0,23,21,2,53,53,4,94,8,2,37,35,10,73,22,1,40,34,3,51,58,35,81,14,0,64,6,1,30,22,3,61,14,0,32,24,1,44,37,12,72,.,.,.,6,1,29,11,3,28,9,0,17,22,3,30,26,6,47,59,4,89,11,3,43,53,23,89,46,5,67,54,8,70,69,44,92,"EAST CENTRAL ISD",53,3,93,11,2,42,40,10,75,29,3,48,44,4,60,58,30,82,25,0,88,6,1,36,30,7,69,24,2,46,34,3,51,44,24,78,.,.,.,6,0,25,37,16,79,32,0,53,14,0,43,17,17,67
"'015912",0,0,27,26,15,48,26,5,59,23,1,41,23,0,39,34,10,65,40,0,80,-1,-1,-1,63,13,88,57,14,71,43,7,71,50,17,67,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,20,100,83,33,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,17,0,65,28,14,50,38,9,69,35,4,54,41,3,57,57,27,82,36,0,86,31,8,46,27,9,58,29,11,57,39,4,50,55,24,85,14,0,63,21,9,44,33,7,65,31,3,50,37,3,53,54,25,80,15,0,63,31,15,51,38,9,71,39,5,58,46,4,62,51,23,79,15,0,64,27,14,50,37,9,69,35,4,53,41,3,56,56,27,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,0,0,40,10,2,29,16,1,46,8,0,28,12,0,24,24,7,56,20,0,68,26,13,49,37,10,66,32,3,50,37,3,52,62,30,86,7,0,47,9,3,26,22,3,58,20,1,40,27,1,44,42,15,75,7,0,14,30,5,35,19,3,44,15,1,25,17,3,21,29,11,55,35,0,80,50,18,55,52,24,74,44,8,60,58,9,73,60,33,83,"SOUTHWEST ISD",17,0,65,34,19,58,39,10,71,38,4,58,42,3,59,58,28,84,27,0,77,17,5,36,34,8,63,27,5,44,38,4,51,51,21,75,.,.,.,33,17,50,38,0,69,36,0,64,18,0,47,83,17,100
