DISTRICT,D20GJ19R,D20GJ20R,D20GUA19R,D20GUA20R,D20GY19R,D20GY20R,D20GZ19R,D20GZ20R,D30GJ19R,D30GJ20R,D30GUA19R,D30GUA20R,D30GY19R,D30GY20R,D30GZ19R,D30GZ20R,D40GJ19R,D40GJ20R,D40GUA19R,D40GUA20R,D40GY19R,D40GY20R,D40GZ19R,D40GZ20R,DA0GJ19R,DA0GJ20R,DA0GUA19R,DA0GUA20R,DA0GY19R,DA0GY20R,DA0GZ19R,DA0GZ20R,DB0GJ19R,DB0GJ20R,DB0GUA19R,DB0GUA20R,DB0GY19R,DB0GY20R,DB0GZ19R,DB0GZ20R,DE0GJ19R,DE0GJ20R,DE0GUA19R,DE0GUA20R,DE0GY19R,DE0GY20R,DE0GZ19R,DE0GZ20R,DF0GJ19R,DF0GJ20R,DF0GUA19R,DF0GUA20R,DF0GY19R,DF0GY20R,DF0GZ19R,DF0GZ20R,DH0GJ19R,DH0GJ20R,DH0GUA19R,DH0GUA20R,DH0GY19R,DH0GY20R,DH0GZ19R,DH0GZ20R,DI0GJ19R,DI0GJ20R,DI0GUA19R,DI0GUA20R,DI0GY19R,DI0GY20R,DI0GZ19R,DI0GZ20R,DISTNAME,DL0GJ19R,DL0GJ20R,DL0GUA19R,DL0GUA20R,DL0GY19R,DL0GY20R,DL0GZ19R,DL0GZ20R,DM0GJ19R,DM0GJ20R,DM0GUA19R,DM0GUA20R,DM0GY19R,DM0GY20R,DM0GZ19R,DM0GZ20R,DR0GJ19R,DR0GJ20R,DR0GUA19R,DR0GUA20R,DR0GY19R,DR0GY20R,DR0GZ19R,DR0GZ20R,DS0GJ19R,DS0GJ20R,DS0GUA19R,DS0GUA20R,DS0GY19R,DS0GY20R,DS0GZ19R,DS0GZ20R,DW0GJ19R,DW0GJ20R,DW0GUA19R,DW0GUA20R,DW0GY19R,DW0GY20R,DW0GZ19R,DW0GZ20R
"'027903",-1,0,-1,20,-1,20,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,21.8,25.2,9.5,10.8,0,0,-1,.,-1,.,-1,.,-1,.,0,0,12.8,16.2,8.1,8.1,0,0,0,0,32.4,33.6,12.4,14,0,0,0,0,8.6,7.2,7.1,4.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"BURNET CISD",0,0,0,0,0,0,0,0,0,0,13.8,17.4,7.2,7.8,0,0,0,0,6.7,6.7,1.5,1,0,0,0,0,0,4,0,4,0,0,0,0,28.2,34.5,10.4,13.8,0,0
"'027904",-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,21,22.9,19.1,17.8,0,0,0,0,0,11.1,0,0,0,0,0,0,9.4,12.5,11.8,12,0,0,0,0,24.4,30.1,21,23.3,0,0,0,0,5.8,12.8,14.9,14.9,0,0,.,.,.,.,.,.,.,.,"MARBLE FALLS ISD",0,0,0,0,7.7,4.8,0,0,0,0,18.2,15.2,17.6,11.9,0,0,0,0,8.7,8.3,7.8,5.3,0,0,0,0,2.9,0,0,3.2,0,0,0,0,35.6,33.5,23.7,22.6,0,0
"'028902",0,0,40,0,20,28.6,0,0,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,21.7,16.8,11.2,13,6.2,5.3,0,0,8.3,7.7,0,0,4.2,0,0,0,15.4,10,8.5,9,4.9,3.2,0,0,27.5,23.2,14.4,16.4,7.2,8.2,0,0,20,15.8,9.6,10.7,7.5,5.5,-1,-1,-1,-1,-1,-1,-1,-1,"LOCKHART ISD",0,0,2.4,5.8,9.5,9.6,2.4,3.8,0,0,14.5,8.9,7.3,8.9,5,1.7,0,0,7.8,2.9,5.6,6.3,3.4,1.7,0,0,0,0,0,1.9,0,0,0,0,31,23.5,19.5,22.4,3.4,5.9
"'028903",-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,28,22.6,1.1,4.8,0,14.3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,16.4,19.6,0,3.6,0,14.3,0,0,31.3,32.4,0,8.1,0,18.9,0,0,23.1,19.4,0,3.2,0,14.5,.,-1,.,-1,.,-1,.,-1,"LULING ISD",0,0,0,0,0,16.7,0,0,0,0,24.4,14.9,2.2,2.1,0,10.6,0,0,2.1,2.9,0,2.9,0,5.7,0,0,0,0,0,0,0,0,0,0,37.5,41.2,4.2,5.9,0,17.6
"'028906",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,50,25,0,8.3,0,0,.,-1,.,-1,.,-1,.,-1,0,0,50,10,0,0,0,0,-1,0,-1,22.2,-1,11.1,-1,0,0,0,66.7,42.9,0,14.3,0,0,.,.,.,.,.,.,.,.,"PRAIRIE LEA ISD",.,.,.,.,.,.,.,.,0,-1,66.7,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'029901",-1,0,-1,20,-1,0,-1,0,0,0,10,23.5,0,47.1,0,0,.,.,.,.,.,.,.,.,0,0,7.8,16.7,3.5,6.2,0,0,0,-1,20,-1,0,-1,0,-1,0,0,5.1,2.3,3.2,3.1,0,0,0,0,10.2,20,3.9,10.3,0,0,0,0,3.6,12.1,4.2,4.7,0,0,-1,.,-1,.,-1,.,-1,.,"CALHOUN COUNTY ISD",0,0,0,0,15.4,5.9,0,0,0,0,5.5,13.8,3.1,2.5,0,0,0,0,1.8,1.6,2.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,16.4,25.6,2.7,2.2,0,0
"'030901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,41.7,36.4,0,0,0,0,.,.,.,.,.,.,.,.,0,0,27.3,21.4,0,0,0,0,0,0,50,40,0,0,0,0,0,-1,20,-1,0,-1,0,-1,.,-1,.,-1,.,-1,.,-1,"CROSS PLAINS ISD",.,-1,.,-1,.,-1,.,-1,0,0,35.7,33.3,0,0,0,0,0,0,7.7,22.2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,47.4,41.2,0,0,0,0
"'030902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,32.5,23.4,2.4,5.6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,16.7,7.3,0,4.9,0,0,0,0,31,33.3,0,9.8,0,0,0,0,60,11.1,0,0,0,0,.,.,.,.,.,.,.,.,"CLYDE CISD",.,-1,.,-1,.,-1,.,-1,0,0,34.1,14.3,4.9,1.8,0,0,0,0,8.7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,26.2,2.7,7.1,0,0
"'030903",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,33.3,45.5,0,0,0,0,.,.,.,.,.,.,.,.,0,0,23.1,33.3,0,0,0,0,0,0,37.5,16.7,0,0,0,0,-1,0,-1,40,-1,0,-1,0,.,.,.,.,.,.,.,.,"BAIRD ISD",.,.,.,.,.,.,.,.,0,0,30.8,56.3,0,0,0,0,0,0,8.3,25,0,0,0,0,-1,0,-1,16.7,-1,0,-1,0,0,0,33.3,47.1,0,0,0,0
"'030906",.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,26.5,12.9,0,0,0,0,.,.,.,.,.,.,.,.,0,0,11.1,0,0,0,0,0,0,0,33.3,23.1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"EULA ISD",.,.,.,.,.,.,.,.,0,0,18.8,5.6,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,23.3,16,0,0,0,0
"'031901",-1,.,-1,.,-1,.,-1,.,0,-1,75,-1,37.5,-1,0,-1,.,-1,.,-1,.,-1,.,-1,0,1,23.7,26.6,19.9,20.9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1.1,20.8,24.1,18.6,20.9,0,0,0,1.2,28.7,31.5,24.6,24.7,0,0,0,1,23.5,26.5,19.8,20.9,0,0,-1,.,-1,.,-1,.,-1,.,"BROWNSVILLE ISD",0,0,6.3,3.3,31.4,35.5,0,0,0,0.8,18.6,21.7,15.2,17.1,0,0,0,0.3,13.5,14.7,15,18.6,0,0,0,0,1.7,4.3,1,0,0,0,0,0,50,22.2,33.3,11.1,0,0
"'031903",-1,0,-1,25,-1,25,-1,0,0,0,0,30,57.1,30,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,22,25.9,16.9,14.4,0,0,0,0,33.3,40,16.7,0,0,0,0,0,15.6,19.9,11.4,10.6,0,0,0,0,25.1,28.5,20.1,18.7,0,0,0,0,20.8,25.8,15.1,13.8,0,0,.,-1,.,-1,.,-1,.,-1,"HARLINGEN CISD",0,0,1.9,1.1,18.9,23.1,0,0,0,0,18.8,23.3,13.6,10.4,0,0,0,0,6.4,9.1,4.4,6.9,0,0,0,0,1.6,1.7,1.6,4.1,0,0,0,0,37,26.7,35.8,22.7,0,0
"'031905",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,16.8,17.6,20.2,15.6,0,0,.,.,.,.,.,.,.,.,0,0,14.4,15.7,19.1,15.2,0,0,0,0,19.5,21.6,22.1,20.8,0,0,0,0,16.1,16.9,19.2,15.7,0,0,.,.,.,.,.,.,.,.,"LA FERIA ISD",0,0,0,0,22.2,27.8,0,0,0,0,14.4,13.9,18.4,10.9,0,0,0,0,1.3,3.5,7.8,8.1,0,0,0,0,0,0,0,0,0,0,0,0,27.3,37.5,45.5,12.5,0,0
"'031906",-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,0,0,33.2,30.2,13.2,14.7,0,0,0,-1,20,-1,20,-1,0,-1,0,0,29.3,26.2,11.4,13.8,0,0,0,0,39.2,35.2,13.7,18.6,0,0,0,0,33.5,29.9,12.9,14.6,0,0,-1,.,-1,.,-1,.,-1,.,"LOS FRESNOS CISD",0,0,12.5,1.7,27.1,13.8,0,0,0,0,27.1,26,12.7,11.4,0,0,0,0,11.1,7.4,7,5.3,0,0,0,0,1.3,7.1,1.3,0,0,0,0,0,20,31.8,20,9.1,0,0
"'031909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,56.5,49.3,34.7,31.5,23.1,14.4,.,.,.,.,.,.,.,.,0,0,51.8,48.2,36.8,31.6,21.1,10.5,0,0,64.8,51.9,39.4,33.8,25.4,11.7,0,0,55.9,48.1,35.3,32.3,22.8,14.3,-1,.,-1,.,-1,.,-1,.,"POINT ISABEL ISD",0,0,15.8,0,36.8,31.6,0,0,0,0,48.7,46.4,30.3,29,21.1,17.4,0,0,50.8,42.5,33.3,30.8,17.5,9.2,0,0,0,0,0,0,0,0,0,0,60,61.5,30,23.1,30,15.4
"'031911",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,44.9,30,5.8,8.6,0,0,.,.,.,.,.,.,.,.,0,0,46.3,27.3,6.5,10,0,0,0,0,56.3,38,6.3,9.9,0,0,0,0,45.6,28.7,5.9,8.8,0,0,.,-1,.,-1,.,-1,.,-1,"RIO HONDO ISD",-1,0,-1,0,-1,0,-1,0,0,0,35.1,21.7,5.4,7.2,0,0,0,0,20.3,17.1,2.9,4.9,0,0,0,0,10,5.6,0,5.6,0,0,-1,-1,-1,-1,-1,-1,-1,-1
"'031912",-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,22.2,20,12.2,9.9,0,0,-1,.,-1,.,-1,.,-1,.,0,0,18.2,17.8,11.3,10.1,0,0,0,0,21.1,24.4,15.3,13.2,0,0,0,0,22.3,20.2,11.9,10,0,0,.,.,.,.,.,.,.,.,"SAN BENITO CISD",0,0,10.3,3,13.2,6,0,0,0,0,23.2,15.1,9.1,6.3,0,0,0,0,9.8,4.5,6.4,5.9,0,0,0,0,0,2,0,2,0,0,0,-1,16.7,-1,50,-1,0,-1
"'031913",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,14.3,21,0,0,0,0,.,.,.,.,.,.,.,.,0,0,15.4,21.7,0,0,0,0,0,0,20.8,31,0,0,0,0,0,0,14.3,21.3,0,0,0,0,.,.,.,.,.,.,.,.,"SANTA MARIA ISD",0,0,0,9.1,0,0,0,0,0,0,5.6,12.1,0,0,0,0,0,0,0,4,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1
"'031914",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,34.1,32.3,15.9,13.8,0,0,.,-1,.,-1,.,-1,.,-1,0,0,32.8,26.5,19.4,16.3,0,0,0,0,44.4,48.4,20,22.6,0,0,0,0,34.1,33.3,15.9,14.3,0,0,.,.,.,.,.,.,.,.,"SANTA ROSA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,21.6,17.6,10.8,5.9,0,0,0,0,14.8,0,14.8,0,0,0,0,-1,0,-1,20,-1,0,-1,.,-1,.,-1,.,-1,.,-1
"'031916",0,-1,83.3,-1,66.7,-1,16.7,-1,0,0,80.6,86.3,74.2,78.4,0,0,.,.,.,.,.,.,.,.,0.5,1.3,57.3,63.3,66.8,68.9,1.1,0.2,0,-1,100,-1,66.7,-1,0,-1,0.3,1.6,55.5,59.4,63.9,67.3,0.8,0,0.5,1.1,54,64.3,68.8,71.2,1.3,0.3,0.6,1.4,53.7,60.4,65.7,67.4,1.1,0.2,.,.,.,.,.,.,.,.,"SOUTH TEXAS ISD",-1,0,-1,25,-1,87.5,-1,0,0.4,1.5,62,62.1,63.9,65.8,0.8,0,0,0,22,34.2,49.6,48.3,0,0,0,0,8.3,12.5,16.7,25,0,0,0,0,58.8,78.3,70.6,78.3,0,0
"'032902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,24,23.6,3.4,4.6,0,0,0,0,28.6,9.4,0,0,0,0,0,0,18.7,14.5,2.8,3.2,0,0,0,0,34.4,30.3,6.3,9,0,0,0,0,22.6,18.2,1.9,4.5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"PITTSBURG ISD",0,0,0,0,0,0,0,0,0,0,15.9,16.5,1.2,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,32.4,5.1,7,0,0
"'033901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,60,76.9,0,0,0,0,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,0,0,71.4,100,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"GROOM ISD",.,.,.,.,.,.,.,.,0,0,50,57.1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,64.3,75,0,0,0,0
"'033902",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,52.7,69,1.8,0,0,0,-1,.,-1,.,-1,.,-1,.,0,0,25,27.3,0,0,0,0,0,0,52.2,70,0,0,0,0,0,-1,37.5,-1,0,-1,0,-1,-1,.,-1,.,-1,.,-1,.,"PANHANDLE ISD",.,.,.,.,.,.,.,.,0,0,53.1,67.9,3.1,0,0,0,0,0,11.8,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5,70.4,2.3,0,0,0
"'033904",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,71.4,65,0,0,0,0,.,.,.,.,.,.,.,.,-1,0,-1,20,-1,0,-1,0,0,0,71.4,72.7,0,0,0,0,0,.,60,.,0,.,0,.,.,.,.,.,.,.,.,.,"WHITE DEER ISD",.,.,.,.,.,.,.,.,0,0,71.4,55.6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,77.8,63.2,0,0,0,0
"'034901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0.8,50.9,55.4,0,0,0,0,0,2.3,33.3,37.2,0,0,0,0,0,1.6,32.2,39.7,0,0,0,0,0,1.8,53.7,58.2,0,0,0,0,0,0,33.3,42.9,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"ATLANTA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,48.2,53,0,0,0,0,0,0,21.9,35.9,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,66.1,66.7,0,0,0,0
"'034902",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,57.1,46.2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,50,0,0,0,0,-1,0,-1,33.3,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"AVINGER ISD",.,.,.,.,.,.,.,.,-1,0,-1,57.1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,0,-1,57.1,-1,0,-1,0
"'034903",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1.4,24.7,19.7,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,15,14.3,0,0,0,0,0,2.9,25,23.5,0,0,0,0,0,0,0,0,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"HUGHES SPRINGS ISD",.,.,.,.,.,.,.,.,0,0,24.3,16.2,0,0,0,0,0,0,3.2,4.5,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,1.9,29.9,25.9,0,0,0,0
"'034905",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,45.5,45.6,0,0,0,0,0,0,55.6,50,0,0,0,0,0,0,30.4,34.5,0,0,0,0,0,0,48,60,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"LINDEN-KILDARE CISD",-1,.,-1,.,-1,.,-1,.,0,0,42.1,34.4,0,0,0,0,0,0,14.3,16.7,0,0,0,0,-1,0,-1,14.3,-1,0,-1,0,0,0,41.4,43.8,0,0,0,0
"'034906",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.3,0,56.5,36,0,0,0,0,.,.,.,.,.,.,.,.,0,0,45.5,50,0,0,0,0,0,0,53.8,55.6,0,0,0,0,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,"MCLEOD ISD",.,.,.,.,.,.,.,.,10,0,60,25,0,0,0,0,0,0,16.7,25,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,4.5,0,59.1,33.3,0,0,0,0
"'034907",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,49.4,40.6,0,0,0,0,0,0,33.3,14.3,0,0,0,0,0,0,31.6,24.3,0,0,0,0,0,0,50,65.4,0,0,0,0,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,"QUEEN CITY ISD",.,.,.,.,.,.,.,.,0,0,48.8,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,52.9,44.8,0,0,0,0
"'034909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,47.1,33.3,0,0,0,0,.,.,.,.,.,.,.,.,0,0,45.5,28.6,0,0,0,0,0,0,57.1,45.5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,"BLOOMBURG ISD",.,.,.,.,.,.,.,.,0,0,40,14.3,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,43.8,33.3,0,0,0,0
"'035901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,31.3,1.4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,25,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,0,25.9,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"DIMMITT ISD",0,0,0,0,0,0,0,0,0,0,0,37.5,2.9,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,75,12.5,0,0,0
"'035902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,33.3,40,0,0,0,0,.,.,.,.,.,.,.,.,0,0,33.3,37.5,0,0,0,0,0,-1,42.9,-1,0,-1,0,-1,0,0,33.3,33.3,0,0,0,0,.,.,.,.,.,.,.,.,"HART ISD",.,-1,.,-1,.,-1,.,-1,0,0,20,42.9,0,0,0,0,0,0,0,14.3,0,0,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1
"'035903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,71.4,76.9,0,0,0,0,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,76.9,87.5,0,0,0,0,0,-1,40,-1,0,-1,0,-1,-1,.,-1,.,-1,.,-1,.,"NAZARETH ISD",.,.,.,.,.,.,.,.,0,0,62.5,60,0,0,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,86.7,100,0,0,0,0
"'036901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,28.9,36.4,3.9,2.6,0,0,0,-1,9.1,-1,0,-1,0,-1,0,0,18.9,16.7,2.7,0,0,0,0,0,35.3,51.1,2.9,4.4,0,0,0,0,33.3,48.1,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"ANAHUAC ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,23.8,15.6,4.8,0,0,0,0,0,17.9,9.5,3.6,0,0,0,0,0,0,11.1,0,0,0,0,0,0,33.3,35,4.8,2.5,0,0
"'036902",0,0,50,42.9,20,14.3,0,0,0,0,20,14.3,60,57.1,0,0,.,-1,.,-1,.,-1,.,-1,0,0,38.6,42.2,28.5,23.2,1.7,0.8,0,0,33.3,40,40,13.3,0,0,0,0,22.4,30.7,20.7,22.7,0,0,0,0,40.8,51.3,34.9,27.9,1.3,0,0,0,28.9,38.3,31.6,27.1,3.9,0.9,-1,-1,-1,-1,-1,-1,-1,-1,"BARBERS HILL ISD",-1,0,-1,0,-1,14.3,-1,0,0,0,36.9,35.6,23.6,19.9,2,1.4,0,0,8.8,13.9,1.5,6.9,0,0,0,0,0,4.8,0,4.8,0,0,0,0,41.9,45.3,26.6,21.6,1.2,0.9
"'036903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,17.2,23,0,0,0,0,0,0,28.6,9.1,0,0,0,0,0,0,10.8,14.8,0,0,0,0,0,0,18.4,33.3,0,0,0,0,0,0,11.8,10.8,0,0,0,0,.,.,.,.,.,.,.,.,"EAST CHAMBERS ISD",-1,0,-1,0,-1,0,-1,0,0,0,16,11.3,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,35,0,0,0,0
"'037901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,"ALTO ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0
"'037904",0,0,33.3,60,0,20,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,0,0.3,37.9,31.8,9.7,13.4,1.1,9.7,0,0,17.5,16.1,0,0,0,1.8,0,0.4,30.5,26.6,7.5,13.5,1.1,9.3,0,0.6,43.5,38.3,9.9,15.4,0,8.6,0,0,31.6,30.1,9.6,17,0.7,11.9,.,0,.,20,.,20,.,20,"JACKSONVILLE ISD",0,0,0,3.1,7.1,21.9,0,3.1,0,0,32.6,24,9.4,11,2.2,11,0,0,8.7,11.3,1,12.1,1,3.2,0,0,3.4,4,0,0,0,0,0,1.3,59,44.2,14.5,11.7,2.4,6.5
"'037907",-1,0,-1,40,-1,0,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,27.1,31.3,0,2.1,0,0,0,0,16.7,9.5,0,0,0,0,0,0,19,21.1,0,0,0,0,0,0,37.5,40.2,0,3.7,0,0,0,0,25,16.7,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"RUSK ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,16.2,19.4,0,0,0,0,0,0,2.8,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,38.7,0,3.2,0,0
"'037908",-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,15.8,32.5,52.6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,16.7,31.6,55.6,0,0,0,0,0,11.8,26.7,52.9,0,0,0,0,0,18.5,32.3,59.3,0,0,0,0,.,.,.,.,.,.,.,.,"NEW SUMMERFIELD ISD",0,0,14.3,0,0,0,0,0,0,19,36,52.4,0,0,0,0,0,7.1,18.8,42.9,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,50,28.6,0,0,0,0
"'037909",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,44.4,40,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,23.1,37.5,0,0,0,0,0,0,66.7,41.7,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"WELLS ISD",.,.,.,.,.,.,.,.,0,-1,26.7,-1,0,-1,0,-1,0,0,25,14.3,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,50,36.4,0,0,0,0
"'038901",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,42.3,46.2,0,1.1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,23.7,50,0,0,0,0,0,0,54.3,59.1,0,2.3,0,0,0,0,25.7,48.7,0,2.6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"CHILDRESS ISD",-1,.,-1,.,-1,.,-1,.,0,0,32.6,34,0,0,0,0,0,0,16.7,0,0,3.2,0,0,0,0,0,10,0,0,0,0,0,0,59,47.8,0,0,0,0
