DISTRICT,D20GJ19R,D20GJ20R,D20GUA19R,D20GUA20R,D20GY19R,D20GY20R,D20GZ19R,D20GZ20R,D30GJ19R,D30GJ20R,D30GUA19R,D30GUA20R,D30GY19R,D30GY20R,D30GZ19R,D30GZ20R,D40GJ19R,D40GJ20R,D40GUA19R,D40GUA20R,D40GY19R,D40GY20R,D40GZ19R,D40GZ20R,DA0GJ19R,DA0GJ20R,DA0GUA19R,DA0GUA20R,DA0GY19R,DA0GY20R,DA0GZ19R,DA0GZ20R,DB0GJ19R,DB0GJ20R,DB0GUA19R,DB0GUA20R,DB0GY19R,DB0GY20R,DB0GZ19R,DB0GZ20R,DE0GJ19R,DE0GJ20R,DE0GUA19R,DE0GUA20R,DE0GY19R,DE0GY20R,DE0GZ19R,DE0GZ20R,DF0GJ19R,DF0GJ20R,DF0GUA19R,DF0GUA20R,DF0GY19R,DF0GY20R,DF0GZ19R,DF0GZ20R,DH0GJ19R,DH0GJ20R,DH0GUA19R,DH0GUA20R,DH0GY19R,DH0GY20R,DH0GZ19R,DH0GZ20R,DI0GJ19R,DI0GJ20R,DI0GUA19R,DI0GUA20R,DI0GY19R,DI0GY20R,DI0GZ19R,DI0GZ20R,DISTNAME,DL0GJ19R,DL0GJ20R,DL0GUA19R,DL0GUA20R,DL0GY19R,DL0GY20R,DL0GZ19R,DL0GZ20R,DM0GJ19R,DM0GJ20R,DM0GUA19R,DM0GUA20R,DM0GY19R,DM0GY20R,DM0GZ19R,DM0GZ20R,DR0GJ19R,DR0GJ20R,DR0GUA19R,DR0GUA20R,DR0GY19R,DR0GY20R,DR0GZ19R,DR0GZ20R,DS0GJ19R,DS0GJ20R,DS0GUA19R,DS0GUA20R,DS0GY19R,DS0GY20R,DS0GZ19R,DS0GZ20R,DW0GJ19R,DW0GJ20R,DW0GUA19R,DW0GUA20R,DW0GY19R,DW0GY20R,DW0GZ19R,DW0GZ20R
"'133905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DIVIDE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'134901",.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,29.4,40,7.8,12.5,0,0,.,.,.,.,.,.,.,.,0,0,15.4,21.1,0,0,0,0,0,0,52.4,52.4,9.5,9.5,0,0,0,0,15,35.7,0,7.1,0,0,.,.,.,.,.,.,.,.,"JUNCTION ISD",-1,.,-1,.,-1,.,-1,.,0,0,13.3,26.3,6.7,15.8,0,0,0,0,10,0,10,0,0,0,0,0,18.2,0,9.1,0,0,0,0,0,36.7,42.3,13.3,15.4,0,0
"'135001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,83.3,85.7,0,0,0,0,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,80,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"GUTHRIE CSD",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,100,100,0,0,0,0
"'136901",.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,4.1,63.9,55.1,11.1,12.2,0,0,.,.,.,.,.,.,.,.,0,5.3,52.6,36.8,10.5,5.3,0,0,0,0,76.2,61.1,0,11.1,0,0,0,3.1,63.6,43.8,4.5,3.1,0,0,.,.,.,.,.,.,.,.,"BRACKETT ISD",-1,.,-1,.,-1,.,-1,.,0,6.5,46.7,51.6,26.7,12.9,0,0,0,0,33.3,9.1,6.7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,6.7,64.3,80,21.4,33.3,0,0
"'137901",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0.5,0.5,11.9,12.1,4.5,1,0,0,0,0,28.6,0,0,0,0,0,0.9,0,9.8,9.5,0.9,0.8,0,0,1.1,0.9,18.5,12.7,7.6,0.9,0,0,0.6,0,10.9,12.4,3.4,1.1,0,0,.,.,.,.,.,.,.,.,"KINGSVILLE ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,6.4,11.5,1.8,1,0,0,0,0,1.1,8,1.1,0,0,0,0,0,4.5,15.4,0,0,0,0,0,7.1,11.1,14.3,11.1,0,0,0
"'137902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICARDO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'137903",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,9.8,17.5,68.3,65,0,0,0,0,.,.,.,.,.,.,.,.,4.5,3.8,54.5,50,0,0,0,0,17.4,25,69.6,70.8,0,0,0,0,8.6,12.5,65.7,56.3,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"RIVIERA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,6.3,66.7,56.3,0,0,0,0,0,0,50,41.2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.5,-1,100,-1,0,-1,0
"'137904",.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,56.7,66.3,14.4,7.6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,40.9,58.6,11.4,6.9,0,0,0,0,60.4,82.6,8.3,8.7,0,0,0,0,54.8,62.9,12.3,6.5,0,0,.,.,.,.,.,.,.,.,"SANTA GERTRUDIS ISD",.,.,.,.,.,.,.,.,0,0,53.1,50,20.4,6.5,0,0,0,0,33.3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,60,78.3,25,13,0,0
"'138902",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,42.1,36.8,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,25,16.7,0,0,0,0,0,0,33.3,25,0,0,0,0,0,0,25,33.3,0,0,0,0,.,.,.,.,.,.,.,.,"KNOX CITY-O'BRIEN CISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,45.5,0,0,0,0,0,0,0,12.5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,62.5,50,0,0,0,0
"'138903",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,15.4,21.7,0,0,0,0,-1,.,-1,.,-1,.,-1,.,0,0,6.7,7.7,0,0,0,0,0,0,30.8,41.7,0,0,0,0,0,0,9.1,9.1,0,0,0,0,.,.,.,.,.,.,.,.,"MUNDAY CISD",.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,23.1,36.4,0,0,0,0
"'138904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,100,62.5,0,0,0,0,.,.,.,.,.,.,.,.,0,0,100,60,0,0,0,0,0,0,100,60,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"BENJAMIN ISD",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,0,-1,60,-1,0,-1,0
"'139905",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.6,2.6,51.6,60.5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,3,26.7,48.5,0,0,0,0,0,0,52.9,61,0,0,0,0,0,0,20,60,0,0,0,0,.,-1,.,-1,.,-1,.,-1,"CHISUM ISD",-1,.,-1,.,-1,.,-1,.,3.3,5.7,50,60,0,0,0,0,0,0,12.5,37.5,0,0,0,0,0,-1,0,-1,0,-1,0,-1,1.8,3.1,55.4,64.6,0,0,0,0
"'139909",0,0,42.9,66.7,0,33.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0,45.4,40.2,18,17.1,0,0,0,0,40.3,25,8.1,2.3,0,0,0,0,36.9,27.5,9.2,7.2,0,0,0,0,52.9,41.5,20.7,17.7,0,0,0,0,45.7,46.3,15.2,17.1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"PARIS ISD",-1,0,-1,0,-1,0,-1,0,0,0,39.3,38.8,15.9,16.4,0,0,0,0,9.7,7.8,3.2,2.6,0,0,0,0,5.9,2.7,0,0,0,0,0,0,47.9,47.7,26,27.1,0,0
"'139911",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,0,0.6,38.4,36.4,7.9,6.9,0,0,0,0,9.1,25,9.1,0,0,0,0,0,24.7,16.4,1.4,3,0,0,0,1.3,45.1,41.3,9.9,8.8,0,0,0,0,38.9,14.3,5.6,0,0,0,-1,16.7,-1,50,-1,0,-1,0,"NORTH LAMAR ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,34,32.3,6.6,5.4,0,0,0,0,18.8,9.5,1.6,0,0,0,0,0,3.8,0,0,0,0,0,0,0,41.6,38.4,8,6.5,0,0
"'139912",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,2.6,42.3,47.4,0,0,0,0,.,.,.,.,.,.,.,.,0,0,28.2,23.1,0,0,0,0,0,2.3,45,60.5,0,0,0,0,0,0,40,20,0,0,0,0,.,.,.,.,.,.,.,.,"PRAIRILAND ISD",.,.,.,.,.,.,.,.,0,2.9,39.5,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,1.4,44.3,47.9,0,0,0,0
"'140901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,7.1,0,7.1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,8.3,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,9.1,0,0,0,.,.,.,.,.,.,.,.,"AMHERST ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,16.7,0,16.7,0,0,0,0,-1,0,-1,12.5,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.
"'140904",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.3,1.2,11.8,10.8,3.9,2.4,0,0,0,-1,0,-1,0,-1,0,-1,0,0,8,5.5,4,1.8,0,0,0,2.4,15.6,17.1,4.4,2.4,0,0,1.9,1.6,11.1,6.6,5.6,1.6,0,0,.,.,.,.,.,.,.,.,"LITTLEFIELD ISD",-1,-1,-1,-1,-1,-1,-1,-1,3.2,0,6.5,4.8,3.2,2.4,0,0,0,2.6,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,27.8,0,5.6,0,0
"'140905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.2,4.3,41.3,51.1,0,0,0,0,.,.,.,.,.,.,.,.,2.9,7.1,37.1,46.4,0,0,0,0,3.4,8.3,41.4,45.8,0,0,0,0,2.6,5.7,36.8,48.6,0,0,0,0,.,.,.,.,.,.,.,.,"OLTON ISD",-1,0,-1,28.6,-1,0,-1,0,0,0,41.2,56.5,0,0,0,0,0,0,14.3,20,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,62.5,58.3,0,0,0,0
"'140907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,8.7,36.4,47.8,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,5.6,18.8,38.9,0,0,0,0,0,25,50,50,0,0,0,0,0,0,26.7,30.8,0,0,0,0,.,.,.,.,.,.,.,.,"SPRINGLAKE-EARTH ISD",.,-1,.,-1,.,-1,.,-1,0,0,20,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,22.2,50,66.7,0,0,0,0
"'140908",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,52.2,36.8,0,0,0,0,.,.,.,.,.,.,.,.,0,0,50,35.7,0,0,0,0,0,0,53.3,44.4,0,0,0,0,0,0,36.4,12.5,0,0,0,0,.,.,.,.,.,.,.,.,"SUDAN ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,30,0,0,0,0,0,0,0,7.7,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,63.6,78.6,0,0,0,0
"'141901",0,0,0,28.6,16.7,14.3,0,0,0,.,0,.,20,.,0,.,-1,-1,-1,-1,-1,-1,-1,-1,0,0,13.9,20.4,13.1,12.9,0,0,0,-1,20,-1,0,-1,0,-1,0,0,7.6,2,6.7,2,0,0,0,0,20.7,25.9,19.8,11.2,0,0,0,0,10.4,14.3,9,10.7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"LAMPASAS ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,7.3,15.3,6.5,14.5,0,0,0,0,2.7,1.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,22.5,15.2,14.4,0,0
"'141902",.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,35.3,37.5,0,0,0,0,-1,.,-1,.,-1,.,-1,.,0,0,25,44.4,0,0,0,0,0,0,42.9,54.5,0,0,0,0,0,0,33.3,20,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"LOMETA ISD",-1,.,-1,.,-1,.,-1,.,0,0,30,0,0,0,0,0,0,0,0,20,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,44.4,44.4,0,0,0,0
"'142901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,60.4,48.2,3.3,2.4,0,0,.,.,.,.,.,.,.,.,0,0,56,46.1,2.7,1.3,0,0,0,0,57.4,50,6.4,4.3,0,0,0,0,60.2,47.5,3.4,1.3,0,0,.,.,.,.,.,.,.,.,"COTULLA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,63.6,46.2,0,0,0,0,0,0,54.7,36.2,0,0,0,0,0,0,38.5,20,0,0,0,0,-1,0,-1,60,-1,20,-1,0
"'143901",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,21.3,32.1,12.4,11.9,0,17.9,0,0,0,18.2,0,0,0,18.2,0,0,11.8,10,2.9,5,0,5,0,0,33.3,45,20.8,15,0,20,0,0,6.3,16.7,0,0,0,16.7,.,-1,.,-1,.,-1,.,-1,"HALLETTSVILLE ISD",.,.,.,.,.,.,.,.,0,0,7.3,20.5,2.4,9.1,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34.8,15.9,15.2,0,18.2
"'143902",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,8.7,28.6,4.3,4.8,0,0,.,.,.,.,.,.,.,.,0,0,0,33.3,0,0,0,0,0,0,14.3,33.3,7.1,0,0,0,0,0,0,12.5,0,0,0,0,.,.,.,.,.,.,.,.,"MOULTON ISD",.,-1,.,-1,.,-1,.,-1,0,0,0,25,0,8.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,16.7,33.3,8.3,8.3,0,0
"'143903",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,29.8,28.3,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,8.3,0,0,0,0,0,0,0,29.2,44.8,0,0,0,0,0,0,0,8.3,0,0,0,0,.,.,.,.,.,.,.,.,"SHINER ISD",.,-1,.,-1,.,-1,.,-1,0,0,30.4,12.9,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,36.1,38.1,0,0,0,0
"'143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"VYSEHRAD ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'143905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SWEET HOME ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'143906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EZZELL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'144901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,15.9,8.3,12.7,15.8,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,1.5,6.8,0,0,0,0,20.3,16.7,11.9,15.2,0,0,0,0,12.3,0,9.2,7.1,0,0,.,.,.,.,.,.,.,.,"GIDDINGS ISD",0,0,0,0,0,0,0,0,0,0,11.9,0,13.4,16.4,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,5.9,0,0,0,0,0,26.7,20.8,22.2,30.2,0,0
"'144902",0,-1,50,-1,0,-1,50,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,0,0,43.3,42.7,3,13.3,37.3,33.3,0,-1,28.6,-1,0,-1,28.6,-1,0,0,11.1,38.7,3.7,6.5,14.8,25.8,0,0,48.1,52.5,3.7,20,51.9,45,0,0,21.4,30,7.1,0,14.3,20,.,.,.,.,.,.,.,.,"LEXINGTON ISD",-1,.,-1,.,-1,.,-1,.,0,0,40,31.4,2.5,5.7,27.5,20,0,0,16.7,17.4,5.6,4.3,11.1,8.7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,52.5,49.1,2.5,17.5,45,38.6
"'144903",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,10,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,"DIME BOX ISD",-1,.,-1,.,-1,.,-1,.,0,0,0,14.3,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1
"'145901",-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,0,0,17.4,19.4,3.5,4.8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,17,12.2,2.1,7.3,0,0,0,0,20,36,6.7,12,0,0,0,0,14,11.1,2.3,0,0,0,.,.,.,.,.,.,.,.,"BUFFALO ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,14.6,8.1,0,0,0,0,0,0,4.8,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,22.9,21.1,5.7,5.3,0,0
"'145902",-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,32.8,26.9,0,0,0,0,0,-1,18.2,-1,0,-1,0,-1,0,0,20,5,0,0,0,0,0,0,38.2,33.3,0,0,0,0,0,0,85.7,10,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"CENTERVILLE ISD",.,-1,.,-1,.,-1,.,-1,0,0,25.9,20,0,0,0,0,0,0,5.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,30.8,0,0,0,0
"'145906",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,42.6,61.1,0,0,0,0,0,-1,33.3,-1,0,-1,0,-1,0,0,40,44.4,0,0,0,0,0,0,39.3,64.7,0,0,0,0,0,0,40,60,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"NORMANGEE ISD",.,.,.,.,.,.,.,.,0,0,46.2,57.9,0,0,0,0,0,0,25,45.5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,45,64.3,0,0,0,0
"'145907",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,41.2,50,0,0,0,0,0,-1,40,-1,0,-1,0,-1,0,0,42.9,42.9,0,0,0,0,0,0,37.5,57.1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,"OAKWOOD ISD",.,.,.,.,.,.,.,.,0,0,44.4,40,0,0,0,0,0,0,14.3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,33.3,62.5,0,0,0,0
"'145911",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,0,0,28.8,56.8,0,0,0,0,-1,.,-1,.,-1,.,-1,.,0,0,8.8,57.1,0,0,0,0,0,0,33.3,58.3,0,0,0,0,0,0,23.5,66.7,0,0,0,0,.,.,.,.,.,.,.,.,"LEON ISD",0,.,0,.,0,.,0,.,0,0,25,53.8,0,0,0,0,0,0,0,28.6,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,32.4,53.6,0,0,0,0
"'146901",0,-1,66.7,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,0,0,16.5,20.8,4.4,5.5,0,0,0,0,13,14.3,4.3,3.6,0,0,0,0,13.1,20.6,3.4,6.2,0,0,0,0,22.4,27.4,6.3,8.7,0,0,0,0,10.9,19.5,4.3,6.4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"CLEVELAND ISD",0,0,0,2.2,3.8,3.4,0,0,0,0,10.3,14.3,2.4,2.4,0,0,0,0,2.3,4.7,1.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,30.7,27.9,2.7,2.9,0,0
"'146902",-1,0,-1,20,-1,0,-1,0,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,0,0,9.9,16.9,12.5,14.3,0,0,0,0,9.1,10,3,10,0,0,0,0,6.2,12.7,11.4,13.2,0,0,0,0,12.4,22,16.1,16.1,0,0,0,0,8.5,19.5,20.4,22.7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"DAYTON ISD",0,0,0,4,21.7,8,0,0,0,0,7.7,12.2,9.3,12.7,0,0,0,0,1.8,4.3,3.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,11.2,15.5,8.1,7.7,0,0
"'146903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DEVERS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'146904",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,15.7,22.8,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,10,4.5,0,0,0,0,0,0,21.4,28.6,0,0,0,0,0,0,11.8,0,0,0,0,0,-1,.,-1,.,-1,.,-1,.,"HARDIN ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,11.9,16.2,0,0,0,0,0,0,6.5,7.5,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,18.4,29,0,0,0,0
"'146905",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,35,68.6,0,0,0,0,0,.,60,.,0,.,0,.,0,0,34.6,73.7,0,0,0,0,0,0,58.8,72.7,0,0,0,0,0,0,40,80,0,0,0,0,.,.,.,.,.,.,.,.,"HULL-DAISETTA ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,17.4,66.7,0,0,0,0,0,0,27.3,50,0,0,0,0,-1,0,-1,60,-1,0,-1,0,0,0,30,65.5,0,0,0,0
"'146906",.,0,.,60,.,20,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,31.6,30.4,12,10.4,0,0,0,0,22.2,30.8,3.7,3.8,0,0,0,0,19.4,18.2,7.5,6.1,0,0,0,0,29.6,36.8,12.7,10.3,0,0,0,0,25.5,25,5.9,8.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,"LIBERTY ISD",0,0,0,0,0,0,0,0,0,0,33.9,23.9,11.3,10.4,0,0,0,0,9.1,13,3,1.4,0,0,0,0,11.1,0,0,0,0,0,0,0,42.6,32.7,22.2,14.5,0,0
"'146907",.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.8,25.5,18.7,4.3,8.1,0,0,.,-1,.,-1,.,-1,.,-1,0,0,15.4,12.1,5.1,10.3,0,0,0,1.5,32.6,23.1,4.3,9.2,0,0,0,0,8.3,15.4,0,7.7,0,0,.,.,.,.,.,.,.,.,"TARKINGTON ISD",-1,-1,-1,-1,-1,-1,-1,-1,0,0,18.8,13.8,4.2,6.9,0,0,0,0,8.7,12.5,0,12.5,0,0,0,0,0,7.1,0,0,0,0,0,1,28,20,4.9,7.6,0,0
