DISTRICT,DD003AMA1221R,DD003AMA1321R,DD003AMA1S21R,DD003ARE1221R,DD003ARE1321R,DD003ARE1S21R,DD203AMA1221R,DD203AMA1321R,DD203AMA1S21R,DD203ARE1221R,DD203ARE1321R,DD203ARE1S21R,DD303AMA1221R,DD303AMA1321R,DD303AMA1S21R,DD303ARE1221R,DD303ARE1321R,DD303ARE1S21R,DD403AMA1221R,DD403AMA1321R,DD403AMA1S21R,DD403ARE1221R,DD403ARE1321R,DD403ARE1S21R,DDA03AMA1221R,DDA03AMA1321R,DDA03AMA1S21R,DDA03ARE1221R,DDA03ARE1321R,DDA03ARE1S21R,DDB03AMA1221R,DDB03AMA1321R,DDB03AMA1S21R,DDB03ARE1221R,DDB03ARE1321R,DDB03ARE1S21R,DDE03AMA1221R,DDE03AMA1321R,DDE03AMA1S21R,DDE03ARE1221R,DDE03ARE1321R,DDE03ARE1S21R,DDF03AMA1221R,DDF03AMA1321R,DDF03AMA1S21R,DDF03ARE1221R,DDF03ARE1321R,DDF03ARE1S21R,DDH03AMA1221R,DDH03AMA1321R,DDH03AMA1S21R,DDH03ARE1221R,DDH03ARE1321R,DDH03ARE1S21R,DDI03AMA1221R,DDI03AMA1321R,DDI03AMA1S21R,DDI03ARE1221R,DDI03ARE1321R,DDI03ARE1S21R,DDL03AMA1221R,DDL03AMA1321R,DDL03AMA1S21R,DDL03ARE1221R,DDL03ARE1321R,DDL03ARE1S21R,DDM03AMA1221R,DDM03AMA1321R,DDM03AMA1S21R,DDM03ARE1221R,DDM03ARE1321R,DDM03ARE1S21R,DDR03AMA1221R,DDR03AMA1321R,DDR03AMA1S21R,DDR03ARE1221R,DDR03ARE1321R,DDR03ARE1S21R,DDS03AMA1221R,DDS03AMA1321R,DDS03AMA1S21R,DDS03ARE1221R,DDS03ARE1321R,DDS03ARE1S21R,DDW03AMA1221R,DDW03AMA1321R,DDW03AMA1S21R,DDW03ARE1221R,DDW03ARE1321R,DDW03ARE1S21R,DISTNAME,DNC03AMA1221R,DNC03AMA1321R,DNC03AMA1S21R,DNC03ARE1221R,DNC03ARE1321R,DNC03ARE1S21R,DNM03AMA1221R,DNM03AMA1321R,DNM03AMA1S21R,DNM03ARE1221R,DNM03ARE1321R,DNM03ARE1S21R,DNS03AMA1221R,DNS03AMA1321R,DNS03AMA1S21R,DNS03ARE1221R,DNS03ARE1321R,DNS03ARE1S21R
"'001902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,63,88,71,50,92,-1,-1,-1,-1,-1,-1,57,57,71,71,43,86,91,82,100,91,64,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,62,46,77,54,38,85,43,29,71,43,14,86,-1,-1,-1,-1,-1,-1,77,68,91,77,55,95,"CAYUGA ISD",76,71,94,76,47,94,71,43,71,57,57,86,.,.,.,.,.,.
"'001903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,41,16,84,55,24,85,.,.,.,.,.,.,32,11,80,41,9,77,40,14,81,51,19,86,17,17,33,50,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,18,86,59,29,84,30,9,70,35,13,65,11,0,67,33,11,56,42,16,87,56,25,85,"ELKHART ISD",41,15,84,49,19,82,45,20,85,80,45,95,-1,-1,-1,-1,-1,-1
"'001904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,61,39,83,59,39,85,-1,-1,-1,-1,-1,-1,39,26,78,43,22,83,65,47,88,65,41,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,58,33,79,54,38,83,14,7,50,21,14,57,-1,-1,-1,-1,-1,-1,66,41,88,56,44,88,"FRANKSTON ISD",58,27,88,65,42,88,67,60,73,47,33,80,-1,-1,-1,-1,-1,-1
"'001906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,8,83,61,35,83,-1,-1,-1,-1,-1,-1,27,0,64,50,20,70,30,0,80,70,20,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,36,14,86,54,46,85,0,0,40,20,0,60,-1,-1,-1,-1,-1,-1,29,6,94,63,38,81,"NECHES ISD",29,0,93,69,38,92,40,20,70,50,30,70,-1,-1,-1,-1,-1,-1
"'001907",30,12,56,23,14,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,9,63,30,12,62,20,3,54,25,5,52,26,7,60,24,9,57,33,14,66,39,16,70,31,10,64,28,11,63,-1,-1,-1,-1,-1,-1,30,12,56,23,14,49,30,5,61,22,9,55,24,6,52,15,7,42,36,4,57,21,0,50,50,13,73,40,23,70,"PALESTINE ISD",34,11,65,31,13,64,17,0,50,21,8,50,17,0,67,33,17,67
"'001908",0,0,25,0,0,38,20,20,40,20,0,40,.,.,.,.,.,.,.,.,.,.,.,.,14,5,46,23,11,54,0,0,33,0,0,17,12,5,41,19,9,51,7,0,37,22,7,53,14,5,36,24,10,57,.,.,.,.,.,.,0,0,25,0,0,38,24,11,57,24,16,54,5,2,21,0,0,32,22,0,44,33,0,56,18,5,55,30,16,64,"WESTWOOD ISD",10,1,45,24,10,54,31,19,50,20,13,53,-1,-1,-1,-1,-1,-1
"'001909",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,26,10,61,39,19,74,.,.,.,.,.,.,27,0,47,20,7,60,7,0,67,33,13,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,44,19,56,44,25,69,22,0,22,11,0,44,-1,-1,-1,-1,-1,-1,25,11,64,43,21,79,"SLOCUM ISD",20,4,60,36,16,72,50,33,67,50,33,83,.,.,.,.,.,.
"'002901",20,7,64,42,21,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,32,15,72,47,20,81,-1,-1,-1,-1,-1,-1,21,8,61,33,14,73,27,12,70,48,20,84,29,11,69,44,16,78,.,.,.,.,.,.,20,7,64,42,21,70,37,17,74,46,19,78,16,5,53,29,12,61,19,4,41,23,4,65,38,20,79,52,24,89,"ANDREWS ISD",31,14,71,46,20,79,38,21,77,49,18,90,-1,-1,-1,-1,-1,-1
"'003801",0,0,67,0,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,34,15,76,48,28,77,14,7,57,36,29,50,28,6,72,36,21,66,27,12,78,51,27,83,20,12,76,28,12,84,-1,-1,-1,-1,-1,-1,0,0,67,0,0,67,42,18,74,45,29,71,18,5,61,32,11,68,13,0,50,38,13,63,47,17,81,64,39,81,"PINEYWOODS COMMUNITY ACADEMY",33,16,78,40,22,74,38,14,71,71,43,86,.,.,.,.,.,.
"'003902",44,17,78,33,17,78,50,17,83,50,17,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,13,81,40,16,81,0,0,62,8,0,62,28,6,73,37,11,75,33,11,80,37,13,82,27,7,78,31,11,78,-1,-1,-1,-1,-1,-1,44,17,78,33,17,78,44,14,82,42,20,80,31,9,71,24,11,67,15,0,41,8,0,50,46,15,84,46,20,86,"HUDSON ISD",39,13,82,39,16,82,37,7,74,41,19,78,-1,-1,-1,-1,-1,-1
"'003903",25,7,64,30,9,73,30,4,65,35,22,70,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,29,12,62,36,16,71,15,5,46,22,6,58,24,7,57,30,10,68,25,10,60,40,18,76,29,9,64,33,14,76,.,.,.,.,.,.,26,7,64,29,10,73,32,13,64,32,14,66,18,5,53,24,9,64,22,11,33,22,8,39,46,26,78,58,31,78,"LUFKIN ISD",30,11,61,37,17,72,25,12,65,28,12,66,57,29,71,25,25,63
"'003904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,13,80,43,22,83,-1,-1,-1,-1,-1,-1,40,12,76,34,16,79,33,12,79,47,21,86,33,17,100,17,17,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,53,15,80,40,23,80,27,8,58,15,8,58,0,0,36,0,0,29,43,12,80,46,22,84,"HUNTINGTON ISD",42,12,80,45,23,84,43,21,79,36,14,79,.,.,.,.,.,.
"'003905",26,0,43,26,17,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,13,72,39,17,72,25,8,67,33,8,58,33,13,72,39,17,72,22,11,69,44,18,75,28,9,66,36,13,70,.,.,.,.,.,.,12,0,29,18,6,59,44,16,75,35,16,70,20,2,48,28,12,52,32,0,63,42,11,47,40,19,81,45,23,79,"DIBOLL ISD",35,14,73,41,17,75,24,12,71,29,18,59,-1,-1,-1,-1,-1,-1
"'003906",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,71,29,94,76,41,82,.,.,.,.,.,.,77,31,92,77,54,85,80,40,100,100,40,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,67,25,92,67,42,75,56,11,89,56,33,67,60,20,80,40,40,60,67,20,93,73,33,80,"ZAVALLA ISD",69,31,100,85,46,85,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'003907",0,0,46,8,0,23,40,20,40,20,0,60,.,.,.,.,.,.,.,.,.,.,.,.,29,11,65,37,12,66,-1,-1,-1,-1,-1,-1,29,11,65,37,12,66,28,13,65,46,20,70,23,9,59,27,9,45,.,.,.,.,.,.,0,0,43,14,0,29,29,10,65,29,6,63,12,0,54,24,8,58,13,0,35,26,4,48,29,12,71,41,15,75,"CENTRAL ISD",29,9,65,36,9,66,29,19,67,38,24,67,-1,-1,-1,-1,-1,-1
"'004901",11,11,33,22,11,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,19,6,49,27,12,57,17,0,67,33,17,83,16,4,45,24,10,53,13,2,48,24,9,59,13,2,40,17,5,49,.,.,.,.,.,.,0,0,14,0,0,29,25,11,51,30,15,55,3,2,24,3,0,29,12,0,19,19,12,31,22,8,56,33,17,61,"ARANSAS COUNTY ISD",15,4,51,27,11,57,29,13,46,25,15,58,20,20,80,0,0,20
"'005901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,58,23,96,65,19,92,.,.,.,.,.,.,44,13,94,56,6,88,54,8,100,69,15,92,36,0,100,55,0,91,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,62,38,92,62,23,92,56,22,100,67,11,89,-1,-1,-1,-1,-1,-1,71,43,93,71,29,93,"ARCHER CITY ISD",47,26,95,58,16,89,86,14,100,86,29,100,-1,-1,-1,-1,-1,-1
"'005902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,36,16,73,49,24,81,-1,-1,-1,-1,-1,-1,35,18,47,35,18,59,29,11,77,57,23,86,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,43,20,70,43,25,78,7,0,33,20,7,53,10,10,30,0,0,50,38,17,74,52,26,79,"HOLLIDAY ISD",34,13,74,46,18,84,43,29,71,64,50,71,-1,-1,-1,-1,-1,-1
"'005904",20,20,60,40,20,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,18,70,48,18,79,.,.,.,.,.,.,40,13,60,47,13,67,38,14,62,48,14,81,42,8,67,42,8,67,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,67,25,83,50,25,75,25,6,38,38,6,56,57,0,57,29,0,71,52,24,71,52,24,86,"WINDTHORST ISD",56,22,78,48,22,78,17,0,33,50,0,83,-1,-1,-1,-1,-1,-1
"'006902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,39,89,56,33,83,.,.,.,.,.,.,50,50,100,33,17,67,40,30,90,60,50,70,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,63,50,88,50,13,100,14,14,71,14,14,57,-1,-1,-1,-1,-1,-1,47,33,87,60,33,80,"CLAUDE ISD",53,40,87,53,33,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,16,74,21,11,58,.,.,.,.,.,.,33,20,73,20,13,53,17,0,50,17,17,33,33,13,67,13,7,53,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,46,23,85,23,8,69,29,6,71,18,6,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",38,19,69,13,13,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'007902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,41,19,78,38,19,83,.,.,.,.,.,.,34,19,71,22,8,75,37,11,67,44,26,77,35,20,71,32,17,77,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,44,28,89,33,13,89,19,0,50,6,0,59,17,13,39,9,0,61,48,18,88,46,22,90,"JOURDANTON ISD",42,21,77,39,22,84,35,13,83,35,9,78,-1,-1,-1,-1,-1,-1
"'007904",0,0,27,0,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,47,24,5,49,-1,-1,-1,-1,-1,-1,10,3,37,18,4,42,16,2,51,24,3,49,12,2,44,20,5,42,.,.,.,.,.,.,0,0,27,0,0,33,15,3,43,25,7,49,5,0,36,10,0,34,0,0,8,0,0,15,30,4,61,43,4,83,"LYTLE ISD",19,3,47,25,5,49,6,0,45,21,3,48,20,0,40,20,0,60
"'007905",6,6,38,31,6,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,29,16,66,37,20,60,-1,-1,-1,-1,-1,-1,25,12,61,35,16,55,28,16,64,38,19,58,24,13,59,31,15,55,.,.,.,.,.,.,6,6,38,31,6,63,31,15,68,37,20,62,13,4,55,14,2,44,30,17,52,30,13,43,42,22,81,51,31,71,"PLEASANTON ISD",30,16,65,40,21,62,26,15,67,28,13,52,40,0,60,20,20,60
"'007906",33,17,83,17,17,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,16,4,49,25,7,56,.,.,.,.,.,.,14,3,47,16,7,47,14,7,50,33,10,67,14,4,48,24,5,53,.,.,.,.,.,.,33,17,83,17,17,50,18,2,49,18,4,47,8,2,34,11,2,41,14,0,29,14,0,29,30,10,60,30,10,80,"POTEET ISD",13,4,43,23,6,49,36,7,86,36,7,93,.,.,.,.,.,.
"'008901",10,0,62,33,5,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,24,9,59,45,17,72,0,0,18,18,0,27,6,3,39,24,8,53,20,8,55,45,17,76,13,2,50,28,13,59,.,.,.,.,.,.,5,0,58,26,0,63,29,10,66,44,16,68,3,0,31,10,0,33,18,14,41,23,5,41,33,14,70,57,22,86,"BELLVILLE ISD",23,9,56,44,15,71,25,8,75,46,25,79,-1,-1,-1,-1,-1,-1
"'008902",12,2,46,19,6,48,20,0,40,20,0,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,24,9,64,35,15,61,9,0,45,18,9,36,16,4,53,24,9,51,18,5,60,40,16,65,21,7,56,29,12,57,.,.,.,.,.,.,7,0,34,12,5,39,28,12,67,31,15,59,14,2,57,20,8,50,20,14,46,20,9,37,32,15,83,49,24,74,"SEALY ISD",24,9,64,34,15,60,27,10,63,40,20,70,40,20,60,20,20,60
"'008903",27,18,55,36,27,64,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,25,10,60,31,15,69,-1,-1,-1,-1,-1,-1,20,8,52,24,16,68,24,4,64,40,20,76,18,9,50,27,14,68,.,.,.,.,.,.,27,18,55,36,27,64,27,20,53,14,7,57,25,19,69,38,19,75,-1,-1,-1,-1,-1,-1,27,13,73,29,14,64,"BRAZOS ISD",28,13,66,39,19,71,13,0,38,0,0,63,-1,-1,-1,-1,-1,-1
"'009901",15,9,65,12,3,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,20,69,26,11,51,.,.,.,.,.,.,20,13,64,20,5,45,34,29,60,37,17,57,22,15,66,19,6,46,.,.,.,.,.,.,15,9,65,12,3,35,23,13,75,19,8,46,12,7,64,12,2,38,20,0,20,20,0,20,88,63,100,100,63,100,"MULESHOE ISD",28,22,65,27,14,53,23,8,92,23,0,38,-1,-1,-1,-1,-1,-1
"'010901",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,13,0,40,27,13,67,-1,-1,-1,-1,-1,-1,0,0,33,22,11,56,0,0,20,10,10,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,0,80,60,20,100,0,0,17,17,0,67,-1,-1,-1,-1,-1,-1,22,0,56,33,22,67,"MEDINA ISD",9,0,45,27,18,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'010902",23,23,54,15,15,38,33,17,50,33,17,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,36,20,65,36,18,70,.,.,.,.,.,.,31,22,59,34,20,59,30,20,61,36,16,66,22,16,61,24,16,55,.,.,.,.,.,.,23,23,54,15,15,38,41,20,69,36,20,74,17,14,44,17,9,53,27,17,43,27,13,47,43,21,68,44,20,80,"BANDERA ISD",35,19,63,33,17,70,41,22,72,47,22,72,-1,-1,-1,-1,-1,-1
"'011901",12,5,37,11,2,37,40,30,60,35,25,55,60,40,80,60,20,100,-1,-1,-1,-1,-1,-1,20,10,45,24,10,53,11,5,26,21,11,42,16,7,40,19,6,47,18,8,42,27,11,54,15,6,39,16,5,45,.,.,.,.,.,.,10,3,35,9,1,36,23,13,49,22,10,51,11,4,32,10,2,36,9,4,20,8,3,24,34,20,63,47,23,74,"BASTROP ISD",21,11,46,25,10,53,18,9,43,21,11,50,41,29,59,35,24,76
"'011902",3,1,30,16,11,37,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,7,3,32,21,11,47,5,5,11,16,11,42,7,2,29,15,10,42,8,3,34,29,15,58,8,3,34,20,11,44,.,.,.,.,.,.,3,1,29,17,11,36,6,3,30,12,6,34,3,1,27,14,7,40,5,0,16,5,0,21,7,7,33,27,7,73,"ELGIN ISD",9,4,36,21,11,49,0,0,15,18,10,38,0,0,14,33,0,50
"'011904",20,20,30,20,10,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,47,23,73,40,19,74,14,0,29,29,14,57,32,11,60,26,11,61,43,17,67,36,21,71,39,16,59,34,16,64,-1,-1,-1,-1,-1,-1,20,20,30,20,10,40,52,28,78,43,18,77,29,12,47,26,3,59,40,20,45,35,30,45,58,30,88,45,22,83,"SMITHVILLE ISD",45,23,74,38,20,74,58,21,68,47,16,74,-1,-1,-1,-1,-1,-1
"'011905",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,9,73,36,9,77,-1,-1,-1,-1,-1,-1,0,0,56,0,0,67,25,8,67,42,8,92,0,0,44,11,0,67,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,10,10,80,30,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,17,100,50,17,83,"MCDADE ISD",20,10,75,40,10,85,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'012901",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,10,75,35,19,77,.,.,.,.,.,.,30,9,67,21,15,70,35,4,74,30,22,78,33,11,78,22,11,78,.,.,.,.,.,.,.,.,.,.,.,.,44,16,76,40,16,76,10,5,50,5,5,60,33,0,44,33,11,44,42,11,76,39,21,76,"SEYMOUR ISD",42,11,78,33,17,78,33,8,67,42,25,75,-1,-1,-1,-1,-1,-1
"'013801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,17,4,50,38,19,83,.,.,.,.,.,.,13,3,47,37,11,79,24,8,48,44,32,88,12,0,45,33,14,79,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,11,0,52,33,7,78,8,0,38,23,5,78,0,0,60,40,20,80,38,25,63,50,50,100,"ST MARY'S ACADEMY CHARTER SCHOOL",21,5,55,40,24,86,0,0,30,30,0,70,.,.,.,.,.,.
"'013901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,32,12,64,30,12,61,33,17,50,33,0,33,28,11,59,26,8,57,32,15,70,35,14,68,30,10,62,27,8,61,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,32,10,59,26,11,56,17,0,45,7,0,36,17,0,39,11,0,44,44,25,75,50,44,69,"BEEVILLE ISD",33,13,61,30,11,62,27,8,73,31,19,58,40,20,80,40,0,60
"'013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,54,15,8,46,.,.,.,.,.,.,20,0,60,0,0,40,-1,-1,-1,-1,-1,-1,10,0,50,0,0,30,.,.,.,.,.,.,.,.,.,.,.,.,11,0,44,11,11,44,0,0,38,25,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PAWNEE ISD",11,0,67,22,11,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'013903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,9,83,18,9,73,.,.,.,.,.,.,48,10,81,20,10,75,10,0,60,0,0,67,41,6,82,13,6,69,.,.,.,.,.,.,.,.,.,.,.,.,69,15,100,31,15,77,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,17,83,33,17,83,"PETTUS ISD",57,14,86,31,15,62,22,0,78,0,0,89,.,.,.,.,.,.
"'013905",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,5,47,27,5,58,.,.,.,.,.,.,8,5,38,26,8,54,7,7,33,23,7,47,8,6,46,27,4,56,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,10,3,60,30,3,70,4,4,27,12,0,42,0,0,20,0,0,20,8,0,50,25,8,67,"SKIDMORE-TYNAN ISD",11,7,44,24,4,60,0,0,53,33,7,53,-1,-1,-1,-1,-1,-1
"'014801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHARD MILBURN ALTER HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'014803",-1,-1,-1,-1,-1,-1,20,0,40,40,0,60,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,15,7,38,27,3,63,0,0,17,17,0,67,17,3,28,24,3,55,13,7,37,27,3,63,0,0,29,14,0,57,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,7,40,27,3,63,10,3,29,19,0,52,17,0,17,17,0,17,26,15,52,41,7,78,"PRIORITY CHARTER SCHOOLS",9,6,36,30,6,58,22,7,41,22,0,70,.,.,.,.,.,.
"'014804",20,0,60,0,0,60,-1,-1,-1,-1,-1,-1,67,22,100,67,44,78,-1,-1,-1,-1,-1,-1,59,32,86,59,33,91,50,20,70,60,30,80,36,7,79,50,36,71,57,31,88,61,29,96,57,26,83,43,30,91,.,.,.,.,.,.,20,0,60,0,0,60,61,32,85,58,37,87,35,3,73,30,8,78,42,5,58,32,16,58,59,34,89,63,30,94,"ORENDA CHARTER SCHOOL",64,33,91,67,37,96,48,27,76,42,24,79,-1,-1,-1,-1,-1,-1
"'014901",0,0,0,20,0,20,0,0,60,20,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,6,60,37,16,68,-1,-1,-1,-1,-1,-1,8,3,53,20,8,53,22,5,58,38,22,75,6,0,28,22,11,44,.,.,.,.,.,.,0,0,0,20,0,20,22,8,62,35,11,62,0,0,25,17,0,33,0,0,27,9,0,9,27,9,67,40,19,71,"ACADEMY ISD",26,9,64,43,20,69,11,0,51,22,5,65,-1,-1,-1,-1,-1,-1
"'014902",0,0,10,10,0,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,8,8,0,42,-1,-1,-1,-1,-1,-1,0,0,9,9,0,41,0,0,0,9,0,27,0,0,15,15,0,46,.,.,.,.,.,.,0,0,13,0,0,25,0,0,15,8,0,54,0,0,17,0,0,33,-1,-1,-1,-1,-1,-1,0,0,0,0,0,20,"BARTLETT ISD",0,0,11,11,0,50,0,0,0,0,0,17,.,.,.,.,.,.
"'014903",15,4,44,21,6,58,43,24,73,47,24,78,65,47,82,47,41,88,-1,-1,-1,-1,-1,-1,33,16,66,42,21,72,23,5,62,30,7,62,21,8,50,29,8,59,32,14,65,43,24,74,27,12,57,33,13,66,-1,-1,-1,-1,-1,-1,11,2,39,18,5,55,34,19,67,42,17,68,13,5,49,19,5,53,26,13,50,31,7,49,36,19,72,50,28,76,"BELTON ISD",35,18,67,45,23,71,28,14,65,36,17,73,27,9,77,27,23,64
"'014905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,39,17,78,50,17,74,-1,-1,-1,-1,-1,-1,29,5,62,29,5,52,29,10,81,57,19,81,25,0,75,38,0,75,.,.,.,.,.,.,.,.,.,.,.,.,48,24,76,44,16,68,13,6,56,13,0,44,-1,-1,-1,-1,-1,-1,43,23,83,54,23,77,"HOLLAND ISD",35,12,76,50,15,76,50,33,83,50,25,67,-1,-1,-1,-1,-1,-1
"'014906",22,8,57,27,12,57,26,11,59,39,14,74,45,23,86,43,23,85,23,9,63,28,16,67,26,10,62,36,16,66,19,5,54,30,11,60,21,7,57,29,11,61,23,9,59,39,18,70,23,9,61,32,14,63,31,8,69,23,8,62,20,7,56,25,10,56,29,12,65,33,14,62,13,4,43,15,6,43,19,5,40,22,6,41,42,19,75,48,26,75,"KILLEEN ISD",26,10,62,35,15,66,26,11,63,37,17,66,31,15,72,44,17,67
"'014907",0,0,67,17,0,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,35,12,68,38,20,74,.,.,.,.,.,.,27,12,58,33,18,67,42,15,64,48,30,79,16,0,58,16,5,53,.,.,.,.,.,.,0,0,67,17,0,50,27,9,73,27,9,70,4,0,36,12,4,48,38,0,50,38,0,63,42,16,73,47,24,84,"ROGERS ISD",38,8,71,44,21,75,28,22,61,22,17,72,-1,-1,-1,-1,-1,-1
