,year,zipcode,DISTRICT,distname,area,median_ppsf,graduate_rate,Average 4yr Graduation Rate,grad_rate_change,Year-over-year change%,Rolling 4-yr Change%,Average 4yr PPSF,home_price_change_1_lag,home_price_change_2_lag,home_price_change_3_lag,scale_median_ppsf,scale_graduate_rate
20,2021,75002,43919.0,LOVEJOY ISD,2232.727314929883,193.9175451945402,100.0,99.85,0.07516913054372854,25.195888827352263,40.29512834944127,156.7914492740742,10.827605932871665,17.54708022007261,24.430235571161397,1.1500230367857014,0.6652189457321076
35,2015,75006,57903.0,CARROLLTON-FARMERS BRANCH ISD,1883.040468740329,109.9285986872464,93.6,,,18.182886448323863,42.695777142098734,92.04874498415735,,,,-0.1928592282427948,0.1986673833596357
36,2016,75006,57903.0,CARROLLTON-FARMERS BRANCH ISD,1835.5813953488373,122.5769669327252,94.5,,,11.505985154476651,38.954603337899755,103.4337274580794,12.368427701954587,,,0.00937297140657247,0.2642761968182649
37,2017,75006,57903.0,CARROLLTON-FARMERS BRANCH ISD,1799.873876365648,133.31489675516224,95.3,,,8.760152980723056,43.32520830098847,114.70903204286962,10.900994155276855,24.617703438121154,,0.18105955781254723,0.32259514211482365
38,2018,75006,57903.0,CARROLLTON-FARMERS BRANCH ISD,1751.9333333333332,136.36363636363637,95.7,94.775,,2.2868709219144856,24.047461708849106,125.54602468469255,9.447375196900687,21.378227170218757,36.39080544368147,0.22980523829985158,0.3517546147631035
39,2019,75006,57903.0,CARROLLTON-FARMERS BRANCH ISD,1768.1591455370217,144.21778754680588,94.8,95.075,0.31653917172249635,5.75971086765763,17.654883421905822,134.1183218995824,6.8280116685646375,16.920454746282807,29.665946684498202,0.3553836717644857,0.2861458013044743
40,2020,75006,57903.0,CARROLLTON-FARMERS BRANCH ISD,1706.1422834415591,153.4455845452162,94.6,95.1,0.02629503023927615,6.398515159175799,15.100103799371144,141.83547630270516,5.753989681514771,12.97488443694126,23.64804564796408,0.5029250501216042,0.27156606498033437
41,2021,75006,57903.0,CARROLLTON-FARMERS BRANCH ISD,1890.6,182.4817518248175,93.9,94.75,-0.3680336487907443,18.92277797739115,33.8199513381995,154.12719007011898,8.666177241285421,14.918817867045565,22.765488160383974,0.967178451380675,0.22053698784584613
42,2015,75007,57903.0,CARROLLTON-FARMERS BRANCH ISD,1995.680555555556,113.99620012666244,93.6,,,13.002387099917168,32.67217333890291,98.07825568699535,,,,-0.1278231721741332,0.1986673833596357
43,2016,75007,57903.0,CARROLLTON-FARMERS BRANCH ISD,1949.330708379196,127.71050029114544,94.5,,,12.03048886651037,39.55274668177893,108.52507637221315,10.651515580127713,,,0.0914519971668973,0.2642761968182649
44,2017,75007,57903.0,CARROLLTON-FARMERS BRANCH ISD,1948.4566666666665,138.05798435342845,95.3,,,8.10229702232279,36.854401925731885,120.1610366868598,10.721909353685488,22.51547077910818,,0.25689582534609906,0.32259514211482365
45,2018,75007,57903.0,CARROLLTON-FARMERS BRANCH ISD,1991.1492537313436,137.86008230452674,95.7,94.775,,-0.14334705075447207,20.933927754915405,129.40619176894077,7.693970805340067,19.240820734473154,31.941775332877718,0.2537316095446801,0.3517546147631035
46,2019,75007,57903.0,CARROLLTON-FARMERS BRANCH ISD,1939.10119629992,144.91249891247958,94.8,95.075,0.31653917172249635,5.1156335395001085,13.46952567104367,137.13526646539503,5.97272401791622,14.126234465478316,26.36274587364147,0.3664912711697946,0.2861458013044743
47,2020,75007,57903.0,CARROLLTON-FARMERS BRANCH ISD,1973.9635149433896,156.7911451539042,94.6,95.1,0.02629503023927615,8.197116418921734,13.569052806477933,144.40542768108475,5.301452648232008,11.590817801767649,20.17658274487588,0.5564165415001144,0.27156606498033437
48,2021,75007,57903.0,CARROLLTON-FARMERS BRANCH ISD,2016.3578625490843,183.694078754328,93.9,94.75,-0.3680336487907443,17.15845213963849,33.24674966358718,155.81445128130963,7.9006889030663,13.620992832378477,20.40726116067284,0.986562101262683,0.22053698784584613
49,2015,75007,61902.0,LEWISVILLE ISD,1995.680555555556,113.99620012666244,95.3,,,13.002387099917168,32.67217333890291,98.07825568699535,,,,-0.1278231721741332,0.32259514211482365
50,2016,75007,61902.0,LEWISVILLE ISD,1949.330708379196,127.71050029114544,96.9,,,12.03048886651037,39.55274668177893,108.52507637221315,10.651515580127713,,,0.0914519971668973,0.4392330327079421
51,2017,75007,61902.0,LEWISVILLE ISD,1948.4566666666665,138.05798435342845,96.5,,,8.10229702232279,36.854401925731885,120.1610366868598,10.721909353685488,22.51547077910818,,0.25689582534609906,0.4100735600596622
