,year,zipcode,DISTRICT,distname,area,median_ppsf,graduate_rate,Average 4yr Graduation Rate,grad_rate_change,Year-over-year change%,Rolling 4-yr Change%,Average 4yr PPSF,home_price_change_1_lag,home_price_change_2_lag,home_price_change_3_lag,scale_median_ppsf,scale_graduate_rate
6248,2017,77445,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2020.069803240881,89.10583174463507,24.4,,,-1.9425224856274181,21.31579616853909,102.61940601562752,4.174723618113618,10.60115664023007,,-0.5257902340344448,-4.845921384792712
6249,2018,77445,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1821.8600226095928,130.0868327197423,44.9,35.949999999999996,,45.991379209110676,-17.169200390694705,116.77874207280095,13.79791270183064,18.548661040314297,25.861807680663972,0.12944669536087552,-3.351498411568389
6250,2019,77445,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1724.814851801962,98.27141726134758,38.6,38.575,7.301808066759419,-24.457060559647502,8.143845354883862,102.08377587531734,-12.583596925819451,-0.5219579425636223,3.6309753740451756,-0.3792435424656156,-3.8107601057787903
6251,2020,77445,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1643.5943006491862,118.03399410874933,32.4,35.075,-9.073233959818538,20.110198263289746,32.46494847499808,108.87451895861857,6.652127652091622,-6.768546204458015,6.09544840089844,-0.06326370150721182,-4.262731931827122
6252,2021,77445,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1695.0056,152.4390243902439,40.6,39.125,11.546685673556656,29.148408084704712,17.182516633837142,124.70781712002078,14.542703208103447,22.162230041662934,6.789827417627747,0.48683136354727313,-3.664962742537393
6334,2015,77469,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2345.384570582401,93.35356032705153,28.1,,,4.782389275583343,23.88811558010562,84.18884114475482,,,,-0.45787416153690097,-4.576196262796127
6335,2016,77469,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2147.680614647445,101.03923205342235,46.4,,,8.232864070149137,27.96921701896804,90.61036917259206,7.627528708699094,,,-0.3349895120041433,-3.2421503891373407
6336,2017,77469,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2298.0028119327976,105.30883545632364,24.4,,,4.225688691540941,18.201291437465738,97.1986059605904,7.2709523735073445,15.45307506189153,,-0.26672368742967345,-4.845921384792712
6337,2018,77469,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2285.320314581206,106.31201169037122,44.9,35.949999999999996,,0.9526040523576418,13.881046762353266,101.5034098817922,4.428874137296979,12.02184784000977,20.56634644402171,-0.2506841056820492,-3.351498411568389
6338,2019,77469,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2208.1145755205544,113.21876263647393,38.6,38.575,7.301808066759419,6.496679760155688,12.054258861163847,106.46971045914779,4.892742601592603,9.538310150576024,17.50278851236917,-0.14025346283924783,-3.8107601057787903
6339,2020,77469,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,2221.2914741035856,123.09955860716038,32.4,35.075,-9.073233959818538,8.727171840247006,16.893856126835026,111.9847920975823,5.179953636250967,10.32613803614717,15.212343830308672,0.017728583908386622,-4.262731931827122
6340,2021,77469,227806.0,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,1988.903858899152,152.45658991673514,40.6,39.125,11.546685673556656,23.848201928375666,43.40485848462527,123.77173071268516,10.525481535771263,16.25065023556733,21.938495324271344,0.4871122151948042,-3.664962742537393
6470,2016,77493,101811.0,EXCEL ACADEMY,2272.800051832017,103.39668894787974,40.0,,,-0.6028111894071264,31.66815472909248,95.32784317377572,10.529128071314918,,,-0.2972966109048176,-3.7087019515098123
6471,2017,77493,101811.0,EXCEL ACADEMY,2314.432819565003,110.1781818181818,27.8,,,6.558713764732338,15.535948110362007,103.24032779314456,8.300287047242794,19.703362972048687,,-0.1888686940817988,-4.598065867282336
6472,2018,77493,101811.0,EXCEL ACADEMY,2322.3748963208886,113.09328240504269,22.5,,,2.6458056747310055,8.718707134714698,107.672977239628,4.293525157499323,12.950187117260171,24.842856975626336,-0.1422597408604402,-4.984428879872039
