City_1,State,Zip5,Zip4,District_N,District_1
PLACEDO,TX,77977,156,BLOOMINGTON ISD,235901
PLAINS,TX,79355,479,PLAINS ISD,251902
PLAINS,TX,79355,479,PLAINS ISD,251902
PLAINS,TX,79355,479,PLAINS ISD,251902
PLAINVIEW,TX,79072,5099,PLAINVIEW ISD,95905
DAYTON,TX,77535,9943,WINDHAM SCHOOL DISTRICT,236903
PLANO,TX,75074,3513,PLANO ISD,43910
PLANO,TX,75074, ,PLANO ISD,43910
PLANO,TX,75075, ,PLANO ISD,43910
PLANO,TX,75075,5898,PLANO ISD,43910
NEVADA,TX,75173, ,COMMUNITY ISD,43918
PLANO,TX,75075,3143,PLANO ISD,43910
PLANO,TX,75093,7727,PLANO ISD,43910
EL PASO,TX,79907, ,YSLETA ISD,71905
LONGVIEW,TX,75606, ,LONGVIEW ISD,92903
DALLAS,TX,75217,2654,DALLAS ISD,57905
TEXARKANA,TX,75503,957,PLEASANT GROVE ISD,19912
TEXARKANA,TX,75503, ,PLEASANT GROVE ISD,19912
TEXARKANA,TX,75503,1599,PLEASANT GROVE ISD,19912
LEANDER,TX,78641, ,LEANDER ISD,246913
AUSTIN,TX,78745,4501,AUSTIN ISD,227901
LANCASTER,TX,75134,1597,LANCASTER ISD,57913
AMARILLO,TX,79108,5203,AMARILLO ISD,188901
PLEASANTON,TX,78064,2499,PLEASANTON ISD,7905
PLEASANTON,TX,78064,2499,PLEASANTON ISD,7905
PLEASANTON,TX,78064,2499,PLEASANTON ISD,7905
PLEASANTON,TX,78064,2499,PLEASANTON ISD,7905
PLEASANTON,TX,78064,2499,PLEASANTON ISD,7905
HOUSTON,TX,77029,3343,HOUSTON ISD,101912
LOCKHART,TX,78644,1848,LOCKHART ISD,28902
JOSHUA,TX,76058,5725,JOSHUA ISD,126905
CEDAR HILL,TX,75104, ,CEDAR HILL ISD,57904
HOUSTON,TX,77067, ,ALDINE ISD,101902
HOUSTON,TX,77098,5330,HOUSTON ISD,101912
SAN ANTONIO,TX,78210,2212,SAN ANTONIO ISD,15907
KINGSVILLE,TX,78364,871,KINGSVILLE ISD,137901
BAYTOWN,TX,77522,30,GOOSE CREEK CISD,101911
EL PASO,TX,79912,2425,EL PASO ISD,71902
CARROLLTON,TX,75006,4307,CARROLLTON-FARMERS BRANCH ISD,57903
CARROLLTON,TX,75010,1220,LEWISVILLE ISD,61902
LIVINGSTON,TX,77351,9999,WINDHAM SCHOOL DISTRICT,236903
FORT WORTH,TX,76105,1493,FORT WORTH ISD,220905
PASADENA,TX,77506,5242,PASADENA ISD,101917
ALVIN,TX,77511,3581,ALVIN ISD,20901
AUSTIN,TX,78729,6404,ROUND ROCK ISD,246909
PONDER,TX,76259,278,PONDER ISD,61906
PONDER,TX,76259,278,PONDER ISD,61906
PONDER,TX,76259, ,PONDER ISD,61906
HOUSTON,TX,77090,2322,SPRING ISD,101919
POOLVILLE,TX,76487,96,POOLVILLE ISD,184901
POOLVILLE,TX,76487,96,POOLVILLE ISD,184901
POOLVILLE,TX,76487,96,POOLVILLE ISD,184901
ARLINGTON,TX,76012,2999,ARLINGTON ISD,220901
CYPRESS,TX,77433, ,CYPRESS-FAIRBANKS ISD,101907
DEL VALLE,TX,78617, ,DEL VALLE ISD,227910
SAN ANTONIO,TX,78210,4598,POR VIDA ACADEMY,15801
SAN ANTONIO,TX,78210,4598,POR VIDA ACADEMY,15801
PORT ARTHUR,TX,77640,1256,PORT ARTHUR ISD,123907
PORT ARANSAS,TX,78373,5223,PORT ARANSAS ISD,178908
PORT ARTHUR,TX,77640, ,PORT ARTHUR ISD,123907
HOUSTON,TX,77029,3761,HOUSTON ISD,101912
PORT ISABEL,TX,78578,2433,POINT ISABEL ISD,31909
PORT ISABEL,TX,78578,2433,POINT ISABEL ISD,31909
PORT NECHES,TX,77651,3798,PORT NECHES-GROVES ISD,123908
PORT NECHES,TX,77651, ,PORT NECHES-GROVES ISD,123908
PORT NECHES,TX,77651,2894,PORT NECHES-GROVES ISD,123908
PORT O'CONNOR,TX,77982,687,CALHOUN COUNTY ISD,29901
BROWNSVILLE,TX,78521,3294,BROWNSVILLE ISD,31901
PORTER,TX,77365,9653,NEW CANEY ISD,170908
MESQUITE,TX,75150,3176,MESQUITE ISD,57914
PORTER,TX,77365, ,NEW CANEY ISD,170908
SAN BENITO,TX,78586, ,SAN BENITO CISD,31912
SAN ANTONIO,TX,78212, ,POSITIVE SOLUTIONS CHARTER SCHOOL,15814
POST,TX,79356,3218,POST ISD,85902
HOUSTON,TX,77040,2121,CYPRESS-FAIRBANKS ISD,101907
POST,TX,79356,3808,POST ISD,85902
POST,TX,79356,3198,POST ISD,85902
CYPRESS,TX,77433, ,CYPRESS-FAIRBANKS ISD,101907
POTEET,TX,78065,138,POTEET ISD,7906
POTEET,TX,78065,138,POTEET ISD,7906
MESQUITE,TX,75150,4760,MESQUITE ISD,57914
POTEET,TX,78065, ,POTEET ISD,7906
POTEET,TX,78065,138,POTEET ISD,7906
POTH,TX,78147,250,POTH ISD,247904
POTH,TX,78147,250,POTH ISD,247904
POTH,TX,78147,250,POTH ISD,247904
SAN ANTONIO,TX,78253, ,MEDINA VALLEY ISD,163908
POTTSBORO,TX,75076,555,POTTSBORO ISD,91913
POTTSBORO,TX,75076,555,POTTSBORO ISD,91913
POTTSBORO,TX,75076,555,POTTSBORO ISD,91913
THE WOODLANDS,TX,77381,6282,CONROE ISD,170902
SAN ANTONIO,TX,78238,3499,NORTHSIDE ISD,15915
PALESTINE,TX,75882,2250,WINDHAM SCHOOL DISTRICT,236903
LAREDO,TX,78046, ,UNITED ISD,240903
RICHARDSON,TX,75080,2620,RICHARDSON ISD,57916
WALLIS,TX,77485,819,BRAZOS ISD,8903
PRAIRIE LEA,TX,78661,9,PRAIRIE LEA ISD,28906
FLOWER MOUND,TX,75028,3816,LEWISVILLE ISD,61902
NOCONA,TX,76255,9521,PRAIRIE VALLEY ISD,169909
NOCONA,TX,76255,9521,PRAIRIE VALLEY ISD,169909
RHOME,TX,76078,227,NORTHWEST ISD,61911
FORT WORTH,TX,76131, ,EAGLE MT-SAGINAW ISD,220918
PATTONVILLE,TX,75468,9801,PRAIRILAND ISD,139912
PATTONVILLE,TX,75468, ,PRAIRILAND ISD,139912
AZLE,TX,76020, ,AZLE ISD,220915
SAN ANTONIO,TX,78227, ,EDGEWOOD ISD,15905
MIDLAND,TX,79701,5017,MIDLAND ISD,165901
SAN ANTONIO,TX,78213, ,NORTH EAST ISD,15910
SAN ANTONIO,TX,78263,9701,EAST CENTRAL ISD,15911
DALLAS,TX,75228, ,DALLAS ISD,57905
EL PASO,TX,79930, ,EL PASO ISD,71902
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75057, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
LEWISVILLE,TX,75029, ,PREMIER HIGH SCHOOLS,72801
PREMONT,TX,78375,1302,PREMONT ISD,125905
PREMONT,TX,78375,1165,PREMONT ISD,125905
RIO GRANDE CITY,TX,78582, ,RIO GRANDE CITY CISD,214901
EL PASO,TX,79907, ,YSLETA ISD,71905
MANOR,TX,78653, ,MANOR ISD,227907
PRESIDIO,TX,79845,1401,PRESIDIO ISD,189902
PRESIDIO,TX,79845,1401,PRESIDIO ISD,189902
DALLAS,TX,75230,5118,DALLAS ISD,57905
DALLAS,TX,75248,4107,RICHARDSON ISD,57916
THE COLONY,TX,75056, ,LITTLE ELM ISD,61914
THE COLONY,TX,75065, ,LITTLE ELM ISD,61914
SAN ANTONIO,TX,78224,2907,SOUTH SAN ANTONIO ISD,15908
GARLAND,TX,75043,1307,MESQUITE ISD,57914
MARSHALL,TX,75671,43,MARSHALL ISD,102902
PRIDDY,TX,76870,40,PRIDDY ISD,167904
HUNTINGTON,TX,75949,328,HUNTINGTON ISD,3904
PRINCETON,TX,75407,1002,PRINCETON ISD,43911
PRINCETON,TX,75407,1002,PRINCETON ISD,43911
MORSE,TX,79062,109,PRINGLE-MORSE CISD,98903
LUBBOCK,TX,79404, ,LUBBOCK ISD,152901
BELLS,TX,75414,2689,BELLS ISD,91901
HOUSTON,TX,77051, ,THE PRO-VISION ACADEMY,101868
PROGRESO,TX,78579,610,PROGRESO ISD,108910
PROGRESO,TX,78579, ,PROGRESO ISD,108910
PROGRESO,TX,78579,610,PROGRESO ISD,108910
HOUSTON,TX,77023,3047,HOUSTON ISD,101912
NEW CANEY,TX,77357,9804,NEW CANEY ISD,170908
MAGNOLIA,TX,77353,88,MAGNOLIA ISD,170906
KATY,TX,77493, ,KATY ISD,101914
SAN ANTONIO,TX,78207, ,PROMESA ACADEMY CHARTER SCHOOL,15839
BROWNSVILLE,TX,78526, ,PROMESA PUBLIC SCHOOLS,227824
CORPUS CHRISTI,TX,78405, ,PROMESA PUBLIC SCHOOLS,227824
PROSPER,TX,75078, ,PROSPER ISD,43912
PROSPER,TX,75078,490,PROSPER ISD,43912
AUBREY,TX,76227, ,DENTON ISD,61901
WACO,TX,76707,1415,WACO ISD,161914
SAN JUAN,TX,78589,6109,PHARR-SAN JUAN-ALAMO ISD,108909
PHARR,TX,78577, ,PHARR-SAN JUAN-ALAMO ISD,108909
ALAMO,TX,78516,6802,PHARR-SAN JUAN-ALAMO ISD,108909
PHARR,TX,78577,1225,PHARR-SAN JUAN-ALAMO ISD,108909
PHARR,TX,78577, ,PHARR-SAN JUAN-ALAMO ISD,108909
PHARR,TX,78577, ,PHARR-SAN JUAN-ALAMO ISD,108909
PHARR,TX,78577, ,PHARR-SAN JUAN-ALAMO ISD,108909
AMARILLO,TX,79109,5026,AMARILLO ISD,188901
HOUSTON,TX,77020,7416,HOUSTON ISD,101912
BROWNSVILLE,TX,78520, ,BROWNSVILLE ISD,31901
SAN ANTONIO,TX,78238,1699,NORTHSIDE ISD,15915
FRISCO,TX,75034, ,FRISCO ISD,43905
EL PASO,TX,79938,5400,SOCORRO ISD,71909
HOUSTON,TX,77049,3800,GALENA PARK ISD,101910
AUSTIN,TX,78750,1599,ROUND ROCK ISD,246909
BROWNSVILLE,TX,78520,5914,BROWNSVILLE ISD,31901
EL PASO,TX,79912,5030,EL PASO ISD,71902
HOUSTON,TX,77015,6104,GALENA PARK ISD,101910
MISSOURI CITY,TX,77459,1999,FORT BEND ISD,79907
MISSOURI CITY,TX,77459,2301,FORT BEND ISD,79907
QUANAH,TX,79252,150,QUANAH ISD,99903
QUEEN CITY,TX,75572,128,QUEEN CITY ISD,34907
HOUSTON,TX,77017, ,PASADENA ISD,101917
BROOKESMITH,TX,76827, ,BROOKESMITH ISD,25908
DALLAS,TX,75237, ,A W BROWN LEADERSHIP ACADEMY,57816
HUMBLE,TX,77338, ,HUMBLE ISD,101913
BURNET,TX,78611,3108,BURNET CISD,27903
LEWISVILLE,TX,75029, ,TEXAS COLLEGE PREPARATORY ACADEMIES,221801
WACO,TX,76704, ,RAPOPORT ACADEMY PUBLIC SCHOOL,161802
QUITMAN,TX,75783,1642,QUITMAN ISD,250904
QUITMAN,TX,75783,1640,QUITMAN ISD,250904
QUITMAN,TX,75783,1640,QUITMAN ISD,250904
BEEVILLE,TX,78102,2599,BEEVILLE ISD,13901
BUDA,TX,78610,9390,HAYS CISD,105906
EDINBURG,TX,78540,990,EDINBURG CISD,108904
JOSHUA,TX,76058,5700,JOSHUA ISD,126905
DICKINSON,TX,77539,7436,DICKINSON ISD,84901
HOUSTON,TX,77045,6307,HOUSTON ISD,101912
WYLIE,TX,75098,490,WYLIE ISD,43914
ARLINGTON,TX,76001, ,KENNEDALE ISD,220914
ALVIN,TX,77511,3581,ALVIN ISD,20901
DALLAS,TX,75241,2729,DALLAS ISD,57905
MEXIA,TX,76667,2000,MEXIA ISD,147903
PROSPER,TX,75078, ,PROSPER ISD,43912
WYLIE,TX,75098, ,WYLIE ISD,43914
SAN JUAN,TX,78589, ,PHARR-SAN JUAN-ALAMO ISD,108909
SAN ANTONIO,TX,78251,4723,NORTHSIDE ISD,15915
SUNDOWN,TX,79372, ,SUNDOWN ISD,110907
LAREDO,TX,78045, ,UNITED ISD,240903
MISSION,TX,78572, ,MISSION CISD,108908
NACOGDOCHES,TX,75963,1521,NACOGDOCHES ISD,174904
NEW BRAUNFELS,TX,78130,3240,COMAL ISD,46902
EMORY,TX,75440,247,RAINS ISD,190903
EMORY,TX,75440,247,RAINS ISD,190903
EMORY,TX,75440,247,RAINS ISD,190903
EMORY,TX,75440,247,RAINS ISD,190903
CARROLLTON,TX,75007,5186,CARROLLTON-FARMERS BRANCH ISD,57903
RALLS,TX,79357,1509,RALLS ISD,54903
RALLS,TX,79357,1509,RALLS ISD,54903
RALLS,TX,79357,1509,RALLS ISD,54903
PROSPER,TX,75078,100,PROSPER ISD,43912
MIDLAND,TX,79701,7645,MIDLAND ISD,165901
HOUSTON,TX,77090, ,SPRING ISD,101919
LEAGUE CITY,TX,77573, ,CLEAR CREEK ISD,84910
BUDA,TX,78610, ,HAYS CISD,105906
TYLER,TX,75702,3959,TYLER ISD,212905
LUBBOCK,TX,79401, ,LUBBOCK ISD,152901
REALITOS,TX,78376,2644,RAMIREZ CSD,66005
COTULLA,TX,78014,2153,COTULLA ISD,142901
ROMA,TX,78584,187,ROMA ISD,214903
EL PASO,TX,79915, ,YSLETA ISD,71905
ROSHARON,TX,77583,8817,WINDHAM SCHOOL DISTRICT,236903
CANTON,TX,75103, ,RANCH ACADEMY,234801
ANGLETON,TX,77515,3706,ANGLETON ISD,20902
GEORGETOWN,TX,78629, ,LIBERTY HILL ISD,246908
LOS FRESNOS,TX,78566, ,LOS FRESNOS CISD,31906
IRVING,TX,75063, ,CARROLLTON-FARMERS BRANCH ISD,57903
KILLEEN,TX,76543,2699,KILLEEN ISD,14906
AMARILLO,TX,79118,5005,CANYON ISD,191901
UNIVERSAL CITY,TX,78148,1217,RANDOLPH FIELD ISD,15906
UNIVERSAL CITY,TX,78148,1217,RANDOLPH FIELD ISD,15906
UNIVERSAL CITY,TX,78148,1217,RANDOLPH FIELD ISD,15906
MESQUITE,TX,75150, ,MESQUITE ISD,57914
RANGER,TX,76470,9802,RANGER ISD,67907
RANGER,TX,76470,9802,RANGER ISD,67907
RANGER,TX,76470,9802,RANGER ISD,67907
SAN BENITO,TX,78586, ,SAN BENITO CISD,31912
ARLINGTON,TX,76010,5999,ARLINGTON ISD,220901
RANKIN,TX,79778,90,RANKIN ISD,231902
DECATUR,TX,76234,4403,DECATUR ISD,249905
MISSION,TX,78572, ,MISSION CISD,108908
FREEPORT,TX,77541,1926,BRAZOSPORT ISD,20905
PLANO,TX,75025,2555,PLANO ISD,43910
BONHAM,TX,75418,490,BONHAM ISD,74903
WESLACO,TX,78596, ,WESLACO ISD,108913
SAN BENITO,TX,78586,5509,SAN BENITO CISD,31912
PHARR,TX,78577,1859,PHARR-SAN JUAN-ALAMO ISD,108909
LAREDO,TX,78043, ,UNITED ISD,240903
DALLAS,TX,75211,1631,DALLAS ISD,57905
SAN ANTONIO,TX,78249, ,NORTHSIDE ISD,15915
KATY,TX,77494,159,KATY ISD,101914
AUBREY,TX,76227, ,DENTON ISD,61901
SCHERTZ,TX,78154,1899,SCHERTZ-CIBOLO-U CITY ISD,94902
HOUSTON,TX,77077,2005,HOUSTON ISD,101912
HUTTO,TX,78634, ,HUTTO ISD,246906
EAGLE PASS,TX,78852,5604,EAGLE PASS ISD,159901
CORPUS CHRISTI,TX,78411,2530,CORPUS CHRISTI ISD,178904
MCALLEN,TX,78504,3148,MCALLEN ISD,108906
SAN ANTONIO,TX,78221,1346,HARLANDALE ISD,15904
IVANHOE,TX,75447,9717,SAM RAYBURN ISD,74917
SAN ANTONIO,TX,78227,4700,NORTHSIDE ISD,15915
GEORGETOWN,TX,78628,4113,GEORGETOWN ISD,246904
TEMPLE,TX,76502,3700,TEMPLE ISD,14909
WYLIE,TX,75098, ,WYLIE ISD,43914
HOUSTON,TX,77039,3014,ALDINE ISD,101902
TROY,TX,76579,409,TROY ISD,14910
ANTHONY,TX,79821, ,ANTHONY ISD,71906
ANTHONY,TX,79821, ,ANTHONY ISD,71906
RAYMONDVILLE,TX,78580,3351,RAYMONDVILLE ISD,245903
RAYMONDVILLE,TX,78580,3351,RAYMONDVILLE ISD,245903
FORT WORTH,TX,76114,3714,CASTLEBERRY ISD,220917
AUSTIN,TX,78757, ,AUSTIN ISD,227901
RICHMOND,TX,77469, ,LAMAR CISD,79901
BIG LAKE,TX,76932,3513,REAGAN COUNTY ISD,192901
BIG LAKE,TX,76932,3513,REAGAN COUNTY ISD,192901
BIG LAKE,TX,76932,3513,REAGAN COUNTY ISD,192901
ABILENE,TX,79605,3522,ABILENE ISD,221901
QUANAH,TX,79252,150,QUANAH ISD,99903
SAN ANGELO,TX,76903,3859,SAN ANGELO ISD,226903
SAN ANTONIO,TX,78258,3914,NORTH EAST ISD,15910
HOUSTON,TX,77053,2202,HOUSTON ISD,101912
BURLESON,TX,76028, ,BURLESON ISD,126902
CONROE,TX,77304,3509,CONROE ISD,170902
NEW BRAUNFELS,TX,78130,3240,COMAL ISD,46902
RALLS,TX,79357, ,RALLS ISD,54903
PASADENA,TX,77506,3002,PASADENA ISD,101917
ALVIN,TX,77511,3581,ALVIN ISD,20901
HOUSTON,TX,77035,3716,HOUSTON ISD,101912
TEXARKANA,TX,75503,4821,RED LICK ISD,19911
TEXARKANA,TX,75503,4821,RED LICK ISD,19911
RED OAK,TX,75154,9000,RED OAK ISD,70911
RED OAK,TX,75154,9000,RED OAK ISD,70911
RED OAK,TX,75154,9000,RED OAK ISD,70911
RED ROCK,TX,78662, ,BASTROP ISD,11901
EL PASO,TX,79928, ,CLINT ISD,71901
SAN ANTONIO,TX,78229,3370,NORTHSIDE ISD,15915
SAN ANTONIO,TX,78247,4424,NORTH EAST ISD,15910
REDWATER,TX,75573, ,REDWATER ISD,19906
REDWATER,TX,75573, ,REDWATER ISD,19906
REDWATER,TX,75573, ,REDWATER ISD,19906
REDWATER,TX,75573, ,REDWATER ISD,19906
HOUSTON,TX,77088,5838,ALDINE ISD,101902
KILLEEN,TX,76542,3839,KILLEEN ISD,14906
HOUSTON,TX,77039, ,ALDINE ISD,101902
HOUSTON,TX,77040,2400,CYPRESS-FAIRBANKS ISD,101907
FRISCO,TX,75034, ,FRISCO ISD,43905
HOUSTON,TX,77082,2847,ALIEF ISD,101903
CANYON,TX,79015,5333,CANYON ISD,191901
REFUGIO,TX,78377, ,REFUGIO ISD,196903
REFUGIO,TX,78377, ,REFUGIO ISD,196903
REFUGIO,TX,78377, ,REFUGIO ISD,196903
ODESSA,TX,79760,3912,ECTOR COUNTY ISD,68901
SAN ANTONIO,TX,78217,4501,NORTH EAST ISD,15910
BEAUMONT,TX,77706,2548,BEAUMONT ISD,123910
DENTON,TX,76201, ,DENTON ISD,61901
PLANO,TX,75024,1902,PLANO ISD,43910
AUSTIN,TX,78752,4197,AUSTIN ISD,227901
DALLAS,TX,75218,3123,DALLAS ISD,57905
FORT WORTH,TX,76179, ,EAGLE MT-SAGINAW ISD,220918
GRAND PRAIRIE,TX,75052, ,ARLINGTON ISD,220901
CYPRESS,TX,77433, ,CYPRESS-FAIRBANKS ISD,101907
PLANO,TX,75093,7729,PLANO ISD,43910
LOS FRESNOS,TX,78566,309,LOS FRESNOS CISD,31906
DALLAS,TX,75241, ,DALLAS ISD,57905
MCKINNEY,TX,75070,3211,MCKINNEY ISD,43907
HOUSTON,TX,77045, ,REVE PREPARATORY CHARTER SCHOOL,101876
HOUSTON,TX,77042,2338,HOUSTON ISD,101912
HOUSTON,TX,77051,3132,HOUSTON ISD,101912
PROSPER,TX,75078,2302,PROSPER ISD,43912
SAN BENITO,TX,78586, ,SAN BENITO CISD,31912
FORNEY,TX,75126, ,FORNEY ISD,129902
VAN,TX,75790,697,VAN ISD,234906
SAN ANTONIO,TX,78240,2238,NORTHSIDE ISD,15915
FORNEY,TX,75126,9682,FORNEY ISD,129902
SAN ANTONIO,TX,78207,6498,SAN ANTONIO ISD,15907
KINGSVILLE,TX,78363,9708,RICARDO ISD,137902
EL PASO,TX,79928, ,CLINT ISD,71901
KINGSVILLE,TX,78363,9708,RICARDO ISD,137902
UNIVERSAL CITY,TX,78148, ,JUDSON ISD,15916
ALTAIR,TX,77412,338,RICE CISD,45903
TYLER,TX,75703, ,TYLER ISD,212905
CONROE,TX,77304,2765,CONROE ISD,170902
RICE,TX,75155,450,RICE ISD,175911
ALTAIR,TX,77412,338,RICE CISD,45903
RICE,TX,75155, ,RICE ISD,175911
RICE,TX,75155, ,RICE ISD,175911
ALTAIR,TX,77412,338,RICE CISD,45903
HOUSTON,TX,77025,1501,HOUSTON ISD,101912
CROWLEY,TX,76036, ,CROWLEY ISD,220912
BURLESON,TX,76028, ,BURLESON ISD,126902
NOLANVILLE,TX,76559, ,KILLEEN ISD,14906
DALLAS,TX,75019, ,COPPELL ISD,57922
FORT WORTH,TX,76110,6199,FORT WORTH ISD,220905
DALLAS,TX,75217,8108,DALLAS ISD,57905
AMARILLO,TX,79109, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
CORPUS CHRISTI,TX,78411, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
FORT WORTH,TX,76116, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
HOUSTON,TX,77073, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
LUBBOCK,TX,79412, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
MIDLAND,TX,79701, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
ODESSA,TX,79763, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
PASADENA,TX,77506, ,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
KILLEEN,TX,76541,7215,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),14801
RICHARDS,TX,77873,308,RICHARDS ISD,93905
RICHARDS,TX,77873,308,RICHARDS ISD,93905
AUSTIN,TX,78704, ,AUSTIN ISD,227901
LEWISVILLE,TX,75029, ,TEXAS COLLEGE PREPARATORY ACADEMIES,221801
DIMMITT,TX,79027,2327,DIMMITT ISD,35901
RICHARDSON,TX,75080,5898,RICHARDSON ISD,57916
RICHARDSON,TX,75080,5602,RICHARDSON ISD,57916
EL PASO,TX,79934, ,EL PASO ISD,71902
RICHARDSON,TX,75080,3328,RICHARDSON ISD,57916
RICHARDSON,TX,75081,3408,RICHARDSON ISD,57916
RICHARDSON,TX,75080,4726,RICHARDSON ISD,57916
HOUSTON,TX,77073,6038,SPRING ISD,101919
PASADENA,TX,77506,3302,PASADENA ISD,101917
DALLAS,TX,75243,2199,RICHLAND COLLEGIATE HIGH SCHOOL,57840
RICHARDSON,TX,75081, ,RICHARDSON ISD,57916
RICHLAND HILLS,TX,76118,6399,BIRDVILLE ISD,220902
NORTH RICHLAND HILLS,TX,76180,6799,BIRDVILLE ISD,220902
RICHLAND HILLS,TX,76118,5998,BIRDVILLE ISD,220902
RICHLAND SPRINGS,TX,76871,1005,RICHLAND SPRINGS ISD,206902
DAYTON,TX,77535,248,DAYTON ISD,146902
HOUSTON,TX,77075, ,PASADENA ISD,101917
SPRING,TX,77373, ,SPRING ISD,101919
PLANO,TX,75024,6805,FRISCO ISD,43905
THE WOODLANDS,TX,77381,2599,CONROE ISD,170902
WICHITA FALLS,TX,76310,2599,WICHITA FALLS ISD,243905
HUMBLE,TX,77396, ,HUMBLE ISD,101913
MISSOURI CITY,TX,77459, ,FORT BEND ISD,79907
AMARILLO,TX,79109,4299,AMARILLO ISD,188901
HOUSTON,TX,77055,1299,SPRING BRANCH ISD,101920
HOUSTON,TX,77053,3212,FORT BEND ISD,79907
HOUSTON,TX,77053,4506,FORT BEND ISD,79907
AUSTIN,TX,78751,2622,AUSTIN ISD,227901
SAN ANTONIO,TX,78216,6499,NORTH EAST ISD,15910
KELLER,TX,76248, ,KELLER ISD,220907
ROUND ROCK,TX,78664, ,ROUND ROCK ISD,246909
PORT NECHES,TX,77651,5308,PORT NECHES-GROVES ISD,123908
FORT WORTH,TX,76116,9101,FORT WORTH ISD,220905
RIESEL,TX,76682, ,RIESEL ISD,161912
RIO GRANDE CITY,TX,78582,4799,RIO GRANDE CITY CISD,214901
RIO GRANDE CITY,TX,78582,4799,RIO GRANDE CITY CISD,214901
EL PASO,TX,79907, ,YSLETA ISD,71905
RIO GRANDE CITY,TX,78582,4799,RIO GRANDE CITY CISD,214901
RIO GRANDE CITY,TX,78582,4799,RIO GRANDE CITY CISD,214901
RIO HONDO,TX,78583,220,RIO HONDO ISD,31911
RIO HONDO,TX,78583,220,RIO HONDO ISD,31911
RIO HONDO,TX,78583,220,RIO HONDO ISD,31911
RIO HONDO,TX,78583,220,RIO HONDO ISD,31911
RIO VISTA,TX,76093,369,RIO VISTA ISD,126907
RIO VISTA,TX,76093,369,RIO VISTA ISD,126907
CLEBURNE,TX,76031, ,RIO VISTA ISD,126907
RIO VISTA,TX,76093,369,RIO VISTA ISD,126907
PFLUGERVILLE,TX,78660,2518,PFLUGERVILLE ISD,227904
BELLAIRE,TX,77401,3113,PROMISE COMMUNITY SCHOOL,101853
BELLAIRE,TX,77401, ,PROMISE COMMUNITY SCHOOL,101853
DALLAS,TX,75240,5788,RICHARDSON ISD,57916
