OBJECTID,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape__Area,Shape__Length
157,31920,Round Top-Carmine ISD,Round Top-Carmine,75908,075-908,075908,4838100,1,0.0330007257164198,1.02048112928737
158,29520,La Grange ISD,La Grange,75902,075-902,075902,4826100,3,0.0765402877184442,1.67178215104648
159,21990,McDade ISD,McDade,11905,011-905,011905,4829760,6,0.0158313259200895,0.682661213001223
160,14760,Alto ISD,Alto,37901,037-901,037901,4807980,1,0.0483385500840541,1.63569631356441
161,10380,Westbrook ISD,Westbrook,168903,168-903,168903,4845210,2,0.0696843575931325,1.59490093357923
162,44670,Dew ISD,Dew,81906,081-906,081906,4816980,2,0.0148854198107529,0.684793745678575
163,32460,Meyersville ISD,Meyersville,62906,062-906,062906,4830450,3,0.0230197132514149,0.9710014976711
164,29160,Nursery ISD,Nursery,235904,235-904,235904,4833270,5,0.0127214779190581,0.542481690702945
165,25110,Olfen ISD,Olfen,200906,200-906,200906,4833570,1,0.0053793267313722,0.371599996952
166,22500,Pringle-Morse Cons ISD,Pringle-Morse Cons,98903,098-903,098903,4835890,1,0.0959233001829034,2.15830860905257
167,22170,Ramirez CSD,Ramirez CSD,66005,066-005,066005,4836420,5,0.0295077864625455,0.998481344125103
168,18480,San Vicente ISD,San Vicente,22903,022-903,022903,4839060,2,0.374361949828653,3.3952868455747
169,45210,Walcott ISD,Walcott,59902,059-902,059902,4844370,4,0.120455549042617,1.66906074945506
170,28170,Wildorado ISD,Wildorado,180904,180-904,180904,4845840,6,0.0447073781708696,0.968855226768013
171,24300,Leveretts Chapel ISD,Leveretts Chapel,201904,201-904,201904,4827270,3,0.00290904923849666,0.314744035319022
172,14640,Terlingua CSD,Terlingua CSD,22004,022-004,022004,4842390,3,0.16615706219477,1.90474608141297
173,34260,Grandfalls-Royalty ISD,Grandfalls-Royalty,238904,238-904,238904,4821480,7,0.0449411519618934,1.11719996172239
174,13800,Monahans-Wickett-Pyote ISD,Monahans-Wickett-Pyote,238902,238-902,238902,4831170,4,0.122980475973009,1.81408936131615
175,11340,Anthony ISD,Anthony,71906,071-906,071906,4808430,2,0.00179584660941146,0.223863488549135
176,35340,San Elizario ISD,San Elizario,71904,071-904,071904,4838850,2,0.00329861541331411,0.287215989429575
177,43740,Canutillo ISD,Canutillo,71907,071-907,071907,4812780,3,0.017051812663567,0.657322538961868
178,20100,Alpine ISD,Alpine,22901,022-901,022901,4807950,4,0.464172135586523,3.06957333801031
179,42990,Doss Cons CSD,Doss Cons CSD,86024,086-024,086024,4817400,2,0.0322423817074196,1.1893017513455
180,26670,Brazosport ISD,Brazosport,20905,020-905,020905,4811190,5,0.077699939124841,2.04183177010976
181,23250,Danbury ISD,Danbury,20904,020-904,020904,4816290,5,0.0159652426650609,0.849222888803815
182,17640,Morgan ISD,Morgan,18903,018-903,018903,4831380,7,0.0154112897387222,1.08180296056992
183,16860,Prairie Lea ISD,Prairie Lea,28906,028-906,028906,4835700,6,0.00886934986920096,0.621590435135255
184,19170,Sierra Blanca ISD,Sierra Blanca,115902,115-902,115902,4840200,5,0.293330197791192,2.7122250450765
185,14490,Crane ISD,Crane,52901,052-901,052901,4815540,3,0.193047313387069,2.41751116217487
186,10200,Morton ISD,Morton,40901,040-901,040901,4831470,4,0.0581326055864793,1.51575543811904
187,19620,Whiteface Cons ISD,Whiteface Cons,40902,040-902,040902,4845570,3,0.153437793026342,2.7407576651104
188,39120,Elysian Fields ISD,Elysian Fields,102906,102-906,102906,4818480,4,0.0356564816368063,0.927342622644724
189,43400,Hallsville ISD,Hallsville,102904,102-904,102904,4822170,6,0.0455853532105266,1.23849571380544
190,35070,Marshall ISD,Marshall,102902,102-902,102902,4829160,5,0.0870550061733866,1.91419162498018
191,31500,New Diana ISD,New Diana,230906,230-906,230906,4832460,7,0.0130670865546563,0.745007099945291
192,27890,Karnack ISD,Karnack,102901,102-901,102901,4825110,2,0.0348253475983711,1.19340252327411
193,19440,Buffalo ISD,Buffalo,145901,145-901,145901,4811990,6,0.0657388279164479,1.96115820339261
194,42390,Mexia ISD,Mexia,147903,147-903,147903,4830420,2,0.0419528645238643,1.33785478507654
195,39060,Teague ISD,Teague,81904,081-904,081904,4842300,7,0.055188779454511,1.2963396266363
196,17010,Poth ISD,Poth,247904,247-904,247904,4835550,3,0.051009428730822,1.78095241654277
197,11070,La Vernia ISD,La Vernia,247903,247-903,247903,4826310,1,0.0273390794563966,0.879856052265865
198,09390,Hamshire-Fannett ISD,Hamshire-Fannett,123914,123-914,123914,4822320,6,0.064324830916803,1.48611441567122
199,45840,Hardin-Jefferson ISD,Hardin-Jefferson,100905,100-905,100905,4822410,2,0.073193196325974,1.59972672977305
200,12810,Port Neches-Groves ISD,Port Neches-Groves,123908,123-908,123908,4835430,6,0.00656628927572456,0.441776477401919
201,13410,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,6,0.0669028383097157,1.73810700066325
202,44410,Mathis ISD,Mathis,205904,205-904,205904,4829400,1,0.0406897586485684,1.65337780400815
203,44040,Skidmore-Tynan ISD,Skidmore-Tynan,13905,013-905,013905,4840410,4,0.0606781681606208,1.71206180637058
204,38700,Lockney ISD,Lockney,77902,077-902,077902,4827890,6,0.0637919142648116,1.70348267681655
205,21600,Turkey-Quitaque ISD,Turkey-Quitaque,96905,096-905,096905,4843400,1,0.113941254498968,1.95968434414249
206,14010,Orangefield ISD,Orangefield,181905,181-905,181905,4833780,1,0.017269114090368,0.971781200157988
207,37740,Bridge City ISD,Bridge City,181901,181-901,181901,4811310,7,0.0159618570146449,0.873734717094614
208,27750,West Orange-Cove Cons ISD,West Orange-Cove Cons,181906,181-906,181906,4845090,2,0.00824141468592643,0.729616363811192
209,08160,Wimberley ISD,Wimberley,105905,105-905,105905,4800009,6,0.0327597572215836,1.09764731072418
210,42570,Deweyville ISD,Deweyville,176903,176-903,176903,4817010,5,0.0414416602773144,1.24932925205541
211,25290,Premont ISD,Premont,125905,125-905,125905,4835760,2,0.039770464439016,1.00208613310254
212,39900,Ben Bolt-Palito Blanco ISD,Ben Bolt-Palito Blanco,125902,125-902,125902,4809870,1,0.0326555798296795,0.887914719121796
213,20310,Hondo ISD,Hondo,163904,163-904,163904,4823430,5,0.128383506352293,2.59712839144489
214,18210,Lefors ISD,Lefors,90902,090-902,090902,4827090,2,0.0369138635498985,1.06145934076117
215,39750,Pampa ISD,Pampa,90904,090-904,090904,4834170,1,0.116787488493173,2.0429346489561
216,46320,White Deer ISD,White Deer,33904,033-904,033904,4845450,3,0.0669686662372442,1.26614171211769
217,32090,New Braunfels ISD,New Braunfels,46901,046-901,046901,4832370,3,0.0181691986033456,0.864874344092191
218,29250,Edgewood ISD (Van Zandt),Edgewood (Van Zandt),234903,234-903,234903,4818120,5,0.0187554363446907,0.933411610786444
219,17460,Littlefield ISD,Littlefield,140904,140-904,140904,4827750,7,0.0559311098386388,1.38964504308899
220,13440,Brackett ISD,Brackett,136901,136-901,136901,4811070,4,0.328481315557838,2.42950114664991
221,20520,George West ISD,George West,149901,149-901,149901,4820550,3,0.144977827014145,1.9016397082405
222,13650,Three Rivers ISD,Three Rivers,149902,149-902,149902,4842690,4,0.106322271832369,1.92005823447337
223,11040,Utopia ISD,Utopia,232904,232-904,232904,4843680,2,0.0857614803942397,1.93786542132604
224,43980,D'Hanis ISD,D'Hanis,163902,163-902,163902,4816140,3,0.0922552296897265,1.64217921090322
225,07500,Iraan-Sheffield Collegiate ISD,Iraan-Sheffield Collegiate,186903,186-903,186903,4824330,7,0.210903594594356,2.53816236938603
226,11220,Athens ISD,Athens,107901,107-901,107901,4808870,5,0.0585539848962071,2.06902048447284
227,44370,Rice Cons ISD,Rice Cons,45903,045-903,045903,4836970,4,0.100411774232271,2.41681060082922
228,17790,Nueces Canyon Cons ISD,Nueces Canyon Cons,69902,069-902,069902,4833240,2,0.216233072470231,3.0663892326705
229,11700,Uvalde Cons ISD,Uvalde Cons,232903,232-903,232903,4843720,6,0.278764900333272,3.67235526811536
230,38900,Dodd City ISD,Dodd City,74904,074-904,074904,4817280,6,0.0113986182832377,0.905323233105293
231,14920,Moran ISD,Moran,209902,209-902,209902,4831320,3,0.0515377718324999,1.40869204894224
232,34500,Lipan ISD,Lipan,111902,111-902,111902,4827630,7,0.029375181272826,1.0345964021066
233,20370,Ezzell ISD,Ezzell,143906,143-906,143906,4818890,4,0.0400927261116522,1.29503168524663
234,32640,Albany ISD,Albany,209901,209-901,209901,4807680,1,0.147945142468188,2.0970039796195
235,24030,Breckenridge ISD,Breckenridge,215901,215-901,215901,4811220,7,0.20129323561423,2.32302067247061
236,38310,Santo ISD,Santo,182904,182-904,182904,4839390,3,0.0516465692053316,1.22922132288035
237,25440,Millsap ISD,Millsap,184904,184-904,184904,4830870,2,0.0237404017152585,1.05373621775087
238,41700,Happy ISD,Happy,219901,219-901,219901,4822350,6,0.103183326497629,2.62948490263755
239,34140,Refugio ISD,Refugio,196903,196-903,196903,4836780,6,0.0967812344304093,2.57799995220882
240,30950,Woodsboro ISD,Woodsboro,196902,196-902,196902,4846380,2,0.0514833161719253,1.62441408465782
241,30870,Gordon ISD,Gordon,182901,182-901,182901,4821180,4,0.0404570791126844,1.43094509044032
242,42840,Strawn ISD,Strawn,182905,182-905,182905,4841700,3,0.0268570414136775,0.955356450127898
243,18840,Brownfield ISD,Brownfield,223901,223-901,223901,4811610,1,0.096457047760623,1.93688568816534
244,13320,Central ISD,Central,3907,003-907,003907,4813500,6,0.023285311215659,1.16798754188995
245,36390,Chillicothe ISD,Chillicothe,99902,099-902,099902,4813890,1,0.0666584567218251,2.00533222360456
246,00001,Joaquin ISD,Joaquin,210902,210-902,210902,4824810,5,0.033397175888922,2.09928962054735
247,17550,Tenaha ISD,Tenaha,210904,210-904,210904,4842360,7,0.0151707659013027,0.960104342135004
248,09410,Gary ISD,Gary,183904,183-904,183904,4820460,3,0.0166661521827791,0.858782449849541
249,07530,Carthage ISD,Carthage,183902,183-902,183902,4813110,2,0.131740491152186,2.58287724584351
250,46380,Richards ISD,Richards,93905,093-905,093905,4836990,1,0.0300413217064488,1.36745446905699
251,09000,Fort Davis ISD,Fort Davis,122901,122-901,122901,4820100,2,0.333211950872283,2.88268391805605
252,41550,Ganado ISD,Ganado,120902,120-902,120902,4820310,4,0.0372981289826839,1.02572166057118
253,45900,Palacios ISD,Palacios,158905,158-905,158905,4834020,1,0.140522299419672,2.59072972115245
254,41070,Latexo ISD,Latexo,113905,113-905,113905,4826910,6,0.0236771507386493,0.918764239307306
255,24330,Alice ISD,Alice,125901,125-901,125901,4807800,4,0.0715010930109656,1.79261908910079
256,11910,Orange Grove ISD,Orange Grove,125903,125-903,125903,4833720,5,0.0440270237370441,1.039779818193
257,34630,Riviera ISD,Riviera,137903,137-903,137903,4837320,1,0.169267409373333,2.36317467121262
258,30660,Gainesville ISD,Gainesville,49901,049-901,049901,4820220,6,0.0198789243675037,1.03861658966146
259,21330,Walnut Bend ISD,Walnut Bend,49908,049-908,049908,4844490,2,0.0052339368412504,0.50897093242781
