OBJECTID,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR,Shape__Area,Shape__Length
480,17130,Loop ISD,Loop,83902,083-902,083902,4828140,4,0.0536205595876709,0.975931698608398
481,12240,Wellman-Union Cons ISD,Wellman-Union Cons,223904,223-904,223904,4844910,6,0.065871119832309,1.46774115113825
482,38100,Perrin-Whitt Cons ISD,Perrin-Whitt Cons,119903,119-903,119903,4834630,1,0.0434069342582006,1.4895896249009
483,20640,Meadow ISD,Meadow,223902,223-902,223902,4830000,6,0.0391704732289782,1.15886677591701
484,09810,Rio Grande City Grulla ISD,Rio Grande City Grulla,214901,214-901,214901,4837140,6,0.113045923842265,1.78134437880956
485,40620,San Isidro ISD,San Isidro,214902,214-902,214902,4838910,7,0.0546886047009139,1.07939927894047
486,11790,Colorado ISD,Colorado,168901,168-901,168901,4814640,6,0.107728281165919,3.02987449502463
487,07350,Panther Creek Cons ISD,Panther Creek Cons,42905,042-905,042905,4800007,5,0.136350601579352,2.43984657175812
488,11280,Ballinger ISD,Ballinger,200901,200-901,200901,4809300,6,0.102656085446597,2.37049136340275
489,43890,Jim Ned Cons ISD,Jim Ned Cons,221911,221-911,221911,4824780,6,0.0900284564634148,1.61432236982486
490,34320,Crystal City ISD,Crystal City,254901,254-901,254901,4815930,3,0.154272146779249,2.21099286671902
491,41220,Austwell-Tivoli ISD,Austwell-Tivoli,196901,196-901,196901,4809000,7,0.0629037665278247,1.35627439374177
492,23820,Hemphill ISD,Hemphill,202903,202-903,202903,4822890,6,0.099883478808124,2.34690286519994
493,14370,Wharton ISD,Wharton,241904,241-904,241904,4845380,2,0.0441130257020177,1.42853320128188
494,32400,El Campo ISD,El Campo,241903,241-903,241903,4818280,6,0.106429167437227,2.66566837051768
495,16260,Trent ISD,Trent,221905,221-905,221905,4843110,6,0.035681890259184,1.64379627997642
496,14670,Mullin ISD,Mullin,167902,167-902,167902,4831920,5,0.0614983211744402,1.72493738978873
497,34440,Zephyr ISD,Zephyr,25906,025-906,025906,4846770,2,0.0181201751413482,0.854254456840581
498,16290,Shamrock ISD,Shamrock,242902,242-902,242902,4839900,5,0.080655756265287,1.59679063330823
499,39270,Springlake-Earth ISD,Springlake-Earth,140907,140-907,140907,4841250,5,0.0499313482337129,1.1046492756832
500,19950,Anton ISD,Anton,110901,110-901,110901,4808460,5,0.0208007800183623,0.577091015815673
501,44580,Cleveland ISD,Cleveland,146901,146-901,146901,4814370,6,0.0349626172328499,1.48154023600445
502,21090,Montgomery ISD,Montgomery,170903,170-903,170903,4831260,2,0.0566505837537079,1.29311787729275
503,10170,Edinburg Cons ISD,Edinburg Cons,108904,108-904,108904,4818180,3,0.195067051044134,2.03413160279743
504,40020,La Joya ISD,La Joya,108912,108-912,108912,4826130,2,0.0489894518555047,1.12177965014482
505,14520,Mission Cons ISD,Mission Cons,108908,108-908,108908,4831040,7,0.00980082783121361,0.607781102626181
506,13380,Progreso ISD,Progreso,108910,108-910,108910,4835910,6,0.00529592460020467,0.390868910484473
507,21900,Gause ISD,Gause,166902,166-902,166902,4820520,5,0.0183502827392203,0.7206406915875
508,27780,Claude ISD,Claude,6902,006-902,006902,4814250,2,0.210438771294776,2.55409028572654
509,13770,Frenship ISD,Frenship,152907,152-907,152907,4819830,1,0.0306984693845607,0.876773219751005
510,17040,Cushing ISD,Cushing,174902,174-902,174902,4816080,5,0.0372945718750088,1.4917899510547
511,27120,Laneville ISD,Laneville,201903,201-903,201903,4826700,1,0.0311396104157211,2.06879190129998
512,15300,Industrial ISD,Industrial,120905,120-905,120905,4824150,3,0.0687678084068466,2.49036431005428
513,46440,Edna ISD,Edna,120901,120-901,120901,4818210,2,0.09177372262684,1.70854211435862
514,46740,Junction ISD,Junction,134901,134-901,134901,4825020,1,0.268282852956418,2.65714555473345
515,27810,Menard ISD,Menard,164901,164-901,164901,4830210,3,0.211991244890896,2.14047997583725
516,42660,Raymondville ISD,Raymondville,245903,245-903,245903,4836540,5,0.0298463160879692,1.02312802993993
517,29760,Bushland ISD,Bushland,188904,188-904,188904,4835570,5,0.143319173303098,2.10144236639074
518,09570,Huntsville ISD,Huntsville,236902,236-902,236902,4824030,3,0.145760259094686,2.28283548879565
519,16620,Wink-Loving ISD,Wink-Loving,248902,248-902,248902,4846170,5,0.275841228071613,3.562709642771
520,28890,Cross Plains ISD,Cross Plains,30901,030-901,030901,4815810,3,0.0863915399058897,1.89198522475443
521,15420,Sunnyvale ISD,Sunnyvale,57919,057-919,057919,4841880,5,0.00486579113021435,0.330006609496469
522,42280,McCamey ISD,McCamey,231901,231-901,231901,4829700,7,0.100288668247686,1.33965295969905
523,18360,Kenedy County-Wide CSD,Kenedy County-Wide CSD,131001,131-001,131001,4825410,2,0.456312056422348,2.84228198735458
524,26470,Aspermont ISD,Aspermont,217901,217-901,217901,4800006,2,0.202961674368908,2.04279356917173
525,17760,Klondike ISD,Klondike,58905,058-905,058905,4825790,1,0.139999665799451,2.41890452673893
526,08940,Lamesa ISD,Lamesa,58906,058-906,058906,4826610,4,0.0856722986291061,1.73270774706601
527,00008,Sands Cons ISD,Sands Cons,58909,058-909,058909,4839120,3,0.0544986975614847,1.51083442279003
528,29010,Groom ISD,Groom,33901,033-901,033901,4821840,7,0.0615658901308507,1.42984292508866
529,27030,Weimar ISD,Weimar,45905,045-905,045905,4844820,5,0.0418075081784082,1.10193900297029
530,26400,Crockett ISD,Crockett,113901,113-901,113901,4815720,7,0.0560973147612458,2.24233387435207
531,24840,Grapeland ISD,Grapeland,113902,113-902,113902,4821630,5,0.0559445492249324,1.88644210822101
532,45150,Groveton ISD,Groveton,228901,228-901,228901,4821900,1,0.0987124050484454,1.84568180006588
533,12870,Kennard ISD,Kennard,113906,113-906,113906,4825470,2,0.0810820552044333,2.03547516700325
534,08730,Lovelady ISD,Lovelady,113903,113-903,113903,4828410,4,0.0799196488496818,1.72824468842729
535,32610,Brownsville ISD,Brownsville,31901,031-901,031901,4811680,4,0.0240956612919945,1.49230517096257
536,12060,Santa Maria ISD,Santa Maria,31913,031-913,031913,4839330,2,0.00674195592682736,0.472350772090798
537,45600,Goose Creek Consolidated ISD,Goose Creek Cons,101911,101-911,101911,4821150,1,0.0323464608998165,1.16111251534494
538,11640,La Porte ISD,La Porte,101916,101-916,101916,4826190,3,0.0137457270384402,0.593695206804785
539,19770,East Chambers ISD,East Chambers,36903,036-903,036903,4817880,3,0.0361324276757387,1.15125429086525
540,43230,Madisonville Cons ISD,Madisonville Cons,154901,154-901,154901,4828710,6,0.10161954691489,2.19627914264619
541,24590,Cisco ISD,Cisco,67902,067-902,067902,4814070,1,0.0545202377572878,1.44605441881702
542,23880,Ranger ISD,Ranger,67907,067-907,067907,4836480,4,0.04628631376454,1.22817648576014
543,27450,De Leon ISD,De Leon,47902,047-902,047902,4816440,2,0.0606189785605693,2.92728914647594
544,22380,Childress ISD,Childress,38901,038-901,038901,4813860,1,0.165424023420655,2.3505529336228
545,16920,Paducah ISD,Paducah,51901,051-901,051901,4833900,7,0.202920692209545,2.13394060348435
546,45000,Gruver ISD,Gruver,98901,098-901,098901,4821930,7,0.136547457442475,2.02011494107341
547,22410,Columbus ISD,Columbus,45902,045-902,045902,4814700,1,0.0967944220667505,2.24391050315526
548,13960,Muenster ISD,Muenster,49902,049-902,049902,4831860,5,0.0480767113931506,1.37071686034144
549,37200,Slidell ISD,Slidell,249908,249-908,249908,4840470,3,0.0293573975714025,1.34428197988541
550,24450,Sivells Bend ISD,Sivells Bend,49909,049-909,049909,4840380,7,0.019466186273803,0.883288890464509
551,09030,Timpson ISD,Timpson,210905,210-905,210905,4842840,6,0.0389358185284436,1.3237027399044
552,10470,Apple Springs ISD,Apple Springs,228905,228-905,228905,4808490,1,0.0276816327011602,1.16498214565078
553,20040,Plains ISD,Plains,251902,251-902,251902,4835040,7,0.150225435393622,1.8437397064545
554,24480,Terrell County ISD,Terrell County,222901,222-901,222901,4842420,4,0.572287457340963,3.85833038223026
555,30780,Garrison ISD,Garrison,174903,174-903,174903,4820400,2,0.0264457186601703,1.26499929935181
556,29580,Perryton ISD,Perryton,179901,179-901,179901,4834650,1,0.205329494715443,2.05475594393648
557,15480,Fannindel ISD,Fannindel,60914,060-914,060914,4819050,3,0.0253799459069342,1.1780868475696
558,45720,Mount Enterprise ISD,Mount Enterprise,201907,201-907,201907,4831650,7,0.018900240744415,0.845600681130512
559,10650,Henderson ISD,Henderson,201902,201-902,201902,4822970,5,0.0905540405929059,4.17419844435044
560,31380,Dime Box ISD,Dime Box,144903,144-903,144903,4817130,3,0.0230137904572985,1.26365414198198
561,30300,Palo Pinto ISD,Palo Pinto,182906,182-906,182906,4834140,6,0.0436762209033077,1.80267233746462
562,16380,Brady ISD,Brady,160901,160-901,160901,4811110,1,0.170612707358259,3.01434930942387
563,28800,Brenham ISD,Brenham,239901,239-901,239901,4811280,7,0.111522395080556,2.41823226512095
564,15120,Bellville ISD,Bellville,8901,008-901,008901,4809810,5,0.0936753257456076,2.1411664150864
565,23730,Lone Oak ISD,Lone Oak,116906,116-906,116906,4828020,3,0.0228755573409671,0.982237164036337
566,12360,Campbell ISD,Campbell,116910,116-910,116910,4812660,7,0.0116277167103362,0.771055127212264
567,23280,Cooper ISD,Cooper,60902,060-902,060902,4815150,1,0.0588652475425988,2.61750057910955
568,00003,Blanco ISD,Blanco,16902,016-902,016902,4810320,3,0.0845962651612808,2.08207865549127
569,27000,Marfa ISD,Marfa,189901,189-901,189901,4829040,5,0.737732867710974,4.24276423435486
570,17400,Presidio ISD,Presidio,189902,189-902,189902,4835800,4,0.196001194894734,4.14809626207917
571,25020,Como-Pickton Cons ISD,Como-Pickton Cons,112908,112-908,112908,4814880,4,0.0302734797921858,1.21852073894034
572,17190,Amarillo ISD,Amarillo,188901,188-901,188901,4808130,3,0.0191472364297169,0.665924184368354
573,25590,Kilgore ISD,Kilgore,92902,092-902,092902,4825620,4,0.0245108036626789,1.118245525887
574,22590,Oakwood ISD,Oakwood,145907,145-907,145907,4833340,7,0.0385173509521337,1.48711223173924
575,19840,Elkhart ISD,Elkhart,1903,001-903,001903,4818390,2,0.0399150491509772,1.48571562008474
576,24210,LaPoynor ISD,LaPoynor,107910,107-910,107910,4826220,2,0.0375581609634992,1.22130902307763
577,23970,Neches ISD,Neches,1906,001-906,001906,4832250,5,0.0199201952948442,0.927539546970408
578,14790,Cayuga ISD,Cayuga,1902,001-902,001902,4813200,7,0.0580879296696821,1.98959685818938
579,13350,Slocum ISD,Slocum,1909,001-909,001909,4840500,7,0.0425821479518618,1.55894605492799
580,33660,Westwood ISD,Westwood,1908,001-908,001908,4843290,4,0.0240378065034292,1.07184145035413
581,22050,Palestine ISD,Palestine,1907,001-907,001907,4834050,6,0.0548014725277426,2.3779969228205
582,15360,Pettus ISD,Pettus,13903,013-903,013903,4834770,7,0.0432536126836567,1.54252093751705
583,08460,Goliad ISD,Goliad,88902,088-902,088902,4821030,4,0.205429976744654,2.18248893120902
584,37830,Kenedy ISD,Kenedy,128902,128-902,128902,4825440,1,0.0320436677661746,1.39505538533682
585,07410,Pawnee ISD,Pawnee,13902,013-902,013902,4834410,2,0.0361031004001688,1.25838473468818
586,34680,Beeville ISD,Beeville,13901,013-901,013901,4809720,5,0.0815297402741635,2.21539751988532
587,32490,Runge ISD,Runge,128903,128-903,128903,4838310,5,0.0229475871490195,0.84551065451581
588,39870,Goldthwaite Cons ISD,Goldthwaite Cons,167901,167-901,167901,4821000,1,0.101358127145886,2.97123498156008
589,32430,Lometa ISD,Lometa,141902,141-902,141902,4827960,6,0.0609560790060186,1.52478220908188
590,19830,Hubbard ISD (Bowie),Hubbard (Bowie),19913,019-913,019913,4823700,6,0.00453043053175861,0.388224407503319
591,28500,Holland ISD,Holland,14905,014-905,014905,4823370,3,0.0194132666033511,1.06185820436665
592,24120,Anderson-Shiro Cons ISD,Anderson-Shiro Cons,93901,093-901,093901,4808230,5,0.0643140433464851,1.81530496575855
593,40890,Navasota ISD,Navasota,93904,093-904,093904,4832190,6,0.0894364538444279,1.96119521788797
594,37800,Columbia-Brazoria ISD,Columbia-Brazoria,20907,020-907,020907,4814670,1,0.0596318940977199,2.20792341626895
595,28230,Damon ISD,Damon,20910,020-910,020910,4816260,7,0.0148644795026485,0.644520891259852
596,15180,Lamar Cons ISD,Lamar Cons,79901,079-901,079901,4826580,1,0.0928406820714827,3.28150383501868
597,11580,Needville ISD,Needville,79906,079-906,079906,4832310,2,0.0483436156484913,1.45734312279926
598,38910,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,0.0409009136703844,1.38911717762086
599,31040,Angleton ISD,Angleton,20902,020-902,020902,4808310,3,0.104463003423689,3.90042106831599
600,29670,Katy ISD,Katy,101914,101-914,101914,4825170,4,0.041747055649239,1.24481733276098
601,43800,Royal ISD,Royal,237905,237-905,237905,4838190,3,0.0386529273221186,1.01193055670943
602,39930,Sealy ISD,Sealy,8902,008-902,008902,4839630,6,0.049952759221469,1.57322395565148
603,34860,East Bernard ISD,East Bernard,241902,241-902,241902,4817830,7,0.043548192128128,1.4548074417647
604,23100,Boling ISD,Boling,241901,241-901,241901,4810780,3,0.0350391571298587,1.21968632114154
605,18180,Brazos ISD,Brazos,8903,008-903,008903,4844470,5,0.0309942889261947,1.26993575676817
606,18060,North Lamar ISD,North Lamar,139911,139-911,139911,4833010,6,0.103833071668532,2.260845121674
607,35910,Honey Grove ISD,Honey Grove,74907,074-907,074907,4823460,5,0.0564382406375898,1.8689142543626
608,44960,Paris ISD,Paris,139909,139-909,139909,4834290,4,0.00573184662039239,0.461264371519218
609,17390,Detroit ISD,Detroit,194905,194-905,194905,4816890,7,0.056179975809755,1.42616862960159
610,40350,Prairiland ISD,Prairiland,139912,139-912,139912,4835740,2,0.0603763988401624,2.03566619986467
611,31620,Chisum ISD,Chisum,139905,139-905,139905,4800012,7,0.073817303024498,2.14991042476708
612,09150,Malta ISD,Malta,19910,019-910,019910,4828830,6,0.00411615530924792,0.347903742283872
613,26280,Hooks ISD,Hooks,19902,019-902,019902,4823490,7,0.0163533097033906,0.891801792462965
614,14970,Leary ISD,Leary,19914,019-914,019914,4827060,4,0.00238791037145347,0.22195371491196
615,34560,Texarkana ISD,Texarkana,19907,019-907,019907,4842480,4,0.00764140430828775,0.61673555372537
616,07380,Red Lick ISD,Red Lick,19911,019-911,019911,4836630,5,0.00244467417451233,0.219747312226179
617,20610,Liberty-Eylau ISD,Liberty-Eylau,19908,019-908,019908,4827390,1,0.0180070551305107,0.870702472631203
618,22710,Pleasant Grove ISD,Pleasant Grove,19912,019-912,019912,4835130,6,0.0141968804314274,0.82229714719875
619,42120,Plano ISD,Plano,43910,043-910,043910,4835100,1,0.0240956425357126,0.862011407931146
620,14190,Garland ISD,Garland,57909,057-909,057909,4820340,7,0.0233385133960837,0.732721732755322
621,24420,Clear Creek ISD,Clear Creek,84910,084-910,084910,4814280,7,0.0254475167823784,1.19553959076257
622,16230,Barbers Hill ISD,Barbers Hill,36902,036-902,036902,4809450,4,0.0468371531028424,1.80826131791934
623,42870,Anahuac ISD,Anahuac,36901,036-901,036901,4808190,7,0.11213874060536,2.24465293202577
624,12510,Alvin ISD,Alvin,20901,020-901,020901,4808090,4,0.0605208936160579,1.70465861070202
625,21960,Santa Fe ISD,Santa Fe,84909,084-909,084909,4839270,3,0.0174391035345707,0.730046805247817
626,13290,Texas City ISD,Texas City,84906,084-906,084906,4842510,5,0.0187834520072556,0.774101360870011
627,07890,Hitchcock ISD,Hitchcock,84908,084-908,084908,4823310,2,0.0209930437645198,0.799128131863855
628,19530,Galveston ISD,Galveston,84902,084-902,084902,4820280,6,0.0938211065581527,1.8314756079627
629,08100,Dickinson ISD,Dickinson,84901,084-901,084901,4817070,1,0.0222905094865382,0.987357568258002
630,15210,Dalhart ISD,Dalhart,56901,056-901,056901,4816200,6,0.219600731971468,2.85909817624678
631,13050,Hartley ISD,Hartley,103902,103-902,103902,4822680,2,0.0957375276061612,1.81777311529207
632,35100,Stratford ISD,Stratford,211902,211-902,211902,4841670,5,0.224508263268035,2.51422006247577
633,13020,Texline ISD,Texline,56902,056-902,056902,4842570,1,0.158509483987928,2.48737872202957
634,21660,Channing ISD,Channing,103901,103-901,103901,4813620,4,0.347431695401383,3.97489387032866
635,26430,Knox City-O'Brien Cons ISD,Knox City-O'Brien Cons,138902,138-902,138902,4825870,3,0.0361896941044506,1.13042744656058
636,08670,Guthrie CSD,Guthrie CSD,135001,135-001,135001,4822020,1,0.219037384648345,1.97390355078722
637,08910,Seymour ISD,Seymour,12901,012-901,012901,4839780,1,0.228596725224406,2.83120540347986
638,27720,Crowell ISD,Crowell,78901,078-901,078901,4815870,4,0.224375651068158,2.70801057524414
639,27300,Harrold ISD,Harrold,244901,244-901,244901,4822620,3,0.0514267797777848,1.25679285559477
640,36000,Munday Cons ISD,Munday Cons,138903,138-903,138903,4831970,4,0.0490446847002204,1.48979550612506
641,20010,Vernon ISD,Vernon,244903,244-903,244903,4844110,5,0.143011213838463,2.617968630179
642,39180,Olney ISD,Olney,252903,252-903,252903,4833630,6,0.0909711021336079,1.99249539126385
643,40470,Benjamin ISD,Benjamin,138904,138-904,138904,4809980,2,0.102602524769054,2.46843752026997
644,43860,Throckmorton Collegiate ISD,Throckmorton Collegiate,224901,224-901,224901,4842780,5,0.192479702380979,1.96983270038509
645,18600,Midland ISD,Midland,165901,165-901,165901,4830570,2,0.189583909405201,2.07314700701664
646,34920,Andrews ISD,Andrews,2901,002-901,002901,4808280,4,0.372264273822566,2.57906230815879
647,35310,Reagan County ISD,Reagan County,192901,192-901,192901,4836570,3,0.288749880179466,2.15333659448433
648,16500,Rankin ISD,Rankin,231902,231-902,231902,4836510,6,0.204550595027285,2.22822789346825
649,25980,Stanton ISD,Stanton,156902,156-902,156902,4841430,5,0.0840575776794594,1.63474590746019
650,16740,Glasscock County ISD,Glasscock,87901,087-901,087901,4820790,1,0.222422945650123,1.89249796580857
651,11550,Ector County ISD,Ector County,68901,068-901,068901,4818000,1,0.222603338397903,1.8935190959301
652,39210,Greenwood ISD,Greenwood,165902,165-902,165902,4821750,3,0.0330642308165352,1.08449697470929
653,11110,Tomball ISD,Tomball,101921,101-921,101921,4842960,6,0.0201721157395696,0.991415872179097
654,00007,Klein ISD,Klein,101915,101-915,101915,4825740,5,0.0200489221331281,1.0480734570329
655,30210,Waller ISD,Waller,237904,237-904,237904,4844430,5,0.0748078519934552,1.43930871557564
656,29280,Cypress-Fairbanks ISD,Cypress-Fairbanks,101907,101-907,101907,4816110,2,0.0457039316361261,1.14447940817241
657,18070,Conroe ISD,Conroe,170902,170-902,170902,4815000,4,0.0842326321819655,2.15644824580512
658,37500,Magnolia ISD,Magnolia,170906,170-906,170906,4828740,3,0.0364636972708468,1.31377245558216
659,27930,Buckholts ISD,Buckholts,166907,166-907,166907,4811850,2,0.0125969934645127,0.738458651303084
660,37080,Milano ISD,Milano,166903,166-903,166903,4830690,3,0.0337082034227478,1.08806354497916
661,33980,Kerens ISD,Kerens,175907,175-907,175907,4825530,2,0.054214692842379,1.6230562293426
662,32160,Kemp ISD,Kemp,129904,129-904,129904,4825320,6,0.0423001178201048,1.40376333680079
663,10320,Corsicana ISD,Corsicana,175903,175-903,175903,4815330,4,0.0560684456902436,2.32529979179285
664,32370,Cross Roads ISD,Cross Roads,107904,107-904,107904,4815840,4,0.0275320972882582,0.9518744267993
665,39690,Malakoff ISD,Malakoff,107906,107-906,107906,4828780,7,0.0279903771704539,1.43655380127133
666,29100,Trinidad ISD,Trinidad,107907,107-907,107907,4843170,3,0.00369243688965071,0.371206468845645
667,38850,Fairfield ISD,Fairfield,81902,081-902,081902,4818940,3,0.113790216796815,2.37474656330442
668,14430,Mildred ISD,Mildred,175910,175-910,175910,4830720,7,0.0213115778976771,0.949228206528233
669,34290,Yantis ISD,Yantis,250905,250-905,250905,4846590,7,0.0186305656077366,0.822578833026333
670,33010,Rains ISD,Rains,190903,190-903,190903,4836360,4,0.0589889614154799,1.42959919037846
671,41790,Quitman ISD,Quitman,250904,250-904,250904,4836300,2,0.0379653570225855,1.28806942234596
672,35740,Kopperl ISD,Kopperl,18907,018-907,018907,4825890,4,0.0284920182798487,1.41224920308051
673,00012,Walnut Springs ISD,Walnut Springs,18905,018-905,018905,4844520,2,0.0254780449324699,1.04993796553963
674,23460,Electra ISD,Electra,243902,243-902,243902,4818330,7,0.0543705464131108,1.20590785234424
675,21450,Holliday ISD,Holliday,5902,005-902,005902,4823400,3,0.0609795641728397,1.57931894520182
676,20070,Iowa Park Cons ISD,Iowa Park Cons,243903,243-903,243903,4824260,2,0.044819711799164,1.55480290530008
677,18120,City View ISD,City View,243906,243-906,243906,4814130,7,0.00359621495408646,0.310083911630603
678,46530,Rockdale ISD,Rockdale,166904,166-904,166904,4837590,5,0.0537710169858201,2.14771995111829
679,08430,Bartlett ISD,Bartlett,14902,014-902,014902,4809540,6,0.024880539393962,1.09279618631741
680,18300,Bluff Dale ISD,Bluff Dale,72904,072-904,072904,4810620,5,0.0173178913835272,0.798377340994884
681,12780,Tolar ISD,Tolar,111903,111-903,111903,4842900,6,0.028351941060464,0.953900548425742
682,46680,Iredell ISD,Iredell,18906,018-906,018906,4824360,7,0.0368674304768319,1.18487563058003
683,40710,Stephenville ISD,Stephenville,72903,072-903,072903,4841520,4,0.058011013989244,1.65905724398743
684,38430,Hico ISD,Hico,97903,097-903,097903,4823070,6,0.0504593523542098,2.77359658038031
685,43720,Three Way ISD,Three Way,72901,072-901,072901,4842720,2,0.0203858002323614,0.782019726010533
686,43680,Glen Rose ISD,Glen Rose,213901,213-901,213901,4820850,5,0.0489607052870724,1.20024962033175
687,30030,Copperas Cove ISD,Copperas Cove,50910,050-910,050910,4815240,2,0.0159909863816665,0.80696629124684
688,11010,Salado ISD,Salado,14908,014-908,014908,4838580,1,0.0328492316052689,1.00024265367787
689,41280,Jarrell ISD,Jarrell,246907,246-907,246907,4824600,7,0.019943800932424,0.823947214178823
690,44800,Temple ISD,Temple,14909,014-909,014909,4842330,6,0.0147414413345359,1.01645822861117
691,25260,Academy ISD,Academy,14901,014-901,014901,4807470,7,0.0141258184610251,0.786430075965027
692,33180,Bryan ISD,Bryan,21902,021-902,021902,4811790,6,0.099707162547702,2.40504335784168
693,40740,Caldwell ISD,Caldwell,26901,026-901,026901,4812460,7,0.0946979802752139,2.010612637677
694,16140,Snook ISD,Snook,26903,026-903,026903,4840620,3,0.0440113631470922,1.35261533933083
695,13710,North Zulch ISD,North Zulch,154903,154-903,154903,4833030,3,0.0202864791101547,0.823031026975958
696,23430,Iola ISD,Iola,93903,093-903,093903,4824240,1,0.0326772842640821,1.12049796974255
697,33120,Normangee ISD,Normangee,145906,145-906,145906,4832910,2,0.0436812571185783,1.36050729664327
698,40950,Hearne ISD,Hearne,198905,198-905,198905,4822830,7,0.0273738902972127,0.963298443813654
699,09360,Franklin ISD,Franklin,198903,198-903,198903,4819740,3,0.0980746659733995,2.01682869171793
700,10710,Mumford ISD,Mumford,198906,198-906,198906,4831950,3,0.00987497213668576,0.493608742801737
701,32940,College Station ISD,College Station,21901,021-901,021901,4807350,2,0.0250066466726366,1.20133175197215
702,18150,Bremond ISD,Bremond,198901,198-901,198901,4811250,5,0.0451526995232143,1.41897906055616
703,38730,Westphalia ISD,Westphalia,73904,073-904,073904,4845330,6,0.00545803648310539,0.416877299465376
704,26370,Calvert ISD,Calvert,198902,198-902,198902,4812540,4,0.0293158056040284,1.04814988079646
705,32130,Cameron ISD,Cameron,166901,166-901,166901,4812640,1,0.077483491345447,2.13972348937521
706,35520,Rogers ISD,Rogers,14907,014-907,014907,4837710,4,0.034455744590332,1.39739983779217
707,28650,Johnson City ISD,Johnson City,16901,016-901,016901,4824840,6,0.130658498718049,2.06659463050538
708,16950,San Saba ISD,San Saba,206901,206-901,206901,4839030,2,0.127647807352105,3.13882808958357
709,30060,Llano ISD,Llano,150901,150-901,150901,4827810,7,0.220436675099108,2.51994720134344
710,45540,Killeen ISD,Killeen,14906,014-906,014906,4825660,4,0.0876677247597399,2.13005628359457
711,26490,Florence ISD,Florence,246902,246-902,246902,4819320,6,0.0345652567609704,1.49158443720932
712,24060,Lampasas ISD,Lampasas,141901,141-901,141901,4826640,5,0.148614925292577,3.2640114054616
713,17700,Martins Mill ISD,Martins Mill,234905,234-905,234905,4829220,1,0.016073218135034,0.895511322466915
714,13170,Canton ISD,Canton,234902,234-902,234902,4812750,4,0.0404566868553502,1.44798729328807
715,10230,Grand Saline ISD,Grand Saline,234904,234-904,234904,4821450,3,0.026304292871373,1.1985207466376
716,09200,Alba-Golden ISD,Alba-Golden,250906,250-906,250906,4807650,1,0.023875094964751,1.14802838387745
717,07780,Mineola ISD,Mineola,250903,250-903,250903,4830930,7,0.0226246765039377,1.06478587334596
718,15910,New Summerfield ISD,New Summerfield,37908,037-908,037908,4832610,4,0.0145741801823078,0.786420906337682
719,19700,Carlisle ISD,Carlisle,201913,201-913,201913,4812870,3,0.0190503732212619,0.866622271053138
720,20960,West Rusk County Cons ISD,West Rusk County Cons,201914,201-914,201914,4845150,7,0.0244073263183964,0.994494181394637
721,25230,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,0.0674510793649006,2.6306697337087
722,24930,Avery ISD,Avery,194902,194-902,194902,4809060,2,0.0422008304904011,1.64889247989431
723,21540,DeKalb ISD,DeKalb,19901,019-901,019901,4816570,1,0.0650774608054689,2.47234504766964
724,28920,Daingerfield-Lone Star ISD,Daingerfield-Lone Star,172902,172-902,172902,4816180,6,0.0327682354575245,1.17949193851411
725,30600,Bloomburg ISD,Bloomburg,34909,034-909,034909,4810440,5,0.00816437147864235,0.50395024045044
726,25500,Simms ISD,Simms,19909,019-909,019909,4840320,4,0.0372604588933427,1.27732742956822
727,18810,Maud ISD,Maud,19903,019-903,019903,4829460,4,0.0100949320169548,0.694566943792945
728,08700,New Boston ISD,New Boston,19905,019-905,019905,4832340,5,0.0270344524014945,1.2864877210086
729,21420,Queen City ISD,Queen City,34907,034-907,034907,4836210,3,0.0283571447198483,1.35503071407112
730,44010,Redwater ISD,Redwater,19906,019-906,019906,4836750,2,0.0226443985088736,1.16994774184016
731,12180,Linden-Kildare Cons ISD,Linden-Kildare Cons,34905,034-905,034905,4827540,5,0.0685718637575974,1.78057260074023
732,00011,Jefferson ISD,Jefferson,155901,155-901,155901,4824730,1,0.100594187309753,2.27328840049577
733,16020,Avinger ISD,Avinger,34902,034-902,034902,4809090,3,0.017603316603072,0.859040612624546
734,32970,Hughes Springs ISD,Hughes Springs,34903,034-903,034903,4823850,7,0.0290111654705925,1.09759011764063
735,12660,McLeod ISD,McLeod,34906,034-906,034906,4829910,2,0.00826855192576659,0.487458670409316
736,15150,Pewitt Cons ISD,Pewitt Cons,172905,172-905,172905,4834800,3,0.0565018030742976,2.16771547033692
737,30810,Atlanta ISD,Atlanta,34901,034-901,034901,4808880,1,0.0630245201891739,2.53151448660208
738,10740,Whitesboro ISD,Whitesboro,91909,091-909,091909,4845630,7,0.0435893923086041,1.61331863556114
739,28020,Denison ISD,Denison,91903,091-903,091903,4816710,2,0.0245040792185591,1.1300154487323
740,42450,Pottsboro ISD,Pottsboro,91913,091-913,091913,4835580,6,0.0243615261558716,1.07825572879269
741,25200,Bonham ISD,Bonham,74903,074-903,074903,4810800,7,0.0575771339097173,2.28820628235644
742,36240,Ector ISD,Ector,74905,074-905,074905,4818030,2,0.00720730551984161,0.568276883192161
743,45950,Savoy ISD,Savoy,74911,074-911,074911,4839450,4,0.0123838105407685,0.664159682551671
744,19560,Bells ISD,Bells,91901,091-901,091901,4809780,5,0.0146941273164884,0.738217444451552
