DISTRICT,DEXPAVGP,DEXPHCNT,DISTNAME,DMSTAVGP,DMSTHCNT,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP,DRECAVGP,DRECHCNT
"'227912",.,.,"LAGO VISTA ISD",.,.,63.1,75.2,18.6,9.5,196,1,0,6,3.1,100442,0,21.2,10.8,3.5,1.8,1.3,1.3,0,0,157.2,80.2,3,2,10.5,5.4,73278,5,4.2,44850,21,17.5,47557,24.8,20.6,51883,37,30.8,56737,30.2,25.2,63091,2,1.7,65050,0,0,91.9,76.5,1,0.8,1,0.8,4.3,3.6,13.4,89.1,74.2,9.4,7.8,5.3,4.4,0,0,15,30.9,25.8,26.4,22,0.8,0.6,1.3,1.1,1,0.8,0,0,84.1,70.1,12.4,10.4,5.4,120,61.2,55372,0.9,0.7,17.9,7.4,6.2,112.8,94,20.6,10.5,55935,0,17.6,9,.,.
"'227913",.,.,"LAKE TRAVIS ISD",.,.,62.8,68.9,223.4,17.8,1255.2,11,0,7,0.6,176805,0,104,8.3,8.8,5.5,3.9,3,0,0,841.3,67,22,1,33,2.6,77756,101.9,15.1,52227,155.4,23.1,51453,129.7,19.3,53061,182.8,27.2,56788,86.6,12.9,63259,16.8,2.5,68700,12,1.8,466.7,69.3,12.5,1.9,6,0.9,2.2,0.3,10.4,531,78.9,1.9,0.3,75,11.1,3,0.4,16.3,142.3,21.1,198.6,29.5,2,0.3,11.1,1.6,6,0.9,0,0,532.2,79.1,73.8,11,5.8,673.3,53.6,55278,5.1,0.8,20.2,39.4,5.9,572.2,85,128.1,10.2,64835,0,309.8,24.7,-1,-1
"'228901",.,.,"GROVETON ISD",.,.,61.5,67.1,14.4,11.8,122.1,0,0,3,2.5,83594,0,21,17.2,7,5.5,0,0,0,11.5,70.9,58,1,0,2,1.6,82500,4,6.4,42669,13.5,21.6,47597,13,20.8,49276,14,22.4,53724,10,16,63220,7.9,12.7,65765,0,0,52.9,84.8,0,0,2.5,4,1.4,2.2,13.8,47,75.2,0,0,0,0,0,0,11.9,15.5,24.8,6.5,10.4,3,4.8,0,0,0,0,0,0,48.4,77.5,5.2,8.4,9.1,62.4,51.1,53818,1,1.6,18,7.4,11.9,58.9,94.4,3.4,2.8,59780,3.2,30.3,24.8,.,.
"'228903",.,.,"TRINITY ISD",.,.,54.9,63.2,43.1,23.3,184.7,0,1,3,1.6,108890,0,19,10.3,4,4,3.8,3.8,0,0,121,65.5,3,2,8,4.3,72960,14,14.5,43566,33,34.1,45005,15.6,16.1,50347,25.2,26.1,56422,9,9.3,65419,0,0,.,0,0,80.3,82.9,1,1.1,9,9.3,5,5.2,8.2,70.5,72.8,0,0,8.3,8.6,1,1,12,26.3,27.2,15.6,16.1,0.9,1,3.2,3.4,0,0,0,0,73.2,75.6,4.6,4.8,4.1,96.8,52.4,50531,0,0,22.9,9.7,10.1,78.5,81.1,13.2,7.1,60067,0,44.7,24.2,.,.
"'228904",.,.,"CENTERVILLE ISD",.,.,59.6,62.2,1,3.2,31.4,0,0,2,6.4,82370,0,4,12.7,11,11,0,0,0,0,22,70,0,1,0.5,1.6,78280,1,5.9,38005,2,11.8,43416,1,5.9,42667,7,41.2,53224,6,35.3,60152,0,0,.,1,5.9,12,70.6,0,0,0,0,1,5.9,17.1,13,76.5,0,0,0,0,0,0,8.1,4,23.5,5,29.4,0,0,0,0,0,0,0,0,12.9,76,1,5.9,9.8,17,54.1,52999,0,0,11.8,2.1,12.2,16,94.1,2.5,8,35988,0,5.4,17.3,.,.
"'228905",.,.,"APPLE SPRINGS ISD",.,.,51.8,60,2.7,7.1,37.5,0,0,2,5.3,94461,0,8,21.3,7,7,0,0,0,0,19,50.7,0,1,0.9,2.5,99398,4.3,28.4,52211,1.7,11.4,40686,3.5,22.7,50309,4.3,27.9,62612,1.5,9.6,70859,0,0,.,0,0,12.9,84.7,0,0,0,0,0,0,8.4,11.7,76.4,0,0,0,0,0,0,13.4,3.6,23.6,2.3,15.3,0,0,0.9,5.7,0,0,0,0,11.9,77.7,1.5,10,4.7,15.3,40.7,55166,0,0,48.6,1,6.6,15.3,100,0.9,2.3,90451,0,10.5,27.9,.,.
"'229901",.,.,"COLMESNEIL ISD",.,.,57,67.9,5.8,9.1,63.4,0,0,1,1.6,114800,0,7.5,11.8,20.5,20.5,0,0,0,0,41.6,65.7,1,1,1.3,2,97147,1.9,5.4,42143,6.4,18.3,43024,6.3,18,51739,10.9,31.1,59895,5.3,15.1,58546,4.2,12,70756,0,0,26.9,76.7,0,0,0,0,0.9,2.6,14.5,23.6,67.3,0,0,0.9,2.6,0.9,2.6,12.9,11.5,32.7,8.2,23.3,0,0,0,0,0,0,0,0,30.3,86.4,0.6,1.8,4.3,35.1,55.3,55468,0,0,30.8,3.2,9.2,33.2,94.8,4.3,6.8,61911,0,14.3,22.6,.,.
"'229903",.,.,"WOODVILLE ISD",.,.,54.2,64.8,53.9,22,244.6,0,1,3,1.2,116764,1.4,40.9,16.7,4.3,2.3,1.7,1.7,43,9.2,132.3,54.1,5,1,7,2.9,71288,11.9,10.9,40649,32.7,30,44037,12,11,46425,22.7,20.9,53446,20.6,18.9,61980,9,8.3,61894,1,0.9,87.7,80.5,0,0,7,6.4,7.5,6.8,11.5,78.9,72.5,0,0,7,6.4,0,0,11.6,30,27.5,18.3,16.8,3,2.8,4.7,4.3,0,0,0,0,74,67.9,12.7,11.7,5.2,108.9,44.5,50765,0,0,26.9,10,9.2,93.9,86.2,13.3,5.5,66032,2.1,71.4,29.2,.,.
"'229904",.,.,"WARREN ISD",.,.,52.9,57,12,5.9,202.3,0,1,4,2,110424,0,26,12.9,8,8,3,3,1,0,120.9,59.8,4,1,8.7,4.3,79217,10.3,10.4,44276,20,20.1,46400,17.1,17.2,49349,24.9,25.1,54787,20,20.1,60491,7,7,61819,1,1,79.3,79.9,0,0,2,2,7.3,7.4,13.1,77,77.5,0.3,0.3,2,2,1,1,12.7,22.3,22.5,18,18.1,1,1,0,0,1,1,0,0,79.2,79.7,5,5,7.9,99.3,49.1,52715,0,0,24.5,7.6,7.6,93.3,94,8.9,4.4,64372,0,55.3,27.4,.,.
"'229905",.,.,"SPURGER ISD",.,.,58.2,59.8,4,5.3,75.6,0,0,1,1.3,105000,0,7.7,10.3,3,3,0,0,0,0,45.3,59.9,1,0,2.5,3.3,70688,2,5,31873,3.8,9.9,36305,6,15.4,41488,14,36,52645,10.1,26,56905,3,7.7,62583,0,0,35.9,92.3,0,0,0,0,3,7.8,16.7,33.1,85,0,0,2,5.1,0,0,9.5,5.8,15,3,7.7,0,0,0.9,2.3,0,0,0,0,26.6,68.4,3.6,9.2,6.5,38.9,51.5,50143,0,0,16.2,4.7,12.2,36.9,94.9,2.9,3.8,59859,0,22.6,29.8,.,.
"'229906",.,.,"CHESTER ISD",.,.,55.1,59.1,3.6,9.6,37.5,0,1,2,5.3,88250,0,3,8,0,0,1,1,0,0,27.5,73.2,0,0,2,5.3,50000,2,9.4,37661,4,18.6,69631,2,9.4,46957,7.3,34.5,94748,4.5,21.1,86796,1.5,7,54476,0,0,18.3,85.9,0,0,0,0,0,0,13.9,17.3,81.2,0,0,1,4.7,0,0,10,4,18.8,3,14.1,0,0,0,0,0,0,0,0,18.2,85.4,1.5,7,6.3,21.3,56.7,75719,0,0,35.6,1.6,7.6,20.3,95.3,2.2,5.8,108582,0,7.1,18.8,.,.
"'230901",.,.,"BIG SANDY ISD",.,.,60.9,64.3,11,10.1,108.7,1,0,3,2.8,99283,0,14.8,13.7,6,6,4,4,0,0,70.2,64.6,1,0,4.1,3.8,76886,3,5,35151,16,27.1,38201,8,13.5,44782,15,25.4,52663,9.6,16.2,59144,7.5,12.7,55540,0,0,50.2,85,0,0,2,3.4,2,3.4,15.1,45.2,76.5,0,0,1,1.7,0,0,11.1,13.9,23.5,8.9,15,0,0,1.1,1.8,0,0,0,0,46.3,78.4,4.3,7.3,6.4,59,54.3,48216,0,0,36.8,5.3,9,56,94.9,4,3.7,63225,0,23.7,21.8,.,.
"'230902",.,.,"GILMER ISD",.,.,61.5,73.8,75.6,18.2,416.3,4,0,8.3,2,107265,6,58.2,14,7.4,5.4,5,4.3,0,34.4,257.1,61.8,5,0,11.3,2.7,81224,18.1,8.7,42549,57.2,27.5,43467,32,15.4,47087,54,25.9,51249,32.5,15.6,59620,14.4,6.9,57575,2,1,168.9,81.1,4,1.9,19,9.1,12.7,6.1,12.4,161.4,77.5,1,0.5,7.1,3.4,0,0,12.9,46.9,22.5,35.4,17,2,0.9,5.9,2.8,2,1,0,0,153.4,73.7,16.1,7.7,6.9,208.2,50,49463,1,0.5,11.9,15.2,7.3,179.2,86,29.3,7,58830,2,101,24.3,.,.
"'230903",.,.,"ORE CITY ISD",.,.,57.4,67.4,23.7,14.2,166.8,0,0,3.5,2.1,89528,0,26,15.6,6,6,4.5,2.8,0,0,99.4,59.6,3,0,7,4.2,76123,13,15.8,38454,18,22,40708,16,19.5,44474,18,22,55575,13,15.9,62394,4,4.8,69666,0,0,72,87.9,1,1.2,3,3.7,0,0,12.1,62,75.6,0,0,3,3.7,1,1.2,10.5,20,24.4,9,10.9,0,0,2.8,3.4,1,1.2,0,0,67,81.7,5.6,6.8,6.6,82,49.1,49199,0,0,20.2,5.6,6.9,75,91.5,6.9,4.1,60988,0,41.5,24.9,.,.
"'230904",.,.,"UNION HILL ISD",.,.,63.2,64.3,7.9,12.7,62.1,0,0,2,3.2,92500,0,8.7,14,3.5,3.5,0,0,0,0,38.6,62.2,0,1,3,4.8,61333,8,24.6,50078,8,24.6,54382,3,9.2,44027,8.5,26.2,58142,4,12.3,52847,1,3.1,29520,0,0,27,83.1,0,0,2,6.2,0,0,10.2,21.5,66.2,0,0,0,0,0,0,8.7,11,33.8,4.5,13.9,0,0,0.3,0.9,1,3.1,0,0,25.8,79.3,2,6.2,6.2,32.5,52.4,52397,0,0,27.7,4.4,13.6,30.5,93.8,1.1,1.8,73899,0,14.8,23.8,.,.
"'230905",.,.,"HARMONY ISD",.,.,63.6,65.3,11.9,6.6,179.9,0,0,4,2.2,90903,0,27.7,15.4,6.3,3,7,5,0.5,0,108,60,3,0,5.2,2.9,76798,2.8,3,40337,13,13.7,37317,14,14.8,45076,36,38,52927,23.8,25.1,59114,5,5.3,57144,0,0,78.7,83.2,1,1.1,0,0,2,2.1,15.4,77,81.3,1.4,1.4,0,0,1,1.1,10.9,17.7,18.7,15.9,16.8,0,0,0.7,0.8,0,0,0,0,75.4,79.7,5.3,5.6,9.3,94.6,52.6,51024,0,0,10,8.8,9.3,93.6,98.9,4.1,2.3,59338,0,44.3,24.6,.,.
"'230906",.,.,"NEW DIANA ISD",.,.,53.8,64.1,18,10.6,170,0,0,4,2.4,104085,0,19,11.2,2.7,2.7,2.3,2.3,0,0,116,68.3,3,0,5.1,3,73156,6,6.1,40669,19,19.3,40274,20.8,21.1,46745,27.8,28.3,52044,18.8,19.1,59776,6,6.1,68470,0,0,80,81.3,0,0,1,1,6.5,6.6,12.9,71.8,73,0,0,1.8,1.8,0,0,12.3,26.6,27,15.4,15.7,3,3,4.4,4.5,0,0,0,0,76.6,77.9,4.5,4.6,5.5,98.4,57.9,50438,1,1,15.1,6.4,6.5,94.6,96.1,8.4,5,66735,0,35,20.6,.,.
"'230908",.,.,"UNION GROVE ISD",.,.,56,58.3,10.3,9.5,108.2,1,0,2,1.8,104204,0,7.2,6.7,3.7,3.7,3.7,3.7,0,0,75.6,69.8,1,0,4.2,3.9,73429,4.8,7.4,35152,9.9,15.3,37837,8.9,13.7,47251,16.8,26,53770,11.9,18.4,57647,12.4,19.1,59535,1,1.5,49.4,76.2,0,0,0.5,0.8,3.9,6.1,17.1,47.6,73.4,0,0,2,3.1,0,0,10.8,17.2,26.6,14.4,22.3,1,1.5,1.7,2.7,0,0,0,0,47.7,73.6,4.6,7,7.1,64.8,59.9,50863,1,1.5,24,6.9,10.6,60.3,93.1,4.6,4.2,61014,0,25.4,23.5,.,.
"'231901",.,.,"MCCAMEY ISD",.,.,55.2,61.5,52.3,58,90.2,0,1,3,3.3,85590,0,17,18.8,5.3,3,2,2,0,4.9,49.7,55.1,2,0,3.1,3.5,88209,1.9,4.8,41032,8.8,21.6,42897,7.1,17.3,51963,10.8,26.5,55675,7.8,19.1,62457,4.4,10.7,67873,0,0,29.6,72.6,0,0,1,2.4,1.1,2.7,13.5,32,78.3,0,0,13.7,33.6,0,0,12.8,8.9,21.7,11.2,27.4,0,0,1.3,3.2,0,0,0,0,33.4,81.7,1.5,3.6,6.9,40.8,45.3,54171,0.9,2.2,17.8,3.5,8.7,25.2,61.8,2.7,3,65458,1.1,23.5,26.1,.,.
"'231902",.,.,"RANKIN ISD",.,.,19.6,58.8,20.4,26.2,77.9,0,0,3,3.9,99528,0,6.8,8.8,6,5,0,0,0,0,48.8,62.6,0,1,1,1.3,84028,2,4.8,38010,7,16.7,40096,9.7,23.2,46609,11,26.1,58017,11,26.3,60995,1.2,2.9,65061,0,0,29,69.2,0,0,0,0,0,0,13.9,30.9,73.9,0,0,5,11.8,0,0,7.4,11,26.1,12.2,29,0.7,1.7,0.1,0.2,0,0,0,0,34.6,82.7,1.4,3.4,5.2,41.9,53.8,52405,2,4.8,2.5,5.8,13.8,34.9,83.4,2.8,3.6,64889,0,22.3,28.6,.,.
"'232901",.,.,"KNIPPA ISD",.,.,70.1,74.2,29,47.3,61.3,0,0,0.5,0.8,122449,0,8.7,14.1,6,6,4,4,0,0,42.3,69,0,0,2.9,4.6,71490,3.7,10.4,48084,12.7,35.4,39112,5,13.9,50878,8.1,22.6,54982,5.5,15.2,58457,0.9,2.5,66731,0,0,21.6,59.9,0,0,0,0,2,5.5,10.4,28.7,79.7,0,0,10,27.7,0,0,11.4,7.3,20.3,14.5,40.1,0,0,0,0,0,0,0,0,27.4,76,3.2,8.9,4.9,36,58.8,48912,0,0,14.7,3.5,9.6,26.1,72.3,2.9,4.8,52045,0,10.4,16.9,.,.
"'232902",.,.,"SABINAL ISD",.,.,57.4,66.4,51.5,63.1,81.7,1,0,3,3.7,99493,0,8.9,11,10.3,4.3,0,0,0,4,51,62.4,1,1,2.1,2.6,89659,1,2.7,43200,9.9,27,46275,5.8,16,46487,11,30.1,58420,7.9,21.5,62107,1,2.7,61700,0,0,29.7,81.2,0,0,1,2.7,2.7,7.4,13.3,23.7,64.7,0,0,17,46.4,0,0,10.7,12.9,35.3,6.9,18.8,0,0,0.5,1.3,0,0,0,0,26.3,71.8,4.6,12.7,3.6,36.6,44.8,53701,0,0,27.8,2.5,6.7,18.6,50.8,9.3,11.4,68265,1.9,21.8,26.7,.,.
