DISTRICT,DD006AMA1222R,DD006AMA1322R,DD006AMA1S22R,DD006ARE1222R,DD006ARE1322R,DD006ARE1S22R,DD206AMA1222R,DD206AMA1322R,DD206AMA1S22R,DD206ARE1222R,DD206ARE1322R,DD206ARE1S22R,DD306AMA1222R,DD306AMA1322R,DD306AMA1S22R,DD306ARE1222R,DD306ARE1322R,DD306ARE1S22R,DD406AMA1222R,DD406AMA1322R,DD406AMA1S22R,DD406ARE1222R,DD406ARE1322R,DD406ARE1S22R,DDA06AMA1222R,DDA06AMA1322R,DDA06AMA1S22R,DDA06ARE1222R,DDA06ARE1322R,DDA06ARE1S22R,DDB06AMA1222R,DDB06AMA1322R,DDB06AMA1S22R,DDB06ARE1222R,DDB06ARE1322R,DDB06ARE1S22R,DDE06AMA1222R,DDE06AMA1322R,DDE06AMA1S22R,DDE06ARE1222R,DDE06ARE1322R,DDE06ARE1S22R,DDF06AMA1222R,DDF06AMA1322R,DDF06AMA1S22R,DDF06ARE1222R,DDF06ARE1322R,DDF06ARE1S22R,DDH06AMA1222R,DDH06AMA1322R,DDH06AMA1S22R,DDH06ARE1222R,DDH06ARE1322R,DDH06ARE1S22R,DDI06AMA1222R,DDI06AMA1322R,DDI06AMA1S22R,DDI06ARE1222R,DDI06ARE1322R,DDI06ARE1S22R,DDL06AMA1222R,DDL06AMA1322R,DDL06AMA1S22R,DDL06ARE1222R,DDL06ARE1322R,DDL06ARE1S22R,DDM06AMA1222R,DDM06AMA1322R,DDM06AMA1S22R,DDM06ARE1222R,DDM06ARE1322R,DDM06ARE1S22R,DDR06AMA1222R,DDR06AMA1322R,DDR06AMA1S22R,DDR06ARE1222R,DDR06ARE1322R,DDR06ARE1S22R,DDS06AMA1222R,DDS06AMA1322R,DDS06AMA1S22R,DDS06ARE1222R,DDS06ARE1322R,DDS06ARE1S22R,DDW06AMA1222R,DDW06AMA1322R,DDW06AMA1S22R,DDW06ARE1222R,DDW06ARE1322R,DDW06ARE1S22R,DISTNAME,DNC06AMA1222R,DNC06AMA1322R,DNC06AMA1S22R,DNC06ARE1222R,DNC06ARE1322R,DNC06ARE1S22R,DNM06AMA1222R,DNM06AMA1322R,DNM06AMA1S22R,DNM06ARE1222R,DNM06ARE1322R,DNM06ARE1S22R,DNS06AMA1222R,DNS06AMA1322R,DNS06AMA1S22R,DNS06ARE1222R,DNS06ARE1322R,DNS06ARE1S22R
"'122901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,7,47,40,33,47,.,.,.,.,.,.,25,0,38,25,25,25,29,14,57,57,43,57,11,0,22,11,11,11,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,13,0,38,25,25,38,0,0,13,0,0,0,-1,-1,-1,-1,-1,-1,33,17,83,83,67,100,"FT DAVIS ISD",22,11,44,33,33,33,17,0,50,50,33,67,.,.,.,.,.,.
"'122902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,"VALENTINE ISD",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.
"'123803",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,60,30,10,90,0,0,50,33,17,83,0,0,60,30,10,90,0,0,50,17,0,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,"TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL",-1,-1,-1,-1,-1,-1,0,0,50,0,0,83,.,.,.,.,.,.
"'123805",50,32,93,57,21,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,47,26,89,60,26,79,40,10,80,50,30,80,42,23,86,56,26,74,47,23,93,63,30,80,46,26,90,62,23,77,.,.,.,.,.,.,46,25,92,50,17,75,48,30,83,57,22,78,35,18,85,41,15,71,0,0,50,13,13,13,-1,-1,-1,-1,-1,-1,"EHRHART SCHOOL",49,31,97,69,29,86,44,17,72,44,22,67,-1,-1,-1,-1,-1,-1
"'123807",35,11,76,44,21,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,10,74,38,19,75,16,4,56,12,4,60,34,11,74,39,20,75,32,11,74,35,19,75,32,11,75,41,21,76,70,10,100,60,30,100,29,7,71,37,17,71,32,10,74,42,18,75,27,6,71,35,16,72,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,"BOB HOPE SCHOOL",51,19,95,51,35,89,27,8,68,34,14,71,33,0,50,25,0,50
"'123905",60,27,79,46,29,75,30,5,55,45,25,65,85,46,96,77,46,88,-1,-1,-1,-1,-1,-1,53,27,85,54,31,81,29,9,74,32,15,56,42,18,78,45,20,73,58,31,87,60,38,84,61,26,86,60,37,85,-1,-1,-1,-1,-1,-1,54,24,76,37,22,71,48,24,84,50,26,79,34,11,71,27,11,61,12,6,47,14,4,45,52,31,89,54,31,85,"NEDERLAND ISD",57,30,88,55,33,83,39,18,77,51,25,75,56,22,100,78,44,100
"'123907",23,6,53,20,6,55,.,.,.,.,.,.,54,31,77,23,15,69,-1,-1,-1,-1,-1,-1,20,6,49,23,8,52,15,4,39,21,7,45,18,5,46,22,7,52,17,5,48,25,10,58,24,7,57,26,10,57,20,0,20,0,0,40,17,6,44,13,2,47,23,7,49,22,7,46,19,6,45,17,5,44,19,9,32,19,4,31,25,13,63,38,13,75,"PORT ARTHUR ISD",22,6,50,24,9,52,13,4,45,19,6,50,0,0,30,9,0,27
"'123908",48,12,74,40,21,76,11,0,89,22,11,56,50,20,85,40,20,75,.,.,.,.,.,.,38,12,79,40,18,77,15,0,55,15,5,40,29,8,74,28,9,64,32,8,74,42,21,78,44,13,82,43,20,79,-1,-1,-1,-1,-1,-1,32,0,56,28,8,60,42,16,84,37,16,75,12,1,60,17,6,52,24,5,49,17,6,39,37,13,80,41,19,80,"PORT NECHES-GROVES ISD",40,13,85,43,19,83,30,10,65,30,14,59,32,18,64,32,14,77
"'123910",14,4,49,24,7,47,10,0,48,24,10,57,48,32,80,46,25,83,-1,-1,-1,-1,-1,-1,12,2,39,21,7,43,7,1,28,14,4,34,9,2,34,18,6,38,13,3,41,25,9,53,16,3,50,29,10,52,-1,-1,-1,-1,-1,-1,9,1,41,14,2,36,11,2,36,16,6,34,7,1,31,15,4,34,18,3,25,18,2,24,29,4,70,42,18,76,"BEAUMONT ISD",12,2,40,22,8,44,13,3,34,16,5,39,7,0,14,21,14,43
"'123913",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,7,89,54,25,89,40,20,80,40,0,100,46,8,92,38,23,85,36,0,82,55,18,82,58,8,92,75,42,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,59,12,94,53,29,94,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,45,0,91,36,18,73,"SABINE PASS ISD",50,11,89,44,28,83,50,0,90,70,20,100,-1,-1,-1,-1,-1,-1
"'123914",18,0,59,35,6,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,29,6,72,46,27,70,10,0,55,30,20,45,16,0,65,36,20,57,26,3,78,54,28,78,19,3,69,38,16,66,.,.,.,.,.,.,8,0,50,25,0,33,31,9,67,39,26,63,3,2,43,13,7,41,6,0,19,6,0,31,38,9,77,53,34,77,"HAMSHIRE-FANNETT ISD",25,4,70,43,26,70,43,11,77,54,31,69,0,0,100,40,20,60
"'124901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5,61,25,9,56,.,.,.,.,.,.,16,3,59,21,7,55,15,3,64,36,12,64,17,5,60,25,10,56,.,.,.,.,.,.,.,.,.,.,.,.,19,6,58,13,6,48,10,0,38,19,5,48,50,17,67,33,0,33,-1,-1,-1,-1,-1,-1,"JIM HOGG COUNTY ISD",16,4,63,26,11,60,29,14,43,14,0,29,-1,-1,-1,-1,-1,-1
"'125901",33,17,100,67,0,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,30,8,66,34,15,64,-1,-1,-1,-1,-1,-1,27,7,63,28,11,59,23,6,59,40,18,62,30,8,66,33,14,64,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,36,11,72,30,12,65,13,6,45,14,6,36,25,17,48,27,8,37,24,18,65,53,24,65,"ALICE ISD",29,7,65,32,14,62,38,15,77,46,21,74,-1,-1,-1,-1,-1,-1
"'125902",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,7,76,48,14,76,.,.,.,.,.,.,20,8,72,48,16,72,15,0,77,46,15,62,19,8,81,46,15,77,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,19,13,75,50,13,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BEN BOLT-PALITO BLANCO ISD",17,6,78,39,11,72,18,9,73,64,18,82,.,.,.,.,.,.
"'125903",40,0,80,40,20,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,34,10,77,44,22,69,.,.,.,.,.,.,27,7,70,38,11,64,29,11,76,48,31,71,28,4,69,32,14,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,10,78,40,14,67,13,6,58,17,8,48,24,12,35,24,6,29,39,18,86,57,31,78,"ORANGE GROVE ISD",32,9,74,41,22,69,38,14,84,51,24,68,-1,-1,-1,-1,-1,-1
"'125905",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,7,72,24,11,52,.,.,.,.,.,.,17,5,71,21,7,52,26,11,68,37,11,63,22,7,71,24,11,51,.,.,.,.,.,.,.,.,.,.,.,.,19,4,74,15,11,44,10,0,66,10,0,38,7,0,80,7,0,27,-1,-1,-1,-1,-1,-1,"PREMONT ISD",15,5,65,15,10,40,27,8,77,31,12,62,.,.,.,.,.,.
"'125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,29,100,86,43,86,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,60,40,100,100,60,100,57,29,100,86,43,86,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA GLORIA ISD",57,29,100,86,43,86,.,.,.,.,.,.,.,.,.,.,.,.
"'126901",30,13,61,28,16,47,33,17,67,42,17,75,.,.,.,.,.,.,.,.,.,.,.,.,33,8,71,29,13,59,-1,-1,-1,-1,-1,-1,33,9,69,29,15,57,29,7,69,30,13,57,26,8,66,25,11,55,-1,-1,-1,-1,-1,-1,28,10,59,26,13,46,38,9,72,28,13,60,26,8,59,22,9,48,22,7,44,15,0,37,40,8,75,33,14,61,"ALVARADO ISD",37,9,73,31,15,62,26,6,65,26,9,52,-1,-1,-1,-1,-1,-1
"'126902",43,19,81,36,16,64,45,17,81,40,17,69,87,60,100,67,47,93,-1,-1,-1,-1,-1,-1,49,24,83,45,22,73,37,13,67,28,20,52,37,13,72,35,14,60,47,24,83,47,25,74,41,18,79,39,18,66,-1,-1,-1,-1,-1,-1,41,16,80,34,12,62,51,24,83,43,20,71,23,6,67,18,5,46,17,4,55,21,5,44,53,27,85,48,24,77,"BURLESON ISD",53,27,84,48,24,76,39,16,78,37,17,64,46,24,83,44,17,64
"'126903",27,7,67,23,10,54,46,15,69,31,23,77,-1,-1,-1,-1,-1,-1,11,6,56,11,0,22,33,10,73,37,16,65,20,5,50,25,5,45,27,6,68,30,11,59,27,7,72,37,17,67,31,8,69,29,10,60,-1,-1,-1,-1,-1,-1,25,5,65,20,6,52,40,13,75,37,16,63,21,5,62,18,7,49,21,10,44,23,4,39,38,12,81,48,24,74,"CLEBURNE ISD",38,11,79,41,18,69,21,6,59,28,12,56,33,17,75,55,18,73
"'126904",36,9,73,18,18,64,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,58,22,88,46,28,75,-1,-1,-1,-1,-1,-1,49,14,78,38,24,65,66,24,92,55,42,82,45,5,75,35,20,65,.,.,.,.,.,.,30,0,70,10,10,60,53,21,86,40,19,70,22,7,67,15,7,48,38,8,62,38,23,46,62,27,92,49,32,77,"GRANDVIEW ISD",62,22,92,52,32,78,50,23,80,33,20,67,-1,-1,-1,-1,-1,-1
"'126905",49,30,84,41,16,71,67,67,100,83,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,36,87,57,34,83,20,0,60,20,20,40,49,26,82,46,25,77,58,34,86,60,34,84,49,27,82,44,20,76,.,.,.,.,.,.,48,29,83,37,14,69,62,39,88,54,34,82,35,17,75,31,14,66,18,6,49,16,2,43,67,42,91,64,40,88,"JOSHUA ISD",62,38,89,59,37,84,55,33,84,53,26,81,50,29,86,29,21,57
"'126906",50,38,88,50,25,69,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,33,11,78,33,11,67,53,24,89,55,23,77,-1,-1,-1,-1,-1,-1,45,20,90,45,20,78,43,29,86,51,23,77,50,25,96,54,21,83,.,.,.,.,.,.,43,29,86,43,14,64,65,19,94,58,23,77,31,14,79,34,7,55,43,14,71,29,0,43,62,23,85,65,31,81,"KEENE ISD",50,29,87,63,34,87,57,18,93,43,7,64,-1,-1,-1,-1,-1,-1
"'126907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,26,7,74,31,15,54,.,.,.,.,.,.,27,9,73,30,18,55,18,4,71,25,18,50,29,14,86,29,29,57,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,35,12,77,38,12,58,7,0,60,10,3,27,0,0,45,9,0,9,25,7,73,32,14,52,"RIO VISTA ISD",32,11,71,29,11,61,19,4,77,35,19,46,-1,-1,-1,-1,-1,-1
"'126908",15,3,51,13,4,44,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,24,6,60,23,11,58,0,0,43,14,14,57,24,6,60,23,11,58,20,1,57,22,9,62,21,4,55,20,6,52,.,.,.,.,.,.,13,0,48,11,3,41,29,10,63,23,12,54,12,0,47,10,2,45,17,11,39,22,22,50,35,10,73,31,21,67,"VENUS ISD",27,6,63,23,11,55,20,5,54,22,10,61,20,0,40,0,0,60
"'126911",18,9,68,18,9,41,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,32,12,76,31,15,66,.,.,.,.,.,.,19,7,64,12,5,53,24,9,71,30,15,67,21,4,67,23,8,60,.,.,.,.,.,.,14,5,67,14,5,38,39,16,80,31,16,65,8,3,55,12,4,41,8,4,52,8,4,32,38,16,78,34,18,68,"GODLEY ISD",30,12,76,30,13,62,36,13,76,31,19,73,45,27,73,45,27,64
"'127901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,69,27,18,63,-1,-1,-1,-1,-1,-1,21,6,65,24,18,59,27,4,77,31,19,77,19,4,69,23,12,62,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,24,12,60,24,16,48,6,3,56,6,3,47,0,0,33,0,0,17,33,13,67,33,25,63,"ANSON ISD",26,8,69,28,15,59,25,8,67,25,25,75,-1,-1,-1,-1,-1,-1
"'127903",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,13,84,35,6,65,-1,-1,-1,-1,-1,-1,45,18,82,32,5,59,50,11,89,50,6,83,31,13,75,19,0,56,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,38,15,77,15,8,38,67,33,83,33,17,50,40,20,60,40,0,40,64,14,100,57,14,79,"HAMLIN COLLEGIATE ISD",48,14,81,33,5,62,40,10,90,40,10,70,-1,-1,-1,-1,-1,-1
"'127904",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,18,5,77,24,12,64,.,.,.,.,.,.,10,5,74,15,8,54,17,3,74,23,14,69,24,6,76,18,6,65,.,.,.,.,.,.,.,.,.,.,.,.,19,6,81,26,10,58,5,0,62,8,3,46,8,0,58,25,8,33,17,4,77,27,15,63,"HAWLEY ISD",20,4,82,29,11,64,14,5,67,14,14,62,-1,-1,-1,-1,-1,-1
"'127905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,11,89,78,56,89,.,.,.,.,.,.,20,20,80,80,40,80,14,0,86,71,43,86,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,0,100,83,50,100,"LUEDERS-AVOCA ISD",-1,-1,-1,-1,-1,-1,20,0,80,60,40,80,.,.,.,.,.,.
"'127906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,46,22,86,49,30,70,-1,-1,-1,-1,-1,-1,22,4,78,26,9,52,38,19,81,44,19,69,30,10,75,40,15,60,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,52,24,90,52,38,71,14,0,76,29,0,57,11,11,44,22,11,44,71,43,100,71,57,93,"STAMFORD ISD",48,19,87,52,29,77,33,33,83,33,33,33,.,.,.,.,.,.
"'128901",0,0,80,20,0,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,24,9,78,41,17,63,-1,-1,-1,-1,-1,-1,23,7,75,36,14,57,26,9,79,41,12,59,16,0,76,32,5,58,.,.,.,.,.,.,0,0,80,20,0,60,17,6,78,39,22,72,6,3,69,19,6,41,33,22,89,33,33,44,50,30,80,70,50,80,"KARNES CITY ISD",16,5,78,35,14,57,41,18,76,53,24,76,-1,-1,-1,-1,-1,-1
"'128902",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,17,74,39,22,63,-1,-1,-1,-1,-1,-1,27,23,69,27,15,58,10,5,70,20,10,50,34,20,76,41,24,66,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,54,27,77,54,31,73,30,20,50,40,30,40,45,36,91,55,36,55,-1,-1,-1,-1,-1,-1,"KENEDY ISD",38,19,84,47,25,69,29,14,50,21,14,50,-1,-1,-1,-1,-1,-1
"'128903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,21,14,0,43,.,.,.,.,.,.,0,0,15,8,0,38,-1,-1,-1,-1,-1,-1,0,0,17,0,0,33,.,.,.,.,.,.,.,.,.,.,.,.,0,0,27,18,0,55,0,0,18,9,0,36,0,0,20,20,0,40,-1,-1,-1,-1,-1,-1,"RUNGE ISD",0,0,25,17,0,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'128904",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,62,97,85,53,94,.,.,.,.,.,.,100,50,100,88,63,100,93,60,100,93,47,93,100,40,100,100,80,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,89,63,95,79,58,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,66,97,83,48,93,"FALLS CITY ISD",96,67,100,89,56,96,71,43,86,71,43,86,-1,-1,-1,-1,-1,-1
"'129901",37,16,71,35,19,63,41,14,86,55,41,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,14,77,48,27,75,30,11,67,34,20,66,32,9,69,38,20,68,37,13,76,50,28,77,40,13,74,42,24,69,-1,-1,-1,-1,-1,-1,34,13,69,32,15,62,43,15,78,46,25,74,19,6,63,25,11,59,19,4,53,24,7,43,45,17,85,61,32,87,"CRANDALL ISD",48,19,84,58,31,83,31,10,69,36,22,66,31,0,85,31,0,85
"'129902",37,10,73,35,17,62,43,16,81,51,22,70,68,36,92,60,32,80,-1,-1,-1,-1,-1,-1,42,18,75,45,23,72,27,11,60,33,13,58,25,7,61,29,12,57,39,14,74,49,24,77,41,14,72,42,20,71,-1,-1,-1,-1,-1,-1,28,7,68,27,11,56,44,21,76,42,21,67,16,4,56,20,6,50,27,11,52,27,7,45,54,27,88,59,33,85,"FORNEY ISD",45,19,81,48,25,77,38,16,68,42,20,66,61,29,77,48,19,77
"'129903",36,18,76,31,13,66,50,17,100,67,33,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,49,20,85,48,27,79,57,14,86,36,36,57,45,19,81,46,24,75,51,17,86,52,27,80,38,19,79,41,22,74,.,.,.,.,.,.,33,15,75,29,10,64,48,23,84,45,28,77,34,13,76,32,13,68,24,14,51,22,8,43,66,23,92,61,35,88,"KAUFMAN ISD",49,20,85,49,30,80,52,20,83,47,22,76,29,14,100,57,29,86
"'129904",24,5,62,33,14,57,0,0,63,13,0,25,.,.,.,.,.,.,.,.,.,.,.,.,28,7,67,32,13,64,-1,-1,-1,-1,-1,-1,18,6,59,24,12,47,21,5,67,28,16,61,26,5,67,31,13,64,-1,-1,-1,-1,-1,-1,21,5,63,26,11,53,34,10,68,35,10,68,15,4,50,23,8,50,35,26,48,35,22,52,32,10,70,35,14,70,"KEMP ISD",33,10,72,36,17,65,20,4,61,25,8,63,20,0,20,20,20,60
"'129905",29,14,81,24,10,57,33,0,92,33,17,42,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,44,19,83,36,19,65,-1,-1,-1,-1,-1,-1,39,13,80,29,14,61,44,17,85,39,16,63,42,14,79,36,17,62,.,.,.,.,.,.,29,14,81,24,10,57,43,21,81,33,21,66,21,6,71,17,7,47,16,6,62,12,6,40,44,22,83,36,19,66,"MABANK ISD",45,18,86,35,20,67,41,21,78,37,17,60,17,0,100,33,17,50
"'129906",14,6,47,22,9,52,6,0,50,22,0,33,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,7,54,31,15,57,16,8,39,21,5,45,14,6,50,28,12,54,14,7,51,37,19,60,18,8,54,30,16,59,-1,-1,-1,-1,-1,-1,11,5,43,19,7,47,21,7,56,26,11,55,6,3,37,16,5,42,25,15,36,25,9,30,19,6,69,49,31,71,"TERRELL ISD",15,7,50,31,15,58,22,6,61,32,16,57,25,0,67,33,8,58
"'129910",61,6,78,33,11,72,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,64,26,91,50,26,82,-1,-1,-1,-1,-1,-1,58,17,81,44,17,78,60,30,94,53,26,89,67,15,85,37,11,78,.,.,.,.,.,.,59,6,76,29,6,71,69,21,87,46,26,72,40,7,83,17,5,67,38,0,69,31,0,46,62,32,94,56,32,83,"SCURRY-ROSSER ISD",68,32,97,59,32,86,55,14,79,31,14,72,.,.,.,.,.,.
"'130801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"MEADOWLAND CHARTER DISTRICT",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'130901",32,13,61,25,13,54,81,52,95,71,52,90,92,58,100,92,62,100,-1,-1,-1,-1,-1,-1,63,30,90,59,36,84,33,17,83,33,17,50,38,13,80,36,20,65,62,27,91,64,41,88,47,20,85,44,25,77,-1,-1,-1,-1,-1,-1,25,8,57,18,6,49,65,34,90,54,31,81,30,8,72,25,9,62,29,16,67,32,12,57,71,35,93,68,42,88,"BOERNE ISD",65,30,92,61,38,85,60,30,88,56,33,83,63,42,95,63,37,84
"'130902",33,17,83,33,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,9,72,49,22,74,.,.,.,.,.,.,28,8,59,38,13,72,31,3,69,46,23,71,32,6,68,36,15,66,.,.,.,.,.,.,33,17,83,33,0,100,41,15,76,51,22,76,35,10,75,40,0,75,15,8,38,23,0,38,45,14,79,69,34,86,"COMFORT ISD",36,8,72,44,16,72,40,13,73,67,47,80,.,.,.,.,.,.
"'131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,25,83,58,33,92,-1,-1,-1,-1,-1,-1,20,0,60,40,20,100,40,40,60,60,20,100,38,13,75,63,25,100,.,.,.,.,.,.,.,.,.,.,.,.,57,14,100,57,43,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"KENEDY COUNTY WIDE CSD",50,33,67,50,17,100,50,17,100,67,50,83,.,.,.,.,.,.
"'132902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,30,100,70,50,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,80,20,100,100,60,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,40,100,40,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,33,100,67,56,100,"JAYTON-GIRARD ISD",75,25,100,63,38,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'133901",46,8,85,8,0,31,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,65,35,93,42,16,65,.,.,.,.,.,.,63,32,92,42,13,66,60,35,95,50,25,75,61,29,90,32,13,61,.,.,.,.,.,.,46,8,85,8,0,31,70,35,91,35,9,57,43,9,87,13,4,39,56,22,89,44,11,44,73,45,100,64,18,73,"CENTER POINT ISD",70,37,100,40,13,60,54,31,77,46,23,77,.,.,.,.,.,.
"'133902",40,40,80,60,40,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,56,94,72,56,100,.,.,.,.,.,.,57,43,86,71,29,100,80,50,100,60,50,100,40,40,80,60,40,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,75,63,88,88,63,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,62,100,77,62,100,"HUNT ISD",73,53,93,67,53,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'133903",20,6,74,26,9,66,57,29,100,57,43,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,15,80,52,31,77,43,0,57,14,0,57,29,7,71,40,17,70,40,15,81,52,32,81,28,7,73,40,18,70,-1,-1,-1,-1,-1,-1,19,6,75,22,6,63,46,15,79,52,31,74,24,4,68,33,15,61,15,6,60,25,10,33,55,22,87,66,45,85,"KERRVILLE ISD",43,15,82,53,31,78,41,14,73,50,32,74,40,10,90,60,40,90
