DISTRICT,DD000A00T022R,DD0NAA00T022R,DD0NOA00T022R,DD0NTA00T022R,DD0YAA00T022R,DD0YMA00T022R,DD0YXA00T022R,DD200A00T022R,DD2NAA00T022R,DD2NOA00T022R,DD2NTA00T022R,DD2YAA00T022R,DD2YMA00T022R,DD2YXA00T022R,DD300A00T022R,DD3NAA00T022R,DD3NOA00T022R,DD3NTA00T022R,DD3YAA00T022R,DD3YMA00T022R,DD3YXA00T022R,DD400A00T022R,DD4NAA00T022R,DD4NOA00T022R,DD4NTA00T022R,DD4YAA00T022R,DD4YMA00T022R,DD4YXA00T022R,DDA00A00T022R,DDANAA00T022R,DDANOA00T022R,DDANTA00T022R,DDAYAA00T022R,DDAYMA00T022R,DDAYXA00T022R,DDB00A00T022R,DDBNAA00T022R,DDBNOA00T022R,DDBNTA00T022R,DDBYAA00T022R,DDBYMA00T022R,DDBYXA00T022R,DDE00A00T022R,DDENAA00T022R,DDENOA00T022R,DDENTA00T022R,DDEYAA00T022R,DDEYMA00T022R,DDEYXA00T022R,DDF00A00T022R,DDFNAA00T022R,DDFNOA00T022R,DDFNTA00T022R,DDFYAA00T022R,DDFYMA00T022R,DDFYXA00T022R,DDH00A00T022R,DDHNAA00T022R,DDHNOA00T022R,DDHNTA00T022R,DDHYAA00T022R,DDHYMA00T022R,DDHYXA00T022R,DDI00A00T022R,DDINAA00T022R,DDINOA00T022R,DDINTA00T022R,DDIYAA00T022R,DDIYMA00T022R,DDIYXA00T022R,DDL00A00T022R,DDLNAA00T022R,DDLNOA00T022R,DDLNTA00T022R,DDLYAA00T022R,DDLYMA00T022R,DDLYXA00T022R,DDM00A00T022R,DDMNAA00T022R,DDMNOA00T022R,DDMNTA00T022R,DDMYAA00T022R,DDMYMA00T022R,DDMYXA00T022R,DDR00A00T022R,DDRNAA00T022R,DDRNOA00T022R,DDRNTA00T022R,DDRYAA00T022R,DDRYMA00T022R,DDRYXA00T022R,DDS00A00T022R,DDSNAA00T022R,DDSNOA00T022R,DDSNTA00T022R,DDSYAA00T022R,DDSYMA00T022R,DDSYXA00T022R,DDW00A00T022R,DDWNAA00T022R,DDWNOA00T022R,DDWNTA00T022R,DDWYAA00T022R,DDWYMA00T022R,DDWYXA00T022R,DISTNAME,DNC00A00T022R,DNCNAA00T022R,DNCNOA00T022R,DNCNTA00T022R,DNCYAA00T022R,DNCYMA00T022R,DNCYXA00T022R,DNM00A00T022R,DNMNAA00T022R,DNMNOA00T022R,DNMNTA00T022R,DNMYAA00T022R,DNMYMA00T022R,DNMYXA00T022R,DNS00A00T022R,DNSNAA00T022R,DNSNOA00T022R,DNSNTA00T022R,DNSYAA00T022R,DNSYMA00T022R,DNSYXA00T022R
"'112909",100,0,0,0,96,0,4,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,96,3,1,100,0,0,0,100,0,0,100,0,0,0,97,2,1,99,1,0,1,95,3,1,100,0,0,0,95,3,2,.,.,.,.,.,.,.,100,0,0,0,96,0,4,100,0,0,0,97,3,0,100,0,0,0,98,1,1,100,0,0,0,100,0,0,100,0,0,0,97,3,0,"SALTILLO ISD",100,0,0,0,99,1,0,100,0,0,0,89,9,2,100,0,0,0,100,0,0
"'112910",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,86,14,0,100,0,0,0,100,0,0,100,0,0,0,74,26,0,100,0,0,0,82,18,0,100,0,0,0,73,27,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,90,10,0,100,0,0,0,80,20,0,100,0,0,0,75,25,0,100,0,0,0,89,11,0,"SULPHUR BLUFF ISD",100,0,0,0,84,16,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0
"'113901",98,2,0,2,96,1,2,94,6,0,6,86,8,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,98,2,0,2,94,4,0,98,2,0,2,96,2,0,98,2,0,2,95,3,0,97,2,0,3,92,4,1,98,2,0,2,95,1,1,.,.,.,.,.,.,.,98,2,0,2,95,1,2,99,1,0,1,96,2,0,97,2,0,3,95,1,1,99,1,0,1,96,3,0,99,0,0,1,86,14,0,"CROCKETT ISD",98,2,0,2,97,1,1,97,2,0,3,83,14,0,93,7,0,7,71,21,0
"'113902",100,0,0,0,91,0,9,100,0,0,0,92,8,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,0,1,1,94,6,0,100,0,0,0,96,4,0,100,0,0,0,96,3,0,99,0,1,1,96,3,0,100,0,0,0,87,12,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,91,0,9,100,0,0,0,94,5,0,99,0,1,1,98,0,1,100,0,0,0,96,4,0,99,0,1,1,95,5,0,"GRAPELAND ISD",99,0,1,1,98,1,0,100,0,0,0,87,13,0,100,0,0,0,100,0,0
"'113903",100,0,0,0,100,0,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,95,5,0,99,1,0,1,90,9,0,99,0,0,1,96,3,0,100,0,0,0,95,5,0,100,0,0,0,92,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,4,0,99,0,0,1,95,4,0,100,0,0,0,100,0,0,100,0,0,0,95,4,0,"LOVELADY ISD",100,0,0,0,98,2,0,100,0,0,0,84,15,0,100,0,0,0,63,38,0
"'113905",100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,95,5,0,100,0,0,0,95,5,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,97,3,0,100,0,0,0,98,2,0,100,0,0,0,95,5,0,"LATEXO ISD",100,0,0,0,96,4,0,100,0,0,0,95,5,0,100,0,0,0,82,18,0
"'113906",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,93,7,0,100,0,0,0,88,12,0,100,0,0,0,98,2,0,100,0,0,0,90,10,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,"KENNARD ISD",100,0,0,0,98,2,0,100,0,0,0,81,19,0,100,0,0,0,71,29,0
"'114901",100,0,0,0,90,3,7,99,1,0,1,89,10,0,100,0,0,0,93,0,7,100,0,0,0,100,0,0,99,0,0,1,95,4,1,99,1,0,1,93,6,0,99,1,0,1,95,4,1,99,0,0,1,94,4,1,99,0,0,1,95,4,1,100,0,0,0,100,0,0,100,0,0,0,89,3,8,99,0,0,1,95,4,0,99,1,0,1,96,2,1,100,0,0,0,97,2,0,99,0,0,1,95,5,0,"BIG SPRING ISD",100,0,0,0,98,1,0,99,1,0,1,84,13,1,97,3,0,3,86,12,0
"'114902",100,0,0,0,86,12,3,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,96,4,0,100,0,0,0,100,0,0,99,0,0,1,94,5,0,100,0,0,0,96,4,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0,100,0,0,0,86,12,3,100,0,0,0,96,3,0,100,0,0,0,96,3,0,98,1,1,2,92,6,0,100,0,0,0,96,3,0,"COAHOMA ISD",100,0,0,0,97,2,0,100,0,0,0,91,7,1,100,0,0,0,86,14,0
"'114904",100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,98,2,0,100,0,0,0,100,0,0,100,0,0,0,98,2,0,100,0,0,0,99,1,0,100,0,0,0,99,1,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,100,0,0,0,98,2,0,100,0,0,0,99,1,0,100,0,0,0,97,3,0,100,0,0,0,99,1,0,"FORSAN ISD",100,0,0,0,100,0,0,100,0,0,0,93,7,0,100,0,0,0,90,10,0
"'115901",100,0,0,0,91,2,7,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,92,3,5,.,.,.,.,.,.,.,100,0,0,0,92,3,5,100,0,0,0,93,3,4,100,0,0,0,93,3,5,.,.,.,.,.,.,.,100,0,0,0,91,2,7,100,0,0,0,92,3,5,100,0,0,0,92,2,6,99,1,0,1,94,0,5,94,6,0,6,94,0,0,"FT HANCOCK ISD",100,0,0,0,97,1,3,99,1,0,1,77,11,11,100,0,0,0,100,0,0
"'115902",-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,6,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,3,0,100,0,0,0,93,7,0,100,0,0,0,94,6,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,4,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"SIERRA BLANCA ISD",100,0,0,0,98,2,0,100,0,0,0,90,10,0,100,0,0,0,81,19,0
"'115903",100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"DELL CITY ISD",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.
"'116901",100,0,0,0,84,13,3,100,0,0,0,97,3,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,93,7,0,100,0,0,0,70,30,0,100,0,0,0,91,9,0,100,0,0,0,93,7,0,100,0,0,0,88,11,1,100,0,0,0,100,0,0,100,0,0,0,78,18,4,100,0,0,0,94,6,0,100,0,0,0,95,5,1,100,0,0,0,93,6,1,100,0,0,0,96,4,0,"CADDO MILLS ISD",100,0,0,0,94,6,0,100,0,0,0,92,8,0,100,0,0,0,91,9,0
"'116902",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,93,7,0,100,0,0,0,100,0,0,100,0,0,0,93,7,0,100,0,0,0,90,10,0,100,0,0,0,92,8,0,100,0,0,0,67,33,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,100,0,0,0,97,3,0,100,0,0,0,93,7,0,100,0,0,0,93,7,0,"CELESTE ISD",100,0,0,0,97,3,0,100,0,0,0,83,17,0,100,0,0,0,100,0,0
"'116903",100,0,0,0,88,7,6,98,2,0,2,90,8,0,100,0,0,0,73,28,0,100,0,0,0,100,0,0,99,1,1,1,90,8,1,99,1,0,1,88,11,0,99,1,0,1,92,6,1,99,0,1,1,91,7,1,99,0,0,1,91,6,3,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,86,8,7,99,1,0,1,89,9,1,99,1,0,1,92,5,1,100,0,0,0,92,7,1,99,0,1,1,91,8,0,"COMMERCE ISD",99,0,1,1,96,3,0,99,1,0,1,80,17,2,98,0,2,2,71,27,0
"'116905",100,0,0,0,92,3,5,97,2,0,3,92,5,0,100,0,0,0,100,0,0,100,0,0,0,92,8,0,99,1,0,1,93,4,1,99,1,0,1,94,5,0,99,1,0,1,95,3,2,99,0,0,1,94,4,2,100,0,0,0,93,4,3,100,0,0,0,100,0,0,100,0,0,0,92,3,5,99,1,0,1,93,5,1,99,1,0,1,94,3,2,99,1,0,1,94,4,1,99,1,0,1,94,6,0,"GREENVILLE ISD",99,0,0,1,97,1,1,99,1,0,1,84,12,2,98,2,0,2,92,6,0
"'116906",100,0,0,0,86,14,0,100,0,0,0,95,5,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,94,6,0,100,0,0,0,73,27,0,100,0,0,0,95,4,1,100,0,0,0,96,3,1,100,0,0,0,91,9,0,87,13,0,13,87,0,0,100,0,0,0,85,15,0,100,0,0,0,92,8,0,100,0,0,0,95,5,0,100,0,0,0,90,9,1,100,0,0,0,96,3,0,"LONE OAK ISD",100,0,0,0,99,1,0,99,0,0,1,85,13,1,100,0,0,0,86,14,0
"'116908",100,0,0,0,91,6,3,100,0,0,0,92,8,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,99,1,0,1,93,6,1,100,0,0,0,78,22,0,99,1,0,1,93,5,1,99,1,0,1,93,5,1,100,0,0,0,91,7,2,100,0,0,0,100,0,0,100,0,0,0,89,7,4,100,0,0,0,92,6,1,99,1,0,1,94,4,1,100,0,0,0,91,7,1,99,1,0,1,94,5,0,"QUINLAN ISD",100,0,0,0,96,3,1,99,1,0,1,86,12,1,98,2,0,2,93,4,0
"'116909",100,0,0,0,95,5,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,96,4,0,100,0,0,0,100,0,0,100,0,0,0,98,2,0,100,0,0,0,95,5,0,100,0,0,0,97,3,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,97,3,0,100,0,0,0,98,2,0,100,0,0,0,96,4,0,100,0,0,0,97,3,0,"WOLFE CITY ISD",100,0,0,0,99,1,0,100,0,0,0,87,13,0,100,0,0,0,80,20,0
"'116910",100,0,0,0,87,7,6,100,0,0,0,100,0,0,100,0,0,0,73,0,27,.,.,.,.,.,.,.,99,0,0,1,91,8,1,100,0,0,0,22,78,0,100,0,0,0,97,2,0,99,0,1,1,86,10,2,99,0,1,1,91,7,1,.,.,.,.,.,.,.,100,0,0,0,87,7,6,100,0,0,0,94,6,0,100,0,0,0,96,3,1,100,0,0,0,100,0,0,99,0,0,1,95,5,0,"CAMPBELL ISD",100,0,0,0,99,1,0,99,0,1,1,81,15,2,92,4,4,8,40,52,0
"'116915",100,0,0,0,88,8,3,100,0,0,0,44,56,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,92,7,1,100,0,0,0,100,0,0,100,0,0,0,93,6,1,100,0,0,0,92,7,1,100,0,0,0,91,7,2,100,0,0,0,100,0,0,100,0,0,0,85,10,5,100,0,0,0,92,6,1,100,0,0,0,93,5,2,100,0,0,0,91,9,0,99,1,0,1,94,5,0,"BLAND ISD",100,0,0,0,97,2,0,100,0,0,0,84,14,2,100,0,0,0,95,5,0
"'116916",100,0,0,0,96,0,4,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,0,1,1,94,5,0,100,0,0,0,64,36,0,99,0,1,1,91,7,0,100,0,0,0,94,5,0,100,0,0,0,95,3,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,0,5,99,0,1,1,93,5,0,99,0,1,1,94,5,1,100,0,0,0,100,0,0,99,0,1,1,94,4,0,"BOLES ISD",99,0,1,1,97,2,0,99,0,1,1,88,11,1,100,0,0,0,85,15,0
"'117901",100,0,0,0,95,1,4,99,0,1,1,96,2,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,94,5,1,100,0,0,0,96,4,0,100,0,0,0,96,3,1,100,0,0,0,94,5,0,100,0,0,0,96,3,1,100,0,0,0,96,4,0,100,0,0,0,94,1,5,100,0,0,0,95,4,1,100,0,0,0,97,1,1,100,0,0,0,96,4,1,100,0,0,0,94,6,0,"BORGER ISD",100,0,0,0,98,2,1,99,0,0,1,84,15,0,100,0,0,0,59,41,0
"'117903",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,5,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,94,6,0,100,0,0,0,88,12,0,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,99,0,1,1,95,4,0,100,0,0,0,98,2,0,100,0,0,0,94,6,0,100,0,0,0,95,4,0,"SANFORD-FRITCH ISD",100,0,0,0,96,3,0,99,0,1,1,91,9,0,100,0,0,0,100,0,0
"'117904",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,97,2,0,.,.,.,.,.,.,.,100,0,0,0,99,1,0,100,0,0,0,98,2,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,99,0,1,1,99,1,0,100,0,0,0,99,1,0,100,0,0,0,97,3,0,"PLEMONS-STINNETT-PHILLIPS CISD",100,0,0,0,99,1,0,98,0,2,2,92,7,0,100,0,0,0,78,22,0
"'117907",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,1,1,94,5,0,-1,-1,-1,-1,-1,-1,-1,98,0,2,2,98,0,0,99,0,1,1,90,9,0,98,0,2,2,93,4,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,93,7,0,"SPRING CREEK ISD",100,0,0,0,98,2,0,98,0,2,2,86,12,0,100,0,0,0,100,0,0
"'118902",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,99,1,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,100,0,0,0,99,1,0,100,0,0,0,98,2,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,97,3,0,100,0,0,0,99,1,0,"IRION COUNTY ISD",100,0,0,0,99,1,0,100,0,0,0,98,2,0,100,0,0,0,100,0,0
"'119901",100,0,0,0,87,0,13,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,4,1,.,.,.,.,.,.,.,100,0,0,0,94,5,1,100,0,0,0,95,5,0,100,0,0,0,96,0,4,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,87,0,13,100,0,0,0,95,4,1,100,0,0,0,98,1,1,100,0,0,0,94,4,2,100,0,0,0,95,5,0,"BRYSON ISD",100,0,0,0,98,2,1,100,0,0,0,89,11,0,100,0,0,0,100,0,0
"'119902",100,0,0,0,93,2,5,100,0,0,0,95,5,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,96,3,1,100,0,0,0,100,0,0,100,0,0,0,95,4,1,100,0,0,0,97,2,1,100,0,0,0,95,3,2,100,0,0,0,100,0,0,100,0,0,0,93,2,5,100,0,0,0,95,4,1,100,0,0,0,97,2,2,100,0,0,0,95,3,2,100,0,0,0,97,3,0,"JACKSBORO ISD",100,0,0,0,99,0,1,100,0,0,0,86,13,1,100,0,0,0,95,4,2
"'119903",100,0,0,0,60,27,13,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,4,0,.,.,.,.,.,.,.,100,0,0,0,87,11,2,100,0,0,0,96,4,0,100,0,0,0,88,10,2,.,.,.,.,.,.,.,100,0,0,0,60,27,13,100,0,0,0,94,5,1,100,0,0,0,89,10,1,100,0,0,0,94,3,3,100,0,0,0,97,3,0,"PERRIN-WHITT CISD",100,0,0,0,97,2,1,100,0,0,0,91,9,0,100,0,0,0,65,35,0
"'120901",100,0,0,0,92,3,4,98,2,0,2,95,3,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,95,4,1,100,0,0,0,96,4,0,99,0,0,1,96,3,1,99,1,0,1,94,5,1,99,1,0,1,95,3,1,.,.,.,.,.,.,.,100,0,0,0,92,3,5,100,0,0,0,96,3,0,98,2,0,2,88,9,1,99,1,0,1,88,11,0,100,0,0,0,97,3,0,"EDNA ISD",100,0,0,0,97,2,0,99,1,0,1,86,11,2,100,0,0,0,95,5,0
"'120902",100,0,0,0,97,0,3,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,99,1,0,100,0,0,0,100,0,0,100,0,0,0,99,0,1,100,0,0,0,99,0,0,100,0,0,0,99,1,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,0,4,100,0,0,0,99,1,0,100,0,0,0,99,0,1,100,0,0,0,99,0,1,100,0,0,0,99,1,0,"GANADO ISD",100,0,0,0,99,0,0,100,0,0,0,96,2,1,100,0,0,0,100,0,0
"'120905",100,0,0,0,91,2,7,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,97,2,0,100,0,0,0,100,0,0,100,0,0,0,96,3,1,100,0,0,0,97,2,0,100,0,0,0,96,3,2,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,64,7,29,100,0,0,0,97,2,0,100,0,0,0,96,2,2,100,0,0,0,100,0,0,100,0,0,0,98,2,0,"INDUSTRIAL ISD",100,0,0,0,99,1,0,100,0,0,0,93,6,2,100,0,0,0,92,8,0
"'121902",.,.,.,.,.,.,.,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,1,1,95,4,0,100,0,0,0,100,0,0,99,0,1,1,95,4,0,100,0,0,0,95,4,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,1,1,95,4,0,99,0,1,1,98,1,0,100,0,0,0,100,0,0,99,0,1,1,95,4,0,"BROOKELAND ISD",99,0,1,1,97,2,0,99,1,1,1,89,10,0,100,0,0,0,78,22,0
"'121903",100,0,0,0,100,0,0,99,1,0,1,99,0,0,100,0,0,0,60,40,0,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,95,4,0,100,0,0,0,94,6,0,100,0,0,0,90,10,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,98,1,0,100,0,0,0,91,8,0,100,0,0,0,96,4,0,"BUNA ISD",100,0,0,0,98,2,0,100,0,0,0,88,11,0,100,0,0,0,95,5,0
"'121904",100,0,0,0,95,0,5,100,0,0,0,96,4,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,1,0,1,94,4,1,100,0,0,0,97,2,0,100,0,0,0,96,3,1,99,1,0,1,95,3,1,100,0,0,0,95,2,3,100,0,0,0,100,0,0,100,0,0,0,94,0,6,99,1,0,1,93,5,1,100,0,0,0,97,2,1,100,0,0,0,94,5,1,99,1,0,1,91,8,0,"JASPER ISD",100,0,0,0,98,1,1,98,2,0,2,81,16,1,95,5,0,5,79,15,0
"'121905",100,0,0,0,93,4,3,97,3,0,3,92,6,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,1,0,1,95,3,0,98,1,1,2,94,4,0,99,1,0,1,95,4,0,99,0,0,1,95,4,0,99,0,1,1,95,3,1,100,0,0,0,100,0,0,100,0,0,0,90,6,4,99,1,0,1,96,2,0,99,1,0,1,97,1,0,98,2,1,2,95,3,0,99,1,0,1,96,3,0,"KIRBYVILLE CISD",99,0,0,1,99,1,0,97,2,1,3,85,12,0,100,0,0,0,94,6,0
"'121906",100,0,0,0,85,0,15,100,0,0,0,93,0,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,96,4,0,.,.,.,.,.,.,.,100,0,0,0,98,2,0,100,0,0,0,97,2,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,85,0,15,100,0,0,0,95,5,1,100,0,0,0,99,0,1,100,0,0,0,96,4,0,100,0,0,0,97,2,0,"EVADALE ISD",100,0,0,0,96,3,0,100,0,0,0,94,6,0,100,0,0,0,78,22,0
"'122901",100,0,0,0,91,7,2,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,0,3,3,87,10,0,.,.,.,.,.,.,.,96,0,4,4,90,6,0,96,0,4,4,87,9,0,100,0,0,0,93,7,1,.,.,.,.,.,.,.,100,0,0,0,89,9,2,100,0,0,0,89,11,1,100,0,0,0,90,9,0,100,0,0,0,93,7,0,91,0,9,9,79,12,0,"FT DAVIS ISD",100,0,0,0,100,0,0,92,0,8,8,65,27,0,-1,-1,-1,-1,-1,-1,-1
"'122902",100,0,0,0,82,12,6,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,83,16,2,.,.,.,.,.,.,.,100,0,0,0,91,6,3,100,0,0,0,69,31,0,100,0,0,0,92,5,3,.,.,.,.,.,.,.,100,0,0,0,80,13,7,100,0,0,0,97,0,3,100,0,0,0,80,15,5,100,0,0,0,100,0,0,100,0,0,0,64,36,0,"VALENTINE ISD",100,0,0,0,92,6,3,100,0,0,0,71,29,0,.,.,.,.,.,.,.
"'123803",.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,0,9,9,82,9,0,97,0,3,3,92,5,0,97,0,3,3,89,8,0,94,0,6,6,82,12,0,96,0,4,4,93,4,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,0,1,1,93,6,0,96,0,4,4,95,1,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL",98,0,2,2,96,2,0,87,0,13,13,74,13,0,100,0,0,0,100,0,0
"'123805",100,0,0,0,99,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,98,2,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,98,2,0,100,0,0,0,99,1,0,.,.,.,.,.,.,.,100,0,0,0,99,0,0,100,0,0,0,99,1,0,100,0,0,0,99,1,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"EHRHART SCHOOL",100,0,0,0,98,2,0,100,0,0,0,96,4,0,100,0,0,0,80,20,0
"'123807",100,0,0,0,94,3,3,100,0,0,0,69,31,0,100,0,0,0,83,0,17,.,.,.,.,.,.,.,100,0,0,0,94,4,2,100,0,0,0,94,6,0,100,0,0,0,94,4,2,100,0,0,0,94,4,1,100,0,0,0,95,3,2,100,0,0,0,85,13,2,100,0,0,0,93,3,4,100,0,0,0,94,3,2,100,0,0,0,95,2,3,100,0,0,0,96,1,2,100,0,0,0,69,31,0,"BOB HOPE SCHOOL",100,0,0,0,93,4,3,100,0,0,0,95,4,1,100,0,0,0,98,2,0
"'123905",100,0,0,0,88,5,7,99,1,0,1,89,9,1,100,0,0,0,92,4,3,100,0,0,0,75,17,8,99,1,0,1,94,4,1,99,0,0,1,92,8,0,99,1,0,1,95,3,1,99,1,0,1,94,4,1,99,1,0,1,92,5,2,100,0,0,0,97,0,3,100,0,0,0,87,5,8,99,1,0,1,94,4,1,99,1,0,1,94,3,2,99,1,0,1,94,4,1,99,1,0,1,96,3,0,"NEDERLAND ISD",99,0,0,1,98,1,0,99,1,0,1,82,14,3,100,0,0,0,85,14,1
"'123907",99,0,0,1,89,6,5,100,0,0,0,36,64,0,99,0,1,1,96,1,2,100,0,0,0,100,0,0,99,1,0,1,92,5,2,99,1,0,1,95,4,0,99,1,0,1,97,1,1,99,1,0,1,91,6,2,99,1,0,1,91,5,3,99,1,0,1,96,3,0,99,0,0,1,87,6,6,99,1,0,1,92,5,2,99,1,0,1,94,3,3,99,1,0,1,95,2,1,99,1,0,1,84,14,1,"PORT ARTHUR ISD",99,1,0,1,97,1,1,98,1,0,2,77,16,4,99,1,0,1,85,12,1
