DISTRICT,DD004AMA1222R,DD004AMA1322R,DD004AMA1S22R,DD004ARE1222R,DD004ARE1322R,DD004ARE1S22R,DD204AMA1222R,DD204AMA1322R,DD204AMA1S22R,DD204ARE1222R,DD204ARE1322R,DD204ARE1S22R,DD304AMA1222R,DD304AMA1322R,DD304AMA1S22R,DD304ARE1222R,DD304ARE1322R,DD304ARE1S22R,DD404AMA1222R,DD404AMA1322R,DD404AMA1S22R,DD404ARE1222R,DD404ARE1322R,DD404ARE1S22R,DDA04AMA1222R,DDA04AMA1322R,DDA04AMA1S22R,DDA04ARE1222R,DDA04ARE1322R,DDA04ARE1S22R,DDB04AMA1222R,DDB04AMA1322R,DDB04AMA1S22R,DDB04ARE1222R,DDB04ARE1322R,DDB04ARE1S22R,DDE04AMA1222R,DDE04AMA1322R,DDE04AMA1S22R,DDE04ARE1222R,DDE04ARE1322R,DDE04ARE1S22R,DDF04AMA1222R,DDF04AMA1322R,DDF04AMA1S22R,DDF04ARE1222R,DDF04ARE1322R,DDF04ARE1S22R,DDH04AMA1222R,DDH04AMA1322R,DDH04AMA1S22R,DDH04ARE1222R,DDH04ARE1322R,DDH04ARE1S22R,DDI04AMA1222R,DDI04AMA1322R,DDI04AMA1S22R,DDI04ARE1222R,DDI04ARE1322R,DDI04ARE1S22R,DDL04AMA1222R,DDL04AMA1322R,DDL04AMA1S22R,DDL04ARE1222R,DDL04ARE1322R,DDL04ARE1S22R,DDM04AMA1222R,DDM04AMA1322R,DDM04AMA1S22R,DDM04ARE1222R,DDM04ARE1322R,DDM04ARE1S22R,DDR04AMA1222R,DDR04AMA1322R,DDR04AMA1S22R,DDR04ARE1222R,DDR04ARE1322R,DDR04ARE1S22R,DDS04AMA1222R,DDS04AMA1322R,DDS04AMA1S22R,DDS04ARE1222R,DDS04ARE1322R,DDS04ARE1S22R,DDW04AMA1222R,DDW04AMA1322R,DDW04AMA1S22R,DDW04ARE1222R,DDW04ARE1322R,DDW04ARE1S22R,DISTNAME,DNC04AMA1222R,DNC04AMA1322R,DNC04AMA1S22R,DNC04ARE1222R,DNC04ARE1322R,DNC04ARE1S22R,DNM04AMA1222R,DNM04AMA1322R,DNM04AMA1S22R,DNM04ARE1222R,DNM04ARE1322R,DNM04ARE1S22R,DNS04AMA1222R,DNS04AMA1322R,DNS04AMA1S22R,DNS04ARE1222R,DNS04ARE1322R,DNS04ARE1S22R
"'003903",22,8,60,38,13,76,30,15,70,68,21,84,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,32,15,64,46,21,75,21,6,52,35,11,64,26,10,60,41,15,73,30,12,66,52,24,81,28,12,64,42,16,77,.,.,.,.,.,.,22,8,60,38,13,76,34,17,61,41,18,70,19,6,52,30,9,67,20,10,29,24,5,43,54,32,77,66,43,86,"LUFKIN ISD",33,16,65,48,22,76,28,13,58,39,16,72,56,38,75,50,25,69
"'003904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,43,20,71,48,26,81,-1,-1,-1,-1,-1,-1,39,19,69,43,18,76,37,16,69,55,29,80,57,29,86,71,29,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,50,23,73,42,23,83,19,8,44,17,0,61,24,6,41,24,0,65,43,19,71,48,26,80,"HUNTINGTON ISD",44,23,74,47,24,85,42,13,65,52,29,74,.,.,.,.,.,.
"'003905",20,5,50,40,20,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,25,9,63,45,14,77,21,0,64,50,21,64,15,4,57,38,11,73,15,6,57,43,19,75,19,9,55,43,13,77,.,.,.,.,.,.,7,0,43,29,0,57,33,12,68,47,10,78,12,0,35,20,6,57,11,0,33,22,6,33,29,12,69,47,14,80,"DIBOLL ISD",27,11,63,48,14,82,17,3,62,38,14,62,14,0,57,43,0,100
"'003906",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,22,89,72,28,89,.,.,.,.,.,.,33,27,87,67,27,87,29,14,100,86,14,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,36,27,82,64,36,82,43,29,100,57,14,86,-1,-1,-1,-1,-1,-1,31,19,88,69,25,88,"ZAVALLA ISD",45,36,100,82,36,100,14,0,71,57,14,71,.,.,.,.,.,.
"'003907",33,0,67,33,0,47,80,60,80,80,60,100,.,.,.,.,.,.,.,.,.,.,.,.,48,22,78,61,28,80,-1,-1,-1,-1,-1,-1,43,17,67,47,20,70,45,20,77,63,34,82,38,8,75,58,17,67,.,.,.,.,.,.,33,0,67,33,0,44,52,25,79,59,21,79,20,9,63,51,14,69,26,4,39,35,13,43,49,26,79,60,28,85,"CENTRAL ISD",47,22,75,58,23,79,51,23,82,67,36,82,60,0,100,80,20,100
"'004901",20,10,20,20,10,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,23,11,49,45,17,70,-1,-1,-1,-1,-1,-1,18,8,44,38,17,64,15,5,49,47,18,74,18,9,38,28,7,58,.,.,.,.,.,.,0,0,0,0,0,25,31,16,48,44,17,65,8,4,22,20,6,48,18,3,26,26,6,44,26,11,56,57,23,77,"ARANSAS COUNTY ISD",22,9,50,42,13,67,26,13,46,52,26,74,33,33,67,33,0,100
"'005901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,52,93,69,38,83,.,.,.,.,.,.,47,35,88,53,29,71,64,50,100,79,50,93,40,20,90,60,20,60,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,67,53,87,60,27,73,50,33,83,67,42,75,-1,-1,-1,-1,-1,-1,79,68,95,74,47,95,"ARCHER CITY ISD",58,42,95,74,37,84,80,70,90,60,40,80,-1,-1,-1,-1,-1,-1
"'005902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,49,39,82,59,31,78,-1,-1,-1,-1,-1,-1,31,23,62,42,15,65,42,34,84,58,32,87,0,0,80,60,0,80,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,56,42,80,60,31,71,8,0,48,32,8,44,19,6,50,25,0,31,53,42,82,62,34,78,"HOLLIDAY ISD",48,36,80,56,26,77,55,45,86,68,45,82,.,.,.,.,.,.
"'005904",80,40,80,40,40,80,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,74,43,95,69,36,93,.,.,.,.,.,.,54,23,85,54,15,77,64,40,92,72,44,92,64,14,86,50,21,79,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,88,47,100,65,24,94,43,14,86,36,21,86,50,0,88,50,13,88,78,56,100,78,41,100,"WINDTHORST ISD",78,44,96,67,30,93,67,40,93,73,47,93,-1,-1,-1,-1,-1,-1
"'006902",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,50,83,83,44,100,.,.,.,.,.,.,60,40,80,60,40,100,50,30,70,80,40,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,88,75,100,88,50,100,20,0,60,40,20,100,-1,-1,-1,-1,-1,-1,69,50,81,81,50,100,"CLAUDE ISD",64,43,79,79,43,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,42,92,62,19,88,.,.,.,.,.,.,67,33,89,67,17,89,38,25,88,38,13,88,64,36,91,59,14,86,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,78,50,94,72,22,89,65,39,91,61,17,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",61,39,89,56,17,83,75,50,100,75,25,100,-1,-1,-1,-1,-1,-1
"'007902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,50,27,80,55,28,80,.,.,.,.,.,.,38,21,73,43,20,66,42,24,73,54,27,80,42,20,78,44,22,75,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,57,30,88,55,29,80,11,3,47,19,3,56,14,0,38,14,0,48,58,36,82,68,36,86,"JOURDANTON ISD",50,27,80,52,26,81,48,26,81,63,33,78,-1,-1,-1,-1,-1,-1
"'007904",12,6,29,6,0,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,14,54,29,7,67,-1,-1,-1,-1,-1,-1,21,11,44,23,3,59,20,8,48,30,6,64,21,12,45,26,7,60,.,.,.,.,.,.,12,6,29,6,0,71,32,20,59,29,8,69,10,3,35,8,0,52,7,0,13,7,7,13,48,22,87,43,9,96,"LYTLE ISD",27,14,56,29,7,64,23,13,49,31,8,72,20,0,60,0,0,80
"'007905",29,18,59,29,24,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,37,21,64,44,25,73,-1,-1,-1,-1,-1,-1,30,15,58,36,17,66,40,22,65,44,27,81,32,17,63,40,24,68,.,.,.,.,.,.,29,18,59,29,24,59,34,20,64,45,24,65,12,6,37,14,9,47,17,9,43,26,9,39,46,30,66,54,28,82,"PLEASANTON ISD",39,23,65,46,27,70,34,18,63,41,22,78,60,60,80,80,40,80
"'007906",57,0,86,43,0,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,29,12,56,39,19,70,-1,-1,-1,-1,-1,-1,28,9,54,33,15,67,24,10,55,47,31,73,28,11,54,39,16,70,.,.,.,.,.,.,57,0,86,43,0,71,33,13,56,33,9,67,15,3,38,24,6,56,27,13,33,20,7,33,33,22,78,44,44,67,"POTEET ISD",31,12,58,36,19,68,23,10,50,47,20,77,.,.,.,.,.,.
"'008901",4,0,44,28,8,80,0,0,0,60,40,60,.,.,.,.,.,.,.,.,.,.,.,.,21,6,52,47,20,77,0,0,9,18,0,27,6,2,34,29,6,68,18,8,49,47,19,83,9,2,45,34,13,72,.,.,.,.,.,.,0,0,45,27,5,77,25,4,55,48,20,70,0,0,42,25,4,71,17,0,26,35,9,52,32,10,64,58,25,88,"BELLVILLE ISD",21,7,49,41,17,74,21,5,60,64,26,86,-1,-1,-1,-1,-1,-1
"'008902",22,6,53,37,12,63,17,17,33,33,33,33,.,.,.,.,.,.,.,.,.,.,.,.,37,18,62,49,21,72,17,0,42,17,0,50,27,8,52,35,13,61,33,14,57,52,22,76,31,11,56,43,13,68,.,.,.,.,.,.,13,0,47,29,3,53,39,20,66,46,21,69,16,1,47,26,4,51,23,12,42,21,9,47,51,31,77,64,36,83,"SEALY ISD",36,18,61,49,22,71,39,18,66,50,20,73,57,29,57,71,43,71
"'008903",43,21,86,57,21,93,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,22,80,64,29,87,-1,-1,-1,-1,-1,-1,43,24,67,62,19,81,32,20,84,72,28,92,35,19,77,62,23,85,.,.,.,.,.,.,43,21,86,57,21,93,55,25,75,55,30,80,44,19,81,56,25,88,29,14,43,43,14,43,56,25,81,63,38,88,"BRAZOS ISD",55,32,87,77,32,90,14,0,64,36,21,79,-1,-1,-1,-1,-1,-1
"'009901",24,15,53,29,12,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,16,57,38,16,69,.,.,.,.,.,.,27,9,50,35,12,64,32,24,49,41,16,68,31,12,52,32,13,66,.,.,.,.,.,.,21,12,52,27,12,61,41,10,63,37,16,69,19,7,41,20,8,58,29,29,29,29,0,43,89,56,100,89,44,89,"MULESHOE ISD",38,18,55,39,14,72,33,7,67,33,27,53,-1,-1,-1,-1,-1,-1
"'010901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,15,54,54,31,62,-1,-1,-1,-1,-1,-1,0,0,29,29,0,43,22,0,33,33,22,44,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,0,0,40,40,0,40,0,0,20,20,0,20,38,25,63,63,38,63,"MEDINA ISD",25,13,50,50,38,63,40,20,60,60,20,60,-1,-1,-1,-1,-1,-1
"'010902",27,20,47,40,20,53,33,17,50,50,17,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,31,16,55,41,19,69,.,.,.,.,.,.,25,11,49,32,12,58,26,11,56,44,19,74,22,13,44,30,15,57,.,.,.,.,.,.,27,20,47,40,20,53,35,20,55,38,18,65,8,4,32,19,4,47,17,13,30,20,10,43,35,18,62,46,21,75,"BANDERA ISD",38,21,59,47,20,71,18,7,47,29,16,65,0,0,57,29,0,71
"'011901",20,7,45,28,8,60,19,15,54,46,27,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,11,50,38,16,64,16,5,21,16,16,47,19,8,44,31,11,60,20,8,45,38,17,66,21,8,46,33,12,62,.,.,.,.,.,.,18,6,43,26,7,59,29,15,54,39,15,63,15,5,38,25,7,55,5,2,16,11,3,20,38,22,63,57,28,75,"BASTROP ISD",23,11,51,37,14,64,28,13,47,40,20,66,45,23,77,45,19,81
"'011902",9,2,31,29,8,54,33,17,50,50,33,67,.,.,.,.,.,.,.,.,.,.,.,.,13,5,35,30,11,56,6,3,26,29,10,48,10,3,32,21,8,49,10,2,27,29,11,58,12,4,35,27,8,56,.,.,.,.,.,.,9,2,30,28,8,53,17,7,43,31,11,55,8,2,30,25,8,53,9,0,12,14,5,26,24,12,44,50,33,71,"ELGIN ISD",14,5,37,31,13,58,11,4,31,27,8,54,8,0,42,42,8,67
"'011904",14,14,43,29,7,57,40,20,60,40,40,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,53,22,79,54,25,82,38,0,63,38,0,75,42,10,65,41,17,71,45,13,73,50,22,78,42,18,67,47,18,73,-1,-1,-1,-1,-1,-1,14,14,43,29,7,57,60,29,84,57,27,84,23,6,50,17,2,58,30,15,45,40,5,50,61,25,90,59,30,87,"SMITHVILLE ISD",53,22,79,51,26,80,53,19,81,61,22,86,67,17,100,33,17,83
"'011905",0,0,40,0,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,10,50,20,15,45,.,.,.,.,.,.,0,0,50,10,0,30,20,10,60,30,20,60,0,0,38,0,0,25,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,10,10,40,10,10,30,0,0,20,0,0,20,-1,-1,-1,-1,-1,-1,25,17,58,33,25,58,"MCDADE ISD",23,15,62,23,23,62,0,0,29,14,0,14,.,.,.,.,.,.
"'012901",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,60,40,84,71,47,91,-1,-1,-1,-1,-1,-1,53,27,77,67,40,87,50,27,82,64,36,95,57,29,71,86,43,86,.,.,.,.,.,.,.,.,.,.,.,.,70,52,87,78,57,87,42,25,67,58,25,83,50,25,50,50,38,63,64,44,89,72,50,92,"SEYMOUR ISD",59,38,81,72,41,91,62,46,92,69,62,92,-1,-1,-1,-1,-1,-1
"'013801",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,9,49,42,22,64,.,.,.,.,.,.,17,5,44,37,17,61,21,14,45,48,34,72,14,9,45,39,18,61,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,15,4,54,35,8,54,11,7,40,33,16,58,0,0,17,0,0,33,25,13,50,50,50,63,"ST MARY'S ACADEMY CHARTER SCHOOL",26,13,59,46,23,69,0,0,25,31,19,50,.,.,.,.,.,.
"'013901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,46,24,77,53,25,80,40,0,60,50,17,67,42,21,75,49,20,78,41,21,75,56,25,84,43,21,76,50,21,79,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,49,27,79,51,24,78,22,8,61,31,11,70,10,0,33,14,14,38,63,53,84,79,42,89,"BEEVILLE ISD",46,23,76,50,22,78,44,28,79,61,32,86,-1,-1,-1,-1,-1,-1
"'013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,25,63,63,13,100,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,17,50,50,17,100,.,.,.,.,.,.,.,.,.,.,.,.,33,33,50,67,17,100,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,"PAWNEE ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'013903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,5,45,41,18,64,.,.,.,.,.,.,29,6,53,41,18,59,0,0,14,14,0,43,18,0,35,29,12,59,.,.,.,.,.,.,.,.,.,.,.,.,40,7,60,53,27,73,9,0,27,18,9,45,40,0,40,60,20,60,60,20,80,80,40,80,"PETTUS ISD",38,8,46,38,23,62,11,0,44,44,11,67,.,.,.,.,.,.
"'013905",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,13,70,51,22,87,.,.,.,.,.,.,31,9,64,47,16,82,33,12,64,45,24,88,39,11,66,48,16,82,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,13,77,57,20,87,15,3,55,24,6,76,-1,-1,-1,-1,-1,-1,32,16,79,58,37,100,"SKIDMORE-TYNAN ISD",30,13,70,45,18,83,48,13,70,61,30,96,-1,-1,-1,-1,-1,-1
"'014801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'014803",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,19,3,45,48,23,67,10,0,30,40,30,60,19,3,52,45,16,65,10,0,35,48,26,65,11,6,44,39,17,50,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,27,6,55,48,21,70,9,0,26,26,9,43,0,0,25,13,0,25,23,3,43,47,23,73,"PRIORITY CHARTER SCHOOLS",8,0,33,46,25,63,25,5,53,50,23,70,.,.,.,.,.,.
"'014804",80,40,80,100,80,100,100,100,100,86,43,100,100,71,100,100,71,100,-1,-1,-1,-1,-1,-1,66,45,87,80,46,96,56,44,89,100,33,100,56,33,78,78,44,89,64,43,88,88,49,96,72,34,81,78,47,100,-1,-1,-1,-1,-1,-1,80,40,80,100,80,100,68,46,86,72,42,96,33,15,67,52,26,85,50,45,70,60,40,85,61,43,86,76,46,92,"ORENDA CHARTER SCHOOL",72,48,98,88,52,100,56,40,71,67,36,89,-1,-1,-1,-1,-1,-1
"'014901",0,0,67,0,0,50,33,17,67,33,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,19,77,47,18,71,-1,-1,-1,-1,-1,-1,30,7,66,25,7,50,43,15,78,47,23,73,25,0,75,46,21,71,.,.,.,.,.,.,0,0,67,0,0,50,53,23,77,47,13,69,17,3,60,16,2,43,29,7,43,21,0,29,56,24,77,49,18,73,"ACADEMY ISD",52,23,77,49,23,71,42,13,78,42,9,71,-1,-1,-1,-1,-1,-1
"'014902",9,0,36,18,9,45,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,4,0,33,17,4,38,-1,-1,-1,-1,-1,-1,5,0,32,14,5,36,0,0,10,0,0,10,7,0,40,13,7,33,.,.,.,.,.,.,0,0,33,11,0,33,7,0,50,29,7,57,4,0,30,17,4,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BARTLETT ISD",6,0,35,18,6,35,0,0,29,14,0,43,-1,-1,-1,-1,-1,-1
