DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD000AC01222R,DD000AC01322R,DD000AC01S22R,DD000AM01222R,DD000AM01322R,DD000AM01S22R,DD000AR01222R,DD000AR01322R,DD000AR01S22R,DD000AS01222R,DD000AS01322R,DD000AS01S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD200AC01222R,DD200AC01322R,DD200AC01S22R,DD200AM01222R,DD200AM01322R,DD200AM01S22R,DD200AR01222R,DD200AR01322R,DD200AR01S22R,DD200AS01222R,DD200AS01322R,DD200AS01S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD300AC01222R,DD300AC01322R,DD300AC01S22R,DD300AM01222R,DD300AM01322R,DD300AM01S22R,DD300AR01222R,DD300AR01322R,DD300AR01S22R,DD300AS01222R,DD300AS01322R,DD300AS01S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DD400AC01222R,DD400AC01322R,DD400AC01S22R,DD400AM01222R,DD400AM01322R,DD400AM01S22R,DD400AR01222R,DD400AR01322R,DD400AR01S22R,DD400AS01222R,DD400AS01322R,DD400AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDB00AC01222R,DDB00AC01322R,DDB00AC01S22R,DDB00AM01222R,DDB00AM01322R,DDB00AM01S22R,DDB00AR01222R,DDB00AR01322R,DDB00AR01S22R,DDB00AS01222R,DDB00AS01322R,DDB00AS01S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDE00AC01222R,DDE00AC01322R,DDE00AC01S22R,DDE00AM01222R,DDE00AM01322R,DDE00AM01S22R,DDE00AR01222R,DDE00AR01322R,DDE00AR01S22R,DDE00AS01222R,DDE00AS01322R,DDE00AS01S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDF00AC01222R,DDF00AC01322R,DDF00AC01S22R,DDF00AM01222R,DDF00AM01322R,DDF00AM01S22R,DDF00AR01222R,DDF00AR01322R,DDF00AR01S22R,DDF00AS01222R,DDF00AS01322R,DDF00AS01S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDH00AC01222R,DDH00AC01322R,DDH00AC01S22R,DDH00AM01222R,DDH00AM01322R,DDH00AM01S22R,DDH00AR01222R,DDH00AR01322R,DDH00AR01S22R,DDH00AS01222R,DDH00AS01322R,DDH00AS01S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDI00AC01222R,DDI00AC01322R,DDI00AC01S22R,DDI00AM01222R,DDI00AM01322R,DDI00AM01S22R,DDI00AR01222R,DDI00AR01322R,DDI00AR01S22R,DDI00AS01222R,DDI00AS01322R,DDI00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDM00AC01222R,DDM00AC01322R,DDM00AC01S22R,DDM00AM01222R,DDM00AM01322R,DDM00AM01S22R,DDM00AR01222R,DDM00AR01322R,DDM00AR01S22R,DDM00AS01222R,DDM00AS01322R,DDM00AS01S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDR00AC01222R,DDR00AC01322R,DDR00AC01S22R,DDR00AM01222R,DDR00AM01322R,DDR00AM01S22R,DDR00AR01222R,DDR00AR01322R,DDR00AR01S22R,DDR00AS01222R,DDR00AS01322R,DDR00AS01S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDS00AC01222R,DDS00AC01322R,DDS00AC01S22R,DDS00AM01222R,DDS00AM01322R,DDS00AM01S22R,DDS00AR01222R,DDS00AR01322R,DDS00AR01S22R,DDS00AS01222R,DDS00AS01322R,DDS00AS01S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DDW00AC01222R,DDW00AC01322R,DDW00AC01S22R,DDW00AM01222R,DDW00AM01322R,DDW00AM01S22R,DDW00AR01222R,DDW00AR01322R,DDW00AR01S22R,DDW00AS01222R,DDW00AS01322R,DDW00AS01S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNC00AC01222R,DNC00AC01322R,DNC00AC01S22R,DNC00AM01222R,DNC00AM01322R,DNC00AM01S22R,DNC00AR01222R,DNC00AR01322R,DNC00AR01S22R,DNC00AS01222R,DNC00AS01322R,DNC00AS01S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNM00AC01222R,DNM00AC01322R,DNM00AC01S22R,DNM00AM01222R,DNM00AM01322R,DNM00AM01S22R,DNM00AR01222R,DNM00AR01322R,DNM00AR01S22R,DNM00AS01222R,DNM00AS01322R,DNM00AS01S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R,DNS00AC01222R,DNS00AC01322R,DNS00AC01S22R,DNS00AM01222R,DNS00AM01322R,DNS00AM01S22R,DNS00AR01222R,DNS00AR01322R,DNS00AR01S22R,DNS00AS01222R,DNS00AS01322R,DNS00AS01S22R
"'209901",38,25,88,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,52,19,67,-1,-1,-1,29,14,57,50,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,49,20,78,54,20,82,41,17,75,55,22,81,40,22,71,44,22,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,14,64,38,16,66,28,14,63,36,11,66,30,25,55,51,20,79,57,22,88,41,15,74,57,21,82,47,28,75,47,21,71,46,15,69,39,24,66,53,19,74,45,27,82,38,13,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,47,20,77,52,18,77,42,18,77,53,22,80,35,18,68,26,5,62,24,0,61,20,4,60,33,6,67,28,15,55,9,3,33,12,6,29,3,0,30,12,5,38,13,0,25,49,20,80,54,18,82,42,16,78,56,23,83,38,22,67,"ALBANY ISD",50,20,80,57,20,83,42,17,76,55,21,82,46,26,76,45,20,74,46,19,77,40,18,74,56,24,77,22,11,56,83,33,100,.,.,.,83,33,100,83,33,100,.,.,.
"'209902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,8,47,20,0,43,14,3,41,36,15,54,23,12,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,8,46,18,0,39,14,4,43,34,14,53,24,12,44,26,11,51,17,0,33,17,7,48,39,21,64,19,6,44,23,14,45,-1,-1,-1,22,11,67,38,25,50,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,5,43,22,0,50,10,0,34,32,9,44,30,20,50,17,6,40,11,0,37,12,4,37,27,13,45,14,5,41,0,0,6,0,0,17,0,0,0,0,0,8,-1,-1,-1,24,8,48,20,0,48,13,2,38,35,14,54,26,13,52,"MORAN ISD",21,6,44,11,0,33,17,3,41,33,12,55,14,7,36,28,10,51,33,0,58,10,3,41,38,18,53,33,17,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'210901",40,14,75,28,6,62,43,17,80,44,15,78,24,9,59,41,11,85,22,0,89,47,14,81,41,12,88,50,17,83,65,32,91,64,7,93,59,38,89,69,31,91,67,50,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,17,76,32,9,68,41,17,79,49,18,78,42,23,69,27,8,60,18,3,52,26,7,63,31,9,61,34,17,58,38,14,73,27,7,63,38,14,77,43,15,76,37,19,63,45,17,78,33,7,68,42,15,80,52,22,83,40,22,68,43,16,78,31,8,68,43,17,82,48,17,80,39,19,69,67,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,12,74,26,5,60,41,15,79,41,13,76,25,9,59,42,17,74,31,11,68,41,18,77,46,16,74,44,25,70,30,9,67,19,4,55,31,10,72,35,9,70,26,12,55,22,8,46,21,9,38,23,8,55,23,7,45,17,9,30,51,23,80,40,16,73,47,21,83,60,27,84,46,31,71,"CENTER ISD",43,17,76,32,9,68,42,17,79,48,18,79,42,24,68,43,17,73,33,11,65,40,17,77,50,19,73,41,17,73,52,25,85,38,13,81,53,29,86,55,25,86,60,20,80
"'210902",45,20,77,36,14,79,52,23,87,42,18,70,50,33,67,74,16,100,60,20,100,70,10,100,82,18,100,80,20,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,23,86,51,19,87,51,20,87,62,26,85,62,26,83,43,28,83,38,25,88,36,21,79,53,33,80,-1,-1,-1,48,19,83,41,14,84,42,17,83,53,21,83,58,25,79,58,23,88,51,19,85,51,18,87,68,29,91,58,19,81,50,24,83,38,14,81,49,20,86,50,24,81,63,42,84,43,14,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,18,76,36,14,79,52,21,86,40,17,67,40,20,60,55,23,84,51,19,89,51,22,86,57,23,80,67,33,84,31,10,72,24,5,76,31,12,75,35,10,71,35,11,59,30,10,67,22,6,63,30,13,68,32,7,71,33,14,52,58,22,86,54,19,87,52,20,87,64,26,86,63,23,80,"JOAQUIN ISD",59,25,87,50,21,87,54,23,88,64,27,87,67,29,85,50,17,82,54,13,87,42,13,83,56,23,80,48,19,78,63,21,96,-1,-1,-1,78,22,100,70,30,90,-1,-1,-1
"'210903",35,9,72,22,0,67,33,6,72,52,19,76,0,0,67,48,6,85,-1,-1,-1,38,0,77,64,14,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,26,85,49,16,85,53,28,86,60,27,86,45,23,78,31,7,69,8,4,73,34,9,64,39,7,72,14,7,64,46,18,80,36,10,78,46,20,81,54,19,83,32,19,68,57,26,88,57,17,92,50,27,87,64,30,89,47,22,80,51,21,83,39,17,83,51,24,84,59,20,83,38,19,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,9,72,22,0,67,33,6,72,52,19,76,0,0,67,53,25,83,41,14,79,56,30,86,57,25,84,43,23,77,38,10,71,30,4,70,40,18,76,44,6,71,20,10,57,37,19,60,31,15,58,35,21,63,43,18,64,29,18,41,61,31,89,61,18,89,58,35,91,65,34,90,54,28,81,"SHELBYVILLE ISD",56,26,86,49,15,85,53,28,87,62,29,87,48,23,80,50,24,83,46,16,84,53,29,84,53,22,83,27,20,67,63,27,93,83,0,100,63,38,94,63,25,94,-1,-1,-1
"'210904",40,15,68,22,5,54,41,21,76,47,15,69,27,0,40,25,13,75,.,.,.,-1,-1,-1,20,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,16,72,32,5,68,43,21,78,48,17,70,32,11,62,28,9,60,12,0,58,30,12,72,33,10,54,23,9,55,41,15,69,28,4,65,42,19,77,46,16,68,33,11,59,48,20,77,35,10,77,49,27,82,57,21,79,26,11,53,45,16,73,33,5,68,43,21,77,52,17,73,43,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,11,59,6,0,25,37,15,71,33,10,60,29,0,43,38,12,67,29,0,60,38,16,74,40,13,62,41,13,72,31,11,63,17,0,58,36,16,74,36,13,59,18,2,48,15,2,34,14,0,36,18,2,44,14,3,23,8,0,38,58,25,84,52,10,81,62,34,88,65,28,91,23,8,46,"TENAHA ISD",42,15,71,31,4,70,41,21,77,47,16,69,34,12,66,47,18,74,35,10,60,55,21,84,52,22,78,23,8,46,55,18,64,-1,-1,-1,40,40,40,60,0,80,.,.,.
"'210905",30,11,70,22,11,56,33,4,79,31,19,69,-1,-1,-1,44,6,81,-1,-1,-1,20,10,80,50,0,75,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,10,67,26,6,63,25,7,71,38,14,67,28,7,62,12,4,50,8,5,38,10,1,59,15,5,49,13,3,47,25,8,61,26,7,57,19,5,67,28,11,60,24,5,55,31,10,69,24,3,64,21,8,71,42,17,72,26,6,58,30,12,74,36,14,64,21,2,85,34,20,72,31,6,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,11,70,22,11,56,33,4,79,31,19,69,-1,-1,-1,30,9,65,28,10,62,28,6,70,33,11,62,30,8,65,13,3,51,9,3,44,11,1,59,19,5,52,4,0,33,10,1,29,12,6,29,9,0,30,8,0,22,18,0,55,39,13,72,31,2,78,34,11,72,49,18,73,31,9,64,"TIMPSON ISD",31,10,66,26,5,63,25,7,70,38,13,66,28,9,63,30,10,68,24,10,62,25,5,71,37,15,69,27,3,60,15,0,65,-1,-1,-1,17,0,67,14,0,71,-1,-1,-1
"'210906",44,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,16,65,15,15,77,26,11,54,43,26,74,25,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,17,61,11,11,78,32,18,50,41,23,68,33,0,50,39,24,61,20,20,80,33,13,53,53,40,67,-1,-1,-1,29,0,64,-1,-1,-1,40,0,60,40,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,11,68,13,13,75,20,10,55,35,15,80,20,0,60,19,6,63,0,0,67,27,9,55,27,9,73,-1,-1,-1,0,0,44,-1,-1,-1,0,0,17,0,0,50,-1,-1,-1,25,16,61,13,13,75,18,7,50,39,29,71,0,0,40,"EXCELSIOR ISD",32,19,65,11,11,78,25,17,54,46,29,71,33,0,67,29,11,64,-1,-1,-1,27,0,55,36,18,82,-1,-1,-1,38,23,85,-1,-1,-1,20,20,80,60,40,80,-1,-1,-1
"'211901",40,15,80,.,.,.,30,0,80,50,30,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,31,87,.,.,.,60,31,86,66,31,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,25,81,.,.,.,50,25,81,56,25,81,.,.,.,60,27,80,.,.,.,53,20,80,67,33,80,.,.,.,46,25,79,.,.,.,43,14,79,50,36,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,15,80,.,.,.,30,0,80,50,30,80,.,.,.,65,35,93,.,.,.,65,40,90,65,30,95,.,.,.,50,21,82,.,.,.,47,24,82,53,18,82,.,.,.,50,13,63,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,74,36,93,.,.,.,71,43,90,76,29,95,.,.,.,"TEXHOMA ISD",65,30,91,.,.,.,63,33,89,67,26,93,.,.,.,56,38,75,.,.,.,50,25,75,63,50,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'211902",29,9,59,22,5,59,22,9,56,42,13,63,7,0,43,38,19,73,-1,-1,-1,10,0,60,58,42,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,21,76,41,16,77,38,19,73,61,27,79,47,18,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,15,70,31,11,69,30,14,67,52,18,72,39,11,74,48,19,78,39,13,72,35,17,73,65,25,85,35,14,72,43,17,72,37,13,70,32,15,68,55,19,75,45,16,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,7,57,20,5,58,18,6,54,40,9,60,8,0,46,49,23,76,43,18,82,40,20,73,58,28,74,62,24,82,26,6,61,24,7,66,16,4,56,37,9,62,24,2,64,17,7,39,11,6,56,14,7,33,20,7,39,29,14,29,59,30,85,47,20,89,51,27,83,73,39,86,50,23,81,"STRATFORD ISD",52,24,79,48,19,82,38,21,75,65,29,81,52,21,85,37,13,65,22,6,64,34,11,67,49,18,69,27,7,40,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'212801",27,6,58,22,6,52,23,4,60,33,10,57,19,0,63,49,14,77,23,0,54,32,3,71,65,23,86,78,33,89,74,37,92,80,40,87,67,24,100,74,35,90,82,64,91,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,42,19,73,43,17,73,31,11,68,47,22,75,54,30,81,26,10,57,28,7,51,13,6,44,32,11,64,45,20,80,33,14,70,32,11,74,27,6,66,42,24,77,26,12,58,41,19,73,41,19,71,28,10,65,51,25,79,48,26,75,38,15,71,38,11,75,30,9,66,43,21,74,42,22,71,50,30,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,6,56,21,6,49,22,4,58,31,9,55,20,0,64,43,18,73,45,15,74,35,12,71,44,19,72,61,35,87,23,5,55,17,6,44,18,3,55,25,5,53,31,6,69,17,4,40,13,0,40,13,4,33,19,6,41,26,8,55,48,24,79,51,27,78,37,15,75,53,27,79,68,41,91,"CUMBERLAND ACADEMY",44,19,74,43,18,73,33,12,69,49,23,77,60,32,82,39,17,72,42,16,73,30,10,67,44,21,73,45,28,79,35,19,79,22,11,89,35,15,85,36,23,73,50,33,67
"'212804",70,30,91,62,15,92,68,28,92,79,38,86,57,29,100,79,41,92,80,20,100,77,35,81,79,48,97,83,67,100,89,54,96,83,67,100,84,37,95,91,57,96,100,78,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,42,91,72,37,96,63,32,86,79,49,93,81,54,98,58,30,80,50,14,93,47,28,66,66,34,83,86,43,100,63,33,87,62,23,97,53,27,78,72,42,90,70,33,90,74,42,92,71,35,96,64,29,87,83,53,94,82,52,98,71,39,90,64,28,96,62,33,85,82,48,90,72,48,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,44,18,79,33,0,83,46,23,85,54,23,69,-1,-1,-1,71,42,90,73,39,97,62,36,85,75,45,91,82,57,97,47,16,80,48,17,92,33,11,69,57,21,83,66,17,93,42,16,71,45,25,85,35,17,60,42,7,70,67,44,100,73,43,93,76,43,96,63,32,89,78,50,94,83,54,97,"UT TYLER UNIVERSITY ACADEMY",78,46,94,85,44,99,68,36,91,83,52,95,80,54,97,67,38,88,59,30,94,58,29,82,75,46,90,83,53,98,84,68,95,-1,-1,-1,71,57,86,100,75,100,-1,-1,-1
"'212901",39,5,65,23,0,46,44,8,72,46,7,64,25,0,75,39,19,79,17,6,83,29,15,78,50,22,76,67,44,89,100,60,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,20,76,44,15,76,39,12,75,53,26,75,55,30,85,31,12,59,37,11,70,24,5,50,33,16,60,41,18,71,39,14,69,36,12,70,30,8,67,45,18,67,48,31,82,48,21,78,44,17,76,38,11,75,58,30,80,52,24,83,40,10,68,34,9,53,36,9,67,51,12,73,14,0,71,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,32,5,58,18,0,36,40,10,65,35,4,57,25,0,75,46,20,74,45,14,76,40,14,75,48,22,70,59,37,88,25,6,56,30,5,60,21,4,57,25,7,51,29,13,67,14,3,34,12,0,27,12,3,37,17,5,33,13,0,38,52,24,81,51,19,81,44,14,81,57,31,77,62,36,89,"ARP ISD",47,19,77,43,15,77,39,10,77,52,25,76,53,28,84,48,23,73,46,17,74,38,17,70,53,28,72,68,39,89,48,15,77,56,11,78,38,0,88,53,21,68,-1,-1,-1
"'212902",40,7,81,18,12,71,39,3,82,46,7,83,67,33,100,68,43,86,76,52,95,63,38,81,70,42,85,73,55,91,56,44,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,68,37,90,68,35,90,63,34,89,72,38,90,71,49,91,44,16,82,36,16,80,33,14,81,55,17,82,47,21,84,54,26,81,51,25,80,47,20,80,60,29,82,59,32,84,68,36,91,64,31,90,62,31,88,75,40,93,67,42,89,63,31,88,54,29,87,56,28,88,68,28,89,79,55,92,63,11,89,-1,-1,-1,50,0,100,78,22,89,-1,-1,-1,40,7,81,18,12,71,39,3,82,46,7,83,67,33,100,69,39,89,72,39,90,65,37,90,70,36,86,75,57,93,40,14,73,41,13,75,32,12,72,42,12,71,55,29,81,25,10,55,20,11,50,23,7,57,26,9,53,42,22,67,70,39,90,71,36,91,66,36,90,74,40,90,72,50,91,"BULLARD ISD",70,38,91,71,36,91,65,35,90,73,37,90,75,54,92,65,36,88,62,34,87,61,32,87,70,41,88,61,38,88,64,30,90,71,25,96,57,39,94,70,25,88,50,33,67
"'212903",54,26,81,49,26,85,65,36,90,46,20,75,56,24,74,75,51,91,77,45,91,72,46,91,78,56,91,76,59,92,94,68,99,100,75,100,100,70,100,90,65,100,83,67,92,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,74,47,91,72,42,91,74,49,92,75,45,90,71,52,89,53,31,81,37,27,71,52,30,83,58,32,83,58,39,76,63,36,86,60,33,86,64,39,88,64,34,85,60,42,81,75,47,92,72,38,91,75,49,92,79,50,93,66,47,88,68,39,89,63,36,91,71,46,90,69,33,88,64,44,85,74,55,81,86,71,86,67,56,78,73,45,82,-1,-1,-1,38,12,73,17,3,72,53,22,86,32,7,65,35,12,59,73,46,90,72,46,93,74,50,92,72,40,87,75,57,89,46,20,77,44,15,80,50,24,81,46,16,74,42,26,70,33,13,62,32,14,69,36,15,65,32,11,58,29,12,57,77,49,92,76,43,93,77,51,93,78,48,91,72,54,90,"LINDALE ISD",76,49,92,76,44,93,77,51,93,77,47,91,74,56,90,67,40,88,61,35,87,67,43,89,70,41,88,61,39,84,73,41,92,65,40,95,70,43,91,77,39,89,73,45,100
"'212904",43,14,72,36,7,64,45,13,74,43,17,74,50,17,67,54,18,81,69,8,69,48,7,83,55,32,87,43,14,71,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,61,31,85,66,27,84,54,26,84,65,35,85,61,40,88,32,12,64,33,4,54,28,10,57,36,15,72,24,12,71,50,23,78,52,17,76,45,19,77,54,25,80,46,36,80,65,34,88,69,27,88,57,29,86,73,41,90,60,34,86,55,26,81,54,23,77,48,23,80,61,28,85,55,30,70,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,10,68,38,8,62,44,12,72,31,10,69,40,10,60,57,28,82,63,27,81,52,23,81,59,29,82,61,47,91,44,17,76,48,11,72,39,15,75,48,20,77,43,26,79,31,15,52,41,22,56,28,11,50,28,15,49,42,25,83,69,37,90,75,34,93,61,30,90,73,40,88,70,49,96,"TROUP ISD",64,32,87,69,28,87,56,26,85,69,35,89,63,41,88,51,30,78,57,25,78,49,24,78,52,35,74,50,38,91,52,31,85,55,36,73,48,29,86,48,22,91,71,57,86
"'212905",38,16,68,35,12,69,40,20,71,40,16,66,31,13,63,45,20,73,47,20,79,37,16,69,51,24,76,50,18,72,71,48,88,63,45,91,69,42,90,77,52,87,68,52,80,58,33,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,21,71,44,18,73,39,18,70,48,22,71,45,26,71,28,10,57,26,7,60,23,8,54,32,12,58,32,17,60,38,16,66,37,13,69,34,15,65,42,17,67,38,19,65,46,21,74,44,18,75,39,17,71,53,24,76,44,25,70,43,18,71,42,16,73,39,19,72,46,18,71,42,22,69,46,29,61,50,20,60,48,36,60,43,23,60,-1,-1,-1,34,14,64,29,9,64,36,18,69,34,13,62,26,10,58,42,20,69,43,19,72,40,20,69,44,20,67,45,28,71,29,11,59,26,7,61,27,11,59,31,11,59,31,14,58,22,8,38,19,5,38,21,9,39,23,8,38,21,6,40,67,38,88,70,37,91,59,30,85,74,44,89,67,48,88,"TYLER ISD",45,21,72,45,18,74,40,19,71,48,22,72,46,27,72,41,19,68,40,17,71,35,15,65,48,22,70,41,23,67,40,19,66,32,14,68,37,18,66,46,24,68,33,10,50
"'212906",57,24,84,43,13,76,64,31,91,58,23,81,52,21,82,66,39,87,54,31,81,63,38,86,72,40,92,68,53,85,80,53,93,80,54,89,80,59,96,80,47,92,81,62,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,37,88,63,33,88,67,38,90,70,37,88,64,44,86,47,20,78,40,13,79,47,21,81,51,20,77,42,23,70,57,28,83,53,25,82,58,30,86,60,28,82,53,33,80,70,40,91,62,34,89,68,39,92,75,42,91,63,42,87,64,33,87,60,31,85,64,32,90,64,31,85,65,41,87,56,20,88,-1,-1,-1,60,10,100,67,44,89,-1,-1,-1,51,20,81,37,11,72,59,26,90,53,21,77,38,10,76,65,35,86,63,33,86,66,37,88,65,31,84,65,46,85,40,13,73,35,11,73,41,15,77,41,13,71,35,15,66,40,17,65,39,17,61,42,19,71,40,15,62,37,19,56,72,41,90,67,37,90,72,42,92,75,41,90,67,48,88,"WHITEHOUSE ISD",71,40,90,66,36,89,71,41,92,72,38,89,68,47,87,60,32,85,55,28,84,58,33,87,65,33,85,55,36,82,62,40,91,45,27,85,68,44,93,66,41,93,36,36,82
"'212909",27,9,58,28,7,61,19,6,53,33,12,61,24,9,60,37,15,65,33,9,67,20,8,55,48,16,71,57,43,71,60,30,80,67,50,83,63,25,88,57,21,71,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,34,13,64,37,13,69,21,7,56,42,16,67,39,22,68,23,7,55,23,6,60,13,3,48,30,11,57,28,10,69,30,11,61,32,10,66,18,6,53,38,14,64,36,18,66,35,14,66,38,13,71,20,6,56,46,19,73,37,19,64,33,12,64,35,11,69,21,6,56,40,14,67,38,20,66,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,22,7,54,21,5,54,17,5,51,28,10,57,19,4,53,33,13,62,35,13,68,22,8,57,39,14,61,41,25,71,25,8,57,25,6,62,15,4,50,31,10,59,31,15,63,13,3,29,13,2,34,11,1,27,13,3,26,15,4,37,45,22,71,50,23,79,30,13,63,55,27,73,47,32,71,"CHAPEL HILL ISD",35,14,65,37,14,70,23,7,58,44,16,68,40,24,68,30,13,60,35,12,68,17,7,51,38,17,64,35,16,66,22,10,53,20,13,67,14,4,51,29,15,51,29,14,57
