DISTRICT,DD005AMA1222R,DD005AMA1322R,DD005AMA1S22R,DD005ARE1222R,DD005ARE1322R,DD005ARE1S22R,DD005ASC1222R,DD005ASC1322R,DD005ASC1S22R,DD205AMA1222R,DD205AMA1322R,DD205AMA1S22R,DD205ARE1222R,DD205ARE1322R,DD205ARE1S22R,DD205ASC1222R,DD205ASC1322R,DD205ASC1S22R,DD305AMA1222R,DD305AMA1322R,DD305AMA1S22R,DD305ARE1222R,DD305ARE1322R,DD305ARE1S22R,DD305ASC1222R,DD305ASC1322R,DD305ASC1S22R,DD405AMA1222R,DD405AMA1322R,DD405AMA1S22R,DD405ARE1222R,DD405ARE1322R,DD405ARE1S22R,DD405ASC1222R,DD405ASC1322R,DD405ASC1S22R,DDA05AMA1222R,DDA05AMA1322R,DDA05AMA1S22R,DDA05ARE1222R,DDA05ARE1322R,DDA05ARE1S22R,DDA05ASC1222R,DDA05ASC1322R,DDA05ASC1S22R,DDB05AMA1222R,DDB05AMA1322R,DDB05AMA1S22R,DDB05ARE1222R,DDB05ARE1322R,DDB05ARE1S22R,DDB05ASC1222R,DDB05ASC1322R,DDB05ASC1S22R,DDE05AMA1222R,DDE05AMA1322R,DDE05AMA1S22R,DDE05ARE1222R,DDE05ARE1322R,DDE05ARE1S22R,DDE05ASC1222R,DDE05ASC1322R,DDE05ASC1S22R,DDF05AMA1222R,DDF05AMA1322R,DDF05AMA1S22R,DDF05ARE1222R,DDF05ARE1322R,DDF05ARE1S22R,DDF05ASC1222R,DDF05ASC1322R,DDF05ASC1S22R,DDH05AMA1222R,DDH05AMA1322R,DDH05AMA1S22R,DDH05ARE1222R,DDH05ARE1322R,DDH05ARE1S22R,DDH05ASC1222R,DDH05ASC1322R,DDH05ASC1S22R,DDI05AMA1222R,DDI05AMA1322R,DDI05AMA1S22R,DDI05ARE1222R,DDI05ARE1322R,DDI05ARE1S22R,DDI05ASC1222R,DDI05ASC1322R,DDI05ASC1S22R,DDL05AMA1222R,DDL05AMA1322R,DDL05AMA1S22R,DDL05ARE1222R,DDL05ARE1322R,DDL05ARE1S22R,DDL05ASC1222R,DDL05ASC1322R,DDL05ASC1S22R,DDM05AMA1222R,DDM05AMA1322R,DDM05AMA1S22R,DDM05ARE1222R,DDM05ARE1322R,DDM05ARE1S22R,DDM05ASC1222R,DDM05ASC1322R,DDM05ASC1S22R,DDR05AMA1222R,DDR05AMA1322R,DDR05AMA1S22R,DDR05ARE1222R,DDR05ARE1322R,DDR05ARE1S22R,DDR05ASC1222R,DDR05ASC1322R,DDR05ASC1S22R,DDS05AMA1222R,DDS05AMA1322R,DDS05AMA1S22R,DDS05ARE1222R,DDS05ARE1322R,DDS05ARE1S22R,DDS05ASC1222R,DDS05ASC1322R,DDS05ASC1S22R,DDW05AMA1222R,DDW05AMA1322R,DDW05AMA1S22R,DDW05ARE1222R,DDW05ARE1322R,DDW05ARE1S22R,DDW05ASC1222R,DDW05ASC1322R,DDW05ASC1S22R,DISTNAME,DNC05AMA1222R,DNC05AMA1322R,DNC05AMA1S22R,DNC05ARE1222R,DNC05ARE1322R,DNC05ARE1S22R,DNC05ASC1222R,DNC05ASC1322R,DNC05ASC1S22R,DNM05AMA1222R,DNM05AMA1322R,DNM05AMA1S22R,DNM05ARE1222R,DNM05ARE1322R,DNM05ARE1S22R,DNM05ASC1222R,DNM05ASC1322R,DNM05ASC1S22R,DNS05AMA1222R,DNS05AMA1322R,DNS05AMA1S22R,DNS05ARE1222R,DNS05ARE1322R,DNS05ARE1S22R,DNS05ASC1222R,DNS05ASC1322R,DNS05ASC1S22R
"'137903",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,16,79,42,21,84,26,16,74,.,.,.,.,.,.,.,.,.,17,17,67,33,17,75,17,17,58,33,33,83,67,50,100,33,17,67,23,15,85,46,23,77,23,8,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,8,77,31,8,77,23,15,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,40,20,60,20,20,100,40,40,60,"RIVIERA ISD",33,11,89,56,11,78,33,22,67,20,20,70,30,30,90,20,10,80,.,.,.,.,.,.,.,.,.
"'137904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,58,21,82,73,61,88,58,15,91,.,.,.,.,.,.,.,.,.,47,6,76,53,47,76,41,6,82,59,18,82,68,64,86,55,9,86,54,13,75,67,63,83,50,17,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,27,82,82,55,91,64,27,100,14,0,57,36,29,71,14,0,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,100,80,60,100,60,20,100,"SANTA GERTRUDIS ISD",65,26,78,74,65,87,61,17,91,40,10,90,70,50,90,50,10,90,.,.,.,.,.,.,.,.,.
"'138902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,11,67,33,17,67,17,11,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,7,60,27,13,60,7,7,33,14,14,57,29,29,57,14,14,14,10,0,70,30,10,70,0,0,40,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,9,73,36,9,73,18,9,64,10,0,50,30,10,40,0,0,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29,71,43,29,71,43,29,57,"KNOX CITY-O'BRIEN CISD",20,13,73,40,20,67,13,13,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'138903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,41,96,74,48,93,85,37,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,22,94,72,39,89,78,22,100,75,25,100,67,42,92,83,42,100,77,23,92,69,46,92,77,31,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,53,93,80,53,93,87,33,100,67,0,92,58,25,83,75,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,62,100,85,54,92,92,46,100,"MUNDAY CISD",83,38,96,71,46,92,88,42,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'138904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,17,100,67,67,100,33,17,100,.,.,.,.,.,.,.,.,.,100,17,100,67,67,100,33,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BENJAMIN ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,100,20,100,60,60,100,40,20,100,.,.,.,.,.,.,.,.,.
"'139905",40,20,100,60,20,100,20,0,100,83,33,83,67,67,83,67,17,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,29,89,66,39,89,56,26,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,19,86,56,30,91,51,14,81,53,30,93,73,45,90,45,20,78,38,25,100,63,13,100,38,13,100,.,.,.,.,.,.,.,.,.,40,20,100,60,20,100,20,0,100,48,29,86,60,33,88,67,31,93,27,10,70,33,10,73,27,7,67,9,9,36,9,0,45,36,9,45,51,31,88,66,42,88,58,29,86,"CHISUM ISD",52,30,93,70,44,89,52,28,85,46,29,82,57,29,89,64,21,86,40,20,80,20,0,80,60,20,80
"'139909",42,20,75,38,27,62,15,3,40,24,5,67,57,33,76,33,19,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,15,63,46,26,69,30,13,55,19,5,51,37,12,60,21,5,45,27,8,58,41,20,64,22,7,49,37,15,65,47,31,73,28,10,56,38,15,71,36,24,62,14,3,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,16,73,33,22,58,15,2,35,31,15,60,46,21,65,33,16,54,18,6,52,29,13,57,15,2,38,24,2,34,27,7,34,24,5,32,47,28,67,62,39,82,54,30,75,"PARIS ISD",36,16,65,47,27,69,32,14,54,25,11,53,45,21,67,26,9,58,55,18,82,73,45,82,64,45,73
"'139911",60,20,90,40,40,70,30,0,40,33,11,78,33,11,78,33,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,48,21,84,52,27,82,38,12,65,56,0,89,67,33,89,44,11,67,37,16,78,43,20,73,31,7,61,47,20,83,50,26,83,29,8,63,55,25,95,40,30,65,25,5,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,90,40,40,70,30,0,40,49,22,86,54,28,81,46,17,67,31,8,80,36,10,75,18,2,47,22,9,48,17,4,39,13,9,35,48,23,83,55,27,84,40,14,68,"NORTH LAMAR ISD",53,22,85,54,30,81,40,15,65,34,16,82,45,18,84,32,5,66,43,43,86,29,14,57,14,0,86
"'139912",-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,100,60,20,100,40,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,19,90,67,36,93,41,22,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,18,95,66,32,92,47,24,82,63,9,94,77,37,89,29,14,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,29,87,58,34,97,53,29,84,27,12,79,52,21,91,27,12,61,17,17,50,50,17,50,17,0,33,59,22,89,68,37,92,41,22,81,"PRAIRILAND ISD",55,21,91,70,38,95,43,23,77,65,12,88,59,29,88,35,18,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'140901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,0,17,17,0,50,0,0,0,.,.,.,.,.,.,.,.,.,17,0,17,17,0,50,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,17,17,0,50,0,0,0,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"AMHERST ISD",20,0,20,20,0,60,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'140904",38,23,92,38,15,69,15,8,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,18,88,48,27,80,28,10,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,14,89,44,23,77,21,7,46,42,17,85,50,29,83,25,8,42,43,15,86,44,26,79,29,8,50,.,.,.,.,.,.,.,.,.,33,25,92,42,17,67,17,8,50,54,20,91,46,23,74,31,11,66,34,11,84,36,14,71,13,4,36,40,20,80,40,40,50,40,30,60,80,40,100,70,30,80,20,20,70,"LITTLEFIELD ISD",45,17,86,51,28,78,23,10,49,57,21,100,36,21,86,50,7,64,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'140905",20,10,60,20,20,60,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,6,67,24,12,61,3,0,33,.,.,.,.,.,.,.,.,.,15,4,67,19,7,56,4,0,30,19,6,69,44,25,81,0,0,50,17,3,63,20,10,60,0,0,27,.,.,.,.,.,.,.,.,.,11,11,56,22,22,56,0,0,11,18,6,65,6,0,41,6,0,18,17,4,58,17,8,54,0,0,25,0,0,38,13,0,25,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,"OLTON ISD",22,9,70,26,13,74,4,0,35,10,0,60,20,10,30,0,0,30,.,.,.,.,.,.,.,.,.
"'140907",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,29,86,57,36,79,36,21,79,.,.,.,.,.,.,.,.,.,60,30,80,40,20,70,20,20,70,75,38,88,63,25,75,25,13,75,63,25,75,38,25,63,25,25,63,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,17,83,50,50,83,50,33,83,50,13,75,25,13,63,0,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,33,100,83,50,100,50,17,100,"SPRINGLAKE-EARTH ISD",80,40,90,70,40,90,40,20,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'140908",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,34,94,57,40,86,46,17,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,24,95,43,29,81,38,10,62,79,50,100,93,64,100,64,29,86,72,28,89,39,33,78,33,17,56,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,24,90,33,24,76,33,10,62,53,16,89,32,11,74,21,0,47,0,0,67,0,0,17,17,0,33,73,47,100,80,53,93,67,20,100,"SUDAN ISD",79,39,96,61,43,93,50,14,75,29,14,86,43,29,57,29,29,57,.,.,.,.,.,.,.,.,.
"'141901",28,6,83,28,28,89,22,11,61,45,9,82,64,27,82,27,18,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,26,88,62,36,84,42,15,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,16,84,53,25,80,33,8,66,58,29,86,67,42,86,43,13,73,48,20,90,59,36,83,37,12,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,0,82,24,24,88,18,6,59,55,24,89,57,30,82,42,18,72,33,8,75,37,14,74,22,8,55,25,4,69,29,11,63,18,5,46,64,32,85,66,38,84,50,19,76,"LAMPASAS ISD",56,27,89,62,37,85,44,15,76,58,24,84,63,35,81,40,16,65,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'141902",29,29,71,14,0,29,0,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,18,76,24,12,47,12,12,29,.,.,.,.,.,.,.,.,.,19,13,75,25,13,44,13,13,25,0,0,56,0,0,11,0,0,0,17,17,67,17,0,42,0,0,17,.,.,.,.,.,.,.,.,.,29,29,71,14,0,29,0,0,29,50,38,100,50,25,88,25,25,63,21,14,79,21,7,50,7,7,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LOMETA ISD",20,20,80,20,7,47,7,7,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'142901",25,13,38,25,13,63,13,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,10,64,49,23,83,38,16,68,.,.,.,.,.,.,.,.,.,19,9,59,49,21,82,35,15,65,25,8,56,53,19,86,28,17,58,23,9,64,49,22,82,36,15,66,.,.,.,.,.,.,.,.,.,25,13,38,25,13,63,13,0,50,24,12,71,46,27,80,46,15,76,12,7,49,35,7,70,19,2,49,7,0,40,33,7,53,20,7,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,"COTULLA ISD",27,12,66,49,25,82,37,18,70,10,0,50,50,10,90,40,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'143901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,31,86,63,29,83,32,19,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,18,77,41,18,68,23,5,68,60,23,90,67,23,90,17,10,73,44,33,67,56,33,78,0,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,38,83,59,34,76,48,28,79,35,4,70,22,0,57,9,0,52,20,0,40,20,0,20,20,0,40,68,34,91,68,32,89,39,25,82,"HALLETTSVILLE ISD",69,33,92,69,31,86,35,20,80,25,13,50,25,13,63,13,13,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'143902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,46,100,54,23,92,15,8,46,.,.,.,.,.,.,.,.,.,89,44,100,56,11,100,0,0,44,83,17,100,17,17,83,17,0,33,100,67,100,67,17,83,17,0,50,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,71,100,86,29,100,14,14,57,100,50,100,50,0,83,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,29,100,43,29,100,14,14,43,"MOULTON ISD",100,44,100,56,11,100,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'143903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98,78,100,80,59,96,93,61,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,73,100,82,64,91,91,36,100,96,88,100,92,75,100,92,63,96,83,67,100,67,50,83,83,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,68,100,68,41,91,95,59,100,88,50,100,50,38,88,75,13,100,80,60,100,80,60,80,60,40,100,100,78,100,81,59,97,95,70,97,"SHINER ISD",97,77,100,83,57,97,94,57,100,100,82,100,73,64,91,91,73,91,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'143904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,27,91,64,9,100,73,27,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,40,100,80,20,100,100,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,17,83,50,0,100,50,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,33,89,67,11,100,78,33,100,"VYSEHRAD ISD",80,30,90,60,10,100,70,30,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'143905",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,18,100,64,27,100,27,0,64,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,17,100,50,0,100,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,20,100,80,60,100,40,0,80,67,0,100,50,0,100,0,0,50,.,.,.,.,.,.,.,.,.,78,22,100,67,33,100,33,0,78,"SWEET HOME ISD",73,18,100,64,27,100,27,0,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'143906",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,50,100,38,38,88,38,13,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,86,57,100,43,43,86,43,14,100,"EZZELL ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'144901",30,4,83,39,17,83,22,4,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,39,13,79,53,23,87,48,20,76,27,9,55,27,18,73,36,9,55,34,9,77,48,17,87,42,14,74,35,9,74,48,23,85,39,12,73,35,11,80,52,20,88,35,12,72,.,.,.,.,.,.,.,.,.,30,4,83,39,17,83,22,4,74,43,19,85,58,23,89,58,30,79,23,3,65,31,11,78,23,6,58,17,8,25,25,8,58,33,25,50,45,16,82,58,24,87,68,32,84,"GIDDINGS ISD",42,17,74,54,23,86,46,21,73,31,6,91,51,23,89,51,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'144902",33,11,56,22,11,67,11,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,29,88,66,48,90,52,28,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,16,81,45,26,81,29,6,71,65,26,88,71,50,88,53,29,79,39,17,67,39,17,72,33,6,56,.,.,.,.,.,.,.,.,.,33,11,56,22,11,67,11,0,44,58,33,88,58,46,92,50,25,88,33,8,71,25,4,75,17,0,63,22,0,56,11,0,67,11,0,56,71,34,100,77,63,97,60,37,97,"LEXINGTON ISD",76,39,93,73,59,93,56,34,88,29,6,76,47,24,82,41,12,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'144903",0,0,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,13,56,20,7,73,7,0,27,0,0,17,0,0,50,0,0,17,9,0,45,9,0,73,0,0,18,25,25,50,25,13,75,13,0,13,14,0,71,17,0,83,0,0,17,.,.,.,.,.,.,.,.,.,0,0,60,-1,-1,-1,-1,-1,-1,13,0,63,14,0,71,0,0,43,0,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"DIME BOX ISD",27,18,64,20,10,60,10,0,30,0,0,40,20,0,100,0,0,20,.,.,.,.,.,.,.,.,.
"'145901",64,43,100,57,50,86,36,7,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,79,48,100,75,50,94,54,23,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,44,100,68,47,94,44,15,79,74,44,100,89,63,96,52,19,81,68,37,100,58,47,84,37,11,63,.,.,.,.,.,.,.,.,.,64,36,100,55,45,82,36,9,64,84,52,100,60,36,92,56,28,84,57,24,100,52,29,86,19,5,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,52,100,90,55,100,66,34,97,"BUFFALO ISD",78,41,100,72,47,97,50,16,81,80,60,100,80,55,90,60,35,85,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'145902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,33,9,78,53,20,76,31,13,62,20,20,60,20,0,60,20,20,20,30,7,70,40,13,67,20,7,50,25,0,75,45,10,75,20,5,55,25,0,50,38,13,50,25,0,38,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,16,80,60,28,76,40,20,68,20,8,60,40,8,64,20,8,48,11,11,44,33,11,33,22,11,33,33,10,87,63,27,83,37,17,73,"CENTERVILLE ISD",25,9,78,53,16,75,34,13,59,54,8,77,54,31,77,23,15,69,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'145906",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,25,83,54,29,85,46,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,19,67,45,18,77,41,14,73,53,13,73,56,19,69,25,6,69,50,17,83,50,33,100,33,33,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,32,88,52,36,96,60,28,88,40,8,72,44,16,80,36,8,72,20,0,60,20,0,60,20,0,40,59,24,83,57,27,87,50,13,80,"NORMANGEE ISD",61,30,87,46,29,88,54,25,88,53,18,76,65,29,82,35,12,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'145907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,0,80,40,20,80,20,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,0,75,42,17,83,17,0,67,25,0,75,63,25,88,13,0,88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,0,86,14,14,71,29,0,43,25,0,75,33,8,75,8,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,0,77,46,23,77,23,0,69,"OAKWOOD ISD",30,0,80,40,30,80,20,0,60,40,0,80,40,0,80,20,0,80,.,.,.,.,.,.,.,.,.
"'145911",33,8,83,50,17,92,64,36,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,46,13,77,58,23,79,60,32,85,.,.,.,.,.,.,.,.,.,48,4,80,60,12,76,48,16,76,47,16,68,58,16,89,47,16,84,32,5,74,53,21,74,50,28,78,.,.,.,.,.,.,.,.,.,27,9,82,45,9,91,60,30,90,45,10,83,59,28,72,68,43,86,33,10,63,40,7,70,45,14,76,29,14,57,14,14,29,29,29,43,60,16,76,68,28,88,68,36,92,"LEON ISD",50,11,81,56,14,81,56,28,83,33,17,67,67,50,75,73,45,91,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'146901",30,11,62,36,16,65,16,5,42,20,0,47,43,23,57,17,7,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,11,59,39,19,67,17,6,43,15,4,31,31,12,54,12,0,27,29,10,58,38,19,65,16,5,42,28,9,54,44,22,73,14,5,41,30,11,60,38,19,67,17,5,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,10,61,35,14,64,16,5,41,31,12,64,35,17,61,20,7,46,26,9,56,34,15,63,14,4,39,25,6,38,26,8,43,18,8,28,28,17,57,53,34,72,26,19,57,"CLEVELAND ISD",30,11,61,40,17,70,17,6,45,29,10,57,39,21,64,18,5,42,18,6,53,24,12,59,24,12,41
