DISTRICT,DD005AMA1222R,DD005AMA1322R,DD005AMA1S22R,DD005ARE1222R,DD005ARE1322R,DD005ARE1S22R,DD005ASC1222R,DD005ASC1322R,DD005ASC1S22R,DD205AMA1222R,DD205AMA1322R,DD205AMA1S22R,DD205ARE1222R,DD205ARE1322R,DD205ARE1S22R,DD205ASC1222R,DD205ASC1322R,DD205ASC1S22R,DD305AMA1222R,DD305AMA1322R,DD305AMA1S22R,DD305ARE1222R,DD305ARE1322R,DD305ARE1S22R,DD305ASC1222R,DD305ASC1322R,DD305ASC1S22R,DD405AMA1222R,DD405AMA1322R,DD405AMA1S22R,DD405ARE1222R,DD405ARE1322R,DD405ARE1S22R,DD405ASC1222R,DD405ASC1322R,DD405ASC1S22R,DDA05AMA1222R,DDA05AMA1322R,DDA05AMA1S22R,DDA05ARE1222R,DDA05ARE1322R,DDA05ARE1S22R,DDA05ASC1222R,DDA05ASC1322R,DDA05ASC1S22R,DDB05AMA1222R,DDB05AMA1322R,DDB05AMA1S22R,DDB05ARE1222R,DDB05ARE1322R,DDB05ARE1S22R,DDB05ASC1222R,DDB05ASC1322R,DDB05ASC1S22R,DDE05AMA1222R,DDE05AMA1322R,DDE05AMA1S22R,DDE05ARE1222R,DDE05ARE1322R,DDE05ARE1S22R,DDE05ASC1222R,DDE05ASC1322R,DDE05ASC1S22R,DDF05AMA1222R,DDF05AMA1322R,DDF05AMA1S22R,DDF05ARE1222R,DDF05ARE1322R,DDF05ARE1S22R,DDF05ASC1222R,DDF05ASC1322R,DDF05ASC1S22R,DDH05AMA1222R,DDH05AMA1322R,DDH05AMA1S22R,DDH05ARE1222R,DDH05ARE1322R,DDH05ARE1S22R,DDH05ASC1222R,DDH05ASC1322R,DDH05ASC1S22R,DDI05AMA1222R,DDI05AMA1322R,DDI05AMA1S22R,DDI05ARE1222R,DDI05ARE1322R,DDI05ARE1S22R,DDI05ASC1222R,DDI05ASC1322R,DDI05ASC1S22R,DDL05AMA1222R,DDL05AMA1322R,DDL05AMA1S22R,DDL05ARE1222R,DDL05ARE1322R,DDL05ARE1S22R,DDL05ASC1222R,DDL05ASC1322R,DDL05ASC1S22R,DDM05AMA1222R,DDM05AMA1322R,DDM05AMA1S22R,DDM05ARE1222R,DDM05ARE1322R,DDM05ARE1S22R,DDM05ASC1222R,DDM05ASC1322R,DDM05ASC1S22R,DDR05AMA1222R,DDR05AMA1322R,DDR05AMA1S22R,DDR05ARE1222R,DDR05ARE1322R,DDR05ARE1S22R,DDR05ASC1222R,DDR05ASC1322R,DDR05ASC1S22R,DDS05AMA1222R,DDS05AMA1322R,DDS05AMA1S22R,DDS05ARE1222R,DDS05ARE1322R,DDS05ARE1S22R,DDS05ASC1222R,DDS05ASC1322R,DDS05ASC1S22R,DDW05AMA1222R,DDW05AMA1322R,DDW05AMA1S22R,DDW05ARE1222R,DDW05ARE1322R,DDW05ARE1S22R,DDW05ASC1222R,DDW05ASC1322R,DDW05ASC1S22R,DISTNAME,DNC05AMA1222R,DNC05AMA1322R,DNC05AMA1S22R,DNC05ARE1222R,DNC05ARE1322R,DNC05ARE1S22R,DNC05ASC1222R,DNC05ASC1322R,DNC05ASC1S22R,DNM05AMA1222R,DNM05AMA1322R,DNM05AMA1S22R,DNM05ARE1222R,DNM05ARE1322R,DNM05ARE1S22R,DNM05ASC1222R,DNM05ASC1322R,DNM05ASC1S22R,DNS05AMA1222R,DNS05AMA1322R,DNS05AMA1S22R,DNS05ARE1222R,DNS05ARE1322R,DNS05ARE1S22R,DNS05ASC1222R,DNS05ASC1322R,DNS05ASC1S22R
"'001902",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,44,94,67,48,88,60,29,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,32,95,63,26,89,53,16,84,63,44,88,50,50,81,50,44,75,60,60,100,60,40,100,60,40,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,44,97,75,47,91,66,22,97,47,24,82,29,18,71,35,0,71,14,0,57,0,0,29,0,0,43,74,46,92,69,54,85,62,28,90,"CAYUGA ISD",74,49,94,74,54,89,63,29,91,62,31,92,46,31,85,54,31,85,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'001903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,43,96,74,47,93,50,29,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,30,96,63,30,93,33,15,67,73,41,98,78,41,98,49,24,78,60,30,100,60,30,100,30,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,46,94,69,54,89,51,34,74,32,4,89,43,11,86,14,11,50,0,0,57,0,0,43,0,0,14,68,47,97,78,52,92,55,32,82,"ELKHART ISD",69,44,96,71,46,94,50,25,75,64,43,96,79,50,93,50,36,79,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'001904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,73,43,96,76,39,98,71,39,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,39,94,68,26,97,65,32,94,64,50,100,73,36,100,64,41,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,37,93,78,41,96,78,37,93,52,24,90,57,29,95,48,10,86,67,22,89,56,22,89,67,33,89,79,46,95,82,36,100,77,44,95,"FRANKSTON ISD",75,47,94,81,47,97,81,47,94,71,35,100,65,24,100,53,24,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'001906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,43,10,90,81,48,95,38,5,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,0,90,70,50,90,50,0,60,36,0,91,82,45,100,27,0,73,67,17,100,83,50,100,50,0,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,50,20,90,80,50,90,50,10,90,25,0,83,75,25,92,17,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,11,89,78,44,100,44,11,89,"NECHES ISD",39,11,89,83,50,94,44,6,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'001907",47,29,86,37,18,76,37,14,65,17,0,67,33,0,83,33,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,50,25,85,51,27,80,42,20,68,31,6,76,33,19,65,17,11,54,44,20,82,46,23,76,33,14,63,53,25,80,54,32,82,36,12,62,48,35,86,48,24,80,39,15,62,.,.,.,.,.,.,.,.,.,47,29,86,37,18,76,37,14,65,47,24,89,50,24,78,46,26,72,39,14,82,41,19,75,31,10,61,18,3,53,26,3,47,26,6,47,69,29,94,73,42,92,69,35,89,"PALESTINE ISD",51,27,86,53,27,80,45,21,69,44,14,81,44,25,78,31,17,64,75,25,100,50,38,88,50,13,100
"'001908",33,17,67,33,17,50,17,17,33,33,11,78,56,11,78,33,11,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,19,75,49,26,72,39,18,62,25,19,69,40,33,67,27,20,47,37,18,72,41,23,69,34,14,59,40,14,79,49,22,78,29,15,54,44,21,82,47,18,71,41,15,65,.,.,.,.,.,.,.,.,.,33,17,67,33,17,50,17,17,33,39,24,73,49,29,67,47,22,69,50,11,67,44,33,61,33,28,56,11,0,32,11,5,21,5,5,16,44,21,71,53,35,74,44,24,68,"WESTWOOD ISD",38,13,79,47,21,71,37,16,65,43,33,67,53,37,73,43,23,57,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'001909",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,4,93,63,37,85,44,19,93,.,.,.,.,.,.,.,.,.,33,0,93,47,20,87,33,13,93,40,7,93,67,47,93,40,13,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,0,92,58,25,75,50,25,83,27,0,87,33,7,73,27,7,87,33,0,83,17,0,67,17,0,83,41,5,91,64,45,82,45,18,91,"SLOCUM ISD",48,5,90,67,43,90,52,19,95,17,0,100,50,17,67,17,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'002901",32,11,79,57,28,83,17,2,51,33,17,67,50,50,83,50,17,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,44,21,81,57,34,86,33,13,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,12,79,52,30,83,23,8,53,42,19,78,61,36,90,27,11,55,42,19,80,55,31,85,26,10,57,.,.,.,.,.,.,.,.,.,26,5,76,52,26,81,12,2,48,46,22,85,53,33,82,38,14,66,23,7,70,43,20,78,14,2,44,26,10,48,32,16,55,19,3,29,48,25,85,60,42,89,45,20,68,"ANDREWS ISD",49,23,84,59,35,87,33,11,62,32,14,74,51,33,83,32,17,55,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'003801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,68,45,91,71,45,88,71,41,88,33,8,75,42,8,83,42,17,58,69,40,90,74,45,88,71,45,90,70,48,91,74,52,87,74,30,91,78,56,93,74,48,89,74,44,93,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,43,91,70,42,89,70,45,87,39,14,79,43,4,68,39,7,71,31,0,62,23,0,54,31,8,54,71,50,94,76,56,88,79,47,94,"PINEYWOODS COMMUNITY ACADEMY",64,38,89,71,40,84,65,35,87,81,62,95,71,57,100,86,57,90,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'003902",60,20,85,55,30,65,25,5,55,44,33,100,78,67,89,33,22,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,64,37,90,59,42,83,36,18,70,38,15,92,31,23,77,8,0,54,43,15,82,41,21,72,17,6,53,66,38,92,68,54,86,38,19,70,61,25,86,55,32,73,23,5,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,20,85,55,30,65,25,5,55,61,36,88,50,29,80,33,17,71,40,13,81,27,13,68,15,4,48,21,11,71,14,7,39,7,7,21,69,45,91,63,47,88,45,25,77,"HUDSON ISD",69,43,91,63,45,86,39,22,72,47,18,86,47,33,73,27,6,63,50,50,83,67,17,100,50,17,83
"'003903",37,16,73,54,27,84,36,12,69,20,20,60,50,30,80,10,10,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,46,24,75,58,34,82,40,17,67,34,15,62,44,19,74,22,9,47,43,20,72,55,30,80,35,13,64,45,23,74,62,40,83,37,13,62,47,24,77,61,35,84,40,14,72,.,.,.,.,.,.,.,.,.,37,16,73,54,27,84,36,12,69,47,26,76,55,29,82,42,20,72,32,13,66,47,22,78,28,9,56,23,11,38,21,11,38,20,11,31,61,38,88,74,54,90,68,35,85,"LUFKIN ISD",49,26,77,62,37,84,42,19,70,35,18,66,44,23,73,30,7,55,40,33,80,53,33,93,33,7,53
"'003904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,14,73,55,30,81,44,21,74,33,17,67,50,17,67,17,17,83,23,13,64,48,22,73,33,16,63,32,17,75,62,33,87,39,19,69,0,0,67,67,33,67,40,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,12,71,49,26,75,48,23,77,7,0,48,29,10,66,19,3,53,15,5,40,20,15,50,30,15,45,31,15,74,55,30,82,45,22,74,"HUNTINGTON ISD",33,15,76,55,33,80,44,23,73,23,13,65,56,22,83,44,17,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'003905",65,41,88,71,41,94,41,24,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,28,88,70,38,91,39,12,80,67,28,83,50,39,89,39,6,67,52,17,84,61,31,90,34,8,74,55,25,87,71,44,93,38,15,75,57,27,89,73,36,93,39,11,75,.,.,.,.,.,.,.,.,.,25,0,75,50,13,88,25,0,63,70,30,88,68,32,90,40,10,86,45,14,80,56,23,86,31,2,69,38,6,56,44,19,69,31,0,56,65,30,90,75,40,93,43,18,93,"DIBOLL ISD",58,31,84,68,37,90,41,14,75,75,17,100,75,42,96,33,8,96,.,.,.,.,.,.,.,.,.
"'003906",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,75,50,29,71,38,8,54,.,.,.,.,.,.,.,.,.,14,7,64,21,7,57,14,7,21,50,38,88,63,50,88,50,13,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,6,69,44,19,63,31,6,50,22,0,56,22,0,33,22,0,33,29,29,43,29,29,43,29,14,29,33,14,76,48,29,71,33,5,52,"ZAVALLA ISD",36,7,86,57,29,79,43,7,64,30,30,60,40,30,60,30,10,40,.,.,.,.,.,.,.,.,.
"'003907",45,0,73,36,36,73,18,9,45,17,17,83,67,33,83,17,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,11,74,50,30,76,37,14,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,7,68,47,28,73,28,7,62,35,10,80,57,29,82,31,16,61,38,4,73,42,27,73,27,12,50,.,.,.,.,.,.,.,.,.,20,0,80,20,20,60,0,0,20,32,12,68,45,30,70,42,13,65,10,2,41,22,7,46,15,5,27,11,4,39,32,14,43,21,11,39,35,13,75,52,31,77,43,17,69,"CENTRAL ISD",33,12,75,56,36,77,43,17,67,33,8,72,39,17,72,25,8,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'004901",13,6,50,44,25,63,25,6,44,43,14,86,29,14,86,29,14,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,25,10,64,41,21,67,28,11,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,8,61,33,17,60,21,8,48,19,8,64,42,21,70,20,7,49,19,7,57,37,19,57,22,7,41,.,.,.,.,.,.,.,.,.,7,7,43,36,21,57,14,7,36,31,13,64,41,21,63,35,16,60,8,4,46,25,9,49,13,5,36,13,11,26,13,9,26,13,9,22,28,11,69,47,23,74,31,14,65,"ARANSAS COUNTY ISD",28,11,66,41,20,69,28,10,56,17,8,58,43,25,60,28,15,52,17,0,100,50,17,50,17,0,33
"'005901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,44,100,89,70,100,89,44,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,29,100,93,71,100,93,50,100,91,64,100,91,82,100,91,27,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,31,100,88,63,100,88,56,100,82,27,100,82,55,100,82,36,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,50,100,91,73,100,91,45,95,"ARCHER CITY ISD",86,45,100,91,68,100,86,41,95,100,40,100,80,80,100,100,60,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'005902",-1,-1,-1,-1,-1,-1,-1,-1,-1,71,71,71,71,43,71,29,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,53,89,70,49,90,42,18,76,.,.,.,.,.,.,.,.,.,50,38,83,58,42,83,33,13,63,81,52,98,81,60,98,38,17,79,57,29,100,71,29,100,14,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,54,80,59,39,83,46,20,73,44,21,76,35,21,79,24,6,50,29,0,36,7,0,43,7,0,14,74,53,90,71,53,91,46,21,76,"HOLLIDAY ISD",71,51,89,68,43,89,40,17,77,78,61,89,78,72,94,50,22,72,.,.,.,.,.,.,.,.,.
"'005904",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,91,53,98,93,74,98,88,60,98,.,.,.,.,.,.,.,.,.,83,0,83,83,17,83,67,33,83,84,60,96,96,84,96,88,52,96,70,30,90,90,70,90,70,50,90,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,44,100,89,61,100,89,72,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,59,100,94,75,100,94,63,100,"WINDTHORST ISD",92,52,96,88,64,96,84,56,96,89,56,100,100,89,100,94,67,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'006902",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,43,100,71,62,95,48,24,95,.,.,.,.,.,.,.,.,.,63,38,100,75,75,100,38,25,100,67,33,100,89,67,89,44,22,89,60,20,100,80,80,100,20,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,50,100,58,58,100,50,25,100,20,0,100,20,20,80,20,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,53,100,73,60,93,60,33,93,"CLAUDE ISD",71,41,100,71,59,94,53,24,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'007901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,29,95,43,19,67,29,14,76,.,.,.,.,.,.,.,.,.,53,20,93,40,7,67,20,7,73,100,80,100,60,20,80,40,20,80,63,26,95,37,16,63,26,11,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,13,94,38,19,63,25,13,75,65,25,95,40,15,65,25,10,75,40,20,100,20,0,60,0,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",63,26,95,37,16,63,26,11,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'007902",60,20,80,60,40,80,80,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,41,17,69,52,30,72,43,19,72,.,.,.,.,.,.,.,.,.,31,10,65,37,20,67,39,14,71,43,18,73,53,35,69,41,18,67,40,17,70,50,27,71,39,13,69,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,16,66,51,26,74,44,20,75,16,2,53,21,11,53,18,4,56,38,13,50,50,31,56,38,25,56,39,13,66,53,34,71,47,29,76,"JOURDANTON ISD",40,19,68,48,23,68,38,15,70,45,14,72,62,48,83,55,31,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007904",19,0,31,19,0,44,13,0,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,13,58,39,18,71,15,5,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,7,47,31,13,65,9,1,35,27,9,56,45,20,78,11,4,45,22,8,55,35,15,70,11,1,43,.,.,.,.,.,.,.,.,.,19,0,31,19,0,44,13,0,31,26,17,60,33,17,63,19,6,48,7,2,38,16,0,56,5,0,24,17,17,33,14,0,43,14,0,14,50,33,72,67,33,78,33,22,67,"LYTLE ISD",27,15,55,42,19,69,16,3,48,25,8,64,35,16,76,14,8,46,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'007905",47,26,68,47,37,63,37,26,63,40,20,80,80,40,80,60,60,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,14,66,49,29,69,47,24,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,10,58,43,24,64,39,18,61,34,13,65,57,34,75,47,21,68,32,12,63,45,26,67,44,19,64,.,.,.,.,.,.,.,.,.,47,26,68,47,37,63,37,26,63,35,15,67,42,26,64,48,26,71,14,4,46,27,12,49,26,7,51,19,11,31,19,8,31,17,11,25,41,19,71,54,34,72,53,33,80,"PLEASANTON ISD",36,14,68,47,29,67,46,22,69,33,15,62,54,30,75,50,27,70,20,0,40,0,0,20,20,20,40
"'007906",25,6,69,50,25,75,50,13,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,10,60,50,24,77,34,15,68,.,.,.,.,.,.,.,.,.,23,8,54,47,24,71,29,14,58,21,7,62,60,26,88,26,7,71,25,10,59,50,25,77,33,15,67,.,.,.,.,.,.,.,.,.,27,7,67,47,27,73,53,13,67,27,13,57,40,23,66,43,23,66,13,5,45,31,14,66,26,7,55,33,21,46,38,29,50,39,22,57,10,10,60,50,20,70,50,20,80,"POTEET ISD",26,10,62,52,24,79,36,18,72,20,9,54,46,26,71,29,9,59,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'008901",20,5,55,35,25,55,5,0,35,20,0,60,40,0,80,40,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,8,65,53,31,74,32,16,58,0,0,29,7,0,43,0,0,14,18,4,47,32,13,54,13,6,40,37,10,70,56,37,82,34,15,58,21,4,60,42,23,75,17,6,44,.,.,.,.,.,.,.,.,.,12,6,47,24,18,47,0,0,24,30,6,59,49,27,67,30,16,58,9,4,39,17,13,48,0,0,22,17,0,30,30,9,43,13,4,26,48,13,75,68,44,78,47,25,75,"BELLVILLE ISD",38,8,65,54,33,72,34,20,58,22,7,63,49,27,78,27,5,59,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'008902",37,16,76,47,24,73,22,10,53,71,43,100,86,43,86,29,14,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,56,27,85,54,31,81,36,12,70,27,13,67,33,7,93,7,0,40,46,17,78,45,23,73,22,7,63,61,27,86,66,41,91,36,8,72,45,21,80,47,25,73,24,7,60,.,.,.,.,.,.,.,.,.,21,3,68,39,16,63,13,5,39,51,27,84,43,22,71,37,16,69,44,15,80,42,20,75,28,9,61,34,14,62,28,14,52,38,10,52,73,36,93,64,45,86,59,22,88,"SEALY ISD",58,30,86,55,31,81,35,12,70,49,17,80,51,32,78,39,12,71,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'008903",67,33,100,56,0,78,22,11,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,40,100,74,33,86,53,26,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,32,100,71,25,82,46,18,86,82,41,100,65,35,82,35,18,82,75,42,100,71,17,83,50,29,83,.,.,.,.,.,.,.,.,.,67,33,100,56,0,78,22,11,67,73,38,100,81,31,88,65,31,88,64,36,100,55,9,82,27,9,73,67,0,100,33,0,33,33,33,33,75,31,100,75,44,88,56,19,88,"BRAZOS ISD",77,39,100,68,29,84,48,29,84,75,42,100,92,42,92,67,17,92,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'009901",33,17,69,44,25,69,39,17,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,17,71,46,32,77,42,22,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,15,68,41,28,75,41,20,71,35,17,75,55,37,87,42,20,75,34,13,72,44,29,78,42,20,73,.,.,.,.,.,.,.,.,.,25,16,66,38,22,66,34,13,59,36,18,64,33,26,62,44,26,72,22,12,62,32,20,70,29,11,66,18,0,36,9,0,45,9,0,45,56,56,67,78,67,78,56,44,89,"MULESHOE ISD",36,17,71,46,31,76,42,23,74,33,20,67,47,40,80,47,20,73,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'010901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,41,71,65,41,88,35,24,71,.,.,.,.,.,.,.,.,.,60,47,67,60,33,87,40,27,67,58,33,75,67,50,92,33,17,75,33,17,50,50,33,83,0,0,50,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,60,60,60,20,80,40,40,60,56,44,56,67,33,89,22,22,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,55,82,73,45,91,55,36,82,"MEDINA ISD",60,30,80,70,50,90,40,30,80,57,57,57,57,29,86,29,14,57,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'010902",54,8,92,54,38,77,38,8,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,18,79,47,27,76,36,16,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,9,71,34,21,70,26,11,58,45,16,84,51,29,80,33,15,67,45,9,83,47,23,75,36,13,62,.,.,.,.,.,.,.,.,.,54,8,92,54,38,77,38,8,62,44,20,73,42,24,71,39,17,68,31,8,73,32,14,67,23,5,61,24,10,43,33,14,33,19,14,38,42,22,76,46,28,76,36,16,70,"BANDERA ISD",45,18,76,47,30,75,36,17,68,43,17,85,48,20,80,35,13,67,33,11,78,44,11,67,33,0,56
"'011901",22,7,51,25,13,53,17,6,44,33,14,81,48,24,71,29,10,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,26,10,57,37,20,64,26,9,53,22,0,61,26,4,70,4,0,39,22,7,53,32,17,59,21,6,47,21,7,57,41,23,68,23,7,50,22,7,51,31,16,59,20,6,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,50,23,12,51,16,6,42,31,13,58,34,17,60,29,11,55,17,5,49,27,12,56,16,4,43,7,2,19,6,0,20,8,2,19,42,20,77,61,41,81,54,23,75,"BASTROP ISD",29,12,62,39,22,66,28,9,58,20,5,44,31,17,58,20,9,40,20,7,60,38,13,64,22,2,47
"'011902",19,8,53,30,14,62,15,4,40,0,0,50,50,33,83,17,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,8,54,36,19,67,22,8,50,11,4,39,31,3,69,24,10,45,16,5,50,27,11,61,17,6,44,17,9,52,41,22,74,21,8,43,19,8,54,33,17,65,17,5,45,.,.,.,.,.,.,.,.,.,19,8,52,28,12,61,14,4,39,22,7,55,33,15,61,24,8,56,16,6,48,29,13,61,15,5,41,27,12,34,29,7,46,28,23,38,29,10,63,59,37,78,49,24,85,"ELGIN ISD",20,8,57,37,20,67,24,8,52,18,7,48,35,16,69,19,8,46,19,6,50,31,25,63,31,13,56
