"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"860Z200US07628","ZCTA5 07628","108333","null","10997","null",
"860Z200US07630","ZCTA5 07630","135396","null","9627","null",
"860Z200US07631","ZCTA5 07631","91164","null","9074","null",
"860Z200US07632","ZCTA5 07632","191875","null","39884","null",
"860Z200US07640","ZCTA5 07640","140958","null","34175","null",
"860Z200US07641","ZCTA5 07641","196932","null","40698","null",
"860Z200US07642","ZCTA5 07642","165964","null","18960","null",
"860Z200US07643","ZCTA5 07643","77368","null","11795","null",
"860Z200US07644","ZCTA5 07644","70821","null","8982","null",
"860Z200US07645","ZCTA5 07645","163170","null","28096","null",
"860Z200US07646","ZCTA5 07646","98992","null","8812","null",
"860Z200US07647","ZCTA5 07647","112610","null","14915","null",
"860Z200US07648","ZCTA5 07648","144390","null","19255","null",
"860Z200US07649","ZCTA5 07649","174643","null","26418","null",
"860Z200US07650","ZCTA5 07650","76297","null","9144","null",
"860Z200US07652","ZCTA5 07652","130446","null","10701","null",
"860Z200US07656","ZCTA5 07656","168269","null","24901","null",
"860Z200US07657","ZCTA5 07657","93045","null","14071","null",
"860Z200US07660","ZCTA5 07660","86502","null","15102","null",
"860Z200US07661","ZCTA5 07661","142214","null","21544","null",
"860Z200US07662","ZCTA5 07662","101689","null","22438","null",
"860Z200US07663","ZCTA5 07663","113738","null","7702","null",
"860Z200US07666","ZCTA5 07666","125368","null","12181","null",
"860Z200US07670","ZCTA5 07670","179833","null","22179","null",
"860Z200US07675","ZCTA5 07675","155135","null","7493","null",
"860Z200US07676","ZCTA5 07676","142682","null","17259","null",
"860Z200US07677","ZCTA5 07677","210078","null","44294","null",
"860Z200US07701","ZCTA5 07701","102191","null","9097","null",
"860Z200US07702","ZCTA5 07702","149792","null","24067","null",
"860Z200US07703","ZCTA5 07703","-","-","**","**",
"860Z200US07704","ZCTA5 07704","192500","null","39125","null",
"860Z200US07711","ZCTA5 07711","94716","null","14049","null",
"860Z200US07712","ZCTA5 07712","84328","null","6273","null",
"860Z200US07716","ZCTA5 07716","102227","null","11247","null",
"860Z200US07717","ZCTA5 07717","95781","null","8537","null",
"860Z200US07718","ZCTA5 07718","152898","null","15371","null",
"860Z200US07719","ZCTA5 07719","105707","null","12256","null",
"860Z200US07720","ZCTA5 07720","90357","null","25280","null",
"860Z200US07721","ZCTA5 07721","107009","null","28846","null",
"860Z200US07722","ZCTA5 07722","180208","null","23888","null",
"860Z200US07723","ZCTA5 07723","62292","null","17994","null",
"860Z200US07724","ZCTA5 07724","90827","null","6934","null",
"860Z200US07726","ZCTA5 07726","135953","null","11714","null",
"860Z200US07727","ZCTA5 07727","112042","null","19018","null",
"860Z200US07728","ZCTA5 07728","101043","null","7447","null",
"860Z200US07730","ZCTA5 07730","108990","null","6679","null",
"860Z200US07731","ZCTA5 07731","122239","null","6112","null",
"860Z200US07732","ZCTA5 07732","85268","null","28140","null",
"860Z200US07733","ZCTA5 07733","156996","null","16298","null",
"860Z200US07734","ZCTA5 07734","79425","null","8451","null",
"860Z200US07735","ZCTA5 07735","86411","null","11549","null",
"860Z200US07737","ZCTA5 07737","122589","null","19187","null",
"860Z200US07738","ZCTA5 07738","172710","null","26267","null",
"860Z200US07739","ZCTA5 07739","212069","null","32515","null",
"860Z200US07740","ZCTA5 07740","65647","null","7427","null",
"860Z200US07746","ZCTA5 07746","172765","null","15444","null",
"860Z200US07747","ZCTA5 07747","115272","null","4811","null",
"860Z200US07748","ZCTA5 07748","128740","null","8819","null",
"860Z200US07750","ZCTA5 07750","131250","null","49316","null",
"860Z200US07751","ZCTA5 07751","154453","null","18801","null",
"860Z200US07753","ZCTA5 07753","81268","null","7466","null",
"860Z200US07755","ZCTA5 07755","115436","null","11526","null",
"860Z200US07756","ZCTA5 07756","65078","null","12174","null",
"860Z200US07757","ZCTA5 07757","111400","null","22614","null",
"860Z200US07758","ZCTA5 07758","93125","null","29250","null",
"860Z200US07760","ZCTA5 07760","184336","null","24630","null",
"860Z200US07762","ZCTA5 07762","95609","null","12941","null",
"860Z200US07764","ZCTA5 07764","107059","null","19000","null",
"860Z200US07801","ZCTA5 07801","73919","null","6213","null",
"860Z200US07803","ZCTA5 07803","100327","null","8044","null",
"860Z200US07820","ZCTA5 07820","-","-","**","**",
"860Z200US07821","ZCTA5 07821","122206","null","15010","null",
"860Z200US07822","ZCTA5 07822","95139","null","37449","null",
"860Z200US07823","ZCTA5 07823","68500","null","12798","null",
"860Z200US07825","ZCTA5 07825","112592","null","9172","null",
"860Z200US07826","ZCTA5 07826","102196","null","12439","null",
"860Z200US07827","ZCTA5 07827","90116","null","12873","null",
"860Z200US07828","ZCTA5 07828","84344","null","6674","null",
"860Z200US07830","ZCTA5 07830","156832","null","13080","null",
"860Z200US07831","ZCTA5 07831","-","-","**","**",
"860Z200US07832","ZCTA5 07832","104205","null","18943","null",
"860Z200US07833","ZCTA5 07833","-","-","**","**",
"860Z200US07834","ZCTA5 07834","148716","null","13671","null",
"860Z200US07836","ZCTA5 07836","132262","null","10441","null",
"860Z200US07838","ZCTA5 07838","111875","null","19012","null",
"860Z200US07840","ZCTA5 07840","97544","null","6934","null",
"860Z200US07842","ZCTA5 07842","-","-","**","**",
"860Z200US07843","ZCTA5 07843","97670","null","7744","null",
"860Z200US07844","ZCTA5 07844","68611","null","43276","null",
"860Z200US07846","ZCTA5 07846","-","-","**","**",
"860Z200US07847","ZCTA5 07847","69583","null","16784","null",
"860Z200US07848","ZCTA5 07848","94974","null","13664","null",
"860Z200US07849","ZCTA5 07849","113542","null","17556","null",
"860Z200US07850","ZCTA5 07850","97241","null","9321","null",
"860Z200US07851","ZCTA5 07851","93393","null","12211","null",
"860Z200US07852","ZCTA5 07852","88302","null","27205","null",
"860Z200US07853","ZCTA5 07853","175833","null","19413","null",
"860Z200US07856","ZCTA5 07856","79107","null","39167","null",
"860Z200US07857","ZCTA5 07857","74549","null","35031","null",
"860Z200US07860","ZCTA5 07860","98237","null","7375","null",
"860Z200US07863","ZCTA5 07863","81375","null","19464","null",
"860Z200US07865","ZCTA5 07865","126492","null","23390","null",
"860Z200US07866","ZCTA5 07866","119255","null","10844","null",
"860Z200US07869","ZCTA5 07869","151346","null","10283","null",
"860Z200US07870","ZCTA5 07870","-","-","**","**",
"860Z200US07871","ZCTA5 07871","145385","null","5541","null",
"860Z200US07874","ZCTA5 07874","106618","null","8140","null",
"860Z200US07876","ZCTA5 07876","150840","null","9786","null",
"860Z200US07878","ZCTA5 07878","92738","null","18485","null",
"860Z200US07880","ZCTA5 07880","123750","null","69814","null",
"860Z200US07881","ZCTA5 07881","-","-","**","**",
"860Z200US07882","ZCTA5 07882","82616","null","5875","null",
"860Z200US07885","ZCTA5 07885","95603","null","13881","null",
"860Z200US07901","ZCTA5 07901","148945","null","15782","null",
"860Z200US07920","ZCTA5 07920","160180","null","8697","null",
"860Z200US07921","ZCTA5 07921","118382","null","20455","null",
"860Z200US07922","ZCTA5 07922","171875","null","41592","null",
"860Z200US07924","ZCTA5 07924","200438","null","56570","null",
"860Z200US07926","ZCTA5 07926","-","-","**","**",
"860Z200US07927","ZCTA5 07927","134054","null","38449","null",
"860Z200US07928","ZCTA5 07928","207059","null","13856","null",
"860Z200US07930","ZCTA5 07930","178731","null","28470","null",
"860Z200US07931","ZCTA5 07931","143140","null","27031","null",
"860Z200US07932","ZCTA5 07932","132154","null","13733","null",
"860Z200US07933","ZCTA5 07933","147813","null","38095","null",
"860Z200US07934","ZCTA5 07934","162333","null","32460","null",
"860Z200US07935","ZCTA5 07935","92212","null","34065","null",
"860Z200US07936","ZCTA5 07936","129329","null","14228","null",
"860Z200US07939","ZCTA5 07939","-","-","**","**",
"860Z200US07940","ZCTA5 07940","152469","null","17687","null",
"860Z200US07945","ZCTA5 07945","210846","null","29715","null",
"860Z200US07946","ZCTA5 07946","198000","null","77288","null",
"860Z200US07950","ZCTA5 07950","134726","null","7844","null",
"860Z200US07960","ZCTA5 07960","147949","null","13403","null",
"860Z200US07961","ZCTA5 07961","-","-","**","**",
"860Z200US07970","ZCTA5 07970","-","-","**","**",
"860Z200US07974","ZCTA5 07974","157416","null","15351","null",
"860Z200US07976","ZCTA5 07976","63125","null","53983","null",
"860Z200US07977","ZCTA5 07977","-","-","**","**",
"860Z200US07979","ZCTA5 07979","-","-","**","**",
"860Z200US07980","ZCTA5 07980","131125","null","11366","null",
"860Z200US07981","ZCTA5 07981","129396","null","4919","null",
"860Z200US08001","ZCTA5 08001","93421","null","44036","null",
"860Z200US08002","ZCTA5 08002","93651","null","7981","null",
"860Z200US08003","ZCTA5 08003","138472","null","7844","null",
"860Z200US08004","ZCTA5 08004","88476","null","10164","null",
"860Z200US08005","ZCTA5 08005","83232","null","6115","null",
"860Z200US08006","ZCTA5 08006","85833","null","24235","null",
"860Z200US08007","ZCTA5 08007","85041","null","14161","null",
"860Z200US08008","ZCTA5 08008","97247","null","7392","null",
"860Z200US08009","ZCTA5 08009","89369","null","17363","null",
"860Z200US08010","ZCTA5 08010","75060","null","14436","null",
"860Z200US08011","ZCTA5 08011","-","-","**","**",
"860Z200US08012","ZCTA5 08012","84053","null","6272","null",
"860Z200US08014","ZCTA5 08014","107097","null","105040","null",
"860Z200US08015","ZCTA5 08015","71649","null","8670","null",
"860Z200US08016","ZCTA5 08016","86185","null","8014","null",
"860Z200US08019","ZCTA5 08019","125972","null","64701","null",
"860Z200US08020","ZCTA5 08020","108564","null","17645","null",
"860Z200US08021","ZCTA5 08021","58116","null","3465","null",
"860Z200US08022","ZCTA5 08022","104323","null","15019","null",
"860Z200US08023","ZCTA5 08023","32171","null","15414","null",
"860Z200US08026","ZCTA5 08026","95000","null","20663","null",
"860Z200US08027","ZCTA5 08027","83219","null","10065","null",
"860Z200US08028","ZCTA5 08028","72701","null","6853","null",
"860Z200US08029","ZCTA5 08029","78222","null","16922","null",
"860Z200US08030","ZCTA5 08030","58452","null","6115","null",
"860Z200US08031","ZCTA5 08031","66667","null","5025","null",
"860Z200US08032","ZCTA5 08032","108986","null","13508","null",
"860Z200US08033","ZCTA5 08033","132500","null","12107","null",
"860Z200US08034","ZCTA5 08034","100173","null","6638","null",
"860Z200US08035","ZCTA5 08035","102670","null","15089","null",
"860Z200US08036","ZCTA5 08036","114519","null","15891","null",
"860Z200US08037","ZCTA5 08037","76977","null","5954","null",
"860Z200US08038","ZCTA5 08038","68750","null","37549","null",
"860Z200US08039","ZCTA5 08039","-","-","**","**",
"860Z200US08041","ZCTA5 08041","147781","null","30577","null",
"860Z200US08042","ZCTA5 08042","98750","null","25239","null",
"860Z200US08043","ZCTA5 08043","102606","null","6851","null",
"860Z200US08045","ZCTA5 08045","70156","null","9664","null",
"860Z200US08046","ZCTA5 08046","83331","null","4802","null",
"860Z200US08048","ZCTA5 08048","108924","null","13085","null",
"860Z200US08049","ZCTA5 08049","74306","null","14038","null",
"860Z200US08050","ZCTA5 08050","93933","null","5851","null",
"860Z200US08051","ZCTA5 08051","91766","null","8675","null",
"860Z200US08052","ZCTA5 08052","66529","null","3013","null",
"860Z200US08053","ZCTA5 08053","107154","null","4685","null",
"860Z200US08054","ZCTA5 08054","103399","null","5418","null",
"860Z200US08055","ZCTA5 08055","140441","null","6858","null",
"860Z200US08056","ZCTA5 08056","130037","null","32467","null",
"860Z200US08057","ZCTA5 08057","146465","null","15118","null",
"860Z200US08059","ZCTA5 08059","83089","null","12140","null",
"860Z200US08060","ZCTA5 08060","97341","null","3449","null",
"860Z200US08061","ZCTA5 08061","117625","null","35323","null",
"860Z200US08062","ZCTA5 08062","144468","null","14635","null",
"860Z200US08063","ZCTA5 08063","75365","null","10224","null",
"860Z200US08064","ZCTA5 08064","-","-","**","**",
"860Z200US08065","ZCTA5 08065","78736","null","6041","null",
"860Z200US08066","ZCTA5 08066","51065","null","10999","null",
"860Z200US08067","ZCTA5 08067","106875","null","14711","null",
"860Z200US08068","ZCTA5 08068","67260","null","8308","null",
"860Z200US08069","ZCTA5 08069","53225","null","7436","null",
"860Z200US08070","ZCTA5 08070","70318","null","5111","null",
"860Z200US08071","ZCTA5 08071","84643","null","3999","null",
"860Z200US08072","ZCTA5 08072","57989","null","29607","null",
"860Z200US08073","ZCTA5 08073","-","-","**","**",
"860Z200US08074","ZCTA5 08074","-","-","**","**",
"860Z200US08075","ZCTA5 08075","80801","null","8216","null",
"860Z200US08077","ZCTA5 08077","120174","null","6041","null",
"860Z200US08078","ZCTA5 08078","77148","null","11489","null",
"860Z200US08079","ZCTA5 08079","44763","null","3221","null",
"860Z200US08080","ZCTA5 08080","116348","null","6089","null",
"860Z200US08081","ZCTA5 08081","90318","null","4453","null",
"860Z200US08083","ZCTA5 08083","82799","null","8727","null",
"860Z200US08084","ZCTA5 08084","81310","null","16973","null",
"860Z200US08085","ZCTA5 08085","117556","null","10663","null",
"860Z200US08086","ZCTA5 08086","76875","null","12784","null",
"860Z200US08087","ZCTA5 08087","75686","null","3615","null",
"860Z200US08088","ZCTA5 08088","94271","null","7522","null",
"860Z200US08089","ZCTA5 08089","89479","null","14675","null",
"860Z200US08090","ZCTA5 08090","103535","null","7948","null",
"860Z200US08091","ZCTA5 08091","84564","null","13210","null",
"860Z200US08092","ZCTA5 08092","100662","null","26560","null",
"860Z200US08093","ZCTA5 08093","61530","null","11826","null",
"860Z200US08094","ZCTA5 08094","86588","null","8713","null",
"860Z200US08095","ZCTA5 08095","-","-","**","**",
"860Z200US08096","ZCTA5 08096","82046","null","6266","null",
"860Z200US08097","ZCTA5 08097","87813","null","10914","null",
"860Z200US08098","ZCTA5 08098","108281","null","24308","null",
"860Z200US08102","ZCTA5 08102","27442","null","3422","null",
"860Z200US08103","ZCTA5 08103","26007","null","5861","null",
"860Z200US08104","ZCTA5 08104","27399","null","5107","null",
"860Z200US08105","ZCTA5 08105","36274","null","3529","null",
"860Z200US08106","ZCTA5 08106","88429","null","9698","null",
"860Z200US08107","ZCTA5 08107","64370","null","6525","null",
"860Z200US08108","ZCTA5 08108","99087","null","9018","null",
"860Z200US08109","ZCTA5 08109","73111","null","4205","null",
"860Z200US08110","ZCTA5 08110","73575","null","7645","null",
"860Z200US08201","ZCTA5 08201","60536","null","11730","null",
"860Z200US08202","ZCTA5 08202","120625","null","27567","null",
"860Z200US08203","ZCTA5 08203","81830","null","11587","null",
"860Z200US08204","ZCTA5 08204","74543","null","9214","null",
"860Z200US08205","ZCTA5 08205","74556","null","9031","null",
"860Z200US08210","ZCTA5 08210","83859","null","7700","null",
"860Z200US08212","ZCTA5 08212","77102","null","3837","null",
"860Z200US08215","ZCTA5 08215","71213","null","8222","null",
"860Z200US08217","ZCTA5 08217","-","-","**","**",
"860Z200US08221","ZCTA5 08221","118795","null","13048","null",
"860Z200US08223","ZCTA5 08223","80750","null","25495","null",
"860Z200US08224","ZCTA5 08224","138750","null","59102","null",
"860Z200US08225","ZCTA5 08225","88232","null","16323","null",
"860Z200US08226","ZCTA5 08226","88414","null","8200","null",
"860Z200US08230","ZCTA5 08230","98393","null","13490","null",
"860Z200US08232","ZCTA5 08232","44147","null","2122","null",
"860Z200US08234","ZCTA5 08234","86783","null","6210","null",
"860Z200US08240","ZCTA5 08240","-","-","**","**",
"860Z200US08241","ZCTA5 08241","130500","null","55161","null",
"860Z200US08242","ZCTA5 08242","80893","null","13684","null",
"860Z200US08243","ZCTA5 08243","86359","null","16151","null",
"860Z200US08244","ZCTA5 08244","61781","null","6385","null",
"860Z200US08245","ZCTA5 08245","-","-","**","**",
"860Z200US08246","ZCTA5 08246","-","-","**","**",
"860Z200US08247","ZCTA5 08247","122031","null","18159","null",
"860Z200US08248","ZCTA5 08248","117917","null","95393","null",
"860Z200US08251","ZCTA5 08251","65515","null","4699","null",
"860Z200US08260","ZCTA5 08260","57869","null","6763","null",
"860Z200US08270","ZCTA5 08270","78848","null","6920","null",
"860Z200US08302","ZCTA5 08302","53599","null","3196","null",
"860Z200US08310","ZCTA5 08310","46674","null","18005","null",
"860Z200US08311","ZCTA5 08311","65357","null","16235","null",
"860Z200US08312","ZCTA5 08312","89973","null","19418","null",
"860Z200US08314","ZCTA5 08314","-","-","**","**",
"860Z200US08316","ZCTA5 08316","21914","null","19877","null",
"860Z200US08317","ZCTA5 08317","78295","null","27902","null",
"860Z200US08318","ZCTA5 08318","76263","null","8064","null",
"860Z200US08319","ZCTA5 08319","107969","null","18003","null",
"860Z200US08320","ZCTA5 08320","-","-","**","**",
"860Z200US08321","ZCTA5 08321","34444","null","24104","null",
"860Z200US08322","ZCTA5 08322","92738","null","8583","null",
"860Z200US08323","ZCTA5 08323","88906","null","11272","null",
"860Z200US08324","ZCTA5 08324","63750","null","17106","null",
"860Z200US08326","ZCTA5 08326","69803","null","30283","null",
"860Z200US08327","ZCTA5 08327","71000","null","20854","null",
"860Z200US08328","ZCTA5 08328","83929","null","20641","null",
"860Z200US08329","ZCTA5 08329","-","-","**","**",
"860Z200US08330","ZCTA5 08330","75405","null","8546","null",
"860Z200US08332","ZCTA5 08332","61660","null","5214","null",
"860Z200US08340","ZCTA5 08340","69773","null","18455","null",
"860Z200US08341","ZCTA5 08341","60833","null","30510","null",
"860Z200US08343","ZCTA5 08343","120288","null","17493","null",
"860Z200US08344","ZCTA5 08344","64731","null","13842","null",
"860Z200US08345","ZCTA5 08345","56094","null","20229","null",
"860Z200US08346","ZCTA5 08346","-","-","**","**",
"860Z200US08348","ZCTA5 08348","93750","null","34217","null",
"860Z200US08349","ZCTA5 08349","47813","null","21031","null",
"860Z200US08350","ZCTA5 08350","-","-","**","**",
"860Z200US08352","ZCTA5 08352","71761","null","57063","null",
"860Z200US08353","ZCTA5 08353","67500","null","22436","null",
"860Z200US08360","ZCTA5 08360","57905","null","4258","null",
"860Z200US08361","ZCTA5 08361","83728","null","15272","null",
"860Z200US08401","ZCTA5 08401","29789","null","2337","null",
"860Z200US08402","ZCTA5 08402","106206","null","13504","null",
"860Z200US08403","ZCTA5 08403","105385","null","14689","null",
"860Z200US08406","ZCTA5 08406","66657","null","9023","null",
"860Z200US08501","ZCTA5 08501","125172","null","29652","null",
"860Z200US08502","ZCTA5 08502","206250","null","22792","null",
"860Z200US08505","ZCTA5 08505","98479","null","7657","null",
"860Z200US08510","ZCTA5 08510","176349","null","52285","null",
"860Z200US08511","ZCTA5 08511","62443","null","17681","null",
"860Z200US08512","ZCTA5 08512","120898","null","20100","null",
"860Z200US08514","ZCTA5 08514","107344","null","42487","null",
"860Z200US08515","ZCTA5 08515","160781","null","23596","null",
"860Z200US08518","ZCTA5 08518","88431","null","15374","null",
"860Z200US08520","ZCTA5 08520","107241","null","9638","null",
"860Z200US08525","ZCTA5 08525","133649","null","22474","null",
"860Z200US08527","ZCTA5 08527","100885","null","3852","null",
"860Z200US08528","ZCTA5 08528","53935","null","37311","null",
"860Z200US08530","ZCTA5 08530","111671","null","13363","null",
"860Z200US08533","ZCTA5 08533","97488","null","11915","null",
"860Z200US08534","ZCTA5 08534","145747","null","14113","null",
"860Z200US08535","ZCTA5 08535","191068","null","16148","null",
"860Z200US08536","ZCTA5 08536","115685","null","11357","null",
"860Z200US08540","ZCTA5 08540","163074","null","16400","null",
"860Z200US08542","ZCTA5 08542","121103","null","33363","null",
"860Z200US08544","ZCTA5 08544","-","-","**","**",
"860Z200US08550","ZCTA5 08550","196066","null","9981","null",
"860Z200US08551","ZCTA5 08551","140539","null","12971","null",
"860Z200US08553","ZCTA5 08553","126389","null","20516","null",
"860Z200US08554","ZCTA5 08554","90435","null","23250","null",
"860Z200US08555","ZCTA5 08555","99911","null","31871","null",
"860Z200US08558","ZCTA5 08558","213966","null","31854","null",
"860Z200US08559","ZCTA5 08559","137524","null","16379","null",
"860Z200US08560","ZCTA5 08560","113156","null","51039","null",
"860Z200US08561","ZCTA5 08561","-","-","**","**",
"860Z200US08562","ZCTA5 08562","81597","null","14185","null",
"860Z200US08608","ZCTA5 08608","20990","null","13985","null",
"860Z200US08609","ZCTA5 08609","41718","null","3708","null",
"860Z200US08610","ZCTA5 08610","75493","null","4677","null",
"860Z200US08611","ZCTA5 08611","42962","null","5754","null",
"860Z200US08618","ZCTA5 08618","42628","null","5166","null",
"860Z200US08619","ZCTA5 08619","89825","null","5060","null",
"860Z200US08620","ZCTA5 08620","99394","null","15019","null",
"860Z200US08628","ZCTA5 08628","87579","null","14321","null",
"860Z200US08629","ZCTA5 08629","73054","null","10752","null",
"860Z200US08638","ZCTA5 08638","60185","null","4037","null",
"860Z200US08640","ZCTA5 08640","83468","null","13252","null",
"860Z200US08641","ZCTA5 08641","79500","null","7475","null",
"860Z200US08648","ZCTA5 08648","113214","null","8679","null",
"860Z200US08690","ZCTA5 08690","105158","null","9917","null",
"860Z200US08691","ZCTA5 08691","126733","null","22603","null",
"860Z200US08701","ZCTA5 08701","53380","null","3332","null",
"860Z200US08720","ZCTA5 08720","126375","null","89482","null",
"860Z200US08721","ZCTA5 08721","97087","null","9627","null",
"860Z200US08722","ZCTA5 08722","88940","null","6456","null",
"860Z200US08723","ZCTA5 08723","92434","null","6670","null",
"860Z200US08724","ZCTA5 08724","81793","null","6178","null",
"860Z200US08730","ZCTA5 08730","155993","null","16227","null",
"860Z200US08731","ZCTA5 08731","85321","null","8951","null",
"860Z200US08732","ZCTA5 08732","100278","null","9275","null",
"860Z200US08733","ZCTA5 08733","64614","null","15863","null",
"860Z200US08734","ZCTA5 08734","105282","null","15671","null",
"860Z200US08735","ZCTA5 08735","76768","null","17617","null",
"860Z200US08736","ZCTA5 08736","152697","null","14696","null",
"860Z200US08738","ZCTA5 08738","153636","null","35894","null",
"860Z200US08740","ZCTA5 08740","59397","null","9870","null",
"860Z200US08741","ZCTA5 08741","117969","null","33054","null",
"860Z200US08742","ZCTA5 08742","103079","null","8197","null",
"860Z200US08750","ZCTA5 08750","140868","null","20988","null",
"860Z200US08751","ZCTA5 08751","63661","null","19733","null",
"860Z200US08752","ZCTA5 08752","66875","null","18483","null",
"860Z200US08753","ZCTA5 08753","90034","null","4771","null",
"860Z200US08755","ZCTA5 08755","73857","null","6793","null",
"860Z200US08757","ZCTA5 08757","50807","null","2076","null",
"860Z200US08758","ZCTA5 08758","87768","null","11925","null",
"860Z200US08759","ZCTA5 08759","45996","null","3203","null",
"860Z200US08801","ZCTA5 08801","143030","null","20294","null",
"860Z200US08802","ZCTA5 08802","114083","null","11077","null",
"860Z200US08804","ZCTA5 08804","102065","null","21410","null",
"860Z200US08805","ZCTA5 08805","71942","null","6599","null",
"860Z200US08807","ZCTA5 08807","138549","null","7627","null",
"860Z200US08809","ZCTA5 08809","110369","null","6522","null",
"860Z200US08810","ZCTA5 08810","127975","null","8660","null",
"860Z200US08812","ZCTA5 08812","104295","null","9629","null",
"860Z200US08816","ZCTA5 08816","127717","null","6388","null",
"860Z200US08817","ZCTA5 08817","98184","null","4732","null",
"860Z200US08820","ZCTA5 08820","146149","null","11448","null",
"860Z200US08821","ZCTA5 08821","103199","null","4066","null",
"860Z200US08822","ZCTA5 08822","121220","null","9940","null",
"860Z200US08823","ZCTA5 08823","96110","null","6018","null",
"860Z200US08824","ZCTA5 08824","159321","null","9081","null",
"860Z200US08825","ZCTA5 08825","109125","null","21720","null",
"860Z200US08826","ZCTA5 08826","112339","null","7447","null",
"860Z200US08827","ZCTA5 08827","111793","null","6253","null",
"860Z200US08828","ZCTA5 08828","100273","null","6042","null",
"860Z200US08829","ZCTA5 08829","103692","null","10751","null",
"860Z200US08830","ZCTA5 08830","103179","null","12588","null",
"860Z200US08831","ZCTA5 08831","101137","null","12152","null",
"860Z200US08832","ZCTA5 08832","71071","null","25385","null",
"860Z200US08833","ZCTA5 08833","147679","null","27513","null",
"860Z200US08835","ZCTA5 08835","79766","null","13605","null",
"860Z200US08836","ZCTA5 08836","187625","null","31437","null",
"860Z200US08837","ZCTA5 08837","98468","null","7278","null",
"860Z200US08840","ZCTA5 08840","137399","null","8145","null",
"860Z200US08844","ZCTA5 08844","145903","null","9024","null",
"860Z200US08846","ZCTA5 08846","90162","null","6619","null",
"860Z200US08848","ZCTA5 08848","121715","null","9693","null",
"860Z200US08850","ZCTA5 08850","111081","null","24053","null",
"860Z200US08852","ZCTA5 08852","109462","null","5562","null",
"860Z200US08853","ZCTA5 08853","192681","null","13878","null",
"860Z200US08854","ZCTA5 08854","112980","null","5892","null",
"860Z200US08857","ZCTA5 08857","95968","null","6719","null",
"860Z200US08858","ZCTA5 08858","-","-","**","**",
"860Z200US08859","ZCTA5 08859","89881","null","7074","null",
"860Z200US08861","ZCTA5 08861","54587","null","4313","null",
"860Z200US08863","ZCTA5 08863","105505","null","11497","null",
"860Z200US08865","ZCTA5 08865","66779","null","3641","null",
"860Z200US08867","ZCTA5 08867","164259","null","24118","null",
"860Z200US08869","ZCTA5 08869","90125","null","9477","null",
"860Z200US08872","ZCTA5 08872","83750","null","6495","null",
"860Z200US08873","ZCTA5 08873","98251","null","6298","null",
"860Z200US08876","ZCTA5 08876","108769","null","4932","null",
"860Z200US08879","ZCTA5 08879","89041","null","7731","null",
"860Z200US08880","ZCTA5 08880","83986","null","14215","null",
"860Z200US08882","ZCTA5 08882","82031","null","8285","null",
"860Z200US08884","ZCTA5 08884","92188","null","12600","null",
"860Z200US08886","ZCTA5 08886","139132","null","12949","null",
"860Z200US08887","ZCTA5 08887","91964","null","23171","null",
"860Z200US08889","ZCTA5 08889","114830","null","21130","null",
"860Z200US08890","ZCTA5 08890","-","-","**","**",
"860Z200US08901","ZCTA5 08901","49338","null","5893","null",
"860Z200US08902","ZCTA5 08902","103488","null","5388","null",
"860Z200US08904","ZCTA5 08904","85652","null","9597","null",
"860Z200US10001","ZCTA5 10001","101409","null","11816","null",
"860Z200US10002","ZCTA5 10002","37093","null","3148","null",
"860Z200US10003","ZCTA5 10003","137533","null","10077","null",
"860Z200US10004","ZCTA5 10004","216017","null","10041","null",
"860Z200US10005","ZCTA5 10005","197188","null","17558","null",
"860Z200US10006","ZCTA5 10006","200536","null","24685","null",
"860Z200US10007","ZCTA5 10007","250,000+","250,000+","***","***",
"860Z200US10009","ZCTA5 10009","77551","null","8516","null",
"860Z200US10010","ZCTA5 10010","131635","null","18605","null",
"860Z200US10011","ZCTA5 10011","139343","null","14488","null",
"860Z200US10012","ZCTA5 10012","117581","null","10760","null",
"860Z200US10013","ZCTA5 10013","137572","null","21050","null",
"860Z200US10014","ZCTA5 10014","136559","null","13983","null",
"860Z200US10016","ZCTA5 10016","136431","null","12756","null",
"860Z200US10017","ZCTA5 10017","136112","null","8861","null",
"860Z200US10018","ZCTA5 10018","130457","null","24262","null",
"860Z200US10019","ZCTA5 10019","105538","null","13099","null",
"860Z200US10020","ZCTA5 10020","-","-","**","**",
"860Z200US10021","ZCTA5 10021","136060","null","15170","null",
"860Z200US10022","ZCTA5 10022","156255","null","13538","null",
"860Z200US10023","ZCTA5 10023","136109","null","11196","null",
"860Z200US10024","ZCTA5 10024","153177","null","17247","null",
"860Z200US10025","ZCTA5 10025","103440","null","6815","null",
"860Z200US10026","ZCTA5 10026","65038","null","6857","null",
"860Z200US10027","ZCTA5 10027","58435","null","5213","null",
"860Z200US10028","ZCTA5 10028","149789","null","11622","null",
"860Z200US10029","ZCTA5 10029","33901","null","4162","null",
"860Z200US10030","ZCTA5 10030","42834","null","6415","null",
"860Z200US10031","ZCTA5 10031","57180","null","4302","null",
"860Z200US10032","ZCTA5 10032","55059","null","4503","null",
"860Z200US10033","ZCTA5 10033","71630","null","4146","null",
"860Z200US10034","ZCTA5 10034","63851","null","3370","null",
"860Z200US10035","ZCTA5 10035","32555","null","5945","null",
"860Z200US10036","ZCTA5 10036","98177","null","10754","null",
"860Z200US10037","ZCTA5 10037","48782","null","8464","null",
