DISTRICT,DD006AMA1221R,DD006AMA1321R,DD006AMA1S21R,DD006ARE1221R,DD006ARE1321R,DD006ARE1S21R,DD206AMA1221R,DD206AMA1321R,DD206AMA1S21R,DD206ARE1221R,DD206ARE1321R,DD206ARE1S21R,DD306AMA1221R,DD306AMA1321R,DD306AMA1S21R,DD306ARE1221R,DD306ARE1321R,DD306ARE1S21R,DD406AMA1221R,DD406AMA1321R,DD406AMA1S21R,DD406ARE1221R,DD406ARE1321R,DD406ARE1S21R,DDA06AMA1221R,DDA06AMA1321R,DDA06AMA1S21R,DDA06ARE1221R,DDA06ARE1321R,DDA06ARE1S21R,DDB06AMA1221R,DDB06AMA1321R,DDB06AMA1S21R,DDB06ARE1221R,DDB06ARE1321R,DDB06ARE1S21R,DDE06AMA1221R,DDE06AMA1321R,DDE06AMA1S21R,DDE06ARE1221R,DDE06ARE1321R,DDE06ARE1S21R,DDF06AMA1221R,DDF06AMA1321R,DDF06AMA1S21R,DDF06ARE1221R,DDF06ARE1321R,DDF06ARE1S21R,DDH06AMA1221R,DDH06AMA1321R,DDH06AMA1S21R,DDH06ARE1221R,DDH06ARE1321R,DDH06ARE1S21R,DDI06AMA1221R,DDI06AMA1321R,DDI06AMA1S21R,DDI06ARE1221R,DDI06ARE1321R,DDI06ARE1S21R,DDL06AMA1221R,DDL06AMA1321R,DDL06AMA1S21R,DDL06ARE1221R,DDL06ARE1321R,DDL06ARE1S21R,DDM06AMA1221R,DDM06AMA1321R,DDM06AMA1S21R,DDM06ARE1221R,DDM06ARE1321R,DDM06ARE1S21R,DDR06AMA1221R,DDR06AMA1321R,DDR06AMA1S21R,DDR06ARE1221R,DDR06ARE1321R,DDR06ARE1S21R,DDS06AMA1221R,DDS06AMA1321R,DDS06AMA1S21R,DDS06ARE1221R,DDS06ARE1321R,DDS06ARE1S21R,DDW06AMA1221R,DDW06AMA1321R,DDW06AMA1S21R,DDW06ARE1221R,DDW06ARE1321R,DDW06ARE1S21R,DISTNAME,DNC06AMA1221R,DNC06AMA1321R,DNC06AMA1S21R,DNC06ARE1221R,DNC06ARE1321R,DNC06ARE1S21R,DNM06AMA1221R,DNM06AMA1321R,DNM06AMA1S21R,DNM06ARE1221R,DNM06ARE1321R,DNM06ARE1S21R,DNS06AMA1221R,DNS06AMA1321R,DNS06AMA1S21R,DNS06ARE1221R,DNS06ARE1321R,DNS06ARE1S21R
"'003903",36,15,70,27,12,60,17,8,67,23,8,54,-1,-1,-1,50,50,83,.,.,.,.,.,.,33,14,69,30,13,61,18,6,55,21,7,45,28,10,66,25,11,58,29,11,66,29,12,60,34,13,70,25,11,63,-1,-1,-1,-1,-1,-1,23,8,60,13,3,44,38,18,72,31,15,63,19,6,56,13,5,46,23,11,51,20,8,30,57,32,87,54,27,80,"LUFKIN ISD",36,16,71,30,13,61,25,10,61,30,15,64,40,10,70,30,20,50
"'003904",-1,-1,-1,-1,-1,-1,17,17,83,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,50,15,82,26,11,67,-1,-1,-1,-1,-1,-1,48,16,77,23,12,67,60,19,86,29,17,71,17,8,58,8,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,13,79,25,8,64,23,4,64,6,4,51,20,5,35,10,5,20,56,15,84,30,14,70,"HUNTINGTON ISD",52,16,83,30,14,70,46,14,78,19,5,59,-1,-1,-1,-1,-1,-1
"'003905",7,0,64,7,0,14,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,37,13,71,20,9,50,46,15,62,23,8,62,37,13,71,20,9,50,43,16,73,24,14,56,27,7,67,17,8,37,.,.,.,.,.,.,7,0,64,7,0,14,30,9,68,16,4,44,17,4,57,3,1,25,27,14,50,18,9,32,46,17,78,24,11,63,"DIBOLL ISD",38,14,73,22,9,52,30,4,61,13,9,43,-1,-1,-1,-1,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,5,55,32,9,64,.,.,.,.,.,.,25,6,63,38,6,75,31,8,62,38,15,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,0,44,22,0,44,8,0,25,17,8,42,-1,-1,-1,-1,-1,-1,23,5,55,32,9,64,"ZAVALLA ISD",19,6,44,19,6,50,33,0,83,67,17,100,.,.,.,.,.,.
"'003907",20,20,60,0,0,40,40,20,80,40,0,80,.,.,.,.,.,.,.,.,.,.,.,.,44,21,79,33,14,70,29,0,71,14,14,57,33,9,71,25,9,60,39,19,81,43,19,74,33,10,76,29,19,57,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,49,23,75,23,9,66,23,5,65,18,5,45,25,0,70,15,10,45,49,26,80,35,14,74,"CENTRAL ISD",42,22,77,29,16,70,50,18,82,43,7,71,-1,-1,-1,-1,-1,-1
"'004901",17,0,42,8,0,58,20,0,100,60,60,100,50,17,83,50,17,83,-1,-1,-1,-1,-1,-1,22,5,58,30,13,64,33,0,33,17,0,50,15,2,50,22,8,56,18,3,57,35,17,64,15,4,53,23,9,52,.,.,.,.,.,.,0,0,29,0,0,43,26,7,59,25,10,63,10,1,37,11,5,44,20,0,23,10,7,21,28,6,61,34,16,73,"ARANSAS COUNTY ISD",24,6,60,28,14,61,21,3,56,31,12,66,-1,-1,-1,-1,-1,-1
"'005901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,70,33,97,64,39,79,.,.,.,.,.,.,64,14,93,43,21,71,67,50,100,58,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,71,24,95,67,43,76,56,22,89,56,44,67,-1,-1,-1,-1,-1,-1,74,37,96,67,44,81,"ARCHER CITY ISD",68,36,96,68,40,76,75,25,100,50,38,88,.,.,.,.,.,.
"'005902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,58,20,83,45,20,76,.,.,.,.,.,.,18,6,53,18,6,29,55,15,80,47,16,78,50,0,80,30,10,60,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,65,29,88,41,26,74,21,0,57,4,0,36,15,8,31,8,8,8,58,21,83,45,20,78,"HOLLIDAY ISD",59,22,84,43,19,78,55,15,80,50,25,70,-1,-1,-1,-1,-1,-1
"'005904",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,33,90,67,27,83,.,.,.,.,.,.,67,33,78,67,11,78,64,7,93,64,29,79,71,0,71,71,29,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,75,56,88,69,25,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,45,100,68,27,91,"WINDTHORST ISD",74,37,93,74,30,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'006902",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,27,88,31,15,85,.,.,.,.,.,.,31,15,92,31,15,92,50,30,100,50,20,90,40,0,80,20,0,100,.,.,.,.,.,.,.,.,.,.,.,.,38,25,81,19,13,81,17,8,92,8,0,75,-1,-1,-1,-1,-1,-1,45,35,90,35,20,80,"CLAUDE ISD",40,33,93,27,13,87,45,18,82,36,18,82,.,.,.,.,.,.
"'007901",0,0,20,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,17,60,20,7,47,.,.,.,.,.,.,18,5,50,14,9,32,24,18,53,18,0,47,25,11,57,14,4,43,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,38,15,69,23,15,46,24,12,60,16,4,44,20,0,20,20,0,20,-1,-1,-1,-1,-1,-1,"CHARLOTTE ISD",32,16,68,24,8,52,20,20,20,0,0,20,.,.,.,.,.,.
"'007902",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,19,73,34,13,68,.,.,.,.,.,.,34,14,65,32,15,60,32,15,59,37,12,68,35,14,70,27,9,61,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,45,22,81,32,13,68,22,4,53,7,4,44,17,6,33,17,6,33,50,31,78,47,19,83,"JOURDANTON ISD",38,19,73,31,12,66,46,21,71,42,17,75,-1,-1,-1,-1,-1,-1
"'007904",28,3,66,17,7,45,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,27,3,74,19,4,54,-1,-1,-1,-1,-1,-1,21,2,68,15,5,52,21,3,70,25,5,64,23,4,68,17,6,47,.,.,.,.,.,.,27,0,62,8,0,38,31,3,77,15,4,46,23,1,65,9,2,41,14,0,43,0,0,7,44,0,96,33,0,78,"LYTLE ISD",29,3,72,18,3,52,22,2,78,22,7,58,-1,-1,-1,-1,-1,-1
"'007905",0,0,45,9,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,26,11,62,21,7,55,-1,-1,-1,-1,-1,-1,16,5,54,11,3,43,22,8,62,26,8,62,23,9,57,18,5,49,-1,-1,-1,-1,-1,-1,0,0,45,9,0,45,30,15,62,16,5,49,5,2,37,4,1,27,28,14,36,17,11,28,35,18,73,30,12,73,"PLEASANTON ISD",27,11,60,20,7,54,24,12,66,24,7,58,17,0,33,0,0,17
"'007906",7,0,64,7,7,57,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,26,5,58,22,3,53,.,.,.,.,.,.,16,0,47,10,0,40,19,5,51,30,2,56,20,3,56,19,2,50,.,.,.,.,.,.,7,0,64,7,7,57,31,5,64,15,3,51,8,2,42,3,2,32,38,13,63,13,0,38,73,18,82,45,9,82,"POTEET ISD",26,7,58,25,4,52,25,0,61,14,0,55,.,.,.,.,.,.
"'008901",20,3,57,11,3,37,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,31,9,65,24,10,51,0,0,27,0,0,18,21,6,60,17,7,43,29,8,65,25,10,51,20,6,61,21,8,42,-1,-1,-1,-1,-1,-1,9,5,36,9,0,23,33,9,65,24,9,51,5,1,39,4,0,18,13,4,30,13,4,22,45,12,73,30,13,64,"BELLVILLE ISD",31,10,65,26,11,50,31,3,66,14,7,52,-1,-1,-1,-1,-1,-1
"'008902",10,0,59,3,0,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,42,19,76,28,14,61,40,30,60,10,0,60,27,11,70,18,7,54,40,16,74,30,15,68,26,10,72,18,7,55,-1,-1,-1,-1,-1,-1,11,0,61,4,0,21,45,23,78,26,14,53,19,4,63,6,2,43,18,0,50,14,0,25,65,29,84,44,26,70,"SEALY ISD",46,22,80,29,16,63,29,5,62,24,7,56,67,50,100,33,17,67
"'008903",38,8,85,31,8,46,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,56,21,85,37,13,71,-1,-1,-1,-1,-1,-1,47,22,81,28,14,64,60,17,93,43,13,80,45,17,83,31,10,62,.,.,.,.,.,.,33,8,83,25,8,42,53,25,78,31,13,63,33,7,80,20,7,47,38,13,69,19,6,31,68,20,88,40,16,76,"BRAZOS ISD",63,21,93,44,12,77,42,21,68,21,16,58,.,.,.,.,.,.
"'009901",16,12,53,12,2,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,10,54,12,4,39,.,.,.,.,.,.,19,8,54,12,3,40,27,14,67,16,6,47,19,10,54,12,4,38,.,.,.,.,.,.,11,8,47,8,0,34,16,7,43,9,2,31,9,4,43,6,0,27,21,5,58,16,5,26,36,9,55,9,0,45,"MULESHOE ISD",21,13,54,13,5,40,21,0,54,8,0,33,-1,-1,-1,-1,-1,-1
"'010901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,27,93,33,7,73,.,.,.,.,.,.,50,25,88,25,0,63,20,20,80,40,20,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,50,30,100,30,0,90,33,17,100,50,0,83,-1,-1,-1,-1,-1,-1,43,29,93,36,7,71,"MEDINA ISD",50,40,100,30,10,70,20,0,80,40,0,80,.,.,.,.,.,.
"'010902",8,0,46,15,0,31,40,20,100,20,20,60,.,.,.,-1,-1,-1,.,.,.,.,.,.,23,7,58,31,12,54,.,.,.,.,.,.,18,4,52,21,7,40,21,6,56,31,11,55,14,3,52,23,6,42,-1,-1,-1,-1,-1,-1,8,0,46,15,0,31,25,8,60,30,13,52,13,2,45,11,4,35,17,4,39,22,13,35,29,10,60,36,16,62,"BANDERA ISD",23,7,53,30,14,53,23,7,68,32,9,56,13,13,38,33,11,33
"'011901",17,2,50,7,1,35,32,11,37,16,11,42,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,25,9,56,18,7,45,10,0,43,14,10,38,17,4,48,10,4,37,24,8,55,18,7,48,20,6,52,12,4,38,.,.,.,.,.,.,14,2,46,5,0,29,27,11,56,17,7,41,14,3,43,6,1,29,5,3,15,3,1,8,47,23,73,41,18,69,"BASTROP ISD",27,10,56,19,7,46,21,8,55,14,8,41,37,5,74,5,0,32
"'011902",18,4,48,11,5,33,20,0,60,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,19,5,49,19,9,44,7,7,14,21,0,43,17,4,46,16,6,39,16,5,41,26,12,47,17,4,49,16,8,40,.,.,.,.,.,.,18,3,49,8,3,30,22,5,56,14,7,42,15,2,40,10,3,34,29,8,42,20,4,24,41,18,68,43,22,74,"ELGIN ISD",21,6,51,22,12,49,15,4,45,14,4,36,0,0,40,33,0,67
"'011904",20,7,80,20,7,47,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,26,5,67,32,11,61,17,0,58,33,17,50,18,4,58,22,7,46,26,4,69,40,13,68,15,6,65,21,6,50,.,.,.,.,.,.,8,0,75,8,0,33,25,5,64,23,9,53,12,0,51,12,1,41,17,0,28,17,0,22,38,5,72,43,15,72,"SMITHVILLE ISD",25,6,62,27,9,60,27,3,78,43,16,62,-1,-1,-1,-1,-1,-1
"'011905",43,29,100,14,14,57,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,47,22,75,34,13,75,.,.,.,.,.,.,36,14,79,14,7,64,60,27,87,47,13,93,44,19,88,25,6,75,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,35,18,65,24,12,59,43,29,86,14,14,86,29,29,43,43,29,57,47,27,60,47,20,73,"MCDADE ISD",43,17,74,35,13,74,56,33,78,33,11,78,-1,-1,-1,-1,-1,-1
"'012901",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,49,24,76,33,13,76,.,.,.,.,.,.,29,19,62,24,14,62,55,32,77,45,27,86,20,20,80,40,20,80,.,.,.,.,.,.,.,.,.,.,.,.,43,17,74,22,0,65,14,14,57,7,0,43,-1,-1,-1,-1,-1,-1,55,26,79,34,13,79,"SEYMOUR ISD",51,27,76,35,16,78,38,13,75,25,0,63,-1,-1,-1,-1,-1,-1
"'013801",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,43,14,78,41,22,84,-1,-1,-1,-1,-1,-1,48,16,81,44,25,84,43,13,83,41,14,91,41,10,76,40,20,83,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,43,14,71,40,33,73,30,4,70,22,7,78,17,0,33,17,0,50,40,40,80,60,40,80,"ST MARY'S ACADEMY CHARTER SCHOOL",44,9,75,34,19,81,40,40,100,80,40,100,.,.,.,.,.,.
"'013901",20,0,80,40,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,10,1,50,26,6,50,0,0,17,0,0,17,9,1,49,23,5,47,9,0,53,34,8,56,9,1,50,24,5,49,.,.,.,.,.,.,20,0,80,40,20,80,11,2,47,18,4,43,7,2,34,10,3,23,13,0,35,16,3,22,29,6,59,52,14,67,"BEEVILLE ISD",9,1,48,22,4,46,15,3,58,40,13,64,-1,-1,-1,-1,-1,-1
"'013902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,11,78,39,28,83,.,.,.,.,.,.,18,0,64,27,9,82,33,11,78,56,44,89,30,10,70,30,20,80,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,33,11,78,22,11,78,0,0,50,0,0,63,-1,-1,-1,-1,-1,-1,43,14,86,57,43,86,"PAWNEE ISD",40,20,80,50,50,90,25,0,75,25,0,75,-1,-1,-1,-1,-1,-1
"'013903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,6,69,19,13,56,.,.,.,.,.,.,20,10,60,30,20,50,25,8,75,17,17,58,21,7,79,21,14,57,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PETTUS ISD",17,8,75,25,17,58,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'013905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,16,0,56,33,13,69,.,.,.,.,.,.,13,0,44,18,5,64,19,0,52,35,16,68,16,0,49,33,14,63,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,13,0,60,30,10,70,3,0,35,12,6,56,14,0,29,14,0,29,18,0,71,35,12,82,"SKIDMORE-TYNAN ISD",15,0,52,33,13,65,20,0,67,33,13,80,-1,-1,-1,-1,-1,-1
"'014801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"RICHARD MILBURN ALTER HIGH SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'014803",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,25,13,62,29,12,65,20,13,60,27,13,47,27,12,58,31,12,54,42,17,75,46,21,75,25,13,50,19,6,50,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,11,11,50,14,4,57,16,5,58,26,11,42,25,17,42,25,8,42,25,13,81,44,13,94,"PRIORITY CHARTER SCHOOLS",28,8,64,32,8,60,22,19,59,26,15,70,.,.,.,.,.,.
"'014804",40,20,60,40,40,40,50,25,63,63,25,88,70,50,90,73,27,91,.,.,.,.,.,.,50,17,83,51,22,82,-1,-1,-1,-1,-1,-1,30,20,70,27,9,55,53,17,85,58,23,88,42,6,82,52,24,76,.,.,.,.,.,.,40,20,60,40,40,40,45,17,81,43,20,74,26,3,62,25,8,65,13,4,48,17,8,46,51,16,86,48,21,85,"ORENDA CHARTER SCHOOL",50,14,84,49,19,81,49,19,83,53,24,83,-1,-1,-1,-1,-1,-1
"'014901",29,14,71,21,0,43,50,33,83,33,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,27,84,45,19,71,56,0,89,44,33,56,52,19,83,29,13,62,55,20,81,47,22,75,56,29,88,49,15,71,.,.,.,.,.,.,23,15,69,23,0,38,62,33,87,43,17,68,35,20,70,30,0,45,37,16,53,32,0,47,62,28,83,44,20,73,"ACADEMY ISD",62,27,87,46,19,73,52,28,78,43,20,67,-1,-1,-1,-1,-1,-1
"'014902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,21,0,54,13,4,38,-1,-1,-1,-1,-1,-1,21,0,54,13,4,38,30,0,60,20,10,50,7,0,36,0,0,21,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,0,50,7,0,29,8,0,42,8,0,17,-1,-1,-1,-1,-1,-1,60,0,60,60,20,60,"BARTLETT ISD",15,0,69,8,8,46,27,0,36,18,0,27,-1,-1,-1,-1,-1,-1
