DISTRICT,DD006AMA1221R,DD006AMA1321R,DD006AMA1S21R,DD006ARE1221R,DD006ARE1321R,DD006ARE1S21R,DD206AMA1221R,DD206AMA1321R,DD206AMA1S21R,DD206ARE1221R,DD206ARE1321R,DD206ARE1S21R,DD306AMA1221R,DD306AMA1321R,DD306AMA1S21R,DD306ARE1221R,DD306ARE1321R,DD306ARE1S21R,DD406AMA1221R,DD406AMA1321R,DD406AMA1S21R,DD406ARE1221R,DD406ARE1321R,DD406ARE1S21R,DDA06AMA1221R,DDA06AMA1321R,DDA06AMA1S21R,DDA06ARE1221R,DDA06ARE1321R,DDA06ARE1S21R,DDB06AMA1221R,DDB06AMA1321R,DDB06AMA1S21R,DDB06ARE1221R,DDB06ARE1321R,DDB06ARE1S21R,DDE06AMA1221R,DDE06AMA1321R,DDE06AMA1S21R,DDE06ARE1221R,DDE06ARE1321R,DDE06ARE1S21R,DDF06AMA1221R,DDF06AMA1321R,DDF06AMA1S21R,DDF06ARE1221R,DDF06ARE1321R,DDF06ARE1S21R,DDH06AMA1221R,DDH06AMA1321R,DDH06AMA1S21R,DDH06ARE1221R,DDH06ARE1321R,DDH06ARE1S21R,DDI06AMA1221R,DDI06AMA1321R,DDI06AMA1S21R,DDI06ARE1221R,DDI06ARE1321R,DDI06ARE1S21R,DDL06AMA1221R,DDL06AMA1321R,DDL06AMA1S21R,DDL06ARE1221R,DDL06ARE1321R,DDL06ARE1S21R,DDM06AMA1221R,DDM06AMA1321R,DDM06AMA1S21R,DDM06ARE1221R,DDM06ARE1321R,DDM06ARE1S21R,DDR06AMA1221R,DDR06AMA1321R,DDR06AMA1S21R,DDR06ARE1221R,DDR06ARE1321R,DDR06ARE1S21R,DDS06AMA1221R,DDS06AMA1321R,DDS06AMA1S21R,DDS06ARE1221R,DDS06ARE1321R,DDS06ARE1S21R,DDW06AMA1221R,DDW06AMA1321R,DDW06AMA1S21R,DDW06ARE1221R,DDW06ARE1321R,DDW06ARE1S21R,DISTNAME,DNC06AMA1221R,DNC06AMA1321R,DNC06AMA1S21R,DNC06ARE1221R,DNC06ARE1321R,DNC06ARE1S21R,DNM06AMA1221R,DNM06AMA1321R,DNM06AMA1S21R,DNM06ARE1221R,DNM06ARE1321R,DNM06ARE1S21R,DNS06AMA1221R,DNS06AMA1321R,DNS06AMA1S21R,DNS06ARE1221R,DNS06ARE1321R,DNS06ARE1S21R
"'069901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,55,0,0,36,.,.,.,.,.,.,0,0,33,0,0,17,0,0,60,0,0,60,0,0,38,0,0,25,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,0,0,50,0,0,17,0,0,50,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"ROCKSPRINGS ISD",0,0,50,0,0,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'069902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,8,64,32,16,64,.,.,.,.,.,.,31,6,50,25,19,50,43,14,64,29,14,71,25,8,50,8,8,50,.,.,.,.,.,.,.,.,.,.,.,.,27,0,64,36,18,55,40,0,40,20,20,60,20,0,80,40,20,40,46,8,77,54,23,77,"NUECES CANYON CISD",41,6,65,24,18,65,25,13,63,50,13,63,-1,-1,-1,-1,-1,-1
"'070801",12,4,52,8,2,24,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,12,4,48,11,2,34,7,2,31,10,0,45,12,4,48,11,2,34,13,6,51,14,3,43,12,4,54,10,2,29,.,.,.,.,.,.,12,4,52,8,2,24,11,2,45,8,1,25,11,4,46,9,2,28,5,0,10,5,0,10,50,17,83,50,17,67,"WAXAHACHIE FAITH FAMILY ACADEMY",10,3,47,11,2,30,13,4,49,10,1,40,50,0,50,0,0,0
"'070901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,67,19,5,57,-1,-1,-1,-1,-1,-1,13,0,63,13,0,63,0,0,50,33,17,83,0,0,78,11,0,67,.,.,.,.,.,.,.,.,.,.,.,.,20,0,73,13,0,47,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,30,0,60,30,10,60,"AVALON ISD",13,0,69,25,6,56,20,0,60,0,0,60,.,.,.,.,.,.
"'070903",38,11,76,19,9,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,15,80,33,15,66,21,5,72,14,7,51,36,10,75,24,10,60,37,12,76,33,13,69,42,14,80,29,14,63,.,.,.,.,.,.,16,4,66,11,4,32,44,17,84,33,16,62,22,6,67,14,3,46,17,8,56,19,6,31,47,21,84,49,20,78,"ENNIS ISD",45,15,83,35,16,68,24,13,68,24,10,58,50,10,70,30,10,60
"'070905",25,3,74,12,8,42,20,0,80,20,0,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,28,7,73,17,8,50,10,10,50,10,0,40,25,6,71,14,7,48,22,5,72,20,9,51,28,7,75,18,9,51,.,.,.,.,.,.,17,2,69,5,3,31,32,8,73,16,7,49,13,1,61,5,3,34,12,0,35,4,0,8,29,3,68,16,10,48,"FERRIS ISD",30,8,74,21,10,51,21,2,69,6,4,46,-1,-1,-1,-1,-1,-1
"'070907",67,67,83,17,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,40,93,37,12,60,25,0,75,38,0,50,63,37,93,26,4,56,68,44,96,40,12,64,53,40,93,27,0,60,.,.,.,.,.,.,67,67,83,17,0,50,56,33,89,33,11,56,53,33,80,27,7,47,0,0,60,0,0,20,85,55,100,45,25,65,"ITALY ISD",70,40,90,33,7,60,46,38,100,46,23,62,.,.,.,.,.,.
"'070908",38,8,70,28,6,58,47,24,87,37,16,71,80,0,100,60,0,80,.,.,.,.,.,.,51,21,84,40,18,74,37,12,73,33,9,71,33,9,73,25,10,58,51,24,85,48,23,79,44,14,80,38,14,68,-1,-1,-1,-1,-1,-1,29,0,66,13,3,45,51,18,83,33,13,70,23,4,66,16,4,49,15,1,46,12,4,30,56,26,87,42,22,78,"MIDLOTHIAN ISD",53,21,85,38,18,73,48,20,82,43,19,75,59,23,91,50,14,77
"'070909",.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,6,6,35,16,5,42,-1,-1,-1,-1,-1,-1,14,14,43,0,0,25,0,0,67,43,14,57,0,0,20,29,0,43,.,.,.,.,.,.,.,.,.,-1,-1,-1,9,9,18,0,0,33,7,7,33,12,6,41,-1,-1,-1,-1,-1,-1,13,13,50,13,13,50,"MILFORD ISD",8,8,38,14,7,43,-1,-1,-1,20,0,40,.,.,.,.,.,.
"'070910",32,5,79,16,0,37,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,55,25,84,40,14,72,-1,-1,-1,-1,-1,-1,39,18,79,34,14,59,54,20,87,39,15,72,46,20,78,39,17,61,-1,-1,-1,-1,-1,-1,33,6,78,11,0,33,57,30,81,40,13,72,33,6,71,22,6,51,24,8,52,20,4,48,65,31,88,40,12,81,"PALMER ISD",60,30,86,42,16,74,42,8,79,33,8,67,-1,-1,-1,-1,-1,-1
"'070911",27,11,69,11,5,55,30,0,80,20,20,70,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,28,7,65,21,8,54,16,6,51,11,6,38,23,7,61,15,7,50,28,7,68,29,14,61,30,9,70,22,9,59,-1,-1,-1,-1,-1,-1,27,11,69,11,5,55,28,8,62,13,2,46,16,4,50,8,2,38,10,3,24,7,2,19,35,8,69,26,8,57,"RED OAK ISD",31,9,69,25,9,57,23,5,60,14,6,48,50,0,50,13,13,38
"'070912",30,2,73,19,6,54,39,11,89,28,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,15,72,27,12,59,19,6,53,12,5,45,22,6,64,16,5,47,35,12,70,28,13,64,30,8,68,23,8,53,.,.,.,.,.,.,21,1,68,16,5,47,39,18,74,27,10,55,17,2,57,11,3,38,17,7,42,18,10,31,49,25,81,36,17,69,"WAXAHACHIE ISD",40,17,75,31,13,62,30,10,66,19,9,53,67,17,92,33,0,83
"'070915",14,0,43,14,0,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,24,8,64,32,14,66,-1,-1,-1,-1,-1,-1,15,3,42,12,3,48,26,6,71,44,18,82,22,0,56,22,0,50,-1,-1,-1,-1,-1,-1,14,0,43,14,0,71,22,9,60,24,12,57,9,0,40,12,0,49,25,0,38,0,0,13,26,10,68,36,19,75,"MAYPEARL ISD",20,10,59,32,12,69,30,3,73,30,18,61,-1,-1,-1,-1,-1,-1
"'071801",33,6,58,31,6,58,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,17,74,40,15,71,-1,-1,-1,-1,-1,-1,44,16,76,32,12,68,35,10,81,40,13,70,39,16,70,34,11,67,.,.,.,.,.,.,19,4,50,15,4,46,44,22,68,40,17,71,25,7,54,21,4,50,-1,-1,-1,-1,-1,-1,40,20,100,100,40,100,"BURNHAM WOOD CHARTER SCHOOL DISTRI",54,21,79,36,14,82,32,14,70,43,16,64,-1,-1,-1,-1,-1,-1
"'071803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'071804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EL PASO ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'071806",33,14,64,17,5,59,-1,-1,-1,-1,-1,-1,60,60,80,60,40,80,33,17,67,50,33,67,35,13,70,26,10,62,33,11,67,44,33,56,27,8,64,17,5,54,29,13,72,30,13,68,33,11,69,22,8,61,.,.,.,.,.,.,25,8,60,9,3,53,41,14,67,21,8,57,28,10,63,16,5,54,25,6,44,18,6,18,56,25,81,41,12,76,"HARMONY SCIENCE ACAD (EL PASO)",35,15,71,29,13,62,35,12,68,23,8,63,50,13,50,13,0,25
"'071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LA FE PREPARATORY SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'071809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,44,89,67,22,89,.,.,.,.,.,.,83,33,83,67,17,100,86,57,86,86,29,100,88,50,88,63,25,88,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"VISTA DEL FUTURO CHARTER SCHOOL",-1,-1,-1,-1,-1,-1,83,50,83,83,33,100,.,.,.,.,.,.
"'071810",12,0,56,5,0,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,2,60,8,5,40,.,.,.,.,.,.,15,3,50,6,3,42,14,0,57,10,7,38,17,2,60,8,5,41,.,.,.,.,.,.,12,0,56,5,0,31,20,3,63,6,3,42,12,0,56,5,0,32,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,"EL PASO LEADERSHIP ACADEMY",.,.,.,.,.,.,17,2,60,8,5,40,-1,-1,-1,-1,-1,-1
"'071901",9,2,40,10,3,31,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,12,3,41,12,3,37,-1,-1,-1,-1,-1,-1,10,3,41,11,3,35,5,1,37,11,3,39,12,3,41,12,3,37,-1,-1,-1,-1,-1,-1,5,0,31,6,1,21,17,5,45,13,3,35,4,1,27,5,1,22,8,1,15,8,4,16,14,14,43,14,0,14,"CLINT ISD",11,3,40,12,3,36,14,4,44,11,3,39,0,0,40,0,0,0
"'071902",16,6,46,16,6,43,31,11,72,44,19,81,70,48,91,68,36,88,-1,-1,-1,-1,-1,-1,23,9,54,25,10,56,25,4,63,22,5,64,14,4,46,18,5,48,20,8,52,27,10,59,20,8,51,23,9,53,-1,-1,-1,-1,-1,-1,13,4,41,11,3,38,26,10,56,24,10,53,11,3,39,12,3,40,11,2,28,10,5,22,46,22,76,44,24,75,"EL PASO ISD",22,9,54,25,10,56,26,10,56,26,10,57,44,25,67,32,12,65
"'071903",12,1,35,12,6,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1,42,13,4,40,.,.,.,.,.,.,9,1,39,10,3,38,13,1,39,13,9,43,10,1,42,13,4,40,.,.,.,.,.,.,7,0,23,4,0,20,8,0,45,12,0,37,6,0,27,5,0,22,13,0,39,13,0,35,.,.,.,.,.,.,"FABENS ISD",12,1,41,14,6,40,6,0,44,6,0,38,-1,-1,-1,-1,-1,-1
"'071904",15,3,51,17,4,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,54,20,7,45,.,.,.,.,.,.,16,2,52,17,6,43,18,2,61,22,9,55,18,3,54,20,7,45,.,.,.,.,.,.,13,3,49,13,2,34,17,4,48,18,5,35,14,2,50,13,2,37,19,6,38,15,8,27,-1,-1,-1,-1,-1,-1,"SAN ELIZARIO ISD",18,3,52,21,8,46,13,3,65,13,3,42,-1,-1,-1,-1,-1,-1
"'071905",22,9,55,17,6,45,50,17,83,43,14,100,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,27,10,61,25,10,55,21,7,54,22,11,56,22,7,56,20,7,50,24,8,60,25,10,59,27,10,61,24,10,54,-1,-1,-1,-1,-1,-1,18,6,51,13,4,40,29,11,62,24,10,51,15,5,48,11,3,37,21,8,44,15,8,30,28,13,69,39,15,69,"YSLETA ISD",28,11,64,26,11,56,22,6,53,18,7,51,22,4,67,20,9,57
"'071906",5,0,50,10,0,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,2,52,25,8,54,.,.,.,.,.,.,10,0,46,23,8,54,17,3,53,30,10,50,11,0,51,25,8,54,.,.,.,.,.,.,0,0,44,6,0,39,9,0,52,21,6,58,0,0,33,4,0,33,25,0,33,25,8,50,-1,-1,-1,-1,-1,-1,"ANTHONY ISD",10,0,50,24,6,54,23,8,62,31,15,54,-1,-1,-1,-1,-1,-1
"'071907",5,0,35,17,3,49,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,8,1,36,24,8,53,-1,-1,-1,50,33,83,5,0,33,17,5,46,2,0,25,27,12,53,8,1,37,22,6,51,-1,-1,-1,-1,-1,-1,6,0,32,12,1,43,12,1,43,21,6,54,3,0,27,10,1,40,10,0,24,5,0,10,0,0,0,40,33,80,"CANUTILLO ISD",8,0,36,25,9,55,9,2,36,20,8,49,20,20,60,20,0,60
"'071908",2,0,23,10,2,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,25,13,3,36,.,.,.,.,.,.,5,0,25,13,3,37,8,0,29,18,5,45,4,0,25,13,3,36,.,.,.,.,.,.,0,0,14,5,0,19,0,0,21,6,0,26,2,0,20,3,0,28,0,0,11,0,0,0,.,.,.,.,.,.,"TORNILLO ISD",5,0,25,11,4,36,0,0,25,23,0,38,-1,-1,-1,-1,-1,-1
"'071909",18,4,49,15,6,51,29,7,79,50,29,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,23,7,57,27,11,61,25,0,63,29,8,67,18,5,51,21,8,56,23,5,53,29,12,64,22,7,56,26,10,59,-1,-1,-1,-1,-1,-1,13,2,42,9,4,44,23,8,61,24,10,58,11,2,41,10,3,42,15,8,32,15,5,28,42,10,69,38,23,90,"SOCORRO ISD",25,8,60,30,13,63,19,5,50,19,8,55,29,11,57,21,7,55
"'072801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PREMIER HIGH SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'072802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ERATH EXCELS ACADEMY INC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'072901",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,0,60,20,0,50,.,.,.,.,.,.,0,0,50,25,0,50,0,0,71,29,0,43,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,17,0,83,17,0,67,"THREE WAY ISD",-1,-1,-1,-1,-1,-1,14,0,86,29,0,57,.,.,.,.,.,.
"'072902",75,38,96,38,25,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,35,92,44,23,77,.,.,.,.,.,.,76,42,93,44,22,78,74,31,94,46,17,74,70,35,93,40,23,81,.,.,.,.,.,.,75,30,95,30,15,75,65,39,90,42,29,81,63,26,93,33,15,70,-1,-1,-1,-1,-1,-1,70,35,91,52,22,70,"DUBLIN ISD",65,38,90,42,25,73,86,21,100,50,14,93,.,.,.,.,.,.
"'072903",22,4,61,14,4,57,60,20,100,60,40,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,39,16,72,34,16,69,-1,-1,-1,-1,-1,-1,22,4,58,14,7,53,32,13,73,33,17,73,25,7,60,15,5,55,-1,-1,-1,-1,-1,-1,23,5,56,10,0,49,46,17,72,35,15,65,13,4,48,10,3,42,22,13,50,25,9,31,47,20,79,44,22,77,"STEPHENVILLE ISD",43,17,75,36,15,70,28,13,65,29,17,64,60,60,80,60,40,80
"'072904",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,45,91,45,18,82,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,75,50,88,38,13,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,60,20,80,20,0,60,-1,-1,-1,-1,-1,-1,89,44,100,56,22,89,"BLUFF DALE ISD",83,67,100,50,17,100,80,20,80,40,20,60,.,.,.,.,.,.
"'072908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,14,86,50,23,91,.,.,.,.,.,.,43,14,86,71,29,100,40,10,90,50,30,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,50,17,83,50,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,16,89,47,26,89,"HUCKABAY ISD",42,17,83,50,25,92,50,10,90,50,20,90,.,.,.,.,.,.
"'072909",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,5,80,30,10,85,.,.,.,.,.,.,20,0,60,20,0,80,45,9,73,27,18,82,17,0,67,0,0,83,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,33,0,89,33,0,89,14,0,86,0,0,71,-1,-1,-1,-1,-1,-1,50,7,86,43,14,86,"LINGLEVILLE ISD",46,8,92,23,8,92,29,0,57,43,14,71,.,.,.,.,.,.
"'072910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,83,42,8,83,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,0,71,29,14,71,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,60,40,100,60,0,100,.,.,.,.,.,.,.,.,.,.,.,.,40,20,90,40,10,90,"MORGAN MILL ISD",29,14,71,29,0,71,40,20,100,60,20,100,-1,-1,-1,-1,-1,-1
"'073901",10,0,40,30,20,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,10,0,47,30,17,83,0,0,80,80,40,100,11,0,41,26,15,81,12,0,41,41,18,94,11,0,44,28,17,89,.,.,.,.,.,.,0,0,20,20,20,100,8,0,54,15,15,69,6,0,35,24,12,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CHILTON ISD",12,0,48,32,16,84,0,0,40,20,20,80,.,.,.,.,.,.
"'073903",19,6,50,6,0,25,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,19,4,51,8,2,34,20,4,56,4,4,36,15,2,47,4,2,28,19,13,56,19,6,38,16,4,48,8,0,28,.,.,.,.,.,.,14,7,43,7,0,21,19,0,49,3,0,32,12,2,47,4,0,29,50,17,67,33,17,67,-1,-1,-1,-1,-1,-1,"MARLIN ISD",15,5,44,5,3,26,29,0,71,14,0,57,.,.,.,.,.,.
"'073904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,78,56,100,39,17,78,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,75,63,100,38,25,88,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,80,50,100,40,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,64,100,50,21,86,"WESTPHALIA ISD",75,56,100,38,13,75,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'073905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,32,10,71,20,10,61,20,0,60,0,0,60,23,7,63,17,3,60,23,0,68,18,9,55,43,14,71,29,7,57,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,42,21,74,21,11,68,9,0,48,9,0,43,22,11,33,11,0,44,29,10,71,19,14,62,"ROSEBUD-LOTT ISD",32,10,71,19,10,61,30,10,70,20,10,60,.,.,.,.,.,.
"'074903",16,8,56,12,8,40,67,33,89,33,11,78,.,.,.,.,.,.,.,.,.,.,.,.,35,15,71,21,11,53,29,0,71,14,0,29,33,14,67,22,9,49,25,13,69,19,12,58,22,14,57,14,8,41,-1,-1,-1,-1,-1,-1,16,8,56,12,8,40,42,15,72,23,10,49,20,5,59,12,5,41,19,15,42,19,15,27,39,13,75,24,12,57,"BONHAM ISD",41,15,75,24,11,61,19,14,61,14,8,33,-1,-1,-1,-1,-1,-1
"'074904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,82,29,88,53,6,100,.,.,.,.,.,.,75,25,88,38,0,100,100,25,100,63,0,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,67,33,78,44,11,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,27,87,53,7,100,"DODD CITY ISD",80,27,87,47,7,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'074905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,26,9,91,26,4,65,-1,-1,-1,-1,-1,-1,17,0,100,0,0,58,19,6,94,25,0,75,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,43,14,86,29,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,11,95,32,5,68,"ECTOR ISD",50,17,100,42,8,83,0,0,82,9,0,45,-1,-1,-1,-1,-1,-1
"'074907",0,0,38,0,0,25,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,28,7,54,35,9,54,0,0,17,33,17,33,23,0,50,27,3,43,27,8,58,42,15,65,21,7,50,21,0,43,.,.,.,.,.,.,0,0,38,0,0,25,30,5,50,25,0,40,0,0,33,0,0,22,18,0,18,0,0,9,41,5,68,45,9,73,"HONEY GROVE ISD",27,3,53,33,3,53,31,13,56,38,19,56,.,.,.,.,.,.
"'074909",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,46,6,85,58,17,83,-1,-1,-1,-1,-1,-1,33,0,75,46,8,75,37,0,78,63,15,78,25,0,75,42,8,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,12,92,52,20,88,19,0,67,29,10,62,-1,-1,-1,-1,-1,-1,59,6,91,68,21,88,"LEONARD ISD",48,5,86,57,20,84,38,13,75,63,0,75,-1,-1,-1,-1,-1,-1
"'074911",.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,33,6,56,33,11,67,-1,-1,-1,-1,-1,-1,33,0,56,11,0,33,17,0,33,50,0,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,42,8,67,25,17,58,10,0,30,0,0,50,14,14,43,29,14,43,33,0,53,27,7,67,"SAVOY ISD",40,0,50,20,10,50,25,13,63,50,13,88,-1,-1,-1,-1,-1,-1
"'074912",17,0,33,17,17,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,14,0,57,22,8,64,.,.,.,.,.,.,11,0,58,17,6,56,12,0,47,24,12,65,8,0,42,18,9,64,.,.,.,.,.,.,17,0,33,17,17,67,15,0,65,21,5,63,7,0,43,7,7,36,0,0,33,20,0,40,17,0,67,25,8,67,"TRENTON ISD",25,0,63,38,19,63,5,0,52,10,0,65,.,.,.,.,.,.
"'074917",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,27,86,30,14,70,.,.,.,.,.,.,42,21,84,26,16,68,39,22,83,22,6,78,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,68,32,89,37,21,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,29,86,31,14,69,"SAM RAYBURN ISD",56,22,85,26,11,74,50,40,90,40,20,60,-1,-1,-1,-1,-1,-1
