DISTRICT,DISTNAME,DPFEIERP,DPSAINHP,DPSAMIFC,DPSAMIFP,DPSATOFC,DPSBTOFC,DPSBTOPC,DPSCTOFC,DPSCTOFP,DPSCTOSA,DPSECOFC,DPSETOFC,DPSETOFP,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSOTOFC,DPSPCOFC,DPSPTOFC,DPSPTOFP,DPSRTOFC,DPSRTOPC,DPSSTOFC,DPSSTOFP,DPSSTOSA,DPST00FC,DPST00FP,DPST00SA,DPST01FC,DPST01FP,DPST01SA,DPST06FC,DPST06FP,DPST06SA,DPST11FC,DPST11FP,DPST11SA,DPST21FC,DPST21FP,DPST21SA,DPST30FC,DPST30FP,DPST30SA,DPSTASFC,DPSTASFP,DPSTBAFC,DPSTBAFP,DPSTBIFC,DPSTBIFP,DPSTBLFC,DPSTBLFP,DPSTCOFC,DPSTCOFP,DPSTEXPA,DPSTFEFC,DPSTFEFP,DPSTGIFC,DPSTGIFP,DPSTHIFC,DPSTHIFP,DPSTINFC,DPSTINFP,DPSTKIDR,DPSTMAFC,DPSTMAFP,DPSTMSFC,DPSTMSFP,DPSTNOFC,DPSTNOFP,DPSTOPFC,DPSTOPFP,DPSTPHFC,DPSTPHFP,DPSTPIFC,DPSTPIFP,DPSTREFC,DPSTREFP,DPSTSPFC,DPSTSPFP,DPSTTENA,DPSTTOFC,DPSTTOFP,DPSTTOSA,DPSTTWFC,DPSTTWFP,DPSTURNR,DPSTVOFC,DPSTVOFP,DPSTWHFC,DPSTWHFP,DPSUTOFC,DPSUTOFP,DPSUTOSA,DPSXCOFC,DPSXTOFC,DPSXTOFP
"'071907","CANUTILLO ISD",60.8,57.3,805.9,87.3,923.1,9,0,12,1.3,109991,0,88.4,9.6,5.1,4.7,6.3,4.1,0,0,552.8,59.9,13,4,21.9,2.4,74523,29.6,7,54390,106.7,25.4,54049,92,21.9,56548,122.7,29.2,59035,59.9,14.3,63995,9,2.1,68312,4,1,263.4,62.7,76.8,18.3,4,1,12.2,2.9,11,307.6,73.3,28.6,6.8,340.4,81.1,1,0.2,14.3,112.2,26.7,150.4,35.8,2,0.5,0,0,4,1,0,0,252.5,60.1,36.5,8.7,8,419.9,45.5,57801,2,0.5,10.1,13.2,3.2,68.5,16.3,99,10.7,64099,0,282,30.5
"'071908","TORNILLO ISD",55.1,48.3,168.9,95.5,176.9,0,0,4,2.2,98224,0,16,9,4.5,2.5,1,1,0,0,95.7,54.1,4,0,3.2,1.8,80528,6.7,9.4,46638,20.9,29.3,52208,9,12.6,45910,28.9,40.4,58857,4,5.6,61951,2,2.8,68531,0,0,52.6,73.6,4.7,6.5,0,0,1.6,2.2,10.2,49.8,69.7,0,0,64.6,90.3,0,0,12.8,21.7,30.3,17.9,25,0,0,2.9,4.1,1,1.4,0,0,50.4,70.5,6.6,9.2,7.6,71.5,40.4,54580,0,0,16.1,5.4,7.5,6.9,9.7,17,9.6,63174,0,65.2,36.9
"'071909","SOCORRO ISD",64.7,62.3,5572.7,92.6,6020.3,52,0,42,0.7,112224,0,557.9,9.3,5.4,5.1,5.8,5.2,2,0,3768,62.6,127,2,154,2.6,87111,227.8,7.8,46372,630.6,21.5,53331,580.3,19.8,56075,1106.9,37.8,58638,340.9,11.6,63763,44.7,1.5,69848,12,0.4,1915.2,65.3,465.5,15.9,51.8,1.8,0,0,11.3,2091.7,71.4,0,0,2572.6,87.8,2,0.1,16,839.5,28.6,940.5,32.1,60.4,2.1,238.9,8.2,15,0.5,1,0,1800.6,61.4,230.6,7.9,9,2931.2,48.7,56802,2,0.1,8.8,195.5,6.7,289.8,9.9,640.8,10.6,68701,0,1694.4,28.1
"'072801","PREMIER HIGH SCHOOLS",64.1,46.2,354.8,38.9,911,0,0,40.5,4.4,42301,0,59.3,6.5,7.2,4.6,1.8,1.8,0.3,0,644,70.7,13,0,41.3,4.5,60609,48.8,13.7,39392,124,34.8,42151,102.1,28.7,43839,58.8,16.5,44160,13.5,3.8,44791,9,2.5,47026,6,1.7,232.7,65.3,9,2.5,32.9,9.2,0,0,7.3,272.9,76.6,0,0,105.9,29.7,0,0,17.8,83.4,23.4,114.5,32.1,0,0,0,0,9,2.5,0,0,284.1,79.7,49.8,14,3,356.2,39.1,42811,8,2.2,23.2,13.4,3.8,203.5,57.1,205.9,22.6,36251,0,207.8,22.8
"'072802","ERATH EXCELS ACADEMY INC",55.5,57.3,2,12,16.7,0,0,1.5,9,60987,0,0,0,8.5,8.5,3,3,0,0,13.8,82.7,0,2,2.1,12.5,56415,2.4,25.5,42030,1,10.6,38403,0,0,.,2.8,29.9,52971,3.2,33.9,44723,0,0,.,0,0,6.4,68.2,0,0,0,0,0,0,13.7,6.4,68.2,0,0,0,0,0,0,13.1,3,31.8,2,21.2,0,0,0,0,1,10.6,0,0,7.2,76,0,0,6.4,9.4,56.3,45835,0,0,26.9,2.3,24,9.4,100,0.8,4.9,72109,0,2.9,17.3
"'072901","THREE WAY ISD",56.7,62,5.7,16,35.7,0,0,1,2.8,103000,0,3.7,10.4,3,3,0,0,0,0,23.2,64.9,1,0,1,2.8,64890,1.8,9.1,37902,13.7,67.9,39447,1.9,9.4,51777,1.8,9.1,62775,0.9,4.5,62387,0,0,.,0,0,15.6,77.4,0,0,0,0,0.9,4.5,4.7,15.5,77,0,0,2.7,13.6,0,0,10.6,4.6,23,4.6,22.6,0,0,0,0,0,0,0,0,17,84,0,0,3.2,20.2,56.5,43621,0,0,40.8,2.3,11.5,17.4,86.4,1,2.8,58627,0,8.8,24.7
"'072902","DUBLIN ISD",57.2,65.2,52.4,27.6,189.9,0,0,5,2.6,86951,0,21.4,11.3,2.8,2.8,4.7,4.7,0,0,110,57.9,1,1,7.1,3.7,76498,8,8.9,33934,32,35.6,36937,13,14.5,43389,22.8,25.4,52849,12,13.4,59142,2,2.2,58140,0,0,74.9,83.4,0,0,1,1.1,0,0,9.8,66.9,74.5,0,0,6,6.7,1,1.1,12.1,22.9,25.5,14.9,16.6,0,0,0,0,0,0,0,0,80.5,89.7,4.4,4.9,5.9,89.8,47.3,45084,0,0,26.2,4.9,5.4,81.8,91.1,8.1,4.3,53892,2,58.5,30.8
"'072903","STEPHENVILLE ISD",64.4,69.5,64.6,13.6,474.9,3,3,8.7,1.8,102598,0,58.4,12.3,4.8,4,3,3,0,0,326.3,68.7,8,2,10.8,2.3,72280,10.5,4,46200,74.3,28.3,47860,54.1,20.6,50661,73.5,28,53800,42.2,16.1,62602,8,3,66760,0,0,206.1,78.5,14.3,5.4,2,0.8,18.7,7.1,11.9,208.6,79.4,14.3,5.5,21.2,8.1,0,0,13.9,54.1,20.6,54.5,20.8,0,0,0,0,2,0.8,1,0.4,175.2,66.7,25.6,9.7,7.2,262.7,55.3,52979,1,0.4,15.3,14.6,5.6,237.4,90.4,44.2,9.3,58984,0,90.2,19
"'072904","BLUFF DALE ISD",59.6,63.6,2,5.1,39,0,0,1,2.6,97500,0,6,15.4,7,2,0,0,0,0,24.3,62.4,0,1,2,5.1,61250,13.3,67.2,45491,3,15.1,41886,1,5,49548,1,5,55487,1,5,62957,0.5,2.5,65458,0,0,16.8,84.9,0,0,0,0,1,5,3.7,15.8,79.8,0,0,0,0,1,5,11.1,4,20.2,3,15.1,0,0,0,0,0,0,0,0,16.4,82.9,1.1,5.7,1,19.8,50.9,47037,0,0,22.4,1.3,6.4,18.8,95,1.5,3.8,45928,0,8.6,22.2
"'072908","HUCKABAY ISD",65.6,71.9,3.8,9.2,41.5,0,0,1,2.4,133713,0,4.5,10.9,9,3,0,0,0,0,28.5,68.6,1,0,1,2.4,85624,0.5,1.9,29992,9,36.8,38433,4,16.3,55419,10,40.9,52724,1,4.1,56040,0,0,.,0,0,20.5,83.7,0,0,0,0,1,4.1,9,19.5,79.6,0,0,1.5,6,0,0,11.5,5,20.4,4,16.3,0,0,0,0,0,0,0,0,18.8,76.7,1.3,5.2,3.6,24.5,59,47603,0,0,18,3.4,14,23,94,2,4.8,36925,0,8.5,20.5
"'072909","LINGLEVILLE ISD",60,71.2,10,19.6,51.1,0,0,1,2,118582,0,9,17.6,1,1,0,0,0,0,30.6,59.9,1,0,1,2,78000,2,7.4,36742,11,40.7,42885,4,14.8,44502,6,22.2,56552,1,3.7,58122,3,11.1,61962,0,0,20,74.1,0,0,0,0,1,3.7,9.8,21,77.8,0,0,0,0,0,0,10.3,6,22.2,7,25.9,0,0,1.2,4.6,0,0,0,0,21.1,78.1,0.8,3.1,5.2,27,52.9,48391,0,0,19.3,2.8,10.4,27,100,1.6,3.1,58773,0,11.5,22.5
"'072910","MORGAN MILL ISD",58.4,65.5,0,0,18.7,0,0,0.5,2.7,86569,0,0.6,3,5,5,0,0,0,0,13.3,71.4,0,1,1,5.4,69103,0.2,2,52739,2.7,23.5,45825,3.7,32.4,50758,3.6,31.4,60210,0.9,7.8,65939,0.3,2.9,39888,0,0,10.4,92.2,0,0,0,0,2.2,19.8,11.6,9.3,82.4,0.1,0.7,0,0,0,0,11.4,2,17.6,0.9,7.8,0,0,0,0,0,0,0,0,8.2,72.6,0.4,3.8,4.3,11.3,60.6,53474,0,0,24.7,0.4,3.1,11.3,100,0.5,2.7,86569,0,4.8,25.7
"'073901","CHILTON ISD",56.9,61.3,55.1,65.1,84.6,1,0,1,1.2,111727,0,0,0,2,2,0,0,4,0,51.5,60.9,1,0,2.5,2.9,78003,5.2,13.5,38518,17,44.5,41352,5,13.1,45735,4.5,11.9,58365,3,7.9,60108,3.5,9.2,63269,1,2.6,33,86.5,0.5,1.2,15.5,40.6,2.4,6.3,9.7,28.7,75.1,0,0,6,15.7,0,0,13.8,9.5,24.9,4,10.5,1.2,3.1,0,0,0,0,0,0,31.4,82.3,0.2,0.5,3.4,38.2,45.2,47039,0,0,20.2,3.7,9.7,15.7,41,9.8,11.6,51302,0,33.1,39.1
"'073903","MARLIN ISD",58.6,66.1,114.5,66.4,172.3,0,0,5,2.9,103874,6,24.7,14.3,5.3,1.7,3.7,2.5,0,13,96.9,56.3,3,0,11.6,6.7,80965,15,22.1,57252,15.9,23.5,53956,9,13.3,57204,9,13.3,63164,14.9,22,67959,4,5.9,71555,0,0,50.8,75.1,0,0,33.8,49.9,0,0,11.1,44.8,66.2,0,0,3,4.4,1,1.5,13,22.9,33.8,14.9,22,1,1.5,0,0,1,1.5,0,0,53.8,79.4,9.5,14,4.1,67.7,39.3,60444,1,1.5,38.7,4.5,6.6,28.9,42.7,12.6,7.3,62658,3,50.7,29.4
"'073904","WESTPHALIA ISD",58.9,65.1,1,3.7,27,0,0,1,3.7,100342,0,2,7.4,9,7,5,5,0,0,18,66.7,1,0,0.8,2.9,69257,0,0,.,1,6.6,39389,2,13.1,47555,7.2,47.4,46702,4,26.3,59070,1,6.6,63599,0,0,14,92,0,0,0,0,0,0,16.8,14,92,1,6.6,0,0,0,0,10.5,1.2,8,1.2,8,0,0,0,0,0,0,0,0,13.7,89.8,0.6,3.7,8.3,15.2,56.3,50697,0,0,7.6,0,0,15.2,100,1,3.7,14400,0,7,25.9
"'073905","ROSEBUD-LOTT ISD",54.3,56.5,25.5,22.3,114.4,0,0,2.3,2,105938,0,12,10.5,6.3,1.7,2.3,2.3,0,0,70.5,61.6,2,0,2.8,2.4,71914,7,11.9,39358,12,20.4,39168,14.4,24.5,48810,11.5,19.5,51523,13,22.1,59633,1,1.7,67848,0,0,55.2,93.7,0,0,0.7,1.2,6,10.2,11.3,39,66.2,0,0,2,3.4,0,0,11.6,19.9,33.8,3.7,6.3,0,0,1.4,2.4,0,0,0,0,46.1,78.3,1,1.7,5.6,58.9,51.5,48964,0,0,25.5,4.4,7.4,56.2,95.4,6.5,5.7,58329,0,31.9,27.9
"'074903","BONHAM ISD",58.2,68.9,39.8,12.9,307.1,1,0,3.7,1.2,107022,0,54.6,17.8,6.8,4.6,3.8,3.8,0,15.8,173.2,56.4,4,1,12.5,4.1,76000,20.7,14.9,41105,36.3,26.3,42416,18.7,13.5,47896,36,26,55767,23.6,17.1,58221,3,2.1,59374,0,0,106.1,76.7,5.4,3.9,1,0.7,0,0,10.6,106.8,77.3,0,0,10.8,7.8,2,1.4,13,31.4,22.7,31.1,22.5,1,0.7,2.3,1.6,0,0,0,0,102.1,73.9,18.5,13.4,6.7,138.2,45,49499,4,2.9,19,9.9,7.2,120.5,87.2,18.7,6.1,61711,2,79.3,25.8
"'074904","DODD CITY ISD",61.1,68.2,1,2,48,0,0,0.5,1,16000,0,3.6,7.5,3.5,3.5,0,0,0,0,33.2,69.1,1,0,3.1,6.4,85277,0,0,.,0.9,3.4,42844,5,17.9,45266,12,42.9,53508,6,21.5,61007,4,14.3,61662,0,0,24.4,87.5,0.2,0.6,0,0,3.1,11.1,19.2,21.5,76.9,0.2,0.6,0,0,0,0,12,6.4,23.1,3.5,12.5,0,0,0.9,3.1,0,0,0,0,19.3,69.1,1.6,5.8,14.4,27.9,58.2,54448,0,0,12.7,2.7,9.8,27.9,100,1.7,3.6,58459,0,11.2,23.3
"'074905","ECTOR ISD",64.3,64,2.9,5.5,51.6,0,0,1,1.9,94000,0,9.3,18,4.5,4.5,0,0,0,0,29.7,57.6,1,0,2,3.9,77500,3.8,16,45245,7.7,32.1,41928,1,4,45521,5.7,24,55592,4.8,20,63075,1,4,60973,0,0,22.9,96,0,0,1,4,1,4,11.3,16.2,67.9,0,0,0,0,0,0,10.7,7.7,32.1,1,4,0,0,0.1,0.5,0,0,1,4,17.3,72.7,1.9,8.1,7.5,23.8,46.2,50855,0,0,20,3.5,14.7,21.9,92,2.9,5.5,52089,0,12.6,24.4
"'074907","HONEY GROVE ISD",58.5,59.1,7,7.2,97.4,0,0,1,1,118544,0,12,12.3,6.3,4.3,0,0,0,0,60,61.6,0,3,4.9,5,67157,2,4.2,47167,7,14.8,40117,7.2,15.1,43120,15.7,33.2,54514,9,19,60074,6.5,13.7,57513,0,0,37.4,78.9,0,0,0,0,2,4.2,15.9,34.5,72.9,0,0,2.7,5.8,1,2.1,13.1,12.8,27.1,8.9,18.8,1.1,2.3,1.6,3.4,0,0,0,0,36.1,76.3,2.1,4.5,7.1,47.3,48.6,51819,0,0,13.2,5.5,11.5,43.6,92.1,6.8,6.9,55801,0,25.4,26.1
"'074909","LEONARD ISD",59.9,61.4,14.2,10.8,131.8,0,1,3.3,2.5,97172,0,14.8,11.3,4.5,4.5,0,0,0,0,82.9,62.9,3,0,3.1,2.4,79958,3,4.7,40068,12,18.6,43711,14,21.8,49575,18,28,54239,14.3,22.3,58661,3,4.7,58266,0,0,50.4,78.2,0,0,3,4.7,2,3.1,13.9,42.7,66.3,0,0,2,3.1,1,1.6,12.9,21.7,33.7,14,21.8,0,0,3.5,5.4,0,0,0,0,49.4,76.8,3.7,5.7,6.8,64.4,48.8,51774,2,3.1,14.5,5.8,9,56.4,87.6,12.1,9.2,61103,0,34,25.8
"'074911","SAVOY ISD",61.4,66.3,4.9,9,54.9,0,0,2,3.6,88972,0,9.9,18,12.5,8.5,0,0,0,0,36.6,66.6,1,0,2,3.6,85436,5.9,20.7,41722,8.9,31,40703,2,6.9,47884,4.9,17.2,54227,6.9,24.2,59712,0,0,.,0,0,19.7,68.9,0,0,0,0,0,0,10.9,21.7,75.8,0.4,1.4,2,6.9,0,0,10.6,6.9,24.2,7.9,27.6,1,3.5,0.6,2,0,0,0,0,22.3,78,2.5,8.6,7.7,28.6,52.1,48338,0,0,31.2,2.9,10.1,26.6,93.1,4,7.3,46800,0,8.4,15.3
"'074912","TRENTON ISD",58.6,67.8,13.9,15.1,92,0,0,2.1,2.3,93867,0,12,13.1,2.7,2.3,0,0,0,0,58.8,64,3,0,2.8,3,73433,2,4.2,37775,9.9,20.7,40483,9.8,20.3,49085,17.4,36.1,56241,7,14.6,58489,2,4.2,66565,0,0,43.1,89.6,0,0,2,4.2,4.2,8.8,12.8,34.3,71.2,0,0,1,2.1,0,0,15,13.9,28.8,5,10.4,0,0,0,0,0,0,0,0,35.8,74.4,2.9,6,5.6,48.1,52.3,51518,0,0,19.6,5.2,10.9,45.1,93.8,5.8,6.3,59777,0,21.1,22.9
"'074917","SAM RAYBURN ISD",68.9,72.4,3.9,5,79.4,0,1,0.6,0.7,103896,0,4.8,6,1.5,1.5,0,0,0,0,60.8,76.5,2,0,1.1,1.4,73388,2.2,4,42932,12,21.9,39628,9,16.5,47444,18.8,34.6,55773,12,22,58979,0.5,1,88979,0,0,38.9,71.4,1,1.8,1,1.8,0,0,13.1,44.3,81.3,0,0,2,3.7,0,0,9.6,10.2,18.7,14.4,26.3,1.2,2.2,0,0,0,0,0,0,45.6,83.6,1.8,3.3,6.1,54.5,68.6,51373,0,0,11.3,6.1,11.2,51.5,94.5,4.6,5.7,66402,0,13.9,17.4
"'075901","FLATONIA ISD",56.3,69.5,27.7,28,98.8,0,0,1,1,112270,0,14.7,14.9,5,4.3,0,0,0,0,63.1,63.9,2,0,1.9,2,75572,0,0,.,9,16.3,40799,10,18.2,46157,18.2,33,55472,15.9,28.9,60132,2,3.6,55901,0,0,40.9,74.3,0,0,1,1.8,0,0,15.3,42.2,76.7,0,0,7,12.7,0,0,10.9,12.8,23.3,14.2,25.7,0,0,1.7,3,0,0,0,0,42.6,77.4,6.7,12.2,7.9,55.1,55.8,52743,0,0,12.3,4.1,7.4,47.1,85.5,5.1,5.1,68326,0,21,21.3
"'075902","LA GRANGE ISD",60.9,80.6,35.6,14.5,244.5,1,0,7,2.9,89466,0,39.1,16,7,4.3,5.8,5.3,0,0,180.8,74,5,1,7.5,3.1,70641,17,12,43933,32,22.7,45993,27.7,19.6,49128,39.5,28,52552,19.9,14.1,60122,5,3.5,64380,0,0,115.3,81.7,0.3,0.2,1,0.7,12.5,8.9,11.1,111.8,79.2,0.1,0.1,5,3.5,0,0,13.3,29.3,20.8,24.8,17.6,1,0.7,3.3,2.3,0,0,0,0,100.6,71.3,16.5,11.7,7.5,141.1,57.7,50843,3,2.1,14,7.8,5.5,132.1,93.6,25.2,10.3,60501,1,24.6,10.1
"'075903","SCHULENBURG ISD",62.5,68.7,25,21.8,114.9,0,0,2,1.7,93180,2.9,17,14.8,3.3,3.3,0,0,0,4,74,64.5,3,0,3.1,2.7,73945,1.9,3,61528,12,18.7,45849,10,15.6,51045,22,34.4,54444,16.1,25.2,62471,2,3.1,68174,1,1.6,54,84.4,0,0,1,1.6,5.6,8.8,15,50.1,78.3,1,1.6,6,9.4,0,0,10.8,13.9,21.7,10,15.6,0,0,2.8,4.3,0,0,0,0,43.5,67.9,7.7,12,6.5,64,55.7,54964,0,0,12.3,3.4,5.3,56,87.5,4.9,4.3,70482,0,23.8,20.7
"'075906","FAYETTEVILLE ISD",56.2,68.3,1.9,4.6,42.4,0,0,1,2.4,126541,0,7,16.5,5,5,0,0,0,0,27.7,65.4,0,1,2.4,5.6,61408,1.9,8.5,40658,8.7,38.2,41031,4.8,21.1,43586,4.8,21.1,52859,2,8.9,56943,0.5,2.1,86270,0,0,21,91.5,0,0,0,0,1.9,8.5,9.1,19.5,85.2,0,0,1.9,8.5,0,0,12,3.4,14.8,1.9,8.5,0,0,0,0,0,0,0,0,17.9,78.4,1,4.2,5.9,22.9,53.9,46420,0,0,9.3,2,8.9,21,91.5,1.5,3.5,47047,0,7.7,18.1
"'075908","ROUND TOP-CARMINE ISD",59.6,65.6,6,12.6,47.4,0,0,2,4.2,81588,0,5.3,11.1,6.5,3.5,0,0,0,0,31,65.4,1,0,2,4.2,64958,0,0,.,9,36.2,40827,6,24.1,43867,5,20.1,55119,3.9,15.6,59224,1,4,59137,0,0,22.9,92,0,0,0,0,1,4.1,11.6,20,80.4,0.2,0.9,2,8,0,0,9.4,4.9,19.6,2,8,0,0,0,0,0,0,0,0,19.2,77,2.1,8.5,8,24.9,52.5,48038,0,0,12.6,2.4,9.5,22.9,92,2.1,4.5,63637,0,11.1,23.5
"'076903","ROBY CISD",60.3,64.9,11.9,21.3,55.8,0,0,1,1.8,73365,0,8,14.3,5,5,0,0,0,0,31.9,57.1,1,0,1,1.8,70055,2.9,9.9,38063,5,17.3,37964,3,10.4,46416,8,27.7,54096,6,20.8,56957,4,13.9,60040,0,0,26.9,93.1,0,0,0,0,2,6.9,15.8,21.9,75.7,0,0,2.9,9.9,0,0,10.8,7,24.3,2,6.9,0,0,0,0,0,0,0,0,22.9,79.2,1.4,4.9,8.7,28.9,51.7,50332,0,0,11.7,2.6,9,26,90.1,1,1.8,56370,0,15.9,28.6
"'076904","ROTAN ISD",52,59.6,12.9,25.2,51,0,0,1,2,109081,0,5.8,11.5,5,5,2,2,0,0,31.3,61.4,0,1,2.2,4.3,81527,3,10.9,36930,6,21.8,36867,2,7.3,48092,5.5,20.1,52773,6.9,25,57194,4.1,14.9,61877,0,0,24,87.1,0,0,0,0,2.3,8.3,15.6,20.2,73.5,0.2,0.8,3,10.9,0,0,8.6,7.3,26.5,3.5,12.9,0,0,0,0,0,0,0,0,18.6,67.5,3.1,11.1,6.7,27.5,54,49703,0,0,21.2,3.4,12.3,24.5,89.1,0.6,1.1,65610,0,13.8,27.1
"'077901","FLOYDADA ISD",50.7,60.4,75.7,57,132.8,0,0,4.5,3.4,100700,0,20.3,15.3,14.5,12,8.9,8.9,0,0,75.3,56.7,1,2,4.1,3.1,83361,7.8,12.8,37082,18.7,30.5,37154,7.9,12.8,44249,11.5,18.7,54152,11,17.9,56334,4.4,7.2,57108,0,0,48.1,78.4,0,0,1,1.6,7.5,12.2,11.6,42.6,69.4,0.1,0.2,22.5,36.6,0,0,11.5,18.8,30.6,12.3,20,1,1.6,0,0,0,0,0,0,45.8,74.6,3.2,5.2,6.8,61.3,46.2,46121,1,1.6,24.6,4.8,7.7,36.9,60.1,5.4,4,56409,0,37.1,28
"'077902","LOCKNEY ISD",57.8,65,32.8,36.2,90.4,1,0,1,1.1,120002,0,16.2,17.9,11.7,5.3,0,0,0,0,52.1,57.6,1,1,3.4,3.7,85426,4.9,11.9,38249,7.9,19,39467,6.8,16.4,44000,7.8,18.8,56426,11.2,26.9,60703,2.9,7.1,54691,0,0,38.8,93.3,0,0,2,4.7,1.9,4.7,12.5,31.1,74.7,0,0,9.8,23.4,0,0,10.9,10.5,25.3,2.8,6.7,0,0,0,0,0,0,0,0,34.7,83.4,1.9,4.7,4.9,41.6,46,50037,0,0,30.8,3,7.2,29.9,71.8,6.1,6.7,62288,0,22.1,24.4
"'078901","CROWELL ISD",52.6,62.7,15.3,31.2,49.1,0,0,1,2,120000,0,11.7,23.9,6,1,0,0,3,0,26.4,53.8,1,0,1,2.1,76677,1,4.7,34660,9,41.9,41307,3,14,48208,3,14,54279,4,18.7,57838,1.4,6.7,62871,0,0,21.4,100,0,0,0,0,0.4,2,11.5,15,70.1,0,0,7.4,34.6,0,0,9.4,6.4,29.9,0,0,0,0,0,0,0,0,0,0,17.7,82.7,1.1,5.3,9.8,21.4,43.6,48315,0,0,28.7,2.1,9.9,14,65.4,3,6.1,50938,0,10.9,22.3
"'079901","LAMAR CISD",69.4,67.4,2306.3,52.1,4427.9,39,3,22,0.5,134877,0,444.7,10,8.1,7.4,5.5,5.3,6.2,0,2975.3,67.2,88,0,118.5,2.7,97779,133.8,5.8,54209,663.4,28.9,59209,542.5,23.6,61990,642,27.9,64936,276.9,12,70330,40.6,1.8,75617,74.1,3.2,1735.3,75.5,107.4,4.7,377,16.4,74.5,3.2,10.6,1847.4,80.3,12.5,0.5,453.6,19.7,4,0.2,15.8,451.9,19.7,543.1,23.6,6.9,0.3,95.6,4.2,14,0.6,0,0,1677.5,73,231.3,10.1,6.3,2299.3,51.9,62802,21.9,1,11.6,100.5,4.4,1368.7,59.5,535.4,12.1,71365,0,1007.9,22.8
"'079906","NEEDVILLE ISD",62.2,74.1,86.2,21.8,395,3,0,3.4,0.8,191914,0,51.4,13,7.8,4.8,5.7,5.2,0,0,252.4,63.9,7,0,11,2.8,99238,0,0,.,21,9.7,55168,43.7,20.1,56989,80.9,37.3,61806,58.4,26.9,68320,13,6,69594,0,0,170.1,78.4,5.3,2.5,12,5.5,0,0,16.2,175,80.6,0,0,15.5,7.1,0,0,15.2,42,19.4,45.9,21.2,0,0,6.8,3.2,1,0.5,0,0,170.7,78.7,12.4,5.7,9.1,217,54.9,62414,0,0,11.9,21.7,10,189.6,87.3,21,5.3,72713,0,91.2,23.1
"'079907","FORT BEND ISD",62.2,63.4,7085.2,66.4,10667.7,75,2,46,0.4,151545,0,1087.9,10.2,6.3,5.8,7.6,6.6,19.8,11.1,6653.7,62.4,189,1,250,2.3,94289,368.6,7.3,55732,1312.2,26.1,56902,1074.9,21.3,60029,1597,31.7,63926,573.6,11.4,68449,108.4,2.2,75665,350,7,3472.4,69,227.7,4.5,1682.5,33.4,22.2,0.4,10.7,3875.3,77,64.5,1.3,784,15.6,7,0.1,15.2,1159.3,23,1481.6,29.4,11,0.2,162,3.2,69.6,1.4,7,0.1,3867.1,76.8,516.7,10.3,7.1,5034.6,47.2,61432,107.7,2.1,12.8,174.5,3.5,2096.5,41.6,1323.1,12.4,74921,1,2926.2,27.4
"'079910","STAFFORD MSD",58.9,63,378.1,82,461.1,1,0,8.8,1.9,140332,0,39.8,8.6,4.4,3.8,5.3,5.3,2,0,298.8,64.8,9,0,14,3,90035,19.8,8.4,56206,82.7,35.2,57616,44,18.7,59364,65.7,28,63969,17.5,7.5,71185,5,2.1,71382,25.8,11,161.3,68.7,19.1,8.1,94.4,40.2,1,0.4,8.9,167.2,71.3,0,0,55.5,23.6,2,0.9,14.1,67.4,28.7,70.4,30,0,0,15.7,6.7,3,1.3,0,0,143.3,61.1,33.9,14.5,4.5,234.7,50.9,60909,4,1.7,16.8,21.7,9.2,53,22.6,41.3,9,79457,0,122.4,26.6
"'080901","MOUNT VERNON ISD",62.4,64,52.3,22.8,229.5,0,0,4.6,2,103724,0,29,12.6,5.7,2.3,2.5,2.5,0.7,0,146,63.6,2,1,8.4,3.7,71248,1,0.8,40141,29,23.9,40657,31,25.5,46185,28.9,23.8,54553,29.5,24.3,61675,2,1.6,61540,0,0,91.4,75.3,3.2,2.6,2,1.6,9.4,7.8,12.9,91.8,75.6,0,0,10,8.2,2,1.6,12.1,29.6,24.4,28,23.1,1,0.8,4.1,3.4,1,0.8,0,0,85.6,70.5,6.9,5.7,6.9,121.4,52.9,50825,1,0.8,14.1,12.2,10.1,106.4,87.6,11.6,5.1,58156,0,54.5,23.7
"'081902","FAIRFIELD ISD",58.6,72.2,40.9,15.8,258.7,0,1,3,1.2,105794,0,33.6,13,3.3,2.3,2.3,2.3,0,20.7,159.2,61.5,7,2,6.6,2.6,69609,11.9,8.5,41913,24,17.2,41497,23,16.4,48228,45.3,32.4,54903,29.5,21.1,61571,6.2,4.5,65870,1,0.7,114.9,82.2,1.2,0.9,5.8,4.2,2.4,1.7,13.5,107.4,76.8,1,0.7,2,1.4,0,0,12.2,32.5,23.2,23.7,17,0,0,6.8,4.9,1.2,0.9,0,0,108.5,77.6,11.3,8.1,8.5,139.9,54.1,52291,2,1.4,18.5,8.7,6.2,129.1,92.3,9.7,3.7,60489,8,66,25.5
"'081904","TEAGUE ISD",59.3,60.2,35.5,19,186.9,1,0,2,1.1,123705,0,28.4,15.2,9,5.2,3,2.7,0.9,0,111,59.4,3,1,8.6,4.6,82029,5,5.6,40743,12.5,13.9,43525,18.6,20.7,47893,38.3,42.6,56043,12.1,13.5,64689,3.4,3.8,85375,0,0,73.3,81.4,0,0,5,5.6,2,2.2,13.8,70.3,78.2,0.3,0.3,5,5.6,0,0,12.9,19.6,21.8,16.7,18.6,0,0,0,0,0,0,0,0,73.7,81.9,6.3,7,8.6,90,48.1,54052,2,2.2,16.2,7.7,8.6,78,86.7,10.4,5.6,61594,0,47.5,25.4
