DISTRICT,DD000A00T021R,DD0NAA00T021R,DD0NOA00T021R,DD0NTA00T021R,DD0YAA00T021R,DD0YMA00T021R,DD0YXA00T021R,DD200A00T021R,DD2NAA00T021R,DD2NOA00T021R,DD2NTA00T021R,DD2YAA00T021R,DD2YMA00T021R,DD2YXA00T021R,DD300A00T021R,DD3NAA00T021R,DD3NOA00T021R,DD3NTA00T021R,DD3YAA00T021R,DD3YMA00T021R,DD3YXA00T021R,DD400A00T021R,DD4NAA00T021R,DD4NOA00T021R,DD4NTA00T021R,DD4YAA00T021R,DD4YMA00T021R,DD4YXA00T021R,DDA00A00T021R,DDANAA00T021R,DDANOA00T021R,DDANTA00T021R,DDAYAA00T021R,DDAYMA00T021R,DDAYXA00T021R,DDB00A00T021R,DDBNAA00T021R,DDBNOA00T021R,DDBNTA00T021R,DDBYAA00T021R,DDBYMA00T021R,DDBYXA00T021R,DDE00A00T021R,DDENAA00T021R,DDENOA00T021R,DDENTA00T021R,DDEYAA00T021R,DDEYMA00T021R,DDEYXA00T021R,DDF00A00T021R,DDFNAA00T021R,DDFNOA00T021R,DDFNTA00T021R,DDFYAA00T021R,DDFYMA00T021R,DDFYXA00T021R,DDH00A00T021R,DDHNAA00T021R,DDHNOA00T021R,DDHNTA00T021R,DDHYAA00T021R,DDHYMA00T021R,DDHYXA00T021R,DDI00A00T021R,DDINAA00T021R,DDINOA00T021R,DDINTA00T021R,DDIYAA00T021R,DDIYMA00T021R,DDIYXA00T021R,DDL00A00T021R,DDLNAA00T021R,DDLNOA00T021R,DDLNTA00T021R,DDLYAA00T021R,DDLYMA00T021R,DDLYXA00T021R,DDM00A00T021R,DDMNAA00T021R,DDMNOA00T021R,DDMNTA00T021R,DDMYAA00T021R,DDMYMA00T021R,DDMYXA00T021R,DDR00A00T021R,DDRNAA00T021R,DDRNOA00T021R,DDRNTA00T021R,DDRYAA00T021R,DDRYMA00T021R,DDRYXA00T021R,DDS00A00T021R,DDSNAA00T021R,DDSNOA00T021R,DDSNTA00T021R,DDSYAA00T021R,DDSYMA00T021R,DDSYXA00T021R,DDW00A00T021R,DDWNAA00T021R,DDWNOA00T021R,DDWNTA00T021R,DDWYAA00T021R,DDWYMA00T021R,DDWYXA00T021R,DISTNAME,DNC00A00T021R,DNCNAA00T021R,DNCNOA00T021R,DNCNTA00T021R,DNCYAA00T021R,DNCYMA00T021R,DNCYXA00T021R,DNM00A00T021R,DNMNAA00T021R,DNMNOA00T021R,DNMNTA00T021R,DNMYAA00T021R,DNMYMA00T021R,DNMYXA00T021R,DNS00A00T021R,DNSNAA00T021R,DNSNOA00T021R,DNSNTA00T021R,DNSYAA00T021R,DNSYMA00T021R,DNSYXA00T021R
"'108903",64,3,33,36,56,2,6,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,3,46,49,47,2,2,-1,-1,-1,-1,-1,-1,-1,52,3,45,48,47,2,2,48,3,49,52,44,2,2,51,3,46,49,47,2,2,.,.,.,.,.,.,.,64,3,33,36,56,2,6,54,3,43,46,49,2,2,56,3,41,44,51,2,3,59,6,36,41,49,5,5,83,0,17,17,75,8,0,"EDCOUCH-ELSA ISD",50,3,47,50,47,0,2,55,3,42,45,43,9,3,26,2,72,74,24,0,2
"'108904",89,0,11,11,83,2,4,81,0,19,19,74,5,2,85,0,15,15,82,1,2,70,0,30,30,50,20,0,85,0,15,15,80,2,2,90,0,10,10,73,17,0,85,0,15,15,81,2,2,85,0,15,15,81,2,2,85,0,15,15,80,2,2,100,0,0,0,100,0,0,90,0,10,10,82,3,5,84,0,16,16,80,3,2,86,0,14,14,81,2,3,79,0,21,21,73,2,3,83,1,16,17,80,3,0,"EDINBURG CISD",85,0,15,15,83,1,1,85,0,15,15,71,10,4,84,0,16,16,80,3,0
"'108905",31,9,60,69,24,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,9,58,67,27,1,5,-1,-1,-1,-1,-1,-1,-1,33,9,58,67,27,1,5,32,7,60,68,27,1,5,33,9,58,67,27,1,5,.,.,.,.,.,.,.,32,9,59,68,23,1,8,34,10,56,66,27,1,5,33,10,57,67,26,1,7,30,7,63,70,24,1,6,.,.,.,.,.,.,.,"HIDALGO ISD",32,7,61,68,28,0,4,36,13,51,64,24,3,9,42,0,58,58,38,0,4
"'108906",61,1,39,39,51,1,8,49,1,50,51,44,5,1,69,1,31,31,67,0,1,14,0,86,86,14,0,0,57,1,42,43,53,1,3,50,1,49,50,44,6,0,56,1,43,44,51,1,4,56,1,43,44,52,1,3,57,1,42,43,52,1,3,63,0,37,37,63,0,0,59,1,40,41,49,1,9,58,1,41,42,53,1,3,56,1,42,44,50,1,5,54,2,44,46,48,1,5,63,1,37,37,61,1,1,"MCALLEN ISD",58,1,42,42,55,0,3,55,1,43,45,46,4,5,52,0,48,48,49,0,2
"'108907",68,0,32,32,58,4,7,-1,-1,-1,-1,-1,-1,-1,93,0,7,7,93,0,0,.,.,.,.,.,.,.,57,0,43,43,52,2,3,67,8,25,33,67,0,0,57,0,43,43,52,2,3,58,0,42,42,52,3,3,57,0,43,43,52,2,3,.,.,.,.,.,.,.,68,0,32,32,56,4,8,56,0,44,44,51,2,3,59,0,41,41,54,2,3,53,0,47,47,46,4,3,57,0,43,43,51,6,0,"MERCEDES ISD",56,0,44,44,53,1,2,58,1,42,42,44,10,4,60,0,40,40,58,0,2
"'108908",73,0,27,27,65,2,6,17,0,83,83,17,0,0,61,0,39,39,56,0,6,.,.,.,.,.,.,.,65,0,35,35,61,1,3,56,0,44,44,44,12,0,67,0,33,33,62,1,3,65,0,35,35,62,1,2,66,0,34,34,62,1,3,-1,-1,-1,-1,-1,-1,-1,73,0,27,27,65,2,6,65,0,35,35,61,2,3,67,0,33,33,62,2,4,64,0,36,36,57,2,4,49,0,51,51,40,6,3,"MISSION CISD",65,0,35,35,63,0,2,66,0,34,34,56,6,4,70,0,30,30,67,2,2
"'108909",55,0,44,45,48,1,6,-1,-1,-1,-1,-1,-1,-1,33,0,67,67,31,0,2,.,.,.,.,.,.,.,49,0,51,51,44,1,3,67,1,32,33,60,7,1,49,0,51,51,44,1,4,49,0,51,51,44,1,3,49,0,51,51,44,1,3,75,0,25,25,67,0,8,56,0,44,44,47,2,8,49,0,50,51,45,1,4,50,0,49,50,45,1,5,47,0,53,53,40,1,6,43,0,57,57,39,1,2,"PHARR-SAN JUAN-ALAMO ISD",49,0,51,51,45,0,3,51,0,49,49,41,5,5,46,0,54,54,41,2,3
"'108910",92,4,4,8,88,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,3,5,8,88,2,1,.,.,.,.,.,.,.,92,3,5,8,88,2,1,93,4,4,7,88,3,1,92,3,5,8,88,2,1,.,.,.,.,.,.,.,92,4,4,8,86,2,3,91,3,6,9,87,2,2,91,5,4,9,87,2,2,90,3,7,10,86,3,1,100,0,0,0,100,0,0,"PROGRESO ISD",92,3,5,8,91,0,1,87,6,7,13,71,13,4,71,29,0,29,71,0,0
"'108911",80,0,20,20,73,2,6,89,0,11,11,82,8,0,89,0,11,11,79,6,5,-1,-1,-1,-1,-1,-1,-1,77,0,23,23,72,2,3,89,0,11,11,89,0,0,75,0,25,25,71,2,3,75,0,25,25,71,2,3,76,0,24,24,72,2,3,.,.,.,.,.,.,.,81,0,19,19,70,3,8,78,0,22,22,73,2,3,77,0,23,23,71,2,5,72,0,28,28,66,2,5,78,0,22,22,74,3,0,"SHARYLAND ISD",76,0,24,24,73,1,2,79,0,21,21,69,5,4,70,0,30,30,63,3,3
"'108912",75,2,22,25,68,2,6,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,72,2,26,28,67,2,4,46,0,54,54,46,0,0,73,2,25,27,67,1,4,72,2,26,28,67,1,4,72,2,26,28,67,1,4,-1,-1,-1,-1,-1,-1,-1,76,2,22,24,68,2,6,72,2,26,28,67,2,4,74,2,24,26,68,1,5,68,3,29,32,62,1,5,67,0,33,33,42,20,4,"LA JOYA ISD",72,2,26,28,69,0,3,70,3,27,30,57,8,5,73,0,27,27,71,0,2
"'108913",56,0,43,44,46,2,8,-1,-1,-1,-1,-1,-1,-1,57,0,43,43,43,13,0,-1,-1,-1,-1,-1,-1,-1,50,0,50,50,46,2,3,52,0,48,48,48,4,0,50,0,50,50,45,2,3,49,0,50,51,45,2,3,50,0,50,50,46,1,3,58,0,42,42,16,32,11,57,0,43,43,45,2,9,51,0,49,49,46,2,3,48,0,52,52,43,1,4,49,0,51,51,43,2,4,56,0,44,44,52,2,2,"WESLACO ISD",50,0,50,50,47,0,2,53,0,47,47,41,7,5,41,0,59,59,38,1,2
"'108914",91,0,9,9,82,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,1,20,22,75,2,1,.,.,.,.,.,.,.,78,2,20,22,75,2,1,78,1,22,22,73,3,2,78,1,20,22,75,2,1,.,.,.,.,.,.,.,91,0,9,9,81,4,6,79,2,19,21,77,1,1,82,1,17,18,78,2,2,89,0,11,11,83,6,1,-1,-1,-1,-1,-1,-1,-1,"LA VILLA ISD",77,1,22,23,74,1,1,81,2,17,19,77,3,1,0,50,50,100,0,0,0
"'108915",93,1,7,7,88,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,1,13,13,84,2,1,.,.,.,.,.,.,.,87,1,12,13,84,2,1,85,0,14,15,82,2,1,86,1,13,14,84,2,1,-1,-1,-1,-1,-1,-1,-1,92,1,7,8,87,2,3,88,1,12,12,85,2,1,88,1,11,12,85,1,2,84,3,12,16,80,3,1,94,6,0,6,94,0,0,"MONTE ALTO ISD",87,0,13,13,86,0,1,86,1,13,14,76,7,3,100,0,0,0,80,0,20
"'108916",60,0,40,40,50,1,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,0,40,41,51,1,7,.,.,.,.,.,.,.,59,0,41,41,51,1,8,57,0,43,43,49,1,7,59,0,40,41,51,1,7,.,.,.,.,.,.,.,58,0,42,42,46,1,11,62,0,38,38,53,1,8,58,0,42,42,47,1,10,52,0,48,48,43,1,8,0,0,100,100,0,0,0,"VALLEY VIEW ISD",59,0,41,41,53,0,6,62,0,38,38,45,4,13,51,0,49,49,44,0,8
"'109901",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,98,2,0,-1,-1,-1,-1,-1,-1,-1,98,0,2,2,94,4,0,100,0,0,0,98,2,0,97,0,3,3,94,3,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,99,0,1,1,98,1,0,99,0,1,1,99,0,0,96,0,4,4,96,0,0,100,0,0,0,99,1,0,"ABBOTT ISD",100,0,0,0,100,0,0,98,0,2,2,90,8,0,100,0,0,0,100,0,0
"'109902",100,0,0,0,100,0,0,100,0,0,0,50,50,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,6,0,100,0,0,0,78,22,0,100,0,0,0,95,5,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,93,7,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,"BYNUM ISD",100,0,0,0,98,2,0,100,0,0,0,89,11,0,-1,-1,-1,-1,-1,-1,-1
"'109903",96,4,0,4,88,0,8,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,0,2,3,92,4,0,.,.,.,.,.,.,.,99,1,0,1,95,4,1,96,0,4,4,90,5,0,97,2,2,3,93,0,3,-1,-1,-1,-1,-1,-1,-1,96,4,0,4,88,0,8,99,0,1,1,94,4,0,99,1,0,1,98,0,1,98,2,0,2,96,0,2,97,0,3,3,92,5,0,"COVINGTON ISD",99,1,0,1,97,2,0,94,0,6,6,85,9,1,100,0,0,0,100,0,0
"'109904",100,0,0,0,95,3,3,100,0,0,0,96,4,0,100,0,0,0,78,22,0,.,.,.,.,.,.,.,100,0,0,0,96,3,1,100,0,0,0,97,3,0,100,0,0,0,97,3,1,100,0,0,0,97,2,0,100,0,0,0,97,2,1,100,0,0,0,100,0,0,100,0,0,0,92,4,4,100,0,0,0,96,4,1,100,0,0,0,96,3,1,100,0,0,0,98,2,0,100,0,0,0,95,5,0,"HILLSBORO ISD",100,0,0,0,99,1,0,100,0,0,0,87,11,2,100,0,0,0,100,0,0
"'109905",100,0,0,0,100,0,0,100,0,0,0,69,31,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,0,1,1,95,4,0,92,0,8,8,92,0,0,98,0,2,2,92,6,0,100,0,0,0,97,3,0,98,0,2,2,96,2,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,97,0,3,3,93,4,0,98,0,2,2,97,1,0,100,0,0,0,96,4,0,100,0,0,0,97,2,0,"HUBBARD ISD",98,0,2,2,96,2,0,100,0,0,0,93,7,0,100,0,0,0,100,0,0
"'109907",98,0,2,2,93,3,2,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,0,1,1,93,5,0,97,0,3,3,93,4,0,99,0,1,1,93,5,1,99,0,1,1,95,4,0,99,0,1,1,94,4,1,.,.,.,.,.,.,.,99,0,1,1,93,4,3,100,0,0,0,92,6,1,98,0,1,2,90,8,1,99,0,1,1,89,10,0,99,0,1,1,92,8,0,"ITASCA ISD",99,0,1,1,96,2,1,100,0,0,0,87,13,0,100,0,0,0,100,0,0
"'109908",100,0,0,0,91,7,3,73,27,0,27,73,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,3,1,4,90,4,1,67,0,33,33,67,0,0,95,4,1,5,90,4,2,94,5,2,6,94,0,0,100,0,0,0,94,4,2,.,.,.,.,.,.,.,100,0,0,0,89,8,3,98,2,0,2,87,8,3,100,0,0,0,91,6,3,100,0,0,0,100,0,0,100,0,0,0,94,6,0,"MALONE ISD",100,0,0,0,100,0,0,92,7,2,8,80,8,3,.,.,.,.,.,.,.
"'109910",100,0,0,0,97,0,3,100,0,0,0,72,28,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,93,7,0,100,0,0,0,100,0,0,100,0,0,0,96,3,0,100,0,0,0,89,11,1,100,0,0,0,99,0,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,96,0,4,100,0,0,0,96,4,0,100,0,0,0,94,4,2,100,0,0,0,100,0,0,100,0,0,0,91,9,0,"MOUNT CALM ISD",100,0,0,0,97,3,1,100,0,0,0,84,16,0,100,0,0,0,100,0,0
"'109911",100,0,0,0,90,9,1,95,0,5,5,92,3,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,0,1,1,92,6,0,100,0,0,0,100,0,0,99,0,1,1,92,6,0,98,0,1,2,92,6,0,99,0,1,1,92,7,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,90,9,1,99,0,1,1,92,6,0,99,0,1,1,93,6,0,99,0,1,1,94,4,0,99,0,1,1,92,7,0,"WHITNEY ISD",99,0,1,1,97,2,0,98,1,2,2,83,15,0,100,0,0,0,100,0,0
"'109912",100,0,0,0,90,0,10,100,0,0,0,65,35,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,6,1,100,0,0,0,86,14,0,100,0,0,0,91,8,1,100,0,0,0,93,7,1,100,0,0,0,83,13,4,.,.,.,.,.,.,.,100,0,0,0,90,0,10,100,0,0,0,95,5,0,100,0,0,0,96,3,2,100,0,0,0,93,7,0,100,0,0,0,98,2,0,"AQUILLA ISD",100,0,0,0,96,3,1,100,0,0,0,89,11,0,100,0,0,0,100,0,0
"'109913",100,0,0,0,75,0,25,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,6,0,100,0,0,0,100,0,0,100,0,0,0,94,5,1,100,0,0,0,93,7,0,100,0,0,0,96,0,4,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,4,1,100,0,0,0,95,4,1,100,0,0,0,92,8,0,100,0,0,0,94,6,0,"BLUM ISD",100,0,0,0,99,1,0,100,0,0,0,85,14,1,100,0,0,0,100,0,0
"'109914",100,0,0,0,96,0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,99,0,1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,99,0,1,100,0,0,0,99,0,1,100,0,0,0,98,0,2,.,.,.,.,.,.,.,100,0,0,0,96,0,4,100,0,0,0,99,0,1,100,0,0,0,96,0,4,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"PENELOPE ISD",100,0,0,0,100,0,0,100,0,0,0,99,0,1,100,0,0,0,100,0,0
"'110901",100,0,0,0,78,11,11,100,0,0,0,84,16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,89,10,1,100,0,0,0,82,18,0,100,0,0,0,92,8,1,100,0,0,0,95,5,1,100,0,0,0,88,11,1,.,.,.,.,.,.,.,100,0,0,0,78,11,11,100,0,0,0,84,16,1,100,0,0,0,94,5,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,"ANTON ISD",100,0,0,0,96,3,1,100,0,0,0,67,33,0,100,0,0,0,70,30,0
"'110902",100,0,0,0,96,1,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,0,1,1,95,4,1,100,0,0,0,82,18,0,99,0,1,1,95,3,1,99,0,1,1,95,4,1,99,0,0,1,96,3,1,100,0,0,0,100,0,0,100,0,0,0,95,1,4,99,0,1,1,94,4,1,99,0,0,1,96,2,1,98,0,2,2,92,4,2,99,0,1,1,95,4,0,"LEVELLAND ISD",99,0,1,1,98,1,0,99,1,1,1,82,14,2,100,0,0,0,98,2,0
"'110905",100,0,0,0,100,0,0,100,0,0,0,0,100,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,95,5,0,100,0,0,0,100,0,0,100,0,0,0,95,5,0,100,0,0,0,96,4,0,100,0,0,0,94,6,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,100,0,0,100,0,0,0,94,6,0,100,0,0,0,94,6,0,100,0,0,0,100,0,0,100,0,0,0,97,3,0,"ROPES ISD",100,0,0,0,95,5,0,100,0,0,0,95,5,0,100,0,0,0,69,31,0
"'110906",100,0,0,0,93,7,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,97,3,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,97,3,0,100,0,0,0,98,2,0,100,0,0,0,96,4,0,.,.,.,.,.,.,.,100,0,0,0,87,13,0,100,0,0,0,95,5,0,100,0,0,0,98,1,0,100,0,0,0,99,1,0,100,0,0,0,98,2,0,"SMYER ISD",100,0,0,0,98,2,0,100,0,0,0,94,6,0,100,0,0,0,100,0,0
"'110907",96,4,0,4,89,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,100,0,0,0,97,2,0,100,0,0,0,100,0,0,100,0,0,0,98,1,1,100,0,0,0,96,3,0,100,0,0,0,97,2,1,.,.,.,.,.,.,.,95,5,0,5,84,0,11,100,0,0,0,98,1,0,99,1,0,1,96,2,1,100,0,0,0,98,1,1,100,0,0,0,97,3,0,"SUNDOWN ISD",100,0,0,0,99,1,0,100,0,0,0,92,7,1,100,0,0,0,100,0,0
"'110908",-1,-1,-1,-1,-1,-1,-1,100,0,0,0,78,22,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,88,12,0,100,0,0,0,40,60,0,100,0,0,0,84,16,0,100,0,0,0,80,20,0,100,0,0,0,94,6,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,92,8,0,100,0,0,0,79,21,0,100,0,0,0,74,26,0,100,0,0,0,86,14,0,"WHITHARRAL ISD",100,0,0,0,88,12,0,100,0,0,0,89,11,0,100,0,0,0,100,0,0
"'111801",100,0,0,0,0,100,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,100,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,100,0,"LAKE GRANBURY ACADEMY CHARTER SCHO",100,0,0,0,0,100,0,100,0,0,0,0,100,0,.,.,.,.,.,.,.
"'111901",99,1,1,1,92,3,4,99,1,0,1,91,8,0,96,2,2,4,90,6,0,97,0,3,3,88,9,0,98,1,1,2,92,6,0,96,3,1,4,76,19,0,98,1,1,2,92,5,1,98,1,1,2,92,5,0,98,1,1,2,92,5,1,98,2,0,2,93,4,0,99,1,1,1,91,3,4,98,1,1,2,91,6,1,97,2,1,3,93,3,1,97,2,1,3,90,6,1,98,1,1,2,93,5,0,"GRANBURY ISD",98,1,1,2,96,2,0,98,2,1,2,82,15,1,100,0,0,0,95,4,0
"'111902",100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,96,4,0,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,95,5,0,100,0,0,0,98,2,0,100,0,0,0,99,1,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,99,0,0,1,94,5,0,100,0,0,0,95,5,0,100,0,0,0,97,3,0,100,0,0,0,96,4,0,"LIPAN ISD",100,0,0,0,99,1,0,99,0,1,1,87,13,0,100,0,0,0,92,8,0
"'111903",100,0,0,0,90,0,10,100,0,0,0,100,0,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,99,1,0,1,95,4,0,100,0,0,0,100,0,0,100,0,0,0,98,2,0,99,1,0,1,96,3,0,100,0,0,0,92,7,1,100,0,0,0,100,0,0,100,0,0,0,90,0,10,99,0,0,1,94,5,0,99,1,0,1,94,5,0,97,1,2,3,81,16,0,99,1,0,1,95,4,0,"TOLAR ISD",99,1,0,1,97,1,0,100,0,0,0,89,11,0,90,10,0,10,90,0,0
"'112901",97,1,2,3,91,1,5,92,1,7,8,90,3,0,99,0,1,1,88,11,0,79,0,21,21,79,0,0,96,1,3,4,91,4,1,94,1,6,6,92,2,0,95,1,4,5,90,4,1,96,1,3,4,91,4,1,96,1,4,4,89,4,3,100,0,0,0,86,14,0,98,1,2,2,91,1,6,96,1,3,4,90,5,1,91,0,9,9,68,13,9,93,1,6,7,84,7,2,96,1,3,4,91,5,0,"SULPHUR SPRINGS ISD",96,1,4,4,93,2,1,96,1,2,4,82,13,2,96,0,4,4,96,0,0
"'112905",100,0,0,0,83,11,6,100,0,0,0,86,14,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,0,1,1,94,5,0,-1,-1,-1,-1,-1,-1,-1,99,0,1,1,95,3,1,100,0,0,0,93,6,1,99,0,1,1,80,17,2,100,0,0,0,100,0,0,100,0,0,0,82,12,6,99,0,1,1,96,2,0,99,0,1,1,92,5,1,98,0,2,2,92,6,0,99,0,1,1,97,2,0,"CUMBY ISD",99,0,1,1,98,1,0,100,0,0,0,88,11,1,100,0,0,0,100,0,0
"'112906",99,1,0,1,85,9,5,92,0,8,8,92,0,0,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,97,2,1,3,91,5,1,100,0,0,0,100,0,0,97,2,1,3,95,1,1,96,2,2,4,90,5,1,99,0,1,1,81,15,3,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,85,9,6,98,2,1,2,92,5,1,97,2,1,3,92,3,2,95,2,2,5,82,11,2,97,2,1,3,96,0,0,"NORTH HOPKINS ISD",97,1,1,3,96,0,1,97,2,1,3,82,14,1,90,10,0,10,90,0,0
"'112907",100,0,0,0,100,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,99,0,0,1,93,6,0,.,.,.,.,.,.,.,99,0,0,1,95,4,0,99,0,0,1,95,4,0,99,0,1,1,95,4,0,.,.,.,.,.,.,.,100,0,0,0,100,0,0,100,0,0,0,91,9,0,99,1,0,1,93,7,0,98,2,0,2,91,7,0,99,0,0,1,93,7,0,"MILLER GROVE ISD",99,0,0,1,94,5,0,99,0,1,1,91,8,0,100,0,0,0,100,0,0
"'112908",100,0,0,0,91,3,6,100,0,0,0,100,0,0,100,0,0,0,37,0,63,.,.,.,.,.,.,.,99,0,0,1,94,4,2,100,0,0,0,78,22,0,100,0,0,0,92,5,3,100,0,0,0,93,4,3,99,1,0,1,94,2,2,100,0,0,0,100,0,0,99,0,0,1,89,2,8,99,0,0,1,95,3,1,99,1,0,1,93,2,4,99,1,0,1,94,4,1,100,0,0,0,95,5,0,"COMO-PICKTON CISD",100,0,0,0,96,2,1,99,1,0,1,87,8,4,100,0,0,0,92,0,8
"'112909",100,0,0,0,93,4,3,100,0,0,0,67,33,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0,0,94,5,0,100,0,0,0,100,0,0,99,1,0,1,93,5,1,100,0,0,0,96,3,1,100,0,0,0,96,2,2,.,.,.,.,.,.,.,100,0,0,0,92,5,3,99,1,0,1,92,7,0,100,0,0,0,97,2,1,100,0,0,0,95,5,0,99,1,0,1,94,5,0,"SALTILLO ISD",100,0,0,0,99,1,0,98,2,0,2,81,15,2,100,0,0,0,100,0,0
"'112910",100,0,0,0,74,26,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,1,0,1,97,3,0,100,0,0,0,100,0,0,100,0,0,0,96,4,0,100,0,0,0,98,2,0,100,0,0,0,90,10,0,.,.,.,.,.,.,.,100,0,0,0,69,31,0,99,1,0,1,96,3,0,98,2,0,2,92,6,0,100,0,0,0,90,10,0,99,1,0,1,98,1,0,"SULPHUR BLUFF ISD",99,1,0,1,97,2,0,100,0,0,0,96,4,0,100,0,0,0,100,0,0
"'113901",99,1,0,1,97,1,1,98,2,0,2,92,6,0,89,11,0,11,74,5,11,-1,-1,-1,-1,-1,-1,-1,98,1,0,2,96,3,0,99,1,0,1,97,2,0,98,1,0,2,96,2,0,98,2,0,2,95,2,0,98,1,1,2,96,2,0,-1,-1,-1,-1,-1,-1,-1,99,1,0,1,97,1,1,99,1,0,1,96,3,0,98,2,0,2,96,2,0,97,2,1,3,96,1,0,99,1,0,1,92,7,0,"CROCKETT ISD",99,1,0,1,98,1,0,97,2,1,3,87,10,0,100,0,0,0,85,15,0
"'113902",100,0,0,0,80,0,20,100,0,0,0,100,0,0,100,0,0,0,100,0,0,.,.,.,.,.,.,.,99,0,1,1,93,6,0,100,0,0,0,91,9,0,99,0,0,1,92,7,0,99,0,1,1,93,6,0,100,0,0,0,95,2,2,.,.,.,.,.,.,.,100,0,0,0,80,0,20,99,1,0,1,93,6,0,99,1,0,1,84,14,1,99,1,1,1,95,4,0,98,0,1,2,92,6,0,"GRAPELAND ISD",98,1,1,2,94,4,0,100,0,0,0,91,9,0,100,0,0,0,100,0,0
