DISTRICT,D20GI19R,D20GI20R,D20GW19R,D20GW20R,D23G419R,D23G420R,D23GG19R,D23GG20R,D2SGA19R,D2SGA20R,D30GI19R,D30GI20R,D30GW19R,D30GW20R,D33G419R,D33G420R,D33GG19R,D33GG20R,D3SGA19R,D3SGA20R,D40GI19R,D40GI20R,D40GW19R,D40GW20R,D43G419R,D43G420R,D43GG19R,D43GG20R,D4SGA19R,D4SGA20R,DA0GI19R,DA0GI20R,DA0GW19R,DA0GW20R,DA3G419R,DA3G420R,DA3GG19R,DA3GG20R,DASGA19R,DASGA20R,DB0GI19R,DB0GI20R,DB0GW19R,DB0GW20R,DB3G419R,DB3G420R,DB3GG19R,DB3GG20R,DBSGA19R,DBSGA20R,DE0GI19R,DE0GI20R,DE0GW19R,DE0GW20R,DE3G419R,DE3G420R,DE3GG19R,DE3GG20R,DESGA19R,DESGA20R,DF0GI19R,DF0GI20R,DF0GW19R,DF0GW20R,DF3G419R,DF3G420R,DF3GG19R,DF3GG20R,DFSGA19R,DFSGA20R,DH0GI19R,DH0GI20R,DH0GW19R,DH0GW20R,DH3G419R,DH3G420R,DH3GG19R,DH3GG20R,DHSGA19R,DHSGA20R,DI0GI19R,DI0GI20R,DI0GW19R,DI0GW20R,DI3G419R,DI3G420R,DI3GG19R,DI3GG20R,DISGA19R,DISGA20R,DISTNAME,DL0GI19R,DL0GI20R,DL0GW19R,DL0GW20R,DL3G419R,DL3G420R,DL3GG19R,DL3GG20R,DLSGA19R,DLSGA20R,DM0GI19R,DM0GI20R,DM0GW19R,DM0GW20R,DM3G419R,DM3G420R,DM3GG19R,DM3GG20R,DMSGA19R,DMSGA20R,DR0GI19R,DR0GI20R,DR0GW19R,DR0GW20R,DR3G419R,DR3G420R,DR3GG19R,DR3GG20R,DRSGA19R,DRSGA20R,DS0GI19R,DS0GI20R,DS0GW19R,DS0GW20R,DS3G419R,DS3G420R,DS3GG19R,DS3GG20R,DSSGA19R,DSSGA20R,DW0GI19R,DW0GI20R,DW0GW19R,DW0GW20R,DW3G419R,DW3G420R,DW3GG19R,DW3GG20R,DWSGA19R,DWSGA20R
"'174906",-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,22.2,24.6,1.9,3.5,0,0,55.6,28.1,7.4,0,.,.,.,.,.,.,.,.,.,.,13,21.7,4.3,4.3,0,0,56.5,26.1,4.3,0,34.8,31.4,0,0,0,0,63,31.4,8.7,0,30,12.5,10,12.5,0,0,60,25,0,0,.,.,.,.,.,.,.,.,.,.,"WODEN ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.9,13.6,3.2,9.1,0,0,50,22.7,6.5,0,14.3,10,7.1,20,0,0,64.3,30,21.4,0,0,-1,20,-1,0,-1,100,-1,80,-1,21.4,29.3,0,0,0,0,56,29.3,9.5,0
"'174908",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,5.7,9.6,0,9.6,0,0,48.6,20.5,0,2.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.3,0,0,16.7,0,0,56.3,16.7,0,0,0,0,0,10,0,0,47.6,10,0,3.3,0,8.3,0,8.3,0,0,50,25,0,8.3,.,.,.,.,.,.,.,.,.,.,"CENTRAL HEIGHTS ISD",.,-1,.,-1,.,-1,.,-1,.,-1,13.8,16.3,0,9.3,0,0,50,27.9,0,2.3,16.7,6.3,0,31.3,0,0,55.6,43.8,0,12.5,20,0,0,77.8,0,0,50,88.9,0,22.2,6.9,10.7,0,8.9,0,0,48.3,19.6,0,1.8
"'174909",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.4,16,0,0,0,0,57.7,20,3.8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8.3,0,0,0,0,50,16.7,0,16.7,0,0,0,0,0,0,50,7.7,0,7.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"MARTINSVILLE ISD",.,.,.,.,.,.,.,.,.,.,36.4,33.3,0,0,0,0,68.2,33.3,9.1,8.3,33.3,-1,0,-1,0,-1,66.7,-1,11.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.2,19,0,0,0,0,61.1,23.8,5.6,9.5
"'174910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ETOILE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'174911",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,48.6,0,0,0,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,47.4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,"DOUGLASS ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,50,0,0,0,0,-1,0,-1,0,-1,43.8,-1,0,-1,0,-1,0,-1,0,-1,40,-1,0,-1,0,0,0,0,0,0,46.7,0,0,0
"'175902",.,0,.,40,.,0,.,40,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,4.7,1.5,3.1,0,0,47.8,12.5,1.5,7.8,0,-1,0,-1,0,-1,50,-1,0,-1,0,3.1,0,6.3,0,0,38.9,15.6,3.7,12.5,6.5,10.7,0,3.6,0,0,45.2,17.9,3.2,7.1,0,6.3,0,0,0,0,37.5,6.3,5,0,.,.,.,.,.,.,.,.,.,.,"BLOOMING GROVE ISD",.,-1,.,-1,.,-1,.,-1,.,-1,0,0,2.8,2.8,0,0,50,8.3,0,8.3,3.7,4.8,0,0,0,0,44.4,14.3,3.7,9.5,0,0,14.3,33.3,0,0,50,83.3,14.3,83.3,4.8,4.9,2.4,0,0,0,52.4,9.8,0,4.9
"'175903",10,40,20,0,0,0,45,60,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.3,16.7,0,16.7,0,16.7,37.5,33.3,0,0,6.9,26.5,5.2,2.9,5.6,7.7,47.6,33.7,1.3,4.5,1.4,16,12.7,8,0,2,50,30,2.8,10,8.3,30.2,6.3,3.3,6.3,8.3,52.8,38.4,1.7,5.4,1.3,22.2,3.1,1.5,4.9,6.2,37.8,27.8,0.9,5.2,7.5,35.9,3.1,1.4,8.4,11.5,52.4,39.7,1.3,1.9,-1,.,-1,.,-1,.,-1,.,-1,.,"CORSICANA ISD",8.7,26.9,0,3.8,0,11.5,41.3,30.8,4.3,0,12.2,31.1,7.2,4.4,6.3,9.3,57,39.9,1.7,3.8,5.5,20.5,11.7,5.4,4.3,9,51.8,33.7,3.1,9.6,2.4,7.9,58.5,28.9,2.4,5.3,80.5,68.4,14.6,44.7,7.2,12.4,4.3,2.9,5,2.9,39.6,21,0.7,5.7
"'175904",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.7,3.1,0,0,0,0,51.7,6.3,3.3,3.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,47.2,0,5.6,0,16.7,0,0,0,0,0,50,9.1,0,9.1,0,0,0,0,0,0,50,0,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,"DAWSON ISD",.,-1,.,-1,.,-1,.,-1,.,-1,0,4.8,0,0,0,0,52.8,4.8,5.6,0,0,0,0,0,0,0,41.7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.5,4.3,0,0,0,0,50,8.7,0,4.3
"'175905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,3.8,0,3.8,0,55.8,0,3.8,0,.,.,.,.,.,.,.,.,.,.,0,0,11.1,0,0,0,55.6,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,.,.,.,.,.,.,.,.,.,.,"FROST ISD",-1,0,-1,0,-1,0,-1,0,-1,0,0,0,5.6,0,5.6,0,58.3,0,5.6,0,0,0,12.5,0,0,0,62.5,0,12.5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,5.9,0,5.9,0,58.8,0,5.9,0
"'175907",.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,17.8,25.6,6.7,2.6,0,0,60,30.8,0,5.1,6.7,8.3,13.3,8.3,0,0,53.3,25,0,16.7,19.4,20.8,9.7,0,0,0,61.3,25,0,8.3,31.3,42.1,0,0,0,0,62.5,47.4,0,10.5,30,37.5,10,0,0,0,70,37.5,0,0,.,.,.,.,.,.,.,.,.,.,"KERENS ISD",.,.,.,.,.,.,.,.,.,.,10.3,10,10.3,5,0,0,58.6,15,0,0,16.7,18.2,12.5,0,0,0,60.4,27.3,0,18.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,35.3,0,0,0,0,60,35.3,0,0
"'175910",.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3.5,1.4,0,4.3,53.5,5.7,3.5,0,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,4.2,0,0,13,54.2,13,4.2,0,0,0,6.5,3.8,0,11.5,54.8,15.4,3.2,0,0,0,0,0,0,0,50,0,0,0,.,.,.,.,.,.,.,.,.,.,"MILDRED ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,51.9,0,3.8,0,0,0,0,2.9,0,2.9,55,5.9,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4.3,1.9,0,5.6,54.3,7.4,4.3,0
"'175911",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.6,16.9,0,4.6,0,0,52,29.2,9.8,10.8,-1,.,-1,.,-1,.,-1,.,-1,.,18.2,9.8,0,7.3,0,0,53,29.3,15.2,17.1,44,39.3,0,7.1,0,0,58,50,4,10.7,25,9.7,0,3.2,0,0,54.7,22.6,9.4,12.9,.,-1,.,-1,.,-1,.,-1,.,-1,"RICE ISD",12.5,-1,0,-1,0,-1,50,-1,25,-1,0,0,0,2.7,0,0,46.2,13.5,15.4,10.8,8.3,15.4,0,11.5,0,0,50,42.3,25,23.1,0,11.1,0,33.3,0,0,100,100,100,77.8,16.7,25.8,0,6.5,0,0,47.2,38.7,11.1,9.7
"'176901",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,47.2,0,5.6,0,0,-1,0,-1,0,-1,50,-1,14.3,-1,0,0,0,0,0,0,50,0,7.1,0,0,0,0,0,0,0,45,0,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,"BURKEVILLE ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,50,0,12.5,0,0,0,0,0,0,0,45.5,0,9.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,45.5,0,0,0
"'176902",-1,0,-1,33.3,-1,0,-1,50,-1,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,6.3,9.9,11.4,0,0,54.9,21.5,0,5.1,2.7,0,10.8,6.3,0,0,52.7,12.5,0,6.3,5.7,6,13.2,16,0,0,57.5,30,0,8,3.2,2.7,6.5,8.1,0,0,53.2,13.5,0,2.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"NEWTON ISD",.,.,.,.,.,.,.,.,.,.,10,9.5,12.5,14.3,0,0,56.3,28.6,0,7.1,10.3,6.5,20.7,19.6,0,0,55.2,32.6,0,8.7,0,5.6,87.5,50,0,0,87.5,72.2,0,22.2,10.7,10.3,10.7,12.8,0,0,55.4,23.1,0,2.6
"'176903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22.5,18.9,0,8.1,0,0,57.5,24.3,5,0,.,-1,.,-1,.,-1,.,-1,.,-1,26.9,21.4,0,21.4,0,0,63.5,35.7,3.8,0,11.8,22.7,0,4.5,0,0,52.9,22.7,0,0,-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"DEWEYVILLE ISD",.,.,.,.,.,.,.,.,.,.,30.4,13.3,0,13.3,0,0,60.9,26.7,8.7,0,0,27.8,0,16.7,0,0,56.3,38.9,25,0,14.3,40,0,60,0,0,64.3,80,28.6,0,19.4,20.6,0,8.8,0,0,54.2,26.5,5.6,0
"'177901",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24.4,40.6,2.4,0,2.4,0,63.4,40.6,2.4,3.1,.,.,.,.,.,.,.,.,.,.,28.6,41.7,0,0,0,0,60.7,41.7,7.1,0,6.7,37.5,0,0,0,0,50,37.5,0,6.3,19,36.8,0,0,0,0,57.1,36.8,4.8,5.3,.,.,.,.,.,.,.,.,.,.,"ROSCOE COLLEGIATE ISD",-1,0,-1,0,-1,0,-1,0,-1,0,34.6,43.8,3.8,0,3.8,0,71.2,43.8,3.8,0,23.1,33.3,7.7,0,0,0,61.5,33.3,7.7,6.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.5,46.2,6.3,0,0,0,71.9,46.2,0,0
"'177902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,12.6,17.2,3.1,3.4,2.4,0,57.5,22.4,5.5,1.7,28.6,0,14.3,0,0,0,71.4,0,0,0,10.8,16.4,4.6,5.5,1.5,0,56.2,23.3,7.7,1.4,0,1.5,0,1.5,4.7,0,50,4.5,6.3,1.5,12,12.9,4,4.3,2.7,0,55.3,18.6,5.3,1.4,.,-1,.,-1,.,-1,.,-1,.,-1,"SWEETWATER ISD",.,-1,.,-1,.,-1,.,-1,.,-1,25.4,38,6.3,6,0,0,65.1,46,4.8,2,14.1,18.8,5.6,6.3,1.4,0,60.6,29.2,9.9,4.2,26.1,0,17.4,30.8,0,0,80.4,46.2,30.4,15.4,11.6,30.6,0,2.8,2.3,0,58.1,36.1,7,2.8
"'177903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,6.3,0,0,54.2,12.5,8.3,6.3,.,.,.,.,.,.,.,.,.,.,0,0,0,16.7,0,0,60,16.7,20,0,0,0,0,0,0,0,60,0,20,0,-1,0,-1,20,-1,0,-1,20,-1,0,-1,.,-1,.,-1,.,-1,.,-1,.,"BLACKWELL CISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,14.3,0,0,50,28.6,0,14.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,50,9.1,0,9.1
"'177905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46.7,52.9,6.7,0,0,0,76.7,52.9,0,5.9,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,28.6,20,0,0,0,60,28.6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"HIGHLAND ISD",.,.,.,.,.,.,.,.,.,.,70,70,0,0,0,0,85,70,0,10,-1,100,-1,0,-1,0,-1,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,53.8,0,0,0,0,75,53.8,0,7.7
"'178801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,0,.,50,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,0,.,50,.,0,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,0,.,50,.,0,.,.,.,.,.,.,.,.,.,.,.,"DR M L GARZA-GONZALEZ CHARTER SCHO",.,.,.,.,.,.,.,.,.,.,0,.,0,.,0,.,50,.,0,.,0,.,0,.,0,.,50,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'178807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"CORPUS CHRISTI MONTESSORI SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'178808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SEASHORE CHARTER SCHOOLS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'178901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.6,3.3,0,0,13.6,0,27.3,3.3,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,12.5,4.8,0,0,12.5,0,25,4.8,0,0,0,5.3,0,0,0,0,15,5.3,0,0,6.3,0,0,0,6.3,0,21.9,0,0,0,.,.,.,.,.,.,.,.,.,.,"AGUA DULCE ISD",.,.,.,.,.,.,.,.,.,.,25,0,0,0,25,0,37.5,0,0,0,18.8,7.7,0,0,18.8,0,34.4,7.7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.3,11.1,0,0,33.3,0,41.7,11.1,0,0
"'178902",-1,.,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,14.7,12.6,6.3,5.6,0,0,52.1,23.8,2.1,5.6,.,-1,.,-1,.,-1,.,-1,.,-1,15.3,8.3,8.5,8.3,0,0,52.5,23.6,1.7,6.9,9.3,12.5,2.3,3.1,0,0,48.8,18.8,2.3,3.1,13.8,12.4,7.5,5,0,0,51.3,24,1.3,6.6,.,.,.,.,.,.,.,.,.,.,"BISHOP CISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.2,12.7,9.6,7.6,0,0,54.8,27.8,1.9,7.6,10.3,7.8,10.3,12.5,0,0,48.3,32.8,3.4,12.5,0,5.6,66.7,44.4,0,0,88.9,94.4,22.2,44.4,21.4,15.8,0,5.3,0,0,57.1,21.1,7.1,0
"'178903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,15.3,24.2,0.7,0.4,0.3,1.9,45.2,26,4.7,2.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.1,21.8,1.6,0.8,0,1.7,49.2,26.1,7.9,5,18.1,32.3,0,0.8,0,3,45.7,35.3,4.3,3,17.3,20.3,1.2,0.7,0.6,2,47.1,23.6,6.4,3.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"CALALLEN ISD",9.1,-1,0,-1,0,-1,22.7,-1,0,-1,12.9,16.2,1.2,0,0.6,0.7,44.8,16.9,4.9,2.2,13.5,18.8,1.9,1.6,0,1.6,45.7,25,11.5,6.3,14.3,31.6,7.1,5.3,0,0,75,52.6,50,36.8,11.1,29.8,0,0,0,1.8,42.7,29.8,2.6,1.8
"'178904",20,25,0,0,0,2.8,26.7,27.8,0,2.8,25.4,33.9,1.6,0,1.6,0,42.1,33.9,1.6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.3,28.6,2.3,1.7,1.7,1.1,47.1,33,2,3.3,12.5,18.6,3.6,2.1,0,0,46.9,22.7,2.7,2.1,14.8,30.1,2.7,2.2,1.4,0.8,48.8,35.3,1.7,3.8,11.5,24.9,1.9,1,0.5,0.6,40.4,27.9,1.5,2.5,15.8,29,2.3,1.6,1.9,1.1,47.7,33.3,1.7,3.4,0,-1,0,-1,0,-1,43.8,-1,12.5,-1,"CORPUS CHRISTI ISD",8.5,12,0,1.3,0,0,34,16,0,4,21.2,32.6,2.7,2.6,2.9,1.7,53.7,38.2,2.4,4.1,13.1,28.7,3.9,3,1.2,0.7,49.7,36.4,3.2,6,7.8,18.4,28.9,21.7,1.8,0.5,68.3,68.9,24.3,41,19,29.2,2.3,2.7,1.4,1.5,45.2,34.5,3.2,3.9
"'178905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"DRISCOLL ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'178906",.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,9.7,53.1,0,0,0,0,41.9,53.1,0,0,-1,.,-1,.,-1,.,-1,.,-1,.,12.5,60,0,0,0,0,43.8,60,0,0,4.3,56.8,0,0,0,0,39.1,56.8,0,0,18.2,52.2,0,0,0,0,45.5,52.2,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,"LONDON ISD",.,-1,.,-1,.,-1,.,-1,.,-1,12.8,50,0,0,0,0,43.6,50,0,0,22.2,27.3,0,0,0,0,50,27.3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.8,54.8,0,0,0,0,38.9,54.8,0,0
"'178908",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,29.4,4.2,3.9,4.2,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,29.2,0,0,0,0,0,0,0,0,0,19,4.5,9.5,4.5,0,0,0,0,0,0,35,0,10,0,.,.,.,.,.,.,.,.,.,.,"PORT ARANSAS ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,36.7,3.8,0,3.8,0,0,0,0,0,0,27.3,14.3,9.1,14.3,0,-1,0,-1,0,-1,70,-1,40,-1,0,0,0,0,0,0,31.1,4.9,2.7,4.9
"'178909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.9,7.6,0,1.8,0,0.6,42.8,18.8,0,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.7,7.3,0,2.2,0,0.7,41.8,19.7,0,9.5,12.7,6.3,0,1.3,0,0,43.7,15.2,0,7.6,13,8,0,1.9,0,0.6,42,18.5,0,8,.,.,.,.,.,.,.,.,.,.,"ROBSTOWN ISD",0,9.1,0,0,0,0,37.5,9.1,0,0,14.9,8.8,0,2.2,0,1.1,42,22,0,9.9,12.8,3.2,0,0,0,0,39.9,18.3,0,15.1,0,0,0,12.5,0,0,39.3,75,0,62.5,-1,0,-1,0,-1,0,-1,20,-1,20
"'178912",20,-1,0,-1,0,-1,50,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,37.4,47.5,1.8,2,0.9,2.3,61.3,50.8,1.8,2,33.3,-1,0,-1,0,-1,58.3,-1,0,-1,27.8,40.1,3.6,2.6,0.6,3.3,55,44.1,3,2.6,40.8,57,0.6,1.3,0.6,0,61.8,58.9,1.7,2,39,46.6,2.4,2.5,0.8,2.5,62.4,50,1.6,1.7,.,.,.,.,.,.,.,.,.,.,"TULOSO-MIDWAY ISD",22.2,27.3,0,0,0,18.2,44.4,27.3,0,0,33.7,38.3,3.1,2.6,1.2,4.5,60.7,42.9,1.8,1.9,12.6,28.6,4.2,5.5,0,2.2,48.7,38.5,5,4.4,6.1,8.3,18.2,25,0,0,60.6,50,18.2,25,34.2,49.2,0,0,1.3,1.6,58.9,50.8,1.3,1.6
"'178913",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42.9,61,1.6,0,0,0,74.6,62.7,0,3.4,.,.,.,.,.,.,.,.,.,.,42.6,58.3,2.1,0,0,0,75.5,60.4,0,2.1,46.4,54.8,0,0,0,0,75,58.1,0,3.2,40.7,59.3,1.9,0,0,0,74.1,61.1,0,3.7,.,.,.,.,.,.,.,.,.,.,"BANQUETE ISD",.,-1,.,-1,.,-1,.,-1,.,-1,40,67.9,2.9,0,0,0,74.3,67.9,0,3.6,25,45.5,4.2,0,0,0,66.7,48.5,0,3,40,50,20,0,0,0,80,62.5,0,25,55.6,80,0,0,0,0,77.8,80,0,0
"'178914",14.7,10.5,0,5.3,0,0,29.4,21.1,0,5.3,9.1,11.1,9.1,0,0,0,40.9,11.1,0,0,.,.,.,.,.,.,.,.,.,.,13.5,11.1,1.9,4.1,0.2,0.2,32.7,16.9,1.9,1.9,15.4,0,0,28.6,0,0,30.8,28.6,0,0,14,12,3.8,6.8,0,0,35.7,20.3,1.9,2.3,15.4,15.5,2.3,2.1,0.5,0.5,31.2,19.8,1.8,2.1,13.6,13.6,2.5,3,0.6,0.6,33.6,17.8,2.5,1.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"FLOUR BLUFF ISD",6.7,9.1,6.7,9.1,0,0,36.7,27.3,6.7,9.1,11.4,7.5,1.5,5.7,0,0,34.4,14.5,2,1.8,12.8,9.1,5.6,11.4,0,0,38,22,4.8,2.3,0,6.4,26.9,36.2,0,0,59.6,57.4,30.8,17,12.9,9.6,1.5,4.3,0,0,31.9,15.9,2,2.4
