DISTRICT,D20GI19R,D20GI20R,D20GW19R,D20GW20R,D23G419R,D23G420R,D23GG19R,D23GG20R,D2SGA19R,D2SGA20R,D30GI19R,D30GI20R,D30GW19R,D30GW20R,D33G419R,D33G420R,D33GG19R,D33GG20R,D3SGA19R,D3SGA20R,D40GI19R,D40GI20R,D40GW19R,D40GW20R,D43G419R,D43G420R,D43GG19R,D43GG20R,D4SGA19R,D4SGA20R,DA0GI19R,DA0GI20R,DA0GW19R,DA0GW20R,DA3G419R,DA3G420R,DA3GG19R,DA3GG20R,DASGA19R,DASGA20R,DB0GI19R,DB0GI20R,DB0GW19R,DB0GW20R,DB3G419R,DB3G420R,DB3GG19R,DB3GG20R,DBSGA19R,DBSGA20R,DE0GI19R,DE0GI20R,DE0GW19R,DE0GW20R,DE3G419R,DE3G420R,DE3GG19R,DE3GG20R,DESGA19R,DESGA20R,DF0GI19R,DF0GI20R,DF0GW19R,DF0GW20R,DF3G419R,DF3G420R,DF3GG19R,DF3GG20R,DFSGA19R,DFSGA20R,DH0GI19R,DH0GI20R,DH0GW19R,DH0GW20R,DH3G419R,DH3G420R,DH3GG19R,DH3GG20R,DHSGA19R,DHSGA20R,DI0GI19R,DI0GI20R,DI0GW19R,DI0GW20R,DI3G419R,DI3G420R,DI3GG19R,DI3GG20R,DISGA19R,DISGA20R,DISTNAME,DL0GI19R,DL0GI20R,DL0GW19R,DL0GW20R,DL3G419R,DL3G420R,DL3GG19R,DL3GG20R,DLSGA19R,DLSGA20R,DM0GI19R,DM0GI20R,DM0GW19R,DM0GW20R,DM3G419R,DM3G420R,DM3GG19R,DM3GG20R,DMSGA19R,DMSGA20R,DR0GI19R,DR0GI20R,DR0GW19R,DR0GW20R,DR3G419R,DR3G420R,DR3GG19R,DR3GG20R,DRSGA19R,DRSGA20R,DS0GI19R,DS0GI20R,DS0GW19R,DS0GW20R,DS3G419R,DS3G420R,DS3GG19R,DS3GG20R,DSSGA19R,DSSGA20R,DW0GI19R,DW0GI20R,DW0GW19R,DW0GW20R,DW3G419R,DW3G420R,DW3GG19R,DW3GG20R,DWSGA19R,DWSGA20R
"'001902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,39,14.6,17.1,2.1,0,54.2,51.2,2.1,19.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,40,20,33.3,0,0,60,60,5,40,0,31.8,15.8,9.1,0,0,50,36.4,0,13.6,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,"CAYUGA ISD",.,.,.,.,.,.,.,.,.,.,0,47.4,13.8,26.3,3.4,0,56.9,68.4,3.4,26.3,0,37.5,53.8,37.5,0,0,88.5,62.5,7.7,37.5,0,40,87.5,70,0,0,100,90,12.5,80,0,39.4,14,9.1,2.3,0,54.7,48.5,2.3,15.2
"'001903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,17.5,16.3,5,12,0,0,61.3,29.3,2.5,1.1,-1,0,-1,33.3,-1,0,-1,33.3,-1,0,12.5,17.9,7.5,15.4,0,0,62.5,33.3,5,0,25,14,5.6,16,0,0,56.9,32,2.8,2,14.3,18.2,0,9.1,0,0,57.1,27.3,0,0,.,.,.,.,.,.,.,.,.,.,"ELKHART ISD",.,.,.,.,.,.,.,.,.,.,11.4,19,4.5,7.1,0,0,64.8,26.2,2.3,0,5,13.6,5,20.5,0,0,60,36.4,5,2.3,12.5,0,50,73.3,0,0,93.8,80,25,6.7,18.8,18.6,5.8,10,0,0,61.6,30,1.4,1.4
"'001904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,41.2,-1,2,-1,0,-1,43.1,-1,0,.,-1,.,-1,.,-1,.,-1,.,-1,-1,26.3,-1,5.3,-1,0,-1,31.6,-1,0,-1,25,-1,0,-1,0,-1,25,-1,0,.,40,.,0,.,0,.,40,.,0,.,-1,.,-1,.,-1,.,-1,.,-1,"FRANKSTON ISD",.,-1,.,-1,.,-1,.,-1,.,-1,.,48.6,.,2.9,.,0,.,51.4,.,0,.,56.3,.,6.3,.,0,.,62.5,.,0,.,40,.,20,.,0,.,60,.,0,-1,41.9,-1,2.3,-1,0,-1,44.2,-1,0
"'001906",-1,.,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,2.9,18.2,14.7,0,0,45.5,14.7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,18.2,0,0,68.8,18.2,0,0,0,0,18.2,5.9,0,0,50,5.9,0,0,-1,0,-1,20,-1,0,-1,20,-1,0,.,.,.,.,.,.,.,.,.,.,"NECHES ISD",.,.,.,.,.,.,.,.,.,.,0,5.9,18.2,23.5,0,0,40.9,23.5,0,0,0,10,66.7,50,0,0,75,50,0,0,-1,20,-1,100,-1,0,-1,100,-1,0,0,4,17.6,12,0,0,47.1,12,0,0
"'001907",20,20,20,0,20,0,50,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,20.3,22.2,8.2,5.2,3.4,0,73.4,28.3,4.3,1.7,12.7,22.8,12.7,8.8,0,0,75.4,29.8,9.5,0,18.8,24.1,10.1,6.2,3.6,0,75,30.3,5.8,1.4,33,19,5,1.7,7,0,76.5,21.6,2,0.9,26.2,27.2,4.8,2.9,2.4,0,72.6,32,3.6,1.9,.,.,.,.,.,.,.,.,.,.,"PALESTINE ISD",0,25,22.2,12.5,0,0,83.3,37.5,33.3,0,8.4,25.4,11.2,8.8,0,0,70.6,35.1,6.5,2.6,17.4,23.7,10.1,8.9,2.9,0,77.2,33.3,5.8,1.5,0,22.7,59.3,54.5,0,0,90.7,86.4,33.3,18.2,19.2,14.5,5.8,6.5,7.7,0,74,22.6,0,3.2
"'001908",-1,60,-1,0,-1,0,-1,60,-1,0,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,0,32.3,8.3,6.1,0,0,46.5,36.4,0,0,0,50,4.8,0,0,0,42.9,50,0,0,0,39.2,5.1,5.9,0,0,44.9,43.1,0,0,0,40,4.4,6,0,0,43.3,42,0,0,0,31.6,7.7,5.3,0,0,38.5,36.8,0,0,.,-1,.,-1,.,-1,.,-1,.,-1,"WESTWOOD ISD",0,-1,0,-1,0,-1,20,-1,0,-1,0,24.5,14.8,6.1,0,0,51.9,30.6,0,0,0,32.6,19.2,8.7,0,0,48.1,39.1,0,0,0,27.3,100,54.5,0,0,100,63.6,0,0,0,19.6,12.1,10.9,0,0,50,26.1,0,0
"'001909",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,3.8,0,0,0,0,56.8,19.2,4.5,15.4,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,57.1,20,14.3,20,0,11.1,0,0,0,0,50,22.2,0,11.1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.,"SLOCUM ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,66.7,17.6,11.1,17.6,-1,0,-1,0,-1,0,-1,28.6,-1,28.6,-1,0,-1,0,-1,0,-1,66.7,-1,66.7,0,4.2,0,0,0,0,57.1,20.8,4.8,16.7
"'002901",0,-1,0,-1,0,-1,8.3,-1,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1.1,2.1,1.8,1.2,29.6,8.3,3.3,5,0,-1,0,-1,0,-1,33.3,-1,0,-1,0,0,2,3.1,3,0,30.2,8.3,4,5.2,0,0,1.4,1.8,2.1,1.8,28.7,5.3,3.5,1.8,0,0,1.2,1.8,1.7,1.8,32.3,7.9,4.1,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"ANDREWS ISD",0,0,0,0,0,0,27.3,6.7,9.1,6.7,0,0,0.8,2.3,1.5,0.8,30.5,10.9,3.1,7.8,0,0,1.3,1.1,0,1.1,28.9,11.2,11.8,9,0,0,11.1,26.3,0,0,63.9,89.5,50,63.2,0,0,1.1,2.9,1.1,0,24.7,10,2.3,7.1
"'003801",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,14.5,7,0,0,5.5,1.8,27.3,10.5,1.8,5.3,16.7,0,0,0,16.7,0,29.2,8.3,0,8.3,21.1,7.7,0,0,10.5,0,39.5,11.5,5.3,3.8,27.6,10.7,0,0,10.3,3.6,31,14.3,0,3.6,9.1,11.1,0,0,9.1,0,18.2,11.1,9.1,0,.,.,.,.,.,.,.,.,.,.,"PINEYWOODS COMMUNITY ACADEMY",-1,.,-1,.,-1,.,-1,.,-1,.,0,3.4,0,0,0,0,23.1,6.9,3.8,6.9,0,0,0,0,0,0,32.1,11.8,7.1,11.8,0,33.3,0,0,0,0,40,66.7,20,50,13.8,9.7,0,0,0,3.2,29.3,12.9,0,6.5
"'003902",40,0,0,0,0,0,70,0,0,0,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,30.8,18.6,1.9,1.5,9.1,1,61.5,22.5,2.4,1.5,27.8,15.8,11.1,10.5,0,0,61.1,31.6,11.1,5.3,28.4,19.1,3.2,3.4,7.4,1.1,61.1,27,3.2,3.4,31.6,10,0.9,1.8,11.4,0,61.4,11.8,1.8,0,30.6,18.2,2,0,10.2,2.3,60.2,20.5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HUDSON ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.8,28.7,3.2,1.1,6.4,2.1,61.7,35.1,3.2,3.2,24.6,16.9,4.6,4.2,9.2,1.4,59.2,26.8,7.7,4.2,16.7,0,22.2,21.4,0,0,77.8,42.9,27.8,21.4,30.8,19.4,0.8,0.7,10.5,0.7,61.7,22.4,1.5,1.5
"'003903",0,0,0,14.3,0,0,50,28.6,0,28.6,0,0,14.3,16.7,0,0,42.9,16.7,0,16.7,-1,.,-1,.,-1,.,-1,.,-1,.,8,4.3,9,7.9,0,0,55.9,15.7,5.9,10.6,9,2.9,12.7,12.9,0,0,58.2,25,8.2,20.7,8.6,4.4,11.6,8.7,0,0,57.7,17.2,7.4,11.8,4.9,2.6,7.3,3,0,0,51.8,8.9,4.5,6,9,5.2,9,3.8,0,0,58,9.4,6.1,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"LUFKIN ISD",7.7,11.1,19.2,5.6,0,0,55.8,16.7,15.4,8.3,10.9,5.9,10.6,12.5,0,0,59.6,21.9,7.2,14.8,9.6,6.3,11.4,8.6,0,0,59,18.9,7.4,12.2,7.9,3.3,71.4,65,0,0,95.2,96.7,47.6,86.7,6.1,4.8,6.1,8.8,0,0,51.4,15.2,4.1,8.8
"'003904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,0,15.3,0,0,0,0,35.3,19.4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,0,0,0,0,31,24.5,0,7.5,0,11.1,0,0,0,0,32.2,15.9,0,4.8,0,31.3,0,0,0,0,35.7,37.5,0,6.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HUNTINGTON ISD",.,-1,.,-1,.,-1,.,-1,.,-1,0,19.7,0,0,0,0,37.8,23,0,3.3,0,15.6,0,0,0,0,35.9,31.3,0,15.6,0,0,0,0,0,0,33.3,71.4,0,71.4,0,13.9,0,0,0,0,35.8,17.8,0,4
"'003905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55.1,5.1,0,0,0,0,76.3,12.4,1.7,7.3,60,5.3,0,0,0,0,80,26.3,0,21.1,55.4,5.5,0,0,0,0,77.7,13.3,3.1,7.8,49.2,3.2,0,0,0,0,72.9,3.2,1.7,0,52.9,3.8,0,0,0,0,76.5,11.3,2,7.5,.,.,.,.,.,.,.,.,.,.,"DIBOLL ISD",40,0,0,0,0,0,70,16.7,20,16.7,61,6.8,0,0,0,0,79.7,20.3,1.7,13.5,58.3,4,0,0,0,0,78.3,20,3.3,16,60,0,0,0,0,0,80,76.9,13.3,76.9,53.7,8.1,0,0,0,0,74.1,8.1,1.9,0
"'003906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28.6,0,0,0,5.7,0,68.6,0,0,0,.,.,.,.,.,.,.,.,.,.,31.6,0,0,0,5.3,0,65.8,0,0,0,47.1,0,0,0,0,0,70.6,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"ZAVALLA ISD",.,.,.,.,.,.,.,.,.,.,11.1,0,0,0,11.1,0,66.7,0,0,0,14.3,0,0,0,0,0,85.7,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,31.3,0,0,0,6.3,0,70.3,0,0,0
"'003907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,14.4,0,0,0,0,52.7,16.5,2.2,2.1,0,20,0,0,0,0,50,20,0,0,0,12.5,0,0,0,0,53.3,12.5,0,0,0,14.3,0,0,0,0,50,16.3,2.3,2,0,15.4,0,0,0,0,55.9,15.4,5.9,0,.,.,.,.,.,.,.,.,.,.,"CENTRAL ISD",.,-1,.,-1,.,-1,.,-1,.,-1,0,14.6,0,0,0,0,55.2,16.7,2.1,2.1,0,3.7,0,0,0,0,53.6,7.4,7.1,3.7,0,0,0,0,0,0,56.7,28.6,13.3,28.6,0,14.5,0,0,0,0,51.5,17.1,1.5,2.6
"'004901",16.7,-1,0,-1,0,-1,41.7,-1,0,-1,0,-1,0,-1,0,-1,33.3,-1,0,-1,.,.,.,.,.,.,.,.,.,.,20.7,44.2,0,2.8,0,0,43.8,47.9,1.4,1.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.6,42.9,0,3.2,0,0,49.1,46.8,1.7,0.8,4.9,34.3,0,1.9,0,0,31.9,37,2,1.9,26.3,35.3,0,4.7,0,0,52.5,41.2,1.3,1.2,-1,.,-1,.,-1,.,-1,.,-1,.,"ARANSAS COUNTY ISD",-1,20,-1,0,-1,0,-1,20,-1,0,34.8,54.1,0,3.7,0,0,54.3,58.7,0.9,1.8,22,27.6,0,5.3,0,0,45.6,34.2,1.1,1.3,11.8,13.6,0,27.3,0,0,52.9,50,17.6,18.2,19.7,50,0,1.6,0,0,39.3,52.5,1.7,2.5
"'005901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.6,14.7,7.1,5.9,0,0,46.4,20.6,0,5.9,.,.,.,.,.,.,.,.,.,.,0,0,11.1,16.7,0,0,33.3,16.7,0,16.7,0,0,7.7,10,0,0,42.3,10,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,"ARCHER CITY ISD",.,.,.,.,.,.,.,.,.,.,6.7,35.7,6.7,0,0,0,50,35.7,0,0,0,14.3,25,28.6,0,0,50,42.9,0,28.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.8,16.1,0,6.5,0,0,47.6,22.6,0,6.5
"'005902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.2,17.1,0,6.1,0,0,26.4,23.2,1.4,1.2,-1,.,-1,.,-1,.,-1,.,-1,.,23.1,40,0,0,0,0,38.5,46.7,7.7,6.7,6.5,11.8,0,2.9,0,0,22.6,14.7,3.2,0,0,14.3,0,14.3,0,0,16.7,28.6,0,0,.,.,.,.,.,.,.,.,.,.,"HOLLIDAY ISD",.,.,.,.,.,.,.,.,.,.,16.3,20.8,0,8.3,0,0,29.1,29.2,0,2.1,22.2,11.8,0,23.5,0,0,44.4,35.3,0,5.9,16.7,16.7,0,83.3,0,0,50,100,16.7,16.7,12.3,17.6,0,5.4,0,0,24.6,23,0,1.4
"'005904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.8,25,5.3,3.1,0,0,59.2,28.1,2.6,3.1,.,.,.,.,.,.,.,.,.,.,16.7,14.3,8.3,14.3,0,0,62.5,28.6,0,14.3,5,0,0,5.9,0,0,50,5.9,5,5.9,12.5,12.5,12.5,12.5,0,0,59.4,25,6.3,12.5,.,.,.,.,.,.,.,.,.,.,"WINDTHORST ISD",-1,.,-1,.,-1,.,-1,.,-1,.,27.8,53.3,11.1,0,0,0,69.4,53.3,0,0,-1,37.5,-1,12.5,-1,0,-1,50,-1,12.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.2,29.2,0,0,0,0,59.1,29.2,0,0
"'006902",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,7.7,0,40.4,5,19.2,5,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,28.6,12.5,14.3,12.5,0,-1,0,-1,0,-1,41.7,-1,33.3,-1,.,.,.,.,.,.,.,.,.,.,"CLAUDE ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,16.7,0,54.2,0,25,0,0,-1,0,-1,0,-1,54.5,-1,45.5,-1,0,-1,0,-1,0,-1,100,-1,100,-1,0,0,0,0,10,0,40,0,15,0
"'007901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,10.3,10.3,0,0,29.5,23.1,5.1,15.4,.,.,.,.,.,.,.,.,.,.,0,0,14.8,15.4,0,0,33.3,26.9,7.4,15.4,0,0,9.5,20,0,0,14.3,26.7,4.8,13.3,0,0,10.8,12.5,0,0,29.7,25,5.4,15.6,.,.,.,.,.,.,.,.,.,.,"CHARLOTTE ISD",.,.,.,.,.,.,.,.,.,.,0,0,11.1,4.2,0,0,47.2,20.8,5.6,16.7,0,0,16.7,13.3,0,0,35.4,30,8.3,20,-1,0,-1,36.4,-1,0,-1,81.8,-1,54.5,-1,0,-1,0,-1,0,-1,14.3,-1,14.3
"'007902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.9,4.6,7.8,0,0,47.7,12.2,0,5.2,.,.,.,.,.,.,.,.,.,.,0,1.6,5.8,12.5,0,0,42.3,17.2,0,4.7,0,2.1,4.6,6.3,0,0,46.2,10.4,0,6.3,0,1.4,7.7,10.1,0,0,49.2,14.5,0,4.3,.,.,.,.,.,.,.,.,.,.,"JOURDANTON ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4.7,9,0,0,50,13.4,0,4.5,0,0,8.7,17.8,0,0,45.7,24.4,0,11.1,0,0,62.5,69.2,0,0,68.8,100,0,46.2,0,0,0,4.7,0,0,44,9.3,0,7
"'007904",-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.4,56.9,2.8,2,0,0,54.6,58.8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,62,3.8,1.4,0,0,55,63.4,0,0,13.6,58.3,4.5,0,0,0,59.1,58.3,0,0,4.5,60.2,3.4,0,0,0,52.8,60.2,0,0,.,.,.,.,.,.,.,.,.,.,"LYTLE ISD",0,50,0,0,0,0,37.5,50,0,0,1.5,55.6,1.5,3.7,0,0,51.5,59.3,0,0,1.8,64.3,5.4,0,0,0,48.2,64.3,0,0,0,66.7,40,33.3,0,0,60,100,0,0,11.8,44.4,0,11.1,0,0,58.8,55.6,0,0
"'007905",.,-1,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,10.8,8.9,5,4.7,0,0.8,60.6,17.1,1.3,3.1,.,-1,.,-1,.,-1,.,-1,.,-1,11.3,7.5,7.1,7.5,0,0.7,63.1,18.7,1.4,3.7,14.9,14.4,3.7,4,0,0,58.6,20,2.2,2.4,9.7,8,6.1,4.5,0,0.6,61.2,15.9,1.8,2.8,-1,.,-1,.,-1,.,-1,.,-1,.,"PLEASANTON ISD",.,0,.,14.3,.,0,.,14.3,.,0,5.7,3.8,6.6,5.3,0,1.5,63.2,14.4,0,3.8,5.4,1.9,13,9.5,0,1,66.8,17.1,2.2,5.7,0,0,70.6,46.2,0,0,88.2,73.1,17.6,30.8,12.5,11.5,2.8,5.1,0,1.3,59,19.2,0,2.6
"'007906",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,4.2,1.9,3.4,3.7,0,0,43.6,9.3,2.5,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.6,1.4,1.3,5.4,0,0,40.3,10.8,2.6,4.1,6.9,3.8,0,1.9,0,0,38.8,9.4,1.7,3.8,4.7,2.2,2.8,4.4,0,0,44.3,10,2.8,3.3,-1,.,-1,.,-1,.,-1,.,-1,.,"POTEET ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.7,0,6.7,5.5,0,0,48.3,9.1,3.3,3.6,6.9,1.6,5.2,6.3,0,0,49.1,14.3,5.2,6.3,0,0,28.6,33.3,0,0,57.1,66.7,21.4,33.3,0,0,11.1,0,0,0,44.4,0,0,0
"'008901",-1,.,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,0,2.4,1.2,0,0,0,40,4.9,1.2,2.4,0,0,0,0,0,0,32.5,0,5,0,0,0,1.9,0,0,0,40.4,1.8,1.9,1.8,0,0,1.2,0,0,0,36.5,1.3,1.2,1.3,0,0,0,0,0,0,40,2.1,0,2.1,.,.,.,.,.,.,.,.,.,.,"BELLVILLE ISD",0,0,0,0,0,0,7.1,0,0,0,0,4.7,1.2,0,0,0,43.5,8.1,1.2,3.5,0,2.3,4.3,0,0,0,33.7,6.8,4.3,4.5,0,0,22.2,0,0,0,50,44.4,22.2,44.4,0,3.8,1.9,0,0,0,41.7,6.6,0.9,2.8
"'008902",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,.,.,.,.,.,.,.,.,.,.,9.1,10.5,3.4,3.2,0,0,32.9,14.7,1.1,1.6,6.3,4.8,0,4.8,0,0,25,9.5,0,4.8,13.9,4.3,6.3,5.4,0,0,38.6,12,2.5,3.3,4.7,3.4,1.2,4.5,0,0,27.9,10.1,1.2,2.2,13.2,9.2,3.9,5.7,0,0,37.5,17.2,1.3,2.3,.,-1,.,-1,.,-1,.,-1,.,-1,"SEALY ISD",22.2,3.8,11.1,11.5,0,0,44.4,19.2,11.1,3.8,13.5,16.8,5.6,2,0,0,37.6,18.8,1.1,1,17.4,5.2,10.9,7.8,0,0,38,14.3,2.2,2.6,27.3,9.1,54.5,54.5,0,0,68.2,81.8,18.2,27.3,6.3,14.9,3.8,0,0,0,31.6,14.9,1.3,0
"'008903",.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,0,0,2.4,0,0,0,22,4.3,0,4.3,-1,0,-1,0,-1,0,-1,12.5,-1,12.5,0,0,0,0,0,0,21.1,8.1,0,8.1,0,0,0,0,0,0,14.7,2.9,0,2.9,0,0,4.2,0,0,0,18.8,5.9,0,5.9,.,.,.,.,.,.,.,.,.,.,"BRAZOS ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4.2,0,0,0,27.1,5.6,0,5.6,0,0,16.7,0,0,0,41.7,10.3,0,10.3,-1,0,-1,0,-1,0,-1,42.9,-1,42.9,0,0,0,0,0,0,23.3,0,0,0
"'009901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.4,32.5,0,2.6,0,0,62.2,42.9,10.2,9.1,.,.,.,.,.,.,.,.,.,.,17.6,31.7,0,3.2,0,0,62.8,42.9,13.5,9.5,24.5,31.4,0,5.7,0,0,65.3,40,8.2,2.9,16.3,34.3,0,3,0,0,61.6,44.8,11.6,9,.,.,.,.,.,.,.,.,.,.,"MULESHOE ISD",-1,16.7,-1,0,-1,0,-1,16.7,-1,16.7,12.2,33.3,0,0,0,0,59.2,45.2,12.2,14.3,5.7,24.1,0,6.9,0,0,58.6,44.8,22.9,17.2,0,11.1,0,22.2,0,0,95.5,100,90.9,77.8,33.3,20,0,0,0,0,66.7,30,0,10
"'010901",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.3,8.3,0,0,0,0,50,12.5,8.3,4.2,.,-1,.,-1,.,-1,.,-1,.,-1,0,6.3,0,0,0,0,41.7,12.5,0,6.3,14.3,16.7,0,0,0,0,42.9,16.7,0,0,0,-1,0,-1,0,-1,55.6,-1,11.1,-1,.,.,.,.,.,.,.,.,.,.,"MEDINA ISD",.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,60,8.3,20,8.3,0,0,0,0,0,0,57.1,9.1,14.3,9.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.3,10.5,0,0,0,0,46.7,15.8,6.7,5.3
"'010902",.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,2.9,0,0,0,0,43,9.4,0,6.5,-1,.,-1,.,-1,.,-1,.,-1,.,0,0,0,0,0,0,42.7,6.8,0,6.8,0,2.6,0,0,0,0,41.4,7.8,0,5.2,0,2,0,0,0,0,48.8,7.8,0,5.9,.,.,.,.,.,.,.,.,.,.,"BANDERA ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3.2,0,0,0,0,44.9,11.3,0,8.1,0,0,0,0,0,0,43.8,24,0,24,0,0,0,0,0,0,30,50,0,50,0,3.6,0,0,0,0,40.3,10.8,0,7.2
"'011901",0,3.6,0,0,0,0,36.4,3.6,4.5,0,0,20,0,0,0,0,30,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.4,4.9,1.3,2.8,0,0,34.2,10.6,2.7,3.2,0,5.1,6.5,7.7,0,0,41.9,17.9,3.2,5.1,2.8,5,0.9,3,0,0,33.6,11.1,3.5,3.6,3.3,2.8,0.5,1.8,0,0,32,7.7,1.4,3.1,2.6,5.7,0.9,2.8,0,0,33.5,11.5,2.2,3.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BASTROP ISD",3,6.1,1.5,5.1,0,0,35.1,17.2,1.5,8.1,1.6,6.9,2.1,3.8,0,0,36.2,13.2,3.9,3.3,1.8,5.3,1.5,3,0,0,39.5,13.9,5.5,6.1,0,3.6,16.2,17.9,0,0,77,64.3,54.1,46.4,2.5,2.9,1.7,2.4,0,0,34.4,7.6,3.4,2.4
