DISTRICT,DD004AMA1221R,DD004AMA1321R,DD004AMA1S21R,DD004ARE1221R,DD004ARE1321R,DD004ARE1S21R,DD004AWR1221R,DD004AWR1321R,DD004AWR1S21R,DD204AMA1221R,DD204AMA1321R,DD204AMA1S21R,DD204ARE1221R,DD204ARE1321R,DD204ARE1S21R,DD204AWR1221R,DD204AWR1321R,DD204AWR1S21R,DD304AMA1221R,DD304AMA1321R,DD304AMA1S21R,DD304ARE1221R,DD304ARE1321R,DD304ARE1S21R,DD304AWR1221R,DD304AWR1321R,DD304AWR1S21R,DD404AMA1221R,DD404AMA1321R,DD404AMA1S21R,DD404ARE1221R,DD404ARE1321R,DD404ARE1S21R,DD404AWR1221R,DD404AWR1321R,DD404AWR1S21R,DDA04AMA1221R,DDA04AMA1321R,DDA04AMA1S21R,DDA04ARE1221R,DDA04ARE1321R,DDA04ARE1S21R,DDA04AWR1221R,DDA04AWR1321R,DDA04AWR1S21R,DDB04AMA1221R,DDB04AMA1321R,DDB04AMA1S21R,DDB04ARE1221R,DDB04ARE1321R,DDB04ARE1S21R,DDB04AWR1221R,DDB04AWR1321R,DDB04AWR1S21R,DDE04AMA1221R,DDE04AMA1321R,DDE04AMA1S21R,DDE04ARE1221R,DDE04ARE1321R,DDE04ARE1S21R,DDE04AWR1221R,DDE04AWR1321R,DDE04AWR1S21R,DDF04AMA1221R,DDF04AMA1321R,DDF04AMA1S21R,DDF04ARE1221R,DDF04ARE1321R,DDF04ARE1S21R,DDF04AWR1221R,DDF04AWR1321R,DDF04AWR1S21R,DDH04AMA1221R,DDH04AMA1321R,DDH04AMA1S21R,DDH04ARE1221R,DDH04ARE1321R,DDH04ARE1S21R,DDH04AWR1221R,DDH04AWR1321R,DDH04AWR1S21R,DDI04AMA1221R,DDI04AMA1321R,DDI04AMA1S21R,DDI04ARE1221R,DDI04ARE1321R,DDI04ARE1S21R,DDI04AWR1221R,DDI04AWR1321R,DDI04AWR1S21R,DDL04AMA1221R,DDL04AMA1321R,DDL04AMA1S21R,DDL04ARE1221R,DDL04ARE1321R,DDL04ARE1S21R,DDL04AWR1221R,DDL04AWR1321R,DDL04AWR1S21R,DDM04AMA1221R,DDM04AMA1321R,DDM04AMA1S21R,DDM04ARE1221R,DDM04ARE1321R,DDM04ARE1S21R,DDM04AWR1221R,DDM04AWR1321R,DDM04AWR1S21R,DDR04AMA1221R,DDR04AMA1321R,DDR04AMA1S21R,DDR04ARE1221R,DDR04ARE1321R,DDR04ARE1S21R,DDR04AWR1221R,DDR04AWR1321R,DDR04AWR1S21R,DDS04AMA1221R,DDS04AMA1321R,DDS04AMA1S21R,DDS04ARE1221R,DDS04ARE1321R,DDS04ARE1S21R,DDS04AWR1221R,DDS04AWR1321R,DDS04AWR1S21R,DDW04AMA1221R,DDW04AMA1321R,DDW04AMA1S21R,DDW04ARE1221R,DDW04ARE1321R,DDW04ARE1S21R,DDW04AWR1221R,DDW04AWR1321R,DDW04AWR1S21R,DISTNAME,DNC04AMA1221R,DNC04AMA1321R,DNC04AMA1S21R,DNC04ARE1221R,DNC04ARE1321R,DNC04ARE1S21R,DNC04AWR1221R,DNC04AWR1321R,DNC04AWR1S21R,DNM04AMA1221R,DNM04AMA1321R,DNM04AMA1S21R,DNM04ARE1221R,DNM04ARE1321R,DNM04ARE1S21R,DNM04AWR1221R,DNM04AWR1321R,DNM04AWR1S21R,DNS04AMA1221R,DNS04AMA1321R,DNS04AMA1S21R,DNS04ARE1221R,DNS04ARE1321R,DNS04ARE1S21R,DNS04AWR1221R,DNS04AWR1321R,DNS04AWR1S21R
"'101916",30,12,66,34,16,68,16,2,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,27,73,44,20,75,31,10,66,31,10,52,31,10,66,29,7,64,40,20,67,37,17,74,22,5,61,49,27,75,46,21,82,33,11,74,49,27,74,42,21,73,30,10,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,10,65,33,15,67,15,0,43,47,28,71,41,19,68,28,8,58,27,10,59,23,9,55,10,2,44,29,11,49,20,6,39,17,4,36,49,29,75,48,20,80,31,9,65,"LA PORTE ISD",47,27,74,45,22,75,31,9,66,50,27,71,41,15,76,30,11,67,55,45,64,45,36,64,30,0,60
"'101917",20,9,50,20,6,50,14,3,42,18,11,39,25,7,64,29,11,57,51,32,76,49,22,74,38,9,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,10,50,25,8,54,18,4,47,12,4,37,21,6,43,14,2,42,20,9,48,23,7,52,16,3,45,16,7,46,26,9,57,21,6,52,21,9,50,23,8,53,17,4,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,9,50,20,6,50,14,3,42,26,12,53,23,8,50,15,3,43,20,9,47,21,6,49,13,3,41,16,5,30,17,4,28,14,4,23,30,18,55,39,17,67,27,8,57,"PASADENA ISD",22,10,51,25,9,55,19,5,49,17,8,45,22,7,50,16,3,41,21,8,46,21,5,46,10,2,35
"'101919",25,12,50,27,12,53,20,5,44,24,5,50,32,8,55,10,0,43,54,35,63,52,35,65,53,24,65,36,27,55,22,22,56,18,0,45,21,10,43,25,11,48,18,4,41,12,5,29,18,6,38,12,2,33,19,9,40,23,9,46,16,3,39,19,10,40,29,13,54,21,5,47,24,11,49,27,12,53,19,4,44,12,6,39,31,13,47,24,6,45,23,11,49,26,12,51,18,4,42,23,10,45,21,9,43,14,3,35,22,10,46,24,11,48,17,4,39,16,3,25,15,3,21,11,1,18,35,21,61,39,17,63,25,3,56,"SPRING ISD",23,12,46,26,12,50,19,4,42,17,8,38,24,8,45,16,3,40,23,13,37,17,3,38,14,0,32
"'101920",33,19,57,24,9,52,17,4,43,60,51,84,69,35,87,56,15,78,90,76,96,68,47,90,68,34,87,.,.,.,.,.,.,.,.,.,48,33,68,41,20,66,33,12,58,22,13,43,23,8,54,18,8,40,29,15,53,22,7,51,15,3,41,43,29,66,41,21,69,38,15,63,34,20,57,26,10,55,19,4,45,22,22,44,44,11,56,11,11,44,30,17,55,21,7,49,14,3,40,52,37,70,40,19,63,29,10,53,27,15,50,19,7,47,12,3,37,24,10,38,19,5,36,16,3,25,76,58,90,68,37,88,60,26,83,"SPRING BRANCH ISD",52,36,71,42,21,68,34,13,59,36,25,57,37,16,61,31,11,53,48,29,79,40,16,58,32,14,59
"'101921",60,42,80,52,29,76,48,21,77,70,35,88,60,39,82,51,18,77,84,65,97,77,47,92,72,34,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,43,82,59,35,82,53,20,80,26,9,45,34,19,64,26,6,54,40,21,66,37,15,66,31,9,63,56,39,78,62,38,84,58,24,84,53,34,78,50,26,76,44,18,73,.,.,.,.,.,.,.,.,.,49,29,73,39,16,68,36,15,69,68,46,87,57,33,80,48,17,76,45,25,72,41,16,68,34,14,66,33,16,47,23,8,37,19,5,34,66,47,85,64,39,85,57,20,84,"TOMBALL ISD",65,45,84,63,40,85,56,22,82,57,38,79,53,27,77,47,17,77,62,31,81,46,35,65,44,24,72
"'101924",25,13,49,21,8,44,12,3,37,29,14,50,36,0,50,23,0,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,24,13,46,22,8,45,14,3,35,12,6,31,14,2,32,10,1,27,22,11,45,20,7,43,12,2,33,21,12,44,25,10,47,18,4,39,27,15,50,24,10,49,14,3,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,49,20,8,43,12,3,36,27,14,47,19,5,42,10,2,32,24,13,48,22,8,45,13,3,37,13,6,22,10,3,20,8,2,11,21,16,37,21,11,26,21,5,21,"SHELDON ISD",27,14,48,25,9,48,16,3,38,19,11,41,17,6,38,10,3,31,14,14,57,7,0,50,0,0,29
"'101925",14,9,50,18,5,32,10,5,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,13,50,31,15,57,22,6,53,33,8,50,25,8,67,25,0,67,14,5,37,18,8,41,15,3,41,25,17,46,36,20,62,31,10,58,17,9,48,23,8,51,17,6,44,.,.,.,.,.,.,.,.,.,14,9,50,18,5,32,10,5,29,20,9,55,26,9,52,13,2,47,14,7,46,21,7,36,14,7,43,5,2,16,11,2,20,4,0,20,24,14,52,34,18,58,23,7,55,"HUFFMAN ISD",25,14,53,32,17,57,21,6,52,19,10,44,28,10,57,23,6,53,14,14,43,14,14,29,14,0,43
"'102901",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,10,60,40,20,60,20,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,10,60,40,20,60,20,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,17,67,33,17,67,17,17,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"KARNACK ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,29,14,71,57,29,86,29,14,100,.,.,.,.,.,.,.,.,.
"'102902",26,12,51,21,6,54,21,3,50,20,20,60,20,0,60,20,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,30,13,53,30,11,54,24,5,51,21,7,35,18,6,38,11,2,33,23,10,47,25,6,48,17,4,43,28,13,49,33,11,58,24,6,54,28,12,55,27,9,55,25,5,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,12,50,20,5,53,20,3,49,32,14,56,27,10,50,24,4,47,24,11,46,20,4,47,18,3,44,41,5,41,36,5,41,32,5,36,43,23,70,49,19,69,39,8,69,"MARSHALL ISD",31,14,54,30,10,55,26,5,52,25,13,49,31,11,47,18,4,46,18,0,55,9,0,36,9,0,36
"'102903",-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,60,60,20,80,40,0,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,15,73,44,21,81,31,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,9,72,41,16,84,31,0,69,28,10,72,48,24,86,38,0,72,15,8,77,31,15,77,8,0,69,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,22,74,39,17,74,22,0,61,7,7,50,21,7,50,14,0,36,25,13,50,0,0,25,13,0,25,39,23,74,52,26,84,42,0,65,"WASKOM ISD",33,15,83,40,18,83,36,0,72,17,17,42,58,33,75,15,0,54,.,.,.,.,.,.,.,.,.
"'102904",23,15,54,20,7,56,27,7,53,41,22,59,43,29,68,45,15,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,23,57,35,17,62,31,9,59,11,5,19,16,7,39,24,6,46,25,13,48,24,11,53,21,4,45,30,16,54,35,17,65,30,8,61,18,8,43,22,7,52,14,3,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,9,47,11,0,49,16,0,44,41,29,60,34,18,59,33,10,57,20,12,35,20,11,42,21,7,41,19,8,35,12,5,27,15,4,24,50,35,73,45,24,73,38,11,66,"HALLSVILLE ISD",58,38,83,51,26,83,43,11,73,20,12,39,23,11,48,20,7,45,35,29,59,35,18,59,21,7,50
"'102905",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,33,79,64,28,90,64,23,90,.,.,.,.,.,.,.,.,.,26,21,68,58,16,89,42,11,84,22,22,67,56,22,89,67,17,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,43,90,71,33,90,62,29,90,12,6,71,41,6,82,47,6,82,0,0,17,17,0,83,17,0,50,43,37,83,66,31,94,66,26,91,"HARLETON ISD",48,40,84,68,36,92,80,28,92,21,21,71,57,14,86,36,14,86,.,.,.,.,.,.,.,.,.
"'102906",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,16,69,47,19,86,29,7,67,10,0,40,30,0,80,20,0,50,28,8,61,50,14,86,22,3,65,28,14,62,59,21,86,28,10,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,17,76,34,17,86,31,3,62,0,0,44,44,0,89,0,0,50,9,0,27,18,0,55,8,0,17,39,17,74,50,24,87,30,9,72,"ELYSIAN FIELDS ISD",36,12,71,43,17,88,31,7,69,31,25,63,56,25,81,25,6,63,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'103901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,17,61,44,33,72,22,11,72,.,.,.,.,.,.,.,.,.,23,8,54,31,15,69,23,8,62,27,18,64,55,45,82,27,18,73,33,11,67,44,22,78,33,11,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,14,57,29,14,57,14,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,56,44,44,67,11,11,78,"CHANNING ISD",30,20,70,40,20,70,20,0,80,25,13,50,50,50,75,25,25,63,.,.,.,.,.,.,.,.,.
"'103902",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,40,73,47,13,67,53,13,80,.,.,.,.,.,.,.,.,.,50,33,83,33,0,67,50,0,67,38,25,63,38,13,63,50,0,75,50,38,88,25,0,63,50,0,75,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,57,86,57,14,71,57,29,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,43,43,57,71,29,71,57,29,86,"HARTLEY ISD",44,33,67,44,0,67,44,11,89,50,50,83,50,33,67,67,17,67,.,.,.,.,.,.,.,.,.
"'104901",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,12,30,21,9,58,24,3,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,15,10,5,40,15,0,25,6,6,25,13,6,56,25,0,38,0,0,13,6,0,50,13,0,25,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,18,35,29,12,59,24,6,47,6,6,18,12,6,35,12,0,18,0,0,0,0,0,0,0,0,0,31,25,50,38,19,69,38,6,63,"HASKELL CISD",14,14,29,19,10,67,24,0,43,17,8,33,25,8,42,25,8,42,.,.,.,.,.,.,.,.,.
"'104903",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,33,83,17,0,67,33,0,50,.,.,.,.,.,.,.,.,.,83,33,83,17,0,67,33,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"RULE ISD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'104907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,33,67,50,0,100,17,0,67,.,.,.,.,.,.,.,.,.,50,33,67,50,0,100,17,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"PAINT CREEK ISD",40,40,60,40,0,100,20,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'105801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KATHERINE ANNE PORTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105802",.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,5,40,35,15,60,10,0,50,0,0,0,40,0,40,0,0,20,9,9,27,36,9,45,9,0,36,8,8,46,46,15,69,8,0,54,11,11,44,22,22,56,11,0,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,29,14,14,43,14,0,43,0,0,13,25,0,38,0,0,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"TEXAS PREPARATORY SCHOOL",10,10,50,40,20,60,20,0,60,10,0,30,30,10,60,0,0,40,.,.,.,.,.,.,.,.,.
"'105803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KI CHARTER ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'105902",9,5,25,16,3,31,5,0,24,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,18,8,38,24,9,49,13,3,36,16,4,36,24,8,44,8,0,28,13,5,33,17,6,42,9,2,32,18,8,34,28,8,51,17,4,43,10,4,31,17,5,42,8,2,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,5,23,15,3,30,3,0,23,18,8,42,20,9,48,9,2,30,0,0,20,20,0,40,0,0,0,11,0,18,13,1,24,7,1,16,45,22,65,46,20,76,28,7,61,"SAN MARCOS CISD",20,9,41,27,11,51,14,3,38,13,3,32,15,3,44,9,3,33,0,0,80,0,0,40,0,0,0
"'105904",23,13,53,21,4,39,14,3,34,56,28,89,65,18,88,50,11,83,91,64,91,78,44,89,67,11,89,.,.,.,.,.,.,.,.,.,52,31,77,54,29,76,39,11,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,15,53,33,13,50,24,9,44,46,23,72,53,31,78,42,14,75,39,25,64,41,23,61,31,10,57,.,.,.,.,.,.,.,.,.,19,11,48,19,4,35,11,0,30,58,37,81,54,28,74,36,9,66,17,4,44,16,1,40,10,1,29,20,3,34,24,7,42,9,0,33,55,31,79,57,31,79,40,12,73,"DRIPPING SPRINGS ISD",53,31,77,54,29,77,39,10,69,50,29,76,54,30,74,38,13,73,65,39,96,75,33,92,39,4,65
"'105905",36,21,71,43,14,86,14,14,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,30,77,61,31,86,40,15,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,21,64,53,21,77,28,15,57,40,27,75,63,29,85,47,20,75,45,38,73,65,35,83,44,20,66,.,.,.,.,.,.,.,.,.,31,15,69,38,8,85,8,8,46,53,32,79,59,33,88,33,11,63,16,9,56,27,5,64,5,5,33,43,17,57,39,17,57,24,0,38,48,28,79,62,31,89,39,14,69,"WIMBERLEY ISD",45,29,72,60,29,85,38,16,66,50,30,87,63,34,90,44,14,73,78,67,89,89,56,100,56,11,89
"'105906",23,9,45,18,7,53,14,3,40,44,22,75,39,17,72,27,3,64,75,58,83,67,50,75,62,23,77,.,.,.,.,.,.,.,.,.,36,20,61,37,19,66,28,8,55,30,10,60,42,26,79,35,12,47,22,10,48,22,10,53,16,3,42,32,18,58,39,20,68,31,10,58,26,13,52,28,12,57,21,5,47,60,40,60,20,20,60,40,20,40,22,8,44,17,5,51,13,3,38,40,22,65,35,17,64,25,6,52,21,8,43,18,5,52,13,3,38,18,9,40,19,8,38,14,4,25,53,33,78,55,31,83,40,12,69,"HAYS CISD",39,22,65,40,20,70,31,7,58,28,15,51,31,15,57,22,8,47,38,19,69,42,12,65,19,0,54
"'106901",0,0,25,25,0,38,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,12,60,50,20,80,32,8,70,.,.,.,.,.,.,.,.,.,15,0,50,38,12,77,15,0,65,29,12,71,76,29,94,47,18,88,15,4,48,37,19,74,15,0,59,.,.,.,.,.,.,.,.,.,0,0,14,14,0,29,0,0,43,21,12,55,36,15,73,24,3,61,0,0,11,11,0,53,0,0,37,8,0,33,25,0,58,0,0,50,33,24,71,62,24,86,52,19,81,"CANADIAN ISD",24,13,60,49,22,80,36,9,71,20,0,60,60,0,80,0,0,60,.,.,.,.,.,.,.,.,.
"'107901",35,23,59,30,8,58,14,1,39,67,50,83,67,17,67,33,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,39,23,63,35,13,61,19,4,46,18,6,48,24,9,48,3,3,27,34,19,58,29,9,57,15,3,41,37,20,64,41,13,70,22,6,55,35,21,62,32,9,62,18,2,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,21,57,27,9,55,13,1,37,42,25,61,28,13,52,15,2,38,32,19,53,25,9,52,11,1,35,20,5,28,10,3,23,10,0,20,52,31,69,40,21,67,29,10,62,"ATHENS ISD",37,21,63,34,12,62,20,5,46,45,30,64,36,16,59,14,2,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'107902",18,9,55,9,9,45,9,0,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,26,72,45,21,72,23,6,54,0,0,43,29,0,57,0,0,0,38,26,70,40,20,66,21,6,49,44,28,71,54,29,75,32,11,64,45,35,70,45,30,75,25,5,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,9,55,9,9,45,9,0,27,40,25,72,38,15,69,16,2,46,16,7,51,20,7,51,5,0,29,23,9,41,18,5,36,5,0,23,45,26,72,46,22,71,25,7,57,"BROWNSBORO ISD",45,27,72,46,22,74,23,8,54,33,23,70,43,20,63,23,0,53,20,20,60,0,0,40,0,0,0
"'107904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,26,68,32,18,59,18,0,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,23,59,23,14,45,18,0,32,41,29,59,35,24,59,29,0,41,33,17,50,17,0,50,0,0,33,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,24,76,29,12,59,6,0,47,22,9,57,13,0,43,4,0,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,29,75,38,21,63,21,0,50,"CROSS ROADS ISD",47,29,76,35,24,71,18,0,53,35,24,59,29,12,47,18,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'107905",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,24,82,34,11,79,36,4,61,.,.,.,.,.,.,.,.,.,38,19,81,27,8,77,26,4,51,35,20,80,35,9,85,42,5,69,25,17,75,25,8,67,25,0,42,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,29,84,34,13,73,30,2,54,28,15,75,24,7,74,21,0,47,14,7,55,17,3,55,3,0,24,43,24,83,35,11,81,37,3,63,"EUSTACE ISD",47,23,84,34,11,83,37,6,67,32,27,78,34,10,73,34,0,51,100,71,100,43,14,71,57,29,100
"'107906",67,17,83,67,33,100,67,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,33,16,70,55,33,89,41,10,82,9,9,73,36,9,82,27,0,82,31,12,63,57,34,89,42,8,85,44,18,69,53,30,88,44,8,79,44,19,63,50,31,88,38,13,75,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,14,70,57,36,91,39,11,84,27,0,45,58,33,75,42,8,67,44,11,78,56,11,56,22,11,44,37,17,73,60,37,90,45,12,82,"MALAKOFF ISD",29,14,71,51,33,89,42,11,81,45,20,65,67,33,90,38,5,86,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'107907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,13,13,13,50,14,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,20,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"TRINIDAD ISD",0,0,0,0,0,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
"'107908",-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,25,67,25,8,83,50,8,67,.,.,.,.,.,.,.,.,.,50,38,63,38,13,75,38,13,50,40,20,60,20,0,80,60,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,29,71,29,14,86,43,0,57,20,20,40,20,0,60,40,20,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,33,67,33,11,89,44,11,67,"MURCHISON ISD",50,20,70,20,0,90,50,10,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.
